API Well Number,Permit Type,APD Received Date,APD Approved Date,Company Number,Company Name,Bottom Area Code,Bottom Block Number,Bottom Lease Number,Surface Area Code,Surface Block Number,Surface Lease Number,Surface NS Dist,Surface NS Code,Surface EW Dist,Surface EW Code,Well Type,Well Name,Well Name Suffix,Water Depth (feet),Rig ID Number,Rig Name,Surf X Coord Loc,Surf Y Coord Loc,Surface Latitude,Surface Longitude
177250102002,,5/7/1998,,00078,Chevron U.S.A. Inc.,BS,55,G01372,MP,42, 00375,432,N,4086,E,, E006,ST00BP00,40,,,2734514,277648,29.40984014,-89.02636732
177264003300,,5/7/1998,10/26/1998,00730,Walter Oil & Gas Corporation,BS,53,G16502,BS,53,G16502,6791,S,5778,E,,  001,,19,,,2703322,284871,29.43138997,-89.12387316
427024026700,,5/7/1998,5/8/1998,01385,Chieftain International (U.S.) Inc.,MU,758,G03020,MU,758,G03020,2405,S,1804,W,,  009,,148,,,2618979.32,747794.75,27.7110605,-96.5869131
608174060001,,5/8/1998,,00148,Anadarko E&P Company LP,MC,667,G14013,MC,667,G14013,4877,N,5956,E,,  001,ST01BP00,2902,,,801884,10275283,28.29001597,-89.60592099
,,5/8/1998,,01586,Petsec Energy Inc.,WC,515,G15102,WC,515,,2885,S,144,W,,  001,,172,,,,,,
427114080601,,5/9/1998,,02219,Anadarko US Offshore LLC,HI,A 378,G13807,HI,A 378,G13807,3243,N,1753,W,,  001,ST01BP00,332,,,3683468.81,83877,27.96075082,-93.7843517
177164023701,,5/10/1998,5/11/1998,00105,Apache Corporation,ST,221,G05618,ST,221,G05618,4054,S,5421,E,, A003,,156,,,2270159.02,-97744.64,28.39518315,-90.49336068
177004099700,,5/11/1998,,00114,BP America Production Company,WC,65,G02825,WC,66,G02826,3465,N,4484,W,, B020,ST00BP00,36,,,1425451.8080,360809.1440,29.64639783,-93.14209516
177014022301,,5/11/1998,5/18/1998,01102,Century Offshore Management Corporation,WC,368,G05315,WC,368,G05315,4586,N,5278,W,,  005,,72,,,1367213.6160,94043.28,28.91025199,-93.31091036
177024076601,,5/11/1998,7/25/1998,01855,"Vastar Resources, Inc.",WC,645,G03973,WC,645,G03973,1970,N,6513,W,, A003,,432,,,1442238.8560,-257533.8720,27.94704802,-93.0599262
177194066500,,5/11/1998,,01138,El Paso Production GOM Inc.,WD,36,G13945,WD,36,G13945,6400,N,3400,W,,  001,ST00BP00,60,,,2479572,179960.50,29.15288835,-89.83099661
177244082000,,5/11/1998,5/15/1998,02079,CNOOC Petroleum Offshore U.S.A. Inc.,MP,262,G15390,MP,262,G15390,4072,S,5103,W,, A003,,288,,,3009203,252652,29.32307824,-88.16617162
177244082300,,5/11/1998,5/22/1998,00491,"EP Energy Management, L.L.C.",MP,223,G12096,MP,223,G12096,1640,S,2491,E,, A008,,265,,,3075359,279720,29.39229069,-87.95616915
427094057002,,5/11/1998,,00185,Samedan Oil Corporation,HI,A 550,G04081,HI,A 550,G04081,6966,N,6497,E,, A001,ST00BP00,274,,,3580178.81,95994,28.00632166,-94.10240294
,,5/11/1998,,00771,"Texaco Exploration and Production, Inc.",EC,381,G15161,EC,381,,1204,N,6801,E,, A003,,446,,,,,,
,,5/11/1998,,00846,Hall-Houston Oil Company,SM,141,G02885,SM,141,,5900,S,3853,E,,  005,,230,,,,,,
,,5/11/1998,,01777,Devon Louisiana Corporation,EI,120, 00050,EI,120,,6008,S,3014,W,,  017,,35,,,,,,
177034085400,,5/12/1998,,01046,The Houston Exploration Company,EC,83,G08641,EC,83,G08641,2048,N,2830,W,, B002,ST00BP00,56,,,1468071.9520,225129.5680,29.27509869,-93.00172188
177064081500,,5/12/1998,,00560,Seneca Resources Corporation,VR,309,G16310,VR,309,G16310,1898,S,2718,W,, A005,ST00BP00,206,,,1694374.3160,-123260.6230,28.32426828,-92.28291601
177084085900,,5/12/1998,,01364,Newfield Exploration Company,SM,141,G02885,SM,141,G02885,5900,S,3853,E,, B002,ST00BP00,230,,,1820625.7620,-146417.3630,28.26288403,-91.89030989
177154018201,,5/12/1998,6/4/1998,00078,Chevron U.S.A. Inc.,ST,21, 00263,ST,21, 00263,5321,N,6704,W,,  115,,38,,,2341316.18,129009,29.01704677,-90.26556238
177184005201,,5/12/1998,5/15/1998,00078,Chevron U.S.A. Inc.,GI,86,G05660,GI,86,G05660,5193,N,997,W,,AA003,,220,,,2386224.73,3245.91,28.67001199,-90.12921464
177184007001,,5/12/1998,7/1/1998,00162,Eni Petroleum Co. Inc.,GI,102,G05662,GI,102,G05662,9429,N,8822,W,, A007,,255,,,2407449.73,-89538.33,28.41427502,-90.06624604
177190090701,,5/12/1998,,01855,"Vastar Resources, Inc.",WD,41,G01073,WD,41,G01073,4750,N,2895,W,, B012,,83,,,2499967,160768.40,29.09936488,-89.76793505
427064041200,,5/12/1998,5/13/1998,00818,"Mariner Energy, Inc.",GA,151,G15740,GA,151,G15740,2179,S,2492,E,, A002,,50,,,3409943.81,532819,29.22546043,-94.5783379
177014028602,,5/13/1998,6/3/1998,01926,"King Ranch Oil and Gas, Inc.",WC,306,G10572,WC,306,G10572,2097,N,6961,E,, A003,,51,,,1266426.3280,214596.6640,29.23653585,-93.63337237
177034085500,,5/13/1998,,00003,Union Oil Company of California,EC,69,G17838,EC,69,G17838,697,N,6332,E,,  001,ST00BP00,58,,,1532700.1920,255996.6640,29.36240674,-92.80027886
177034085600,,5/13/1998,,00003,Union Oil Company of California,EC,62,G13574,EC,62,G13574,4893,N,3749,W,, B002,ST00BP00,54,,,1498507.0480,266558.7120,29.39020196,-92.9080604
177054107900,,5/13/1998,,02607,Offshore Energy I LLC,VR,115,G17896,VR,115,G17896,4015,N,2349,W,, A002,ST00BP00,55,,,1679247.2680,165987.3370,29.11924206,-92.33779117
608105008900,,5/13/1998,7/11/1998,00689,Shell Offshore Inc.,EW,834,G18168,EW,834,G18168,6239,N,1063,W,,  001,,1105,,,2614663,10226401,28.14700784,-89.97655669
177114010102,,5/14/1998,12/11/1997,00003,Union Oil Company of California,SS,208,G01228,SS,209, 00827,6523,S,1976,W,, J006,,100,,,2142376,-47385.0020,28.53561587,-90.89004947
427084047500,,5/14/1998,5/15/1998,00415,Energy Development Corporation,HI,105,G04076,HI,105,G04076,4711,N,5817,E,, A006,,43,,,3438298.81,573449,29.33414785,-94.48458533
608074009002,,5/14/1998,,00689,Shell Offshore Inc.,GB,426,G08241,GB,426,G08241,1145,S,821,E,, A012,ST00BP01,2862,,,1820779,9996185,27.54579519,-92.44320807
608164024002,,5/14/1998,,00689,Shell Offshore Inc.,VK,956,G06896,VK,956,G06896,1402,N,7153,E,, A005,ST02BP00,3214,,,1291727,10548038,29.06089889,-88.0917636
,,5/14/1998,,00981,Anadarko Petroleum Corporation,EC,157,G12831,EC,157,,5427,N,3898,E,, A007,,76,,,,,,
,,5/14/1998,,01500,"TOTAL E&P USA, INC.",EI,183,G17981,EI,184,,596,S,2083,W,, A004,,88,,,,,,
,,5/14/1998,,01500,"TOTAL E&P USA, INC.",EI,184,G05498,EI,184,,595,S,2101,W,, A005,,88,,,,,,
,,5/14/1998,,01904,Burlington Resources Offshore Inc.,VR,124, 00495,VR,124,,438,N,7802,W,, E016,,73,,,,,,
177004087701,,5/15/1998,,01819,ATP Oil & Gas Corporation,WC,237,G02833,WC,237,G02833,6994,S,4839,W,, A006,ST01BP00,70,,,1440564.8560,164655.4720,29.10768608,-93.08508514
177024120201,,5/15/1998,,00491,"EP Energy Management, L.L.C.",WC,498,G03520,WC,498,G03520,7477,S,4989,E,, B009,ST00BP00,159,,,1312672.4720,-70990.2960,28.45383388,-93.47169995
177094038301,,5/15/1998,,01834,Talos Petroleum LLC,EI,242,G02898,EI,243,G02899,6023,N,607,E,, A001,ST00BP00,148,,,1864193.56,-40600.60,28.55433865,-91.7562412
177124058800,,5/15/1998,,00048,Sabine Oil & Gas Corporation,SS,276,G10785,SS,276,G10785,4741,S,6702,E,,  002,ST00BP00,215,,,2071298,-132936.24,28.30095815,-91.1118629
177244082100,,5/15/1998,5/18/1998,01221,Union Pacific Oil and Gas Company,MP,162,G13968,MP,162,G13968,7043,S,5620,W,,  002,,91,,,2876970,358873,29.62449442,-88.572955
608074016603,,5/15/1998,,02117,Shell Gulf of Mexico Inc.,GB,386,G10350,GB,386,G10350,1171,S,1729,W,,  001,ST00BP00,2663,,,1870849,10012051,27.58874687,-92.28836535
,,5/15/1998,,00003,Union Oil Company of California,VR,39, 00341,VR,42,,1608,N,3693,W,, L002,,42,,,,,,
177114126602,,5/17/1998,,01855,"Vastar Resources, Inc.",SS,139,G13915,SS,139,G13915,8295,S,8826,W,,  001,ST00BP00,60,,,2180426,38156.2260,28.77036827,-90.77027485
177044099000,,5/18/1998,,00078,Chevron U.S.A. Inc.,EC,381,G15161,EC,381,G15161,1204,N,6801,E,, A003,ST00BP00,446,,,1473199,-261042.0160,27.93865186,-92.96394547
177054077201,,5/18/1998,,00003,Union Oil Company of California,VR,39, 00341,VR,42, 00208,1608,N,3693,E,, L002,ST00BP00,42,,,1614173.0760,271700.6730,29.40820871,-92.54506189
177114127200,,5/18/1998,,00148,Anadarko E&P Company LP,SS,216,G01524,SS,216,G01524,4512,N,8132,E,, C022,ST00BP00,105,,,2116668,-58420.0020,28.50552277,-90.97019892
177124057901,,5/18/1998,,01364,Newfield Exploration Company,SS,354,G15312,SS,354,G15312,4071,N,5771,E,, A003,ST00BP00,463,,,2165829,-211555.94,28.08397564,-90.81932291
177150068401,,5/18/1998,,00078,Chevron U.S.A. Inc.,ST,23, 00386,ST,23, 00386,4018,N,3755,W,,SD017,ST00BP00,42,,,2367883.26,130312,29.01992237,-90.18241449
177244066204,,5/18/1998,5/19/1998,01082,"Freeport-McMoRan Resource Partners, Limited Partnership",MP,299,G09372,MP,299,G09372,6759,N,3877,E,,SW216,,210,,,2821113,227071,29.26571165,-88.75803302
608105008700,,5/18/1998,5/29/1998,00056,ConocoPhillips Company,EW,922,G18176,EW,922,G18176,2101,N,4212,E,,  001,,1842,,,2625228,10198859,28.07060448,-89.94595361
177054107701,,5/19/1998,,02312,McMoRan Oil & Gas LLC,VR,159,G03128,VR,159,G03128,1001,N,5586,W,,  003,ST00BP00,90,,,1623452.0760,109969.1450,28.96374231,-92.51070362
427114057001,,5/19/1998,,01284,"W & T Offshore, Inc.",HI,A 389,G02759,HI,A 389,G02759,6229,N,6225,W,, A007,ST01BP00,410,,,3751300.81,65051,27.90054893,-93.57719556
177094121500,,5/20/1998,,01364,Newfield Exploration Company,EI,183,G17981,EI,184,G05498,596,S,2083,W,, A004,ST00BP00,88,,,1911950.04,24012.72,28.73240545,-91.60800823
608114022900,,5/20/1998,,02139,Shell Deepwater Development Inc.,GC,544,G09940,GC,544,G09940,4131,S,7392,E,,  001,ST00BP00,4190,,,2241888,9951651,27.41202587,-91.1456256
608174007203,,5/20/1998,,00689,Shell Offshore Inc.,MC,195,G02639,MC,194,G02638,363,N,125,E,, A013,ST00BP00,1025,,,981955,10454037,28.79105825,-89.056171
,,5/20/1998,,01364,Newfield Exploration Company,SS,185,G14501,SS,185,,930,N,4100,E,,  001,,55,,,,,,
177014022001,,5/21/1998,5/29/1998,01102,Century Offshore Management Corporation,WC,368,G05315,WC,368,G05315,4584,N,5039,E,,  003,,72,,,1371654.6640,94045.28,28.9104675,-93.29703408
177034085700,,5/21/1998,,00981,Anadarko Petroleum Corporation,EC,157,G12831,EC,157,G12831,5427,N,2755,E,, A007,ST00BP00,76,,,1506761.0960,103686.1840,28.94265864,-92.87526368
177114127300,,5/21/1998,,01364,Newfield Exploration Company,SS,185,G14501,SS,185,G14501,935,N,4106,E,,  001,ST00BP00,59,,,2151894,-12958.3880,28.63017212,-90.85997298
177114127400,,5/21/1998,,00078,Chevron U.S.A. Inc.,SS,169, 00820,SS,169, 00820,674,N,3816,E,, G001,ST00BP00,51,,,2105384,1264.15,28.66972731,-91.00478805
608114021403,,5/21/1998,,00078,Chevron U.S.A. Inc.,GC,236,G15562,GC,236,G15562,6281,N,1616,E,,  001,ST00BP00,1965,,,2247664,10067959,27.73167297,-91.12238686
,,5/21/1998,,00078,Chevron U.S.A. Inc.,SS,169, 00820,SS,169,,678,N,3826,E,,  013,,51,,,,,,
427034051900,,5/22/1998,,00114,BP America Production Company,MI,622,G05000,MI,622,,4102,S,2190,W,, C002,,86,,,,,,
608164032901,,5/22/1998,,00689,Shell Offshore Inc.,VK,780,G06884,VK,780,G06884,1940,S,680,W,,  004,ST00BP00,1040,,,1283720,10598900,29.20059597,-88.11834312
608174081001,,5/24/1998,,00162,Eni Petroleum Co. Inc.,MC,546,G14642,MC,546,G14642,2828,N,5922,E,,  001,ST01BP00,2503,,,976158,10324852,28.43557696,-89.06729378
177194066201,,5/26/1998,,00078,Chevron U.S.A. Inc.,WD,27,G04473,WD,27,G04473,2501,N,689,E,,  009,ST00BP00,35,,,2579983,183859.50,29.15961011,-89.51629743
177244029401,,5/26/1998,5/29/1998,00689,Shell Offshore Inc.,MP,310,G04126,MP,310,G04126,1054,N,6490,E,, A003,,242,,,2845566,199160,29.18744358,-88.68339057
177244081901,,5/26/1998,,02589,"Merit Energy Company, LLC",MP,261,G13035,MP,261,G13035,1350,N,7800,E,, A005,ST00BP00,281,,,3025800,261980,29.34744844,-88.11329037
,,5/26/1998,,00035,Kerr-McGee Corporation,SS,241,G14505,SS,242,,3800,N,850,E,, A002,,137,,,,,,
177044099001,,5/27/1998,,00078,Chevron U.S.A. Inc.,EC,381,G15161,EC,381,G15161,1204,N,6801,E,, A003,ST00BP00,446,,,1473199,-261042.0160,27.93865186,-92.96394547
177152014002,,5/27/1998,6/10/1998,00078,Chevron U.S.A. Inc.,ST,52,G01241,ST,52,G01241,4619,N,3748,W,,  003,,63,,,2268194.02,70678.84,28.85832289,-90.4956419
177244065403,,5/27/1998,5/28/1998,01082,"Freeport-McMoRan Resource Partners, Limited Partnership",MP,299,G09372,MP,299,G09372,6123,N,5606,E,,SW159,,210,,,2819384,227707,29.26756694,-88.76340923
608114023100,,5/27/1998,6/17/1998,00078,Chevron U.S.A. Inc.,GC,237,G15563,GC,237,G15563,4015,N,4301,E,,  001,,2025,,,2260819,10070225,27.73734703,-91.0816207
608115013100,,5/27/1998,6/30/1998,02139,Shell Deepwater Development Inc.,GC,113,G15546,GC,113,G15546,6241,S,1327,W,,  003,,1968,,,2377327,10112161,27.84718831,-90.71916741
608164024402,,5/27/1998,10/28/1998,02140,Shell Deepwater Production Inc.,VK,956,G06896,VK,956,G06896,1426,N,7198,E,, A006,,3218,,,1291682,10548014,29.06083173,-88.09190378
177004100000,,5/28/1998,7/7/1998,00560,Seneca Resources Corporation,WC,182,G15062,WC,182,G15062,1901,N,3067,E,,  003,,47,,,1388384.7120,259066.8080,29.36498364,-93.25340008
177174013001,,5/28/1998,6/11/1998,00276,Exxon Mobil Corporation,GI,19, 00033,GI,19, 00033,7810,S,722,W,,  003,,55,,,2458381.89,178587.35,29.14985962,-89.89742484
177174034701,,5/28/1998,6/2/1998,01082,"Freeport-McMoRan Resource Partners, Limited Partnership",GI,55,G09676,GI,55,G09676,667,S,1951,E,, A002,,150,,,2470466.93,82896.11,28.88631643,-89.86341686
177214015802,,5/28/1998,,00114,BP America Production Company,SP,60,G02137,SP,60,G01608,6170,N,6387,E,, D022,ST00BP00,185,,,2757121,149770,29.05698259,-88.96368768
427124010701,,5/28/1998,,00730,Walter Oil & Gas Corporation,MU,A 124,G12430,MU,A 124,G12430,2887,S,1094,W,,SS001,ST00BP00,381,,,2760829.32,700756.75,27.57509867,-96.15129285
608174081500,,5/28/1998,6/2/1998,01855,"Vastar Resources, Inc.",MC,148,G02640,MC,148,G02640,1820,S,7076,E,, A018,,651,,,943324,10456220,28.79516962,-89.17685857
,,5/28/1998,,00560,Seneca Resources Corporation,VR,309,G16310,VR,309,,1883,S,2711,W,, A006,,206,,,,,,
,,5/28/1998,,01364,Newfield Exploration Company,SS,69,G03577,SS,69,,6600,S,3500,E,,  017,,33,,,,,,
,,5/28/1998,,01777,Devon Louisiana Corporation,VR,215,G01140,VR,215,,7459,N,6567,E,, B005,,127,,,,,,
177054108300,,5/29/1998,6/18/1999,01834,Talos Petroleum LLC,VR,131, 00775,VR,131, 00775,6176,S,10085,W,,  018,,59,92116,SEAHAWK 2002,1731257.4120,146662.2410,29.06725257,-92.17448024
427064041300,,5/29/1998,,01046,The Houston Exploration Company,GA,144,G17119,GA,144,G17119,1614,S,1666,E,, A002,ST00BP00,52,,,3426609.81,548094,29.26569911,-94.52429074
427114080900,,5/29/1998,,01819,ATP Oil & Gas Corporation,HI,A 354,G17212,HI,A 354,G17212,3800,N,7380,W,, A001,ST00BP00,293,,,3720775.81,115000,28.04163067,-93.66453131
608114021404,,5/29/1998,,00078,Chevron U.S.A. Inc.,GC,236,G15562,GC,236,G15562,6281,N,1616,E,,  001,ST00BP00,1965,,,2247664,10067959,27.73167297,-91.12238686
608114023000,,5/29/1998,,01680,BP Exploration & Oil Inc.,GC,461,G11064,GC,461,G11064,3019,S,7876,W,,  001,ST00BP00,4229,,,2320516,9982219,27.49265416,-90.9017437
,,5/29/1998,,00035,Kerr-McGee Corporation,EC,373,G14391,EC,373,,261,S,8300,E,, A003,,443,,,,,,
,,5/29/1998,,00560,Seneca Resources Corporation,VR,309,G16310,VR,309,,1892,S,2723,W,, A004,,206,,,,,,
177054107702,,5/31/1998,,02312,McMoRan Oil & Gas LLC,VR,159,G03128,VR,159,G03128,1001,N,5586,W,,CJ001,ST00BP00,90,,,1623452.0760,109969.1450,28.96374231,-92.51070362
177004099900,,6/1/1998,6/2/1998,01701,"Midcon Offshore, Inc.",WC,45, 00300,WC,45, 00300,2903,N,7107,W,,  020,,30,,,1280494.3280,376129.1920,29.6814342,-93.59928921
177024120700,,6/1/1998,6/5/1998,01354,Equitable Production Company,WC,540,G15110,WC,540,G15110,6265,N,5154,W,, A004,,185,,,1352331.5680,-114248.3920,28.33688984,-93.3459779
177054010501,,6/1/1998,,01364,Newfield Exploration Company,VR,215,G01140,VR,215,G01140,7459,N,6567,E,, B005,ST00BP00,127,,,1685089.3160,14962.8570,28.70409981,-92.31544395
177190107602,,6/1/1998,6/22/1998,01855,"Vastar Resources, Inc.",WD,40,G01072,WD,40,G01072,6755,N,2206,E,, A006,,83,,,2494866,158763.40,29.09404239,-89.78398921
177244082400,,6/1/1998,6/2/1998,01082,"Freeport-McMoRan Resource Partners, Limited Partnership",MP,299,G09372,MP,299,G09372,8040,N,6982,E,,BR005,,210,,,2818008,225790,29.26238132,-88.76785807
427094105200,,6/1/1998,7/20/1998,00282,"Dominion Exploration & Production, Inc.",HI,A 570,G02390,HI,A 570,G02390,1012,N,7709,E,,  007,,272,,,3594806.81,86108,27.97746581,-94.05841262
608115013000,,6/1/1998,6/10/1998,01578,"British-Borneo USA, Inc.",GC,83,G15539,GC,38,G15536,2533,S,841,E,,  001,,2090,,,2596919,10140133,27.91115385,-90.03806453
,,6/1/1998,,00003,Union Oil Company of California,VR,26, 00297,VR,26,,6091,S,4826,E,,  055,,26,,,,,,
,,6/1/1998,,01364,Newfield Exploration Company,EI,278,G17988,EI,278,G17988,6440,N,5800,E,,  001,,178,,,,,,
177044099002,,6/2/1998,,00078,Chevron U.S.A. Inc.,EC,381,G15161,EC,381,G15161,1204,N,6801,E,, A003,ST00BP00,446,,,1473199,-261042.0160,27.93865186,-92.96394547
177052004702,,6/2/1998,,01904,Burlington Resources Offshore Inc.,VR,124, 00495,VR,124, 00495,438,N,7802,W,, E016,ST00BP00,73,,,1625668.0760,154806.2890,29.08709695,-92.50520892
177214019302,,6/2/1998,5/7/1998,01855,"Vastar Resources, Inc.",SP,59,G02942,SP,60,G01608,6158,N,6400,E,, D026,,186,,,2757108,149782,29.05701632,-88.96372758
608044004103,,6/2/1998,,00003,Union Oil Company of California,EB,158,G02645,EB,159,G02646,4325,N,6203,W,, A003,ST00BP00,924,,,1115003,10101595,27.82739478,-94.6260478
608184000801,,6/2/1998,,02010,BHP Billiton Petroleum (GOM) Inc.,AT,574,G08035,AT,574,G08035,966,S,6502,W,,  001,ST00BP00,6133,,,719302,9932646,27.34321316,-89.83771086
177064081600,,6/3/1998,,00560,Seneca Resources Corporation,VR,309,G16310,VR,309,G16310,1882,S,2711,W,, A004,ST00BP00,206,,,1694367.3160,-123276.6230,28.32422413,-92.28293735
177064081700,,6/3/1998,,00560,Seneca Resources Corporation,VR,309,G16310,VR,309,G16310,1892,S,2723,W,, A006,ST00BP00,206,,,1694379.3160,-123266.6230,28.3242519,-92.28290032
177094121600,,6/3/1998,,01364,Newfield Exploration Company,EI,202,G05499,EI,202,G05499,734,S,5979,E,, B001,ST00BP00,116,,,1858821.56,-4846.44,28.65259488,-91.77339729
177094121700,,6/3/1998,,01777,Devon Louisiana Corporation,EI,120, 00050,EI,120, 00050,6021,S,3014,W,,  017,ST00BP00,37,,,1957947.52,116429.20,28.98676011,-91.46484857
177114127500,,6/3/1998,,00148,Anadarko E&P Company LP,SS,176,G18012,SS,176,G18012,4100,N,7000,W,,  001,ST00BP00,92,,,2007000,-16123.3880,28.62233017,-91.31152038
177184005701,,6/3/1998,7/20/1998,00078,Chevron U.S.A. Inc.,ST,131, 00457,GI,86,G05660,5192,N,989,W,,AA006,,220,,,2386216.73,3246.91,28.67001505,-90.12923964
427114081000,,6/3/1998,6/10/1998,00491,"EP Energy Management, L.L.C.",HI,A 272,G08187,HI,A 272,G13342,712,S,3351,W,, B007,,156,,,3700906.81,262072,28.44818938,-93.70542268
,,6/3/1998,,00724,Marathon Oil Company,VR,331,G02572,VR,331,,2992,N,5983,E,, A029,,215,,,,,,
,,6/3/1998,,00846,Hall-Houston Oil Company,SM,17,G12886,SM,17,,3300,N,580,W,, B002,,80,,,,,,
,,6/3/1998,,01855,"Vastar Resources, Inc.",EI,175, 00438,EI,175,,3012,N,2945,E,, D004,,83,,,,,,
,,6/3/1998,,01935,"Pioneer Natural Resources USA, Inc.",VR,348,G02271,VR,348,,4456,N,2996,W,, A003,,237,,,,,,
177114125101,,6/4/1998,,00105,Apache Corporation,SS,192,G16390,SS,192,G16390,4848,N,6357,W,,  001,ST00BP01,75,,,2115557,-30832.9260,28.58138642,-90.97338721
177114127600,,6/4/1998,,01364,Newfield Exploration Company,SS,69,G03577,SS,69,G03577,6600,S,3500,E,,  017,ST00BP00,33,,,2168100,106268.9160,28.95782662,-90.80776533
177004100300,,6/5/1998,7/10/1998,01354,Equitable Production Company,WC,197,G03264,WC,197,G03264,549,S,5002,E,,  006,,48,,,1386449.7120,232000.7120,29.29047298,-93.25804648
177054108000,,6/5/1998,,00003,Union Oil Company of California,VR,26, 00297,VR,26, 00297,6091,S,4826,E,, I002,ST00BP00,26,,,1672072.2680,294157.7210,29.47152079,-92.36386855
177084084201,,6/5/1998,,00222,XTO Offshore Inc.,SM,142,G01216,SM,142,G01216,5207,N,4011,W,, C002,ST00BP00,228,,,1828489.7620,-142766.3130,28.27302486,-91.86594437
177124058900,,6/5/1998,,02219,Anadarko US Offshore LLC,SS,241,G14505,SS,242, 00832,3794,N,850,E,, A002,ST00BP00,139,,,2092750,-85625.08,28.4309077,-91.04485759
427114033200,,6/5/1998,2/23/1978,00491,"EP Energy Management, L.L.C.",HI,A 317,G02412,HI,A 317,G02412,5827,N,6973,E,, A003,,210,,,3674742.81,176333,28.21584207,-93.79861943
608105008800,,6/5/1998,,00724,Marathon Oil Company,EW,873,G12136,EW,873,G12136,6974,S,7933,W,, A021,ST00BP00,773,,,2542333,10207934,28.10102409,-90.2021145
608164032902,,6/5/1998,6/8/1998,00689,Shell Offshore Inc.,VK,780,G15436,VK,780,G06884,1945,S,667,W,,  004,,1040,,,1283707,10598905,29.20060938,-88.11838402
608174006402,,6/5/1998,6/17/1998,00689,Shell Offshore Inc.,MC,195,G02639,MC,194,G02638,352,N,136,E,, A009,,1024,,,981944,10454048,28.79108797,-89.05620592
608174058701,,6/5/1998,,02481,BP Exploration & Production Inc.,MC,764,G08852,MC,764,G08852,5005,S,4536,W,,  004,ST01BP00,3283,,,939096,10237645,28.19400035,-89.17767865
,,6/5/1998,,00003,Union Oil Company of California,SS,269,G01036,SS,268,,5783,S,1123,W,, C003,,202,,,,,,
,,6/5/1998,,00689,Shell Offshore Inc.,GB,172,G14221,GB,172,,1757,N,3294,W,, B002,,693,,,,,,
,,6/5/1998,,01855,"Vastar Resources, Inc.",SS,178,G05551,SS,178,,1380,S,6079,E,, A002,,96,,,,,,
427114062501,,6/6/1998,,00491,"EP Energy Management, L.L.C.",HI,A 313,G02410,HI,A 313,G02410,7494,N,4494,W,, B001,ST00BP00,218,,,3733729.81,174666,28.20392255,-93.6159114
177004101200,,6/8/1998,8/31/1998,01354,Equitable Production Company,WC,197,G03264,WC,197,G03264,5989,S,6524,E,,  007,,55,,,1384927.7120,237440.7120,29.30536047,-93.26310747
177024078502,,6/8/1998,6/6/1998,01855,"Vastar Resources, Inc.",WC,645,G03973,WC,645,G03973,1963,N,6499,W,, A005,,432,,,1442224.8560,-257526.8720,27.94706668,-93.05996986
177154023501,,6/8/1998,6/9/1998,00059,Hess Corporation,ST,164,G01250,ST,164,G01250,5453,S,4231,W,, C001,ST01BP00,99,99909,NOBLE GENE ROSSER,2253077.067367,-34493.047208,28.56942802,-90.54511705
,,6/8/1998,,00898,"Energen Resources MAQ, Inc.",SM,142,G01216,SM,142,,5207,N,4011,W,, C002,,228,,,,,,
177092009601,,6/9/1998,,02481,BP Exploration & Production Inc.,EI,175, 00438,EI,175, 00438,3012,N,2945,E,, D004,ST00BP00,83,,,1876877.72,49401.88,28.80194276,-91.71768249
