SN_EOR,EOR_OPERATION_CD,API_WELL_NUMBER,WELL_NAME,WELL_NM_ST_SFIX,WELL_NM_BP_SFIX,MMS_COMPANY_NUM,BUS_ASC_NAME,BOTM_LEASE_NUMBER,BOTM_AREA_CODE,BOTM_BLOCK_NUMBER,SURF_LEASE_NUMBER,SURF_AREA_CODE,SURF_BLOCK_NUMBER,BOREHOLE_STAT_CD,BOREHOLE_STAT_DT,OPERATIONAL_NARRATIVE,SUBSEA_COMPLETION_FLAG,SUBSEA_PROTECTION_FLAG,SUBSEA_COMPLETION_BUOY_FLAG,SUBSEA_TREE_HEIGHT_AML,OBSTRUCTION_PROTECTION_FLAG,OBSTRUCTION_TYPE_CD,OBSTRUCTION_BUOY_FLAG,OBSTRUCTION_HEIGHT_AML
-193793,A,427094055700,A002,0,0,2894,"Bandon Oil and Gas, LP",G02360,HI,A447,G02359,HI,A446,PA,9/4/2021,Permanent Abandonment,NO,NO,NO,,NO,,NO,
-193794,A,427094056000,A003,0,0,2894,"Bandon Oil and Gas, LP",G02359,HI,A446,G02359,HI,A446,PA,9/6/2021,Permanent Abandonment,NO,NO,NO,,NO,,NO,
-194733,A,177094139100,K011,0,0,2628,"Arena Offshore, LP",G00981,EI,237,G00981,EI,237,ST,8/8/2021,Plugback/Slot Recovery Operations,,,YES,,NO,,NO,0.0
-194753,W,177154102800,D033,0,0,3151,"Cox Operating, L.L.C.",G01870,ST,26,G01870,ST,26,COM,11/6/2000,Ending/delaying the operation due to damage caused by Hurricane Ida. Cox's plan to commence repairs to Structure D will be around 2nd quarter 2022 due to downstream pipelines being damaged as well. The APM for Sustained Casing Pressure repair will recommence when the structure is repaired and safe to board/reman.,NO,NO,NO,,NO,,NO,
-197195,A,177054054700,C001,0,0,3247,Talos Energy Offshore LLC, 00775,VR,131, 00775,VR,131,PA,7/20/2022,Permanently Abandoned. All remaining conductor/casings cut & removed.,NO,NO,NO,,NO,,NO,
-194782,A,427084035000,B009,0,0,1284,"W & T Offshore, Inc.",G02353,HI,110,G02353,HI,110,PA,9/8/2021,,NO,NO,NO,,NO,,NO,
-177495,A,177154018800,D002,0,0,2628,"Arena Offshore, LP",G03336,ST,35,G03336,ST,35,TA,6/29/2011,Temporarily abandoned through surface plug. ,NO,NO,NO,,NO,,NO,
-177570,A,608164034800,A007,0,0,105,Apache Corporation,G15436,VK,824,G06884,VK,780,PA,6/28/2019,"Permanent Abandonment. The 26"" DP & 20"" & 16"" were cut at 190' BWL & pulled. The remaining portions (532' AML) will be part of the approved reef in place.",NO,NO,NO,,NO,,NO,
-177571,A,608164034300,A008,0,0,3295,Fieldwood Energy LLC,G13987,VK,736,G06884,VK,780,PA,6/24/2019,"Permanent Abandonment. The 26"" DP & 18-5/8"" & 13-3/8"" were cut at 190' BWL & pulled. The remaining portions (532' AML) will be part of the approved reef in place.",NO,NO,NO,,NO,,NO,
-177572,A,608164042502,A009,1,1,105,Apache Corporation,G23993,MP,282,G06884,VK,780,PA,6/24/2019,"Permanent Abandonment. The 24"" DP & 18-5/8"" & 13-3/8"" were cut at 190' BWL & pulled. The remaining portions (532' AML) will be part of the approved reef in place.",NO,NO,NO,,NO,,NO,
-177673,A,608124002400,001,0,0,276,Exxon Mobil Corporation,G20361,WR,627,G20361,WR,627,PA,7/3/2019,,,,YES,,NO,CS,NO,17.0
-182564,A,177244094400,A006,0,0,730,Walter Oil & Gas Corporation,G04486,MP,301,G04486,MP,301,PA,9/6/2020,,NO,NO,NO,,NO,CS,NO,27.0
-182927,A,177244011300,B002,0,0,78,Chevron U.S.A. Inc.,G02955,MP,236,G02955,MP,236,PA,11/29/2020,,NO,NO,NO,,NO,,NO,
-183138,A,177094065004,A003,4,0,2628,"Arena Offshore, LP",G04452,EI,182,G04452,EI,182,TA,11/5/2020,Zone Isolation,NO,NO,NO,,NO,,NO,0.0
-185795,O,177154014002,A004,2,0,2628,"Arena Offshore, LP",G02625,ST,37,G02625,ST,37,TA,2/17/2020,Unsuccessful zone change.  No change to WBS.,NO,NO,NO,,NO,,NO,
-186753,C,177154127300,K008,0,0,2628,"Arena Offshore, LP", 00457,ST,131, 00457,ST,131,COM,5/8/2016,Zone change.,NO,NO,NO,,,,,
-184074,A,177254021400,006,0,0,3481,"Cantium, LLC",G01295,MP,37,G01295,MP,37,ST,12/25/2020,,NO,NO,NO,,NO,,NO,
-186754,A,177104149603,A002,2,0,3295,Fieldwood Energy LLC,G14482,EI,346,G14482,EI,346,TA,8/31/2004,"Operations to complete temporary abandonment to surface were completed on 05/29/2021 (zonal isolation was completed 08/31/2004 & eWell recognizes that as the ""Well Status Date"").",NO,NO,NO,,NO,,NO,
-186793,W,177104118002,C012,2,0,3748,Natural Resources Worldwide LLC,G02324,EI,361,G02323,EI,360,COM,8/8/2000,SCP Repair was unsuccessful,NO,NO,NO,,NO,,NO,
-186975,O,177054102300,C003,0,0,78,Chevron U.S.A. Inc.,G02076,VR,214,G02076,VR,214,COM,9/12/1997,Unsuccessful zone change - These operations will remain suspended until we can do some more diagnostics (routine ops) to see what our path forward will be. ,NO,NO,NO,,NO,,NO,
-187235,A,608114056500,SB201,0,0,2010,Woodside Energy (GOM) Inc.,G20084,GC,653,G20084,GC,653,BP,4/6/2021,,YES,NO,NO,10.0,NO,,NO,
-187433,A,608174143200,PI003,0,0,689,Shell Offshore Inc.,G12166,MC,765,G12166,MC,765,ST,5/11/2021,,NO,NO,NO,,NO,CS,NO,10.0
-187534,C,177254072502,P010,2,0,3481,"Cantium, LLC",G01295,MP,37, 00373,MP,40,COM,4/7/2021,,NO,NO,NO,,,,,
-187574,A,177074020200,C005,0,0,2375,"Energy XXI GOM, LLC",G01196,SM,61,G01196,SM,61,TA,11/26/2012,Partial TA. Operations delayed.,NO,NO,NO,,NO,,NO,
-189794,A,177074023501,C009,1,0,2375,"Energy XXI GOM, LLC",G01196,SM,61,G01196,SM,61,TA,5/1/2021,Partial TA. Operations delayed.,NO,NO,NO,,NO,,NO,
-192233,A,177114151200,001,0,0,3247,Talos Energy Offshore LLC,G24926,SS,120,G24926,SS,120,TA,7/17/2021,Temporarily Abandoned,NO,NO,NO,,NO,,NO,
-192253,A,177110064900,H004,0,0,1834,Talos Petroleum LLC, 00064,SS,114, 00064,SS,114,PA,7/10/2021,Permanently abandoned,NO,NO,NO,,NO,,NO,
-195204,A,177064077600,A003,0,0,730,Walter Oil & Gas Corporation,G05431,VR,252,G05431,VR,252,PA,1/20/2022,,NO,NO,NO,,NO,,NO,
-195205,A,177064077700,A004,0,0,730,Walter Oil & Gas Corporation,G05431,VR,252,G05431,VR,252,PA,1/19/2022,,NO,NO,NO,,NO,,NO,
-195273,W,608174129900,004,0,0,3672,Talos QN Exploration LLC,G28030,MC,948,G28030,MC,948,COM,10/29/2015,Xylene umbilical soak operations were completed on 11/13/2021.,YES,NO,NO,24.0,NO,,NO,
-195281,C,608174140401,005,0,1,2481,BP Exploration & Production Inc.,G09821,MC,520,G09821,MC,520,COM,10/27/2021,Well has been completed in the M55 as of 10/27/2021.,YES,YES,NO,20.0,NO,ST,NO,20.0
-195374,C,177244035202,DA008,2,0,3481,"Cantium, LLC",G01315,MP,298,G01316,MP,299,COM,4/24/2015,Recomplete - Shifted 7000' Sand closed and 6700' Sand sleeve open,NO,NO,NO,,,,,
-195695,W,608114035403,A007,2,1,2647,Murphy Exploration & Production Company - USA,G21790,GC,338,G21790,GC,338,COM,2/12/2013,Coil tubing clean out,NO,NO,NO,0.0,,,,
-194094,A,427094057400,A008,0,0,2894,"Bandon Oil and Gas, LP",G02359,HI,A446,G02359,HI,A446,PA,9/8/2021,Permanent Abandonment,NO,NO,NO,,NO,,NO,
-194153,A,427094058700,A011,0,1,2894,"Bandon Oil and Gas, LP",G02359,HI,A446,G02359,HI,A446,PA,9/7/2021,Permanent Abandonment,NO,NO,NO,,NO,,NO,
-194173,A,427094059400,A012,0,0,2894,"Bandon Oil and Gas, LP",G02359,HI,A446,G02359,HI,A446,PA,9/6/2021,Permanent Abandonment,NO,NO,NO,,NO,,NO,
-194233,A,427094061300,A015,0,1,2894,"Bandon Oil and Gas, LP",G02359,HI,A446,G02359,HI,A446,PA,9/4/2021,Permanent Abandonment,NO,NO,NO,,NO,,NO,
-194253,A,427094062300,A016,0,0,2894,"Bandon Oil and Gas, LP",G02359,HI,A446,G02359,HI,A446,PA,9/6/2021,Permanent Abandonment,NO,NO,NO,,NO,,NO,
-194273,A,177094030800,009,0,0,3059,ANKOR Energy LLC,G02894,EI,38,G02601,EI,57,PA,8/14/2021,Casings cut 25' BML,NO,NO,NO,,NO,,NO,
-195119,A,177174043600,M003,0,0,2451,GOM Shelf LLC, 00128,GI,40, 00128,GI,40,PA,10/14/2021,Permanent Abandonment,NO,NO,NO,,NO,,NO,
-195215,C,608105005201,A013,1,0,3026,"Talos Energy Ventures, LLC",G12136,EW,873,G12136,EW,873,COM,8/8/2021,Zone change to BUL 1(10/20/30/70/80) Upper,NO,NO,NO,,,,,
-195840,W,177154123902,A001,0,2,2451,GOM Shelf LLC,G24956,ST,49,G24956,ST,49,COM,3/18/2009,Replaced SCSSV,NO,NO,NO,,NO,,NO,
-195864,A,608174144201,001,1,0,730,Walter Oil & Gas Corporation,G36398,MC,617,G36398,MC,617,PA,5/3/2022,,,,YES,,NO,,NO,
-195897,A,177004114900,001,0,0,3035,Fieldwood Energy Offshore LLC,G23735,WC,72,G23735,WC,72,TA,2/16/2022,Well was TA'd through surface plug as of 02/16/2022.,NO,NO,NO,,NO,,NO,
-196615,A,177114131800,D008,0,0,1284,"W & T Offshore, Inc.", 00434,SS,149, 00434,SS,149,PA,6/29/2022,,NO,NO,NO,,NO,,NO,
-197504,A,177154067503,X002,2,1,2628,"Arena Offshore, LP", 00498,ST,128, 00498,ST,128,TA,8/18/2022,Zone Isolated,,,YES,,NO,,NO,
-198303,A,177070051300,A007,0,0,105,Apache Corporation,G01181,SM,10,G01181,SM,10,TA,12/30/1968,,NO,NO,NO,,NO,,NO,
-198344,A,177134009201,A002,1,0,105,Apache Corporation,G04234,PL,1,G04234,PL,1,PA,11/28/2022,,NO,,YES,,NO,,NO,
-198345,A,177134015600,A004,0,0,105,Apache Corporation,G04234,PL,1,G04234,PL,1,PA,11/28/2022,,NO,NO,NO,,NO,,NO,
-198346,A,177134009800,A005,0,0,105,Apache Corporation,G04234,PL,1,G04234,PL,1,PA,11/30/2022,,NO,NO,NO,,NO,,NO,
-198347,A,177134016100,A006,0,0,105,Apache Corporation,G04234,PL,1,G04234,PL,1,PA,11/28/2022,,NO,NO,NO,,NO,,NO,
-198648,A,177244062100,SW116,0,0,2313,Freeport-McMoRan Energy LLC,G09372,MP,299,G09372,MP,299,TA,1/12/2023,,NO,NO,NO,,NO,,NO,
-198649,A,177244058301,SW103,1,0,2313,Freeport-McMoRan Energy LLC,G09372,MP,299,G09372,MP,299,TA,1/11/2023,,NO,NO,NO,,NO,,NO,
-198650,A,177244057701,SW101,1,1,2313,Freeport-McMoRan Energy LLC,G09372,MP,299,G09372,MP,299,TA,1/13/2023,,NO,NO,NO,,NO,,NO,
-198651,A,177244068305,SW113,5,0,2313,Freeport-McMoRan Energy LLC,G09372,MP,299,G09372,MP,299,TA,1/9/2023,,NO,NO,NO,,NO,,NO,
-198652,A,177244061102,SW132,2,0,2313,Freeport-McMoRan Energy LLC,G09372,MP,299,G09372,MP,299,TA,1/14/2023,,NO,NO,NO,,NO,,NO,
-198653,A,177244066802,SW146,2,0,2313,Freeport-McMoRan Energy LLC,G09372,MP,299,G09372,MP,299,TA,2/16/2023,,NO,NO,NO,,NO,,NO,
-198654,A,177244058402,SW106,2,0,2313,Freeport-McMoRan Energy LLC,G09372,MP,299,G09372,MP,299,TA,1/10/2023,,NO,NO,NO,,NO,,NO,
-199037,A,177004127002,018,1,1,105,Apache Corporation, 00081,WC,110, 00081,WC,110,TA,3/18/2023,,NO,,YES,,NO,,NO,
-199039,A,608114016701,A042,1,0,3672,Talos QN Exploration LLC,G05900,GC,109,G05889,GC,65,TA,9/1/2018,Temporary Abandonment Operations suspended to allow critical maintenance on the platform.,NO,NO,NO,,NO,,NO,
-199040,A,177104152201,B013,1,0,105,Apache Corporation,G15263,EI,334,G02317,EI,333,TA,4/17/2023,,NO,NO,NO,,NO,,NO,
-199047,A,177094100300,JB030,0,1,105,Apache Corporation,G01220,EI,158,G01220,EI,158,TA,4/26/2023,,NO,NO,NO,,NO,,NO,
-199051,A,608174147202,003,2,0,981,Anadarko Petroleum Corporation,G35312,MC,81,G35312,MC,81,PA,4/9/2023,P&A,,,YES,,NO,CS,NO,15.0
-199052,W,177164028000,A001,0,0,3672,Talos QN Exploration LLC,G21685,ST,308,G21685,ST,308,COM,5/6/2005,Perforated tubing @ 16636' MD to 16646' MD.,NO,NO,NO,,NO,,NO,
-199053,A,177004011300,A001,0,0,105,Apache Corporation,G01860,WC,66,G01860,WC,66,TA,2/8/2009,"This well was previously TA'd on 02/08/2009, this scope of work allowed for setting a 200' surface plug on 04/25/2023.",NO,NO,NO,,NO,,NO,
-199115,A,177004012800,A005,0,0,105,Apache Corporation,G01860,WC,66,G01860,WC,66,TA,2/8/2009,"This well was previously TA'd on 02/08/2009, this scope of work allowed for setting a 205' surface plug on 04/24/2023. Well remains in TA status. ",NO,NO,NO,,NO,,NO,
-199116,A,177004013500,A007,0,0,105,Apache Corporation,G01860,WC,35,G01860,WC,66,TA,4/25/2023,,NO,NO,NO,,NO,,NO,
-199118,A,177004014900,A011,0,0,105,Apache Corporation,G01860,WC,66,G01860,WC,66,TA,2/8/2009,"This well was previously TA'd on 02/08/2009, this scope of work allowed for setting a 200' surface plug on 04/24/2023 . Well remains in TA status. ",NO,NO,NO,,NO,,NO,
-199120,C,608174122801,MB011,0,1,689,Shell Offshore Inc.,G07962,MC,806,G07963,MC,807,COM,5/25/2023,,NO,NO,NO,,,,,
-199155,A,177044077400,A007,0,0,2237,"Noble Energy, Inc.",G09478,EC,332,G09478,EC,332,TA,7/8/2023,TA operations suspended at EC332 A.,NO,NO,NO,,NO,,NO,
-199156,A,177094109300,I005,0,0,105,Apache Corporation, 00438,EI,175, 00438,EI,175,TA,4/8/2023,,NO,NO,NO,,NO,,NO,
-199157,A,608174098700,A007,0,0,2782,Eni US Operating Co. Inc.,G16647,MC,772,G19996,MC,773,TA,6/1/2023,,NO,NO,NO,,NO,,NO,
-199147,C,177254068900,A005,0,0,2628,"Arena Offshore, LP",G12088,MP,123,G12088,MP,123,COM,8/18/2000,Zone change to the 5800' Sand. ,NO,NO,NO,,NO,,NO,
-199195,A,177244069700,A001,0,0,2312,McMoRan Oil & Gas LLC,G07827,MP,259,G07827,MP,259,TA,9/5/2022,The well was TA'd on 06/09/2023.,NO,NO,NO,,NO,,NO,
-199199,A,177244076801,A012,1,0,2312,McMoRan Oil & Gas LLC,G07827,MP,259,G07827,MP,259,TA,9/5/2022,TA date should reflect 08/17/2023.,,,YES,,NO,,NO,
-199201,W,608174132900,TD002,0,0,2481,BP Exploration & Production Inc.,G14658,MC,822,G14658,MC,822,COM,1/2/2017,Tubing Retrievable SCSSV Replacement completed 4/11/2023.,YES,NO,NO,31.0,NO,,NO,0.0
-199202,A,177004013200,A006,0,0,105,Apache Corporation,G01860,WC,66,G01860,WC,66,TA,4/24/2023,,NO,NO,NO,,NO,,NO,
-199203,A,177004015700,A012,0,0,105,Apache Corporation,G01860,WC,35,G01860,WC,66,TA,4/25/2023,,NO,NO,NO,,NO,,NO,
-199204,A,177004112500,C001,0,0,105,Apache Corporation, 00081,WC,110, 00082,WC,111,TA,4/13/2023,,,,YES,,NO,,NO,
-199205,A,177114130800,007,0,0,105,Apache Corporation,G09614,SS,105,G09614,SS,105,TA,4/14/2023,,NO,NO,NO,,NO,,NO,
-199206,A,177254043101,A002,1,0,78,Chevron U.S.A. Inc.,G04481,MP,77,G04481,MP,77,TA,7/19/2023,,NO,NO,NO,,NO,,NO,
-177807,O,608174092700,A008,0,0,981,Anadarko Petroleum Corporation,G19925,MC,127,G19925,MC,127,COM,3/23/2003,performed pressure temperature survey. No change to wellbore,NO,NO,NO,,NO,,NO,
-177975,A,177254085400,A002,0,0,3035,Fieldwood Energy Offshore LLC,G09707,MP,112,G09707,MP,112,PA,8/10/2019,Permanent Abandonment,NO,NO,NO,,NO,,NO,
-179110,A,177254019700,CB007,0,0,3151,"Cox Operating, L.L.C.",G01633,MP,133,G01633,MP,133,TA,6/17/2019,,NO,NO,NO,,YES,,NO,
-179213,A,177250091500,004,0,0,3481,"Cantium, LLC",G01452,MP,43,G01452,MP,43,TA,10/28/2008,,NO,NO,NO,,NO,,NO,
-179214,W,608104010802,A004,2,0,3026,"Talos Energy Ventures, LLC",G13091,EW,1003,G13091,EW,1003,COM,3/20/2015,PB Valve change out,NO,,YES,,,,,
-179649,W,177094131501,012,0,1,105,Apache Corporation, 00052,EI,126, 00052,EI,126,COM,6/27/2001,Operations to install live GLVs were completed on 01/20/2020.,NO,NO,NO,,NO,,NO,
-180029,A,608114073401,DC223,0,1,2481,BP Exploration & Production Inc.,G15607,GC,743,G15607,GC,743,TA,3/7/2020,Permanently abandoned 8.5'' hole section and temporarily abandoned well.,NO,NO,YES,,NO,CS,YES,14.0
-180987,A,608174091600,SS007,0,0,689,Shell Offshore Inc.,G09896,MC,899,G09896,MC,899,ST,5/19/2020,,YES,NO,NO,,NO,,NO,
-181467,A,177064019300,E008,0,0,1834,Talos Petroleum LLC,G01152,VR,255,G01153,VR,256,PA,8/18/2020,"Permanently Abandoned 08/18/2020 - Remaining 16"" & 26"" cut & removed @ 15'BML. ",NO,NO,NO,,NO,,NO,
-181831,A,177094079801,030,1,0,105,Apache Corporation, 00049,EI,119, 00049,EI,119,TA,7/4/2020,Operations to temporarily abandon the well to surface were completed on 07/04/2020.,NO,NO,NO,,NO,,NO,
-182693,A,608174021400,A003,0,0,276,Exxon Mobil Corporation,G03820,MC,325,G03818,MC,280,PA,7/3/2020,"Well was permanently abandoned with the layover of the MC280 ""A"" structure on 07/03/2020",NO,NO,NO,,NO,,NO,
-190213,O,177044056400,A034,0,0,1284,"W & T Offshore, Inc.",G02061,EC,321,G02061,EC,321,TA,9/5/2017,"Final plugging operations suspended after unsuccessful with SW in the 9-5/8"" x 13-3/8"" annulus.  No changes to previous WBS.",NO,NO,NO,,NO,,NO,
-189533,A,177084052900,A002,0,0,2312,McMoRan Oil & Gas LLC,G04433,SM,160,G04433,SM,160,TA,6/9/2021,P&A operations suspended. Unable to complete casing cut. Grout to surface. ,NO,NO,NO,,NO,,NO,
-190253,A,177254078200,E001,0,0,1284,"W & T Offshore, Inc.", 00372,MP,69, 00372,MP,69,TA,7/8/2021,,NO,NO,NO,,NO,,NO,
-190254,A,177254004600,A003,0,0,540,MOBIL OIL EXPLORATION & PRODUCING SOUTHEAST INC.,G01629,MP,122,G01633,MP,133,PA,8/2/2021,,NO,NO,NO,,NO,,NO,
-195820,A,608115009900,A004,0,0,78,Chevron U.S.A. Inc.,G07996,GC,160,G05911,GC,205,TA,10/5/2021,Zonal Abandonment,NO,NO,NO,,NO,,NO,
-195821,A,177244066205,SW216,5,0,2313,Freeport-McMoRan Energy LLC,G09372,MP,299,G09372,MP,299,TA,1/9/2022,,NO,NO,NO,,NO,,NO,
-195876,C,177084090300,C004,0,0,2451,GOM Shelf LLC,G02592,SM,149,G02592,SM,149,COM,7/11/2002,Recompletion operations ended on 01/24/2022.,NO,NO,NO,,NO,,NO,
-195823,A,427084005100,B003,0,0,771,"Texaco Exploration and Production, Inc.",G02680,HI,138,G02353,HI,110,PA,9/19/1978,,NO,NO,NO,,NO,,NO,
-195875,A,608115008803,A001,3,0,78,Chevron U.S.A. Inc.,G05911,GC,205,G05911,GC,205,TA,12/23/2021,Zonal Abandonment,NO,NO,YES,,NO,,NO,
-195883,C,177164028000,A001,0,0,3672,Talos QN Exploration LLC,G21685,ST,308,G21685,ST,308,COM,5/6/2005,Operations to change zones to the Cat Mex Sand were completed 02/13/2022.,NO,NO,NO,,NO,,NO,
-195884,A,608174082801,A003,1,0,689,Shell Offshore Inc.,G07969,MC,890,G07975,MC,934,ST,2/10/2022,,YES,NO,NO,27.0,NO,CS,NO,15.0
-195885,A,177110071003,A028,3,0,3295,Fieldwood Energy LLC,G01520,SS,204,G01520,SS,204,PA,2/26/2022,Permanent Abandonment,NO,NO,NO,,NO,,NO,
-195939,A,177004125001,003,0,1,3035,Fieldwood Energy Offshore LLC,G23735,WC,72,G23735,WC,72,TA,2/16/2022,Operations to temporarily abandon the well were completed on 02/16/2022.,NO,,YES,,NO,,NO,
-196975,W,177250084800,014,0,0,3481,"Cantium, LLC", 00375,MP,42, 00375,MP,42,COM,1/11/1967,Set packoff,NO,NO,NO,,NO,,NO,
-196984,A,608114071500,MD112,0,0,2481,BP Exploration & Production Inc.,G09982,GC,826,G09981,GC,825,TA,10/18/2022,Wellbore temporarily abandoned after the lower completion installed,YES,NO,NO,23.0,NO,,NO,
-196977,W,608114065500,SA002,0,0,59,Hess Corporation,G26315,GC,512,G26315,GC,512,COM,9/22/2017,Repair one way packer leak.,YES,NO,NO,15.0,NO,,NO,
-196978,A,177124025500,E005,1,0,3035,Fieldwood Energy Offshore LLC,G01031,SS,253,G01031,SS,253,TA,8/17/2022,Temporary Abandonment,NO,NO,NO,,NO,,NO,
-196997,A,177004113001,H001,0,1,2375,"Energy XXI GOM, LLC", 00253,WC,149, 00253,WC,149,TA,7/12/2022,"TA Completed - 48"" drive pipe will be removed during platform removal ops.",,,YES,,NO,,NO,
-197172,A,177174015702,CS025,2,0,3481,"Cantium, LLC", 00392,GI,37, 00392,GI,37,ST,6/15/2022,,NO,NO,NO,,NO,,NO,
-197173,A,177174015703,CS025,3,0,3481,"Cantium, LLC", 00392,GI,37, 00392,GI,37,ST,6/19/2022,,NO,NO,NO,,,,,
-197003,A,177152002500,S011,0,1,2628,"Arena Offshore, LP", 00461,ST,134, 00461,ST,134,PA,6/25/2022,,NO,NO,NO,,NO,,NO,
-197005,A,177154068900,S016,0,3,2628,"Arena Offshore, LP", 00461,ST,134, 00461,ST,134,PA,6/24/2022,,NO,NO,NO,,NO,,NO,
-197008,W,608174110400,TB001,0,0,2481,BP Exploration & Production Inc.,G09867,MC,777,G09867,MC,777,COM,4/12/2007,Acidizing operations completed 6/21/2022.,YES,NO,NO,37.0,NO,,NO,
-197009,A,177134012301,017,1,0,105,Apache Corporation,G02925,PL,10,G02925,PL,10,TA,6/30/2022,,NO,YES,NO,,NO,,NO,
-197011,O,608164029700,A006,0,0,981,Anadarko Petroleum Corporation,G06894,VK,915,G06894,VK,915,TA,8/17/2020,Nippled down the production tree and nippled up the dry hole tree,NO,NO,NO,,NO,,NO,
-197066,W,177244095900,A006,0,0,2451,GOM Shelf LLC,G32265,MP,308,G32265,MP,308,COM,3/31/2012,Pulled PTP. Returned well to production.,NO,NO,NO,,NO,,NO,
-176568,A,177244084100,SW110,0,0,2313,Freeport-McMoRan Energy LLC,G09372,MP,299,G09372,MP,299,PA,11/19/2000,"This well was classified at PA back in 2000; however, this well is only T&A'd. No cement was pumped in the well.

A correction report will be submitted to correct the ""well status"" of this well to TA.",NO,NO,NO,,NO,,NO,
-176569,A,177244065904,SW126,4,0,2313,Freeport-McMoRan Energy LLC,G09372,MP,299,G09372,MP,299,TA,12/11/2000,"This well was classified as PA back in 2001; however, this well is only T&A'd. No cement pumped on the well.",NO,NO,NO,,NO,,NO,
-176570,W,177124050400,A013,0,0,3209,"Renaissance Offshore, LLC",G36943,SS,266,G36943,SS,266,COM,4/19/1994,Close and test sleeve CS-2 Sand. Perforate CS-4B Sand. ,NO,NO,NO,,NO,,NO,
-176608,A,177094044000,002,0,1,3035,Fieldwood Energy Offshore LLC, 00424,EI,62, 00466,EI,77,PA,5/1/2019,Permanent abandonment was completed on 05/01/2019 during structure removal & all casings were recovered @ 20' BML.,NO,NO,NO,,NO,,NO,
-176681,A,608174140800,002,0,0,78,Chevron U.S.A. Inc.,G34454,MC,651,G34451,MC,607,BP,5/21/2019,,NO,,YES,,,,,
-199016,A,177104115700,D008,0,1,78,Chevron U.S.A. Inc.,G03410,EI,352,G03783,EI,353,PA,6/6/2023,,NO,NO,NO,,NO,,NO,
-198946,A,608054004700,GA009,0,0,689,Shell Offshore Inc.,G17565,AC,857,G17565,AC,857,ST,10/14/2023,Decomplete the GA09 wellbore to prepare for a sidetrack opportunity,YES,NO,NO,28.0,NO,,NO,
-199078,A,177004107300,F001,0,0,105,Apache Corporation, 00081,WC,110, 00082,WC,111,TA,3/31/2023,,NO,NO,NO,,NO,,NO,
-199079,A,177004119300,F002,0,0,105,Apache Corporation, 00081,WC,110, 00082,WC,111,TA,3/31/2023,,,,YES,,NO,,NO,
-199080,A,427094079502,D013,2,0,105,Apache Corporation,G02722,HI,A596,G02721,HI,A595,TA,11/23/2023,,,,YES,,NO,,NO,
-199082,A,177114135102,C024,0,2,105,Apache Corporation,G01524,SS,216,G01524,SS,216,TA,3/24/2023,,NO,NO,NO,,NO,,NO,
-199084,W,177154123902,A001,0,2,2451,GOM Shelf LLC,G24956,ST,49,G24956,ST,49,COM,3/18/2009,Coil tubing cleanout.,NO,NO,NO,,NO,,NO,
-199175,W,177114066500,L001,0,0,1284,"W & T Offshore, Inc.", 00828,SS,214, 00828,SS,214,COM,5/7/1984,Replacement of pb valve with new pb valve,NO,NO,NO,,NO,,NO,
-199178,W,608174097602,A004,0,2,3148,"W & T Energy VI, LLC",G19931,MC,243,G19931,MC,243,COM,6/15/2012,Installed live valves in gas lift mandrels to aid in lifting fluids,NO,NO,NO,,,,,
-199186,C,177154126700,SJ025,0,0,3481,"Cantium, LLC", 00370,BM,3, 00386,ST,23,COM,1/22/2015,"Partially TA'd, CP-4 isolated but failed pressure test.",NO,NO,NO,,NO,,NO,
-199187,A,608174147800,VA012,0,0,689,Shell Offshore Inc.,G31534,MC,940,G31534,MC,940,DSI,3/16/2023,"DSI VA012 ST00BP00
Preservation fluid + SW + weighted pill",,,YES,,NO,ST,NO,15.0
-199235,A,177244073300,A009,0,0,2312,McMoRan Oil & Gas LLC,G13055,VK,694,G07827,MP,259,TA,9/11/2022,TA completed on 06/30/2023.,NO,NO,NO,,NO,,NO,
-199219,W,608174108300,BF004,0,0,78,Chevron U.S.A. Inc.,G16641,MC,696,G16641,MC,696,COM,12/18/2007,,YES,NO,NO,24.0,NO,,NO,
-199391,A,427084008000,A018,0,0,105,Apache Corporation,G03236,HI,179,G03236,HI,179,TA,6/9/2023,,NO,NO,NO,,NO,,NO,
-199392,A,427084007800,A019,0,0,105,Apache Corporation,G03236,HI,179,G03236,HI,179,TA,6/9/2023,,NO,NO,NO,,NO,,NO,
-199597,A,177124047300,C012,0,2,3035,Fieldwood Energy Offshore LLC,G01529,SS,252,G01031,SS,253,PA,5/25/2023,,NO,NO,NO,,NO,,NO,
-199598,A,177114056800,A003,0,0,105,Apache Corporation,G02919,SS,91,G02919,SS,91,TA,6/19/2023,,NO,NO,NO,,NO,,NO,
-199599,A,177124030900,C011,0,0,3035,Fieldwood Energy Offshore LLC,G01031,SS,253,G01031,SS,253,PA,5/25/2023,,NO,NO,NO,,NO,,NO,
-199600,A,177124029300,C010,0,0,3035,Fieldwood Energy Offshore LLC,G01031,SS,253,G01031,SS,253,PA,5/25/2023,,NO,NO,NO,,NO,,NO,
-199601,A,177114062501,A004,1,0,105,Apache Corporation,G02919,SS,91,G02919,SS,91,TA,6/13/2023,,NO,NO,NO,,NO,,NO,
-199602,A,177124030000,C008,0,0,3035,Fieldwood Energy Offshore LLC,G01031,SS,253,G01031,SS,253,PA,5/25/2023,,NO,NO,NO,,NO,,NO,
