SN_APD_CSNG_INTV_FK,CASING_SECTION_NUM,CASING_SIZE,CASING_WEIGHT,CASING_GRADE,CASING_BURST_PSI,CASING_COLLPSE_PSI,CASING_SECTION_MD,CASING_SECTION_TVD,CASING_PORE_PRSS_PPG
-454151,1,14.0,115.0,VM 125HC,13050.0,11640.0,18106,17095,12.8
-454152,1,10.875,72.0,C- 110,11940.0,9250.0,10711,10711,9.4
-454152,2,9.875,62.8,C-110,12180.0,10290.0,17786,16843,12.4
-454152,3,9.875,62.8,C-110,12180.0,10290.0,20731,19157,13.0
-454152,4,9.875,62.8,SM13CRS-110,12180.0,10280.0,21451,19723,13.3
-454331,1,28.0,218.2,X-60,2812.0,953.0,8366,8366,8.7
-454332,1,23.0,453.0,X 80Q,13890.0,5000.0,7292,7292,8.6
-454332,2,22.0,224.2,X.80,6403.0,3559.0,12525,12525,10.0
-454333,1,18.0,117.0,Q125-HP,8450.0,2860.0,12600,12600,10.0
-454333,2,17.875,107.0,P110-1C,6370.0,2220.0,17000,17000,11.4
-454333,3,17.875,106.3,Q 125 HP,7820.0,2310.0,17550,17550,11.5
-454334,1,16.25,136.0,Q125 HP,12350.0,7680.0,7592,7592,8.6
-454334,2,16.15,126.9,Q-125 XHP,11620.0,7250.0,17000,17000,11.6
-454334,3,16.2,131.7,Q-125 XHP,12000.0,7860.0,22816,22793,13.0
-454335,1,14.0,116.0,VM125SS,13180.0,9220.0,10500,10500,9.1
-454335,2,14.0,116.0,VM125HCSS,13180.0,11350.0,14600,14600,10.9
-454335,3,14.0,115.5,VM125HYHC,14760.0,12500.0,17000,17000,11.6
-454335,4,14.15,126.8,Q-125 XHP,15380.0,13460.0,22650,22639,12.9
-454335,5,14.0,115.5,VM125HYHC,14760.0,12500.0,24944,24830,13.6
-454336,1,9.375,39.0,Q-125 HP,10080.0,5180.0,25948,25790,14.2
-454337,1,,,,,,28413,28149,13.4
-454338,1,23.0,453.0,X-80Q,13890.0,4000.0,7309,7309,8.6
-454338,2,22.0,224.2,X-80 S90/DMCRQT BD,4275.0,3873.0,7647,7647,8.6
-454338,3,22.0,224.2,X 80,6364.0,3873.0,9965,9965,10.0
-454338,4,22.0,224.2,X 80,6364.0,3873.0,10550,10550,10.3
-454339,1,16.25,136.0,Q125 HP,12350.0,7680.0,7634,7634,8.6
-454339,2,16.04,109.6,Q125HP,10100.0,4670.0,14327,14100,11.9
-454339,3,16.15,119.2,Q-125 XHP,10880.0,6120.0,21169,20281,9.6
-454339,4,16.04,109.6,Q125HP,10100.0,4670.0,24445,23241,10.7
-454340,1,14.0,115.5,Q-125XHP,14230.0,11580.0,27951,26387,13.6
-454401,1,10.75,85.3,VM125SS,16680.0,15530.0,12065,12045,10.9
-454401,2,10.175,81.0,VM125SS,17690.0,17340.0,22500,21483,12.3
-454401,3,9.875,65.1,Q125-HP,15560.0,13890.0,26218,24834,12.5
-454401,4,9.875,65.1,Q125-HP,15560.0,13890.0,29549,27820,13.8
-454401,5,9.875,65.1,Q125-ICY WEDGE,15550.0,13900.0,29801,28046,13.9
-454401,6,9.875,65.1,Q125-HP,15560.0,13890.0,30446,28625,13.8
-454420,1,13.375,68.0,HCL-80,5020.0,2910.0,4231,3746,8.7
-454421,1,9.625,53.5,Q125-IC,12390.0,9390.0,12746,11233,12.0
-454429,1,28.0,218.2,X-60,2812.0,953.0,8366,8366,8.7
-454430,1,23.0,453.0,X 80Q,13890.0,5000.0,7292,7292,8.6
-454430,2,22.0,224.2,X.80,6403.0,3559.0,12525,12525,10.0
-454431,1,18.0,117.0,Q125-HP,8450.0,2860.0,12600,12600,10.0
-454431,2,17.875,107.0,P110-1C,6370.0,2220.0,17000,17000,11.4
-454431,3,17.875,106.3,Q 125 HP,7820.0,2310.0,17550,17550,11.5
-454432,1,16.25,136.0,Q125 HP,12350.0,7680.0,7592,7592,8.6
-454432,2,16.15,126.9,Q-125 XHP,11620.0,7250.0,17000,17000,11.6
-454432,3,16.2,131.7,Q-125 XHP,12000.0,7860.0,22816,22793,13.0
-454433,1,14.0,116.0,VM125SS,13180.0,9220.0,10500,10500,9.1
-454433,2,14.0,116.0,VM125HCSS,13180.0,11350.0,14600,14600,10.9
-454433,3,14.0,115.5,VM125HYHC,14760.0,12500.0,17000,17000,11.6
-454433,4,14.15,126.8,Q-125 XHP,15380.0,13460.0,22650,22639,12.9
-454433,5,14.0,115.5,VM125HYHC,14760.0,12500.0,24944,24830,13.6
-454434,1,9.375,39.0,Q-125 HP,10080.0,5180.0,25948,25790,14.2
-454435,1,,,,,,28413,28149,13.4
-454482,1,11.875,108.0,SM125S,17620.0,17220.0,8562,8561,14.3
-454482,2,10.125,81.0,SM125S,17780.0,17500.0,19380,17852,14.3
-454543,1,32.0,291.5,X-60,2880.0,1020.0,4477,4477,9.1
-454544,1,28.0,220.0,X-56,2630.0,950.0,5331,5331,9.7
-454545,1,22.0,328.3,X-80,9545.0,9457.0,3771,3771,9.8
-454545,2,22.0,224.3,X-80,6360.0,3870.0,6120,6120,9.8
-454546,1,18.0,117.0,P-110,6680.0,2110.0,8490,8468,11.0
-454547,1,14.0,115.0,TN-125HC,13050.0,11000.0,11192,11088,12.5
-454547,2,14.5,79.1,Q-125,8000.0,2470.0,11620,11505,12.5
-454548,1,11.75,71.0,VM60 EXPANDABLE,4370.0,2570.0,14530,14317,12.8
-454549,1,11.75,82.6,TN 125HC TSH,13230.0,12100.0,16352,15822,13.4
-454549,2,11.75,65.0,Q-125,9940.0,4690.0,16752,16058,13.4
-454550,1,8.625,44.0,Q-125,13040.0,8980.0,3470,3470,14.3
-454550,2,8.625,44.0,Q125,12680.0,8980.0,10791,10700,14.3
-454550,3,7.625,47.1,VM95HCSS-D,13630.0,14970.0,14000,13805,14.3
-454550,4,7.625,47.1,VST Q125HC,17930.0,19900.0,16282,15780,14.3
-454550,5,7.625,47.1,TN125HC,18440.0,18950.0,20724,18218,14.3
-450827,2,11.875,71.8,P-110,9430.0,5290.0,12039,8114,9.9
-454882,1,24.0,186.0,X--65,3550.0,1500.0,1000,1000,8.7
-454883,1,20.0,133.0,NT-80DE,4700.0,2410.0,4750,4750,9.3
-454884,1,13.625,88.2,HCQ-----125,10040.0,5650.0,8700,8700,13.3
-454885,1,11.875,71.0,JFE-125T,10720.0,7190.0,11302,11127,16.0
-454886,1,9.625,53.5,HCP110,10900.0,9190.0,12592,12130,17.1
-454887,1,7.625,29.7,EX--80,6130.0,2740.0,14000,13194,17.0
-454888,1,7.0,32.0,HCP-110,12450.0,11890.0,18560,16624,17.3
-454889,1,7.75,46.1,TN140DW,18810.0,18100.0,12292,11889,17.3
-454889,2,7.75,46.1,TN 125HCY,18140.0,17480.0,5649,5649,17.3
-454889,3,7.0,32.0,HCP-110,12450.0,11890.0,18560,16624,17.3
-454971,1,18.625,87.5,J-55,2250.0,630.0,1149,1149,9.0
-454972,1,13.375,68.0,K55-HC,3450.0,2550.0,4184,4180,9.0
-454973,1,9.875,62.8,Q125 XHP PE,14960.0,13690.0,10298,10294,10.0
-454974,1,7.625,39.0,Q-125 HC,14340.0,13310.0,12100,11977,13.3
-454975,1,5.5,18.2,SET EXP 5.5 X 6.262,7150.0,3780.0,12943,12803,16.8
-455076,1,28.0,218.5,X-65,3050.0,950.0,8100,8100,8.7
-455077,1,22.0,224.5,X80,6850.0,3880.0,9900,9892,9.8
-455078,1,16.0,109.0,Q125-IC,9230.0,4150.0,11610,11500,10.5
-455079,1,10.875,72.0,C-110,11612.0,9246.0,8783,8783,9.2
-455079,2,9.875,62.8,Q-125IC,14240.0,11660.0,12200,12027,10.7
-455079,3,9.875,62.8,SM13CRS-110,12180.0,10280.0,12840,12598,11.1
-455079,4,9.875,62.8,Q-125IC,14240.0,11660.0,13650,13322,11.5
-455091,1,22.0,225.0,X-80,6364.0,3873.0,2800,2800,8.6
-455092,1,18.0,117.0,P-110 HC,6680.0,2660.0,4300,4300,9.8
-455093,1,16.0,97.0,JFE Q-125,8740.0,3150.0,7390,7100,11.5
-455094,1,13.625,88.2,JFE-125T,10730.0,6280.0,11271,10400,14.6
-455095,1,11.875,71.8,JFE-125T,10720.0,7190.0,16327,14500,15.1
-455096,1,9.875,62.8,Q125 XHP PE,14960.0,13690.0,16127,14366,15.4
-455096,2,9.875,62.8,Q125 XHP PE,14960.0,13690.0,21204,17000,15.4
-455097,1,7.0,35.0,C110,14080.0,13020.0,22475,22236,11.7
-426046,1,28.0,218.2,X56,2625.0,953.0,6950,6950,8.6
-426069,1,22.0,276.9,X-80 H-90DM GT/MT,7955.0,2190.0,7410,7410,8.6
-426157,1,28.0,218.2,X-60,2812.0,953.0,5950,5950,9.0
-426158,1,23.0,453.0,X80Q,13890.0,12690.0,4228,4228,8.5
-426158,2,22.0,328.3,X-80 H-90DME,9660.0,5500.0,4270,4270,8.5
-426158,3,22.0,224.5,X80,6850.0,3880.0,9550,9550,10.0
-426159,1,18.0,94.0,X 80,3890.0,1060.0,11050,11050,11.6
-426159,2,17.937,93.8,X-80,3900.0,1080.0,16250,16250,11.6
-426160,1,16.25,136.0,JFE-125HC WLSF,12340.0,8440.0,17200,17200,13.4
-426161,1,14.0,115.0,VM125HC,12690.0,11640.0,20850,20850,13.7
-426162,1,11.875,71.8,TN 125-HC,10720.0,7800.0,30800,30800,15.2
-426163,1,,,,,,35578,35578,14.2
-426189,1,22.0,328.3,X-80,9545.0,9457.0,5645,5645,8.9
-426189,2,22.0,224.2,X-80,6364.0,3873.0,8550,8550,8.9
-426190,1,16.0,97.0,Q125HP,8740.0,3150.0,10450,10432,9.6
-426191,1,14.0,115.5,Q-125 HP,14230.0,10530.0,13750,13682,10.3
-426192,1,9.875,62.8,Q125,13840.0,11140.0,15600,15503,11.4
-432170,1,28.0,218.5,X60,2812.0,953.0,6180,6180,8.6
-432171,2,22.0,224.0,X 80,6360.0,3870.0,8040,8040,10.6
-432171,1,22.0,276.9,X80,7950.0,6660.0,7750,7750,10.6
-432383,1,28.0,218.2,X-60,2812.0,953.0,8423,8423,8.6
-432384,1,23.0,453.0,X-80Q,13890.0,4000.0,7436,7436,8.6
-432384,2,22.0,224.2,X 80,6364.0,3873.0,12525,12525,10.3
-432385,1,18.0,117.0,Q125-HP,8450.0,2860.0,12600,12600,10.4
-432385,2,17.875,107.0,P110-1C,6370.0,2220.0,15150,15150,11.2
-432386,1,16.04,109.6,Q125HP,10100.0,4670.0,19650,19650,12.2
-432387,1,14.0,115.5,VM125SS,13180.0,9220.0,17500,17500,11.7
-432387,2,14.0,115.5,Q-125XHP,14230.0,11580.0,21517,21500,12.6
-432387,3,14.0,116.0,VM125 HYHC,14760.0,12500.0,24744,24646,13.4
-432388,1,11.875,71.8,Q125 XHP TSH W 513,11910.0,7720.0,28285,28098,14.4
-432389,1,,,,,,30627,30382,14.1
-454527,1,23.0,453.0,X 80Q,13890.0,5000.0,7292,7292,8.6
-454113,1,18.0,117.0,P-110 HC,6680.0,2660.0,4300,4300,9.8
-454114,1,16.0,97.0,JFE Q-125,8740.0,3150.0,7390,7100,11.5
-454115,1,13.625,88.2,JFE-125T,10730.0,6280.0,11271,10400,14.6
-454116,1,11.875,71.8,JFE-125T,10720.0,7190.0,16327,14500,15.1
-454117,1,9.875,62.8,Q125 XHP PE,14960.0,13690.0,16127,14366,15.4
-454117,2,9.875,62.8,Q125 XHP PE,14960.0,13690.0,21204,17000,15.4
-454526,1,28.0,218.2,X-60,2812.0,953.0,8366,8366,8.7
-454527,2,22.0,224.2,X.80,6403.0,3559.0,12525,12525,10.0
-454528,1,18.0,117.0,Q125-HP,8450.0,2860.0,12600,12600,10.0
-454528,2,17.875,107.0,P110-1C,6370.0,2220.0,17000,17000,11.4
-454528,3,17.875,106.3,Q 125 HP,7820.0,2310.0,17550,17550,11.5
-454529,1,16.25,136.0,Q125 HP,12350.0,7680.0,7592,7592,8.6
-454529,2,16.15,126.9,Q-125 XHP,11620.0,7250.0,17000,17000,11.6
-454529,3,16.2,131.7,Q-125 XHP,12000.0,7860.0,22816,22793,13.0
-454530,1,14.0,116.0,VM125SS,13180.0,9220.0,10500,10500,9.1
-454530,2,14.0,116.0,VM125HCSS,13180.0,11350.0,14600,14600,10.9
-454530,3,14.0,115.5,VM125HYHC,14760.0,12500.0,17000,17000,11.6
-454530,4,14.15,126.8,Q-125 XHP,15380.0,13460.0,22650,22639,12.9
-454530,5,14.0,115.5,VM125HYHC,14760.0,12500.0,24944,24830,13.6
-454531,1,9.375,39.0,Q-125 HP,10080.0,5180.0,25948,25790,14.2
-454532,1,,,,,,28413,28149,13.4
-454559,1,22.0,224.0,X_80,6670.0,3870.0,8000,8000,9.9
-454636,1,16.0,97.0,JFE-125T HDL,7860.0,3400.0,8728,7000,14.1
-454637,1,13.625,88.2,JFE-125T SLSF,11150.0,6280.0,10875,8400,15.0
-454638,1,11.875,71.8,Q125-CC,11910.0,7190.0,11732,8959,16.0
-454638,2,11.875,71.8,TN 125 HC,11030.0,7800.0,13650,10210,16.0
-454638,3,11.875,71.8,Q125-CC,11910.0,7190.0,14374,10600,16.0
-454639,1,9.875,62.8,Q125 XHP PE,14960.0,13690.0,10575,8204,16.0
-454639,2,9.875,62.8,Q125 XHP PE,14960.0,13690.0,14174,10489,16.0
-454639,3,9.875,62.8,Q125 XHP PE,14960.0,13690.0,22540,16135,16.0
-454976,1,7.625,39.0,L-80,9178.0,8810.0,1650,1648,8.6
-454977,1,5.0,18.0,P-110,13950.0,13470.0,7913,6418,9.5
-455098,1,22.0,170.0,X-56,3340.0,1760.0,9298,9298,8.6
-455099,1,16.0,97.0,P-110,6920.0,2340.0,10619,10619,8.9
-455100,1,11.75,77.6,L-80,7690.0,6190.0,12260,12084,8.8
-455101,1,9.625,53.5,L_80,7930.0,6620.0,21950,15000,6.4
-455102,1,7.625,47.1,N-80/L-80,11480.0,12040.0,22253,15233,6.5
-455211,1,16.0,109.0,Q125-IC,9230.0,4150.0,16100,15567,10.7
-455212,1,14.0,115.0,VM 125HC,13050.0,11640.0,18880,18144,12.6
-455213,1,9.875,62.8,C-110,12180.0,10290.0,21903,20947,12.4
-455213,2,9.875,62.8,SM13CRS-110,12180.0,10280.0,22803,21782,12.6
-455213,3,9.875,62.8,C-110,12180.0,10290.0,23648,22565,12.6
-455451,1,18.625,87.5,J-55,2250.0,630.0,1200,1200,8.4
-439172,2,10.125,75.9,TENARIS Q125-ICY,18190.0,16370.0,29248,28874,14.4
-455146,1,24.0,186.0,X--65,3550.0,1500.0,1000,1000,8.7
-455147,1,20.0,133.0,NT-80DE,4700.0,2410.0,4750,4750,9.3
-455148,1,13.625,88.2,HCQ-----125,10040.0,5650.0,8700,8700,13.3
-455149,1,11.875,71.0,JFE-125T,10720.0,7190.0,11302,11127,16.0
-455150,1,9.625,53.5,HCP110,10900.0,9190.0,12592,12130,17.1
-455151,1,7.625,29.7,EX--80,6130.0,2740.0,14000,13194,17.0
-455152,1,7.0,32.0,HCP-110,12450.0,11890.0,18560,16624,17.3
-455153,1,7.75,46.1,TN140DW,18810.0,18100.0,12292,11889,17.3
-455153,2,7.75,46.1,TN 125HCY,18140.0,17480.0,5649,5649,17.3
-455153,3,7.0,32.0,HCP-110,12450.0,11890.0,18560,16624,17.3
-455188,1,22.0,224.3,X-80,6360.0,3870.0,6000,6000,8.8
-455189,1,14.15,126.8,Q-125 XHP,15380.0,13460.0,6883,6883,10.5
-455189,2,14.0,115.5,HPQ - 125,14230.0,10530.0,13200,12790,10.5
-455190,1,9.875,62.8,HPQ-125,14950.0,12910.0,14931,14363,10.8
-455191,1,7.75,46.1,HPQ-125,18150.0,17950.0,17402,16725,11.2
-455210,1,22.0,277.3,X- 80,8640.0,6690.0,7702,7702,8.6
-455278,1,28.0,218.5,X60,2812.0,953.0,6180,6180,8.6
-455279,1,22.0,276.9,X80,7950.0,6660.0,7750,7750,10.6
-455279,2,22.0,224.0,X 80,6360.0,3870.0,8040,8040,10.6
-455280,1,16.0,97.0,P-110,6920.0,2340.0,12150,12150,10.5
-455301,1,12.25,134.3,SM-130CY,22090.0,21680.0,18700,18500,13.4
-455302,1,7.625,47.1,Q125HC,17930.0,19900.0,29800,28136,14.4
-455303,1,,,,,,30936,29158,14.9
-455417,1,7.75,46.1,Q-125,16790.0,16580.0,16653,16000,16.2
-455615,1,11.875,71.8,TN 125 HC,11030.0,7800.0,17220,14760,13.4
-455617,1,8.625,44.0,VM95HCSS--D,9910.0,9170.0,3470,3470,12.5
-455649,1,9.625,53.5,HC-110,10900.0,8850.0,9847,9450,11.6
-455670,1,20.0,169.0,X-56,3978.0,2510.0,8024,8024,9.0
-455670,2,20.0,133.0,X-56GB,3060.0,1460.0,8024,8024,9.0
-455671,1,13.625,88.2,Q-125 HC,10320.0,6370.0,7765,7765,9.3
-455671,2,13.375,72.0,P-110,7400.0,2880.0,10167,10035,9.3
-455672,1,9.625,53.5,T-95HC,9410.0,8850.0,13511,12271,10.0
-455673,1,7.0,29.0,P-110,11220.0,8530.0,18843,15917,11.9
-455735,2,9.875,62.8,Q125-IC,13840.0,11660.0,14926,13424,13.7
-455747,1,10.75,45.5,J-55,3580.0,2090.0,3030,3029,8.6
-455821,1,26.0,0.8,X-56,2826.0,1182.0,1490,1490,8.7
-455822,1,20.0,133.0,P-110,6120.0,1600.0,1867,1867,9.4
-455823,1,16.0,109.0,Q-125 HP,9960.0,4500.0,2638,2638,10.3
-455824,1,13.625,88.2,Q125 HP SLSF,11160.0,6010.0,2945,2945,10.5
-455825,1,11.75,65.0,125,9940.0,4690.0,4733,4733,12.0
-455826,1,9.875,62.8,Q125 XHP PE,14960.0,13690.0,11500,11418,16.2
-455827,1,7.75,46.1,Q-125,16790.0,16580.0,16653,16000,16.2
-455828,1,,,,,,19377,18000,16.3
-455909,1,22.0,225.0,X-80,6364.0,3873.0,2800,2800,8.6
-455910,1,18.0,117.0,P-110 HC,6680.0,2660.0,4300,4300,9.8
-455911,1,16.0,97.0,JFE Q-125,8740.0,3150.0,7390,7100,11.5
-455912,1,13.625,88.2,JFE-125T,10730.0,6280.0,11271,10400,14.6
-455913,1,11.875,71.8,JFE-125T,10720.0,7190.0,16327,14500,15.1
-455914,1,9.875,62.8,Q125 XHP PE,14960.0,13690.0,16127,14366,15.4
-455914,2,9.875,62.8,Q125 XHP PE,14960.0,13690.0,21204,17000,15.4
-420370,1,28.0,218.2,X-60,2812.0,953.0,5950,5950,9.0
-420386,1,22.0,328.0,X-80,9545.0,9457.0,3728,3728,10.6
-420371,1,23.0,453.0,X80Q,13890.0,12690.0,4228,4228,8.5
-420371,2,22.0,328.3,X-80 H-90DME,9660.0,5500.0,4270,4270,8.5
-420371,3,22.0,224.5,X80,6850.0,3880.0,9550,9550,10.0
-420372,1,18.0,94.0,X 80,3890.0,1060.0,11050,11050,11.6
-420372,2,17.937,93.8,X-80,3900.0,1080.0,16250,16250,11.6
-420373,1,16.25,136.0,JFE-125HC WLSF,12340.0,8440.0,21000,21000,13.7
-420374,1,14.0,115.0,VM125HC,12690.0,11640.0,27100,27100,15.2
-420375,1,11.875,71.8,TN 125-HC,10720.0,7800.0,29500,29500,15.2
-420376,1,,,,,,35578,35578,14.2
-420623,1,32.0,291.5,X-60,2880.0,1020.0,4478,4478,9.1
-420624,1,28.0,220.0,X-56,2630.0,950.0,5319,5319,9.7
-420625,1,22.0,328.3,X-80,9545.0,9457.0,3787,3787,10.1
-420625,2,22.0,224.3,X-80,6360.0,3870.0,6105,6105,10.1
-420626,1,18.0,94.0,P110,5350.0,1060.0,8110,7969,10.9
-420627,1,14.0,115.0,TN-125HC,13050.0,11000.0,12680,10702,12.1
-420628,1,11.75,82.6,Q125HC,13230.0,12100.0,21810,19010,13.6
-420629,1,7.625,47.1,VM 125 HC,17930.0,19710.0,24217,21365,15.6
-420630,1,10.75,100.4,VM100SS D,15630.0,16270.0,12335,10506,0.0
-420630,2,7.625,47.1,Q-125,17930.0,18700.0,21525,18739,0.0
-420631,1,10.75,100.5,Q125HC,19540.0,20390.0,3470,3470,0.0
-420632,1,23.0,453.0,X-80Q,13890.0,4000.0,4381,4381,8.6
-420632,2,22.0,224.2,X 80,6364.0,3873.0,9050,9050,10.7
-420633,1,16.25,136.0,Q-125 XHP,12350.0,8410.0,4694,4694,8.6
-420633,2,16.15,126.9,Q-125 XHP,11620.0,7250.0,12646,12646,13.1
-420633,3,16.2,131.7,Q-125 XHP,12000.0,7860.0,17036,16651,13.9
-420633,4,16.25,136.0,Q-125 XHP,12350.0,8410.0,18827,18092,14.1
-420634,1,14.0,116.0,VM125 HYHC,14760.0,12500.0,21384,20067,14.0
-420635,1,11.875,58.8,HCQ-125,8660.0,3760.0,24323,22340,13.6
-420636,1,10.75,85.3,C-110,14260.0,14070.0,4600,4600,8.6
-420636,2,10.75,85.3,Q125HP,18010.0,16300.0,10000,10000,12.2
-420636,3,9.875,62.8,Q125 HP,14960.0,12910.0,20784,19605,13.7
-420636,4,9.875,65.1,Q125-HP,15560.0,13890.0,26568,24218,14.5
-425868,1,32.0,292.0,X60,2880.0,1020.0,5270,5270,8.9
-425869,1,28.0,218.0,X56,2630.0,950.0,6332,6332,9.6
-425870,1,22.0,224.0,X  80,6364.0,3873.0,6396,6396,10.1
-425870,2,22.0,277.0,X  80,7950.0,6360.0,8304,8304,10.1
-425871,1,18.0,105.0,Q125HP,7590.0,2120.0,13233,13050,11.2
-425872,1,14.0,115.0,VM125HYHC,14610.0,12500.0,13689,13481,13.8
-425872,2,14.0,115.0,TN-125HC,13050.0,11000.0,23512,20263,13.8
-425873,1,7.625,47.1,Q-125,17930.0,18700.0,28732,24061,14.2
-425874,1,10.75,85.3,Q125,16218.0,15527.0,12000,11867,14.2
-425874,2,10.125,79.3,Q125,18370.0,17290.0,22000,19257,14.2
-425874,3,7.625,47.1,Q-125,17930.0,18700.0,23000,19898,14.2
-425874,4,7.625,47.1,Q-125,17930.0,18700.0,28732,24061,14.2
-426179,1,28.0,218.2,X-60,2812.0,953.0,8139,8139,9.0
-426180,1,22.0,224.0,X  80,6364.0,3873.0,10938,10938,9.8
-426181,1,13.625,88.2,Q125 HP,11160.0,6010.0,16765,15440,10.4
-426181,2,13.75,98.6,HPQ-125,12490.0,7910.0,20691,19236,10.4
-426182,1,,,,,,25024,23582,11.5
-435158,2,22.0,277.3,X-80,7950.0,6670.0,8700,8700,9.1
-435158,3,22.0,224.5,X-80,6360.0,3870.0,9050,9050,9.1
-435159,1,16.15,127.5,Q125-ICY TSH WEDG,11620.0,6700.0,14200,14177,13.0
-435160,1,13.625,88.2,HCQ  125,10030.0,6360.0,14180,14158,12.3
-435160,2,14.0,113.0,ICQ-125,12500.0,9500.0,17800,17657,13.3
-435181,1,9.875,67.5,C-110,13220.0,12160.0,19707,19500,13.3
-435182,1,11.75,102.0,C 110,14070.0,9630.0,9754,9754,13.3
-435182,2,10.175,81.0,VM125SS,17690.0,17340.0,16280,16172,13.3
-435182,3,10.125,81.0,SM 125S,17780.0,16282.0,17480,17343,13.3
-434639,1,18.625,96.5,NT-80DE,3500.0,880.0,3567,3500,8.7
-434640,1,13.625,88.2,HCQ-125,10030.0,5930.0,7841,7000,9.7
-434641,1,9.875,62.8,Q 125 HC,13850.0,11980.0,13381,11000,12.5
-434642,1,7.625,39.0,VM 125 HC,14340.0,14190.0,15291,12908,14.0
-435158,1,22.0,328.7,X-80,10420.0,9500.0,6800,6800,9.1
-435182,4,9.875,67.5,C-110,13220.0,12160.0,19707,19500,13.3
-435183,1,22.0,276.9,X-80 H-90DM GT/MT,7955.0,2190.0,5200,5200,8.6
-435183,2,22.0,224.2,X-80 S-90M QT/MT,6364.0,2410.0,7100,7100,8.6
-435184,1,18.0,117.0,P-110,6680.0,2110.0,10828,10828,11.0
-435184,2,18.0,105.0,N 80,4370.0,1720.0,10828,10923,11.0
-435185,1,14.0,113.0,Q-125 IC,12500.0,9500.0,19783,19783,14.0
-435186,1,11.875,71.8,Q125-IC,10720.0,7190.0,29106,29106,13.6
-435187,1,,,,,,32500,32500,12.4
-437965,1,14.0,115.0,VM 125HC,13050.0,11640.0,17189,17000,12.3
-437966,1,10.875,72.0,C- 110,11940.0,9250.0,10709,10709,9.4
-441554,1,22.0,225.0,X-80,6364.0,3873.0,2800,2800,8.6
-441555,1,18.0,117.0,P110-IC HYD 511,6680.0,2720.0,4300,4300,9.8
-437966,2,9.875,62.8,C-110,12180.0,10290.0,16739,16631,11.8
-437966,3,9.875,62.8,C-110,12180.0,10290.0,19748,18975,12.9
-437968,1,22.0,328.7,X-80,10420.0,9500.0,6792,6792,8.5
-437968,2,22.0,277.3,X- 80,8640.0,6690.0,8733,8733,8.6
-437968,3,22.0,224.5,X-80,6360.0,3870.0,9072,9072,8.6
-438070,1,26.0,202.0,X-65,3280.0,1190.0,1450,1450,8.8
-441556,1,16.0,97.0,JFE-125T HDL,7860.0,3400.0,7199,7100,11.5
-441557,1,13.625,88.2,Q125 HP SLSF,11160.0,6010.0,11228,10750,14.4
-441558,1,11.875,71.8,Q125-CC,11910.0,7190.0,18131,17000,15.1
-441559,1,10.125,79.2,JFE-125T,17670.0,17820.0,10923,10473,15.3
-441559,2,10.125,79.2,JFE-125T,17670.0,17820.0,17931,16817,15.3
-441559,3,10.125,79.2,JFE-125T,17670.0,17820.0,22362,21000,15.3
-441796,1,28.0,218.5,X60,2812.0,953.0,6150,6150,8.6
-441797,1,22.0,276.9,X80,7950.0,6660.0,7750,7750,10.6
-441797,2,22.0,224.0,X 80,6360.0,3870.0,8000,8000,10.6
-441798,1,16.0,97.0,P-110,6920.0,2340.0,11852,11852,11.1
-441799,1,12.25,134.3,SM-130CY,22090.0,21680.0,19132,18941,12.8
-441800,1,7.625,47.1,VST Q125HC,17930.0,19900.0,29183,28309,14.4
-441801,1,,,,,,30168,29231,14.8
-442060,1,9.625,53.5,N-80,7930.0,6620.0,4006,3750,9.0
-442061,1,7.0,29.0,HCP-110,11220.0,9200.0,6841,5765,10.5
-442241,1,28.0,218.2,X-60,2812.0,953.0,8423,8423,8.6
-442242,1,23.0,453.0,X-80Q,13890.0,4000.0,7436,7436,8.6
-442242,2,22.0,224.2,X 80,6364.0,3873.0,12525,12525,10.3
-442243,1,18.0,117.0,Q125-HP,8450.0,2860.0,12600,12600,10.4
-442243,2,17.875,107.0,P110-1C,6370.0,2220.0,15150,15150,11.2
-442244,1,16.04,109.6,Q125HP,10100.0,4670.0,19650,19650,12.2
-442245,1,14.0,115.5,VM125SS,13180.0,9220.0,17500,17500,11.7
-442245,2,14.0,115.5,Q-125XHP,14230.0,11580.0,21517,21500,12.6
-442245,3,14.0,116.0,VM125 HYHC,14760.0,12500.0,24744,24646,13.4
-442246,1,11.875,71.8,Q125 XHP TSH W 513,11910.0,7720.0,26800,26653,13.7
-442247,1,9.625,36.0,EX--80,4560.0,1330.0,27287,27127,13.9
-442248,1,9.375,39.0,Q-125 HP,10080.0,5180.0,28385,28197,14.2
-442249,1,,,,,,30627,30382,13.5
-449735,1,9.625,53.5,*Q125HC,12390.0,9470.0,11920,11854,13.7
-449735,2,9.625,53.5,*Q125HC,12390.0,9470.0,12528,12413,13.7
-449735,3,9.875,62.8,Q 125,15250.0,13000.0,13893,13713,13.7
-449736,1,7.0,32.0,P-110,12460.0,10780.0,15756,15458,14.2
-451192,1,7.0,29.0,HCP-110,11220.0,9200.0,7860,7638,14.5
-451251,1,9.625,53.5,*Q125HC,12390.0,9470.0,11920,11854,13.7
-451251,2,9.625,53.5,*Q125HC,12390.0,9470.0,12528,12413,13.7
-451251,3,9.875,62.8,Q 125,15250.0,13000.0,13893,13713,13.7
-451252,1,7.0,32.0,P-110,12460.0,10780.0,15794,15498,14.2
-451768,1,18.625,87.5,J55,2250.0,630.0,900,900,8.6
