SN_APD_QA,QA_RESPONSE_CD,QA_RESPONSE_TXT
-4076,Y,GMG290132
-4077,Y,
-4078,Y,
-4079,,
-4080,,
-4081,,
-4082,Y,GMG460545
-4083,Y,
-4086,Y,
-4087,Y,
-4088,,
-4089,,
-4090,Y,"EPA Region 6 NPDES General Permit GMG 290000 for the Gulf of Mexico Bay Marchand Block 3 Field, Outfall No. 016A"
-4091,Y,
-5227,Y,
-5228,,
-5226,Y,868 sxs Barite & 200 sxs gel
-3504,Y,
-3505,,
-3506,,
-3464,Y,
-3465,,
-3466,,
-3467,,
-3468,Y,GMG 290111
-3469,Y,
-3507,,
-3508,Y,GMG 2900128
-3509,,
-3510,Y,1000 sacks of barite and 200 sacks of gel
-3511,,
-3512,,
-3513,,
-3514,Y,EPA's NPDES general permit GMG290000
-3515,Y,
-3522,Y,
-3523,Y,
-3524,Y,
-3525,,
-3526,Y,"GMG 290091
Outfall # 195-A"
-3527,Y,
-3572,Y,
-3573,,
-3574,,
-3575,Y,Conductor Waiver Request APPROVED by Mr. Frank Miller
-3576,Y,GMG 290123
-3577,Y,
-3887,,
-3888,Y,
-3889,,
-3890,Y,GMG290184
-3891,,
-3886,Y,
-3498,Y,
-3499,Y,NAF (Hydrocarbon Based) will be used and cuttings with associated mud will be discharged per the DEPI Individual Permit noted below. Zero discharge will only be implemented in the event the fluids fail the RPE/GCMS or ROC is outside the limitations.
-3500,,
-3501,,
-3502,Y,Permit #GMG290014 - Outfall Nos. 315A & 315S
-3503,,
-3516,Y,
-3517,Y,
-3518,,
-3519,,
-3520,Y,GMG290070  
-3521,Y,
-15813,,
-15814,,
-15815,,
-15816,Y,EPA's NPDES general permit no. GMG290000
-15817,,
-15852,Y,
-3892,Y,
-3893,Y,NAF (Hydrocarbon Based) will be used and cuttings with associated mud will be discharged per the DEPI Permit noted below. Zero discharge will only be implemented in the event the fluids fail the RPE/GCMS or ROC is outside the limitiations.
-3894,Y,
-3895,,
-3896,Y,"General Permit No. 290014, Outfall No. 303A & 303S"
-3897,,
-15853,Y,
-15854,,
-15855,N,"A waiver on setting conductor casing is requested.  There is not any shallow hazards listed on the 3-D seismic, the hazard survey, and the last 12 wells were drilled from this platform without conductor casing."
-15856,Y,GMG290050 outfall 177
-15812,Y,
-4066,Y,1000 sacks of barite and 200 sacks of gel
-4067,Y,
-4068,,
-4069,,
-4070,Y,NPDES permit 290050 outfall #044A
-4071,,
-4228,Y,"Unocal will maintain at least 1,000 sacks of barite and 200 sacks of gel on the rig at all times.  This will be sufficient to weight up the entire system 1/2 ppg (actual volume needed is less than 900 sacks)."
-4229,Y,"Plan is to inject cuttings down 16"" x 11-3/4"" annulus.  Will have cuttings boxes on location to catch and haul off cuttings if needed."
-4230,,
-4231,,
-4232,Y,GMG290128
-4233,,
-4234,Y,
-4235,,
-4236,,
-4237,,
-4238,Y,GMG 290123; NOI filed with EPA region 6 on 12/10/2004 
-4239,,
-4280,Y,1000 sacks of Barite and 200 sacks of Gel will be on board.
-4281,,
-4282,,
-4283,,
-4284,Y,GMG 290126
-4285,Y,
-4342,Y,
-4343,,Compliant SBM
-4344,,
-4345,,
-4346,Y,290128
-4347,Y,"As per SIMOPS plan, wells will be shut-in for heavy lifts over well bay and skidding operations."
-4378,Y,
-4379,,
-4380,Y,
-4381,,
-4382,Y,GMG290184
-4383,,
-4384,Y,
-4385,,
-4386,,
-4387,Y,Marlin is requesting waiver of the conductor casing.
-4388,Y,GMG290000
-4389,Y,
-4126,Y,Minimum 1000 sxs barite and 200 sxs gel on location.
-4127,,
-4128,,
-4129,,
-4130,Y,"GMG290073
Outfall # 306A"
-4131,Y,
-4151,Y,
-4152,Y,
-4153,,
-4154,Y,GMG290132
-4155,,
-4163,Y,
-4162,Y,
-4164,,
-4165,,
-4166,,
-4167,Y,
-4174,Y,
-4150,Y,
-4175,Y,
-4176,,
-4177,,
-4178,Y,GMG290070
-4179,Y,
-4286,Y,698 sxs of barite and 200 sxs gel
-4287,,
-4288,,
-4289,,
-4290,Y,GMG 209188
-4291,,
-4304,Y,
-4305,Y,
-4306,Y,
-4307,,
-4308,Y,GMG290295
-4309,Y,
-4318,Y,
-4319,,
-4247,,
-4248,Y,
-4249,,
-4250,Y,"GMG290110
Outfall Numbers: 696B&Y"
-4251,,
-4320,,
-4216,Y,"Unocal will maintain at least 1,000 sacks of barite and 200 sacks of gel on the rig at all times.  This will be sufficient to weight up the entire system 1/2 ppg (actual volume needed is less than 900 sacks)."
-4217,Y,"Plan is to inject cuttings down 16"" x 11-3/4"" annulus.  Will have cuttings boxes on location to catch and haul off cuttings if needed."
-3791,Y,"Well loc. will be 40' east of existing caisson structure on well #001. Well #001 will be SI when moving on and off well #002 loc, when cantilever drlg pkg out & in, when driving pipe, and when jacking mat off bottom to prepare for tow."
-3819,Y,
-3820,,
-3821,,
-3822,Y,GM290085
-3823,Y,See attached letter and diagram indiagram.
-3832,Y,733 sxs Barite & 200 sxs gel
-3812,Y,
-3813,,
-3814,,
-3815,,
-3816,Y,290111
-3817,Y,
-3818,Y,
-3833,,
-3834,,
-3835,,
-3836,Y,GMG 290213
-3837,Y,
-3846,Y,530 sxs barite & 200 sxs gels
-3847,,
-3848,,
-3849,Y,"Will sumbit logs from the OCS-G 03134, E9 &OCS-G 01153 E-6.
Well VR 248 E9 was granted a wavier for the conductor. "
-3850,Y,GMG 290188
-3851,Y,
-3852,Y,"Unocal will maintain at least 1,000 sacks of barite and 200 sacks of gel on the rig at all times.  This will be sufficient to weight up the entire system 1/2 ppg (actual volume needed is less than 900 sacks)."
-3853,Y,"Plan is to inject cuttings down 16"" x 11-3/4"" annulus.  Will have cuttings boxes on location to catch and haul off cuttings if needed."
-3854,,
-3855,,
-3856,Y,GMG290128
-3857,,
-3973,,
-3974,,
-3975,,
-3976,Y,GMG 290213
-3977,,
-4033,,
-3904,Y,
-3905,Y,
-3906,,
-3907,,
-3908,Y,
-3909,,
-3972,Y,718 sxs barite & 200 sxs gel
-4034,,
-4035,,
-4036,Y,GMG290070
-4037,Y,
-4038,Y,
-4006,Y,
-4007,,
-4008,,
-4009,,
-4010,Y,GMG290000
-4011,N,"This is a single development well location in open water, which will be drilled, completed and single self-supporting well protector installed."
-4032,Y,
-4039,,
-4040,,
-4041,,
-4042,Y,GMG 2900128
-4043,,
-4050,Y,589 sxs Barite & 200 sxs gel
-4051,,
-4052,,
-4053,,
-4054,Y,GMG 290213
-4055,,
-3590,Y,Will maintain 1000 sacks of barite and 200 sacks of gel.
-3591,Y,
-3592,,
-3593,,
-3594,Y,GMG 290480B and 480Y
-3595,,
-3606,Y,
-3607,,
-3608,,
-3609,,
-3610,Y,GMG 2900128
-3611,,
-3898,Y,
-3773,,
-3774,Y,
-3775,,
-3776,Y,GMG 290103
-3777,,
-3899,,
-3900,,
-3901,,
-3902,Y,GMG290000
-3903,,
-3969,,
-3970,Y,gmg290129
-3971,,
-4056,Y,
-4057,Y,
-4058,,
-3966,Y,
-3967,,
-3968,,
-3452,Y,
-3453,Y,
-3454,,
-3455,Y,Submitted to MMS Region Office on 12/15/04.  Copy attached to this application.
-3456,Y,"Coverage provided under EPA Region 6 NPDES General Permit GMG 290000 for the Gulf of Mexico, Main Pass Block 41 Field, Outfall Number 253A"
-3457,Y,
-4059,,
-4060,Y,GMG290070
-4061,Y,
-4218,,
-4219,,
-4220,Y,GMG290128
-4221,,
-4246,Y,
-4321,,
-4322,Y,"GMG #290073
Outfall #183A"
-4323,,
-4324,Y,
-4325,,
-4326,,
-4327,,
-4328,Y,GMG290132
-4329,Y,
-4330,Y,
-4331,,
-4332,,
-4333,,
-4334,Y,gmg290129
-4335,,
-4472,,
-4473,,
-4474,Y,GMG190110
-4470,Y,1000 sx Barite / 200 sx gel
-4475,,
-4471,,
-4476,Y,1000 sacks of barite and 200 sacks of gel
-4477,,
-4252,Y,
-4253,Y,
-4254,Y,
-4255,,
-4256,Y,29000
-4257,,
-4404,Y,
-4405,,
-4406,,
-4407,,
-4408,Y,GMG 2900128
-4409,,
-4443,Y,
-4458,Y,
-4459,,
-4460,,
-4461,,
-4462,Y,GMG 2900128
-4442,Y,EPA's NPDES general permit GMG290000
-4463,,
-4478,,
-4479,,
-4480,Y,EPA's NPDES general permit GMG290000
-4481,Y,
-4516,Y,1000 sxs barite and 200 sxs bentonite
-4517,,
-4518,,
-4519,,
-4520,Y,GMG290015-061A/061T
-4521,Y,
-4544,Y,200 sacks of gel and 1000 sacks barite
-4545,,
-4204,Y,Minimum 1000 sxs barite & 200 sxs gel on location
-4205,,
-4206,,
-4207,,
-4208,Y,"GMG290073
Outfall# 306A"
-4209,Y,
-4310,Y,1000 sx Barite / 200 sx gel
-4311,,
-4312,,
-4313,,
-4314,Y,GMG190110
-4315,,
-4484,Y,
-4485,Y,
-4486,,
-4900,Y,GMG 290251
-4901,,
-5075,,
-5076,Y,
-5077,,
-5078,Y,GMG290184
-5079,,
-5086,Y,"1000 sacks of Barite, 200 sacks of gel will be maintained on board while drilling."
-5074,Y,
-5087,Y,
-5088,,
-5089,,
-5090,Y,outfall 245A on NPDES permit 290050
-5091,,
-5134,Y,
-5135,,
-4644,Y,1000 sacks of barite and 200 sacks of gel
-4645,,
-4646,,
-4647,,
-4648,Y,EPA's NPDES general permit GMG290000
-4649,Y,
-4752,Y,
-4753,,
-4754,Y,
-4755,,
-4756,Y,GMG290184
-4757,,
-4800,Y,
-4801,Y,
-4802,Y,
-4803,,
-4804,Y,GMG290057
-4805,Y,
-4794,Y,
-4795,Y,
-4796,Y,
-4797,,
-4798,Y,GMG290132
-4799,Y,
-5052,Y,Will maintain 1000 sacks of barite and 200 sacks of gel.
-5053,Y,
-5054,,
-5055,,
-5056,Y,GMG 290480B and 480Y
-5057,,
-4914,Y,
-4915,Y,
-4916,,
-4917,,
-4918,Y,GMG 290132 298B/298Y
-4919,Y,
-5136,,
-5140,Y,
-4590,Y,
-4591,Y,
-4592,,
-4593,,
-4594,Y,GMG2900070
-4595,Y,
-4596,Y,"Unocal will maintain at least 1,000 sacks of barite and 200 sacks of gel on the rig at all times.  This will be sufficient to weight up the entire system 1/2 ppg (actual volume needed is less than 900 sacks)."
-4597,Y,"Plan is to inject cuttings down 16"" x 11-3/4"" annulus.  Will have cuttings boxes on location to catch and haul off cuttings if needed."
-4598,,
-4599,,
-4600,Y,GMG290128
-4601,,
-5080,Y,
-5081,,
-5082,,
-5083,,
-5084,Y,GMG290073
-5085,Y,
-5014,Y,1000 sacks of barite and 200 sacks of gel
-5015,Y,
-4487,,
-4488,Y,"EPA Region 6 NPDES General Permit GMG 290000 for the Gulf of Mexico Bay Marchand Block 3 Field, Outfall No. 016A"
-4489,Y,
-4546,,
-4555,Y,
-4556,Y,
-4557,,
-4558,,
-4559,,
-4560,Y,GMG 290132 073A/073T
-4561,Y,
-4562,Y,minimum of 1000 sxs barite and 200 sxs gel on location.
-4563,,
-4564,,
-4565,,
-4566,Y,"GMG290073
Outfall # 242A"
-4567,Y,
-4568,Y,
-4569,Y,
-4570,,
-4571,,
-4572,Y,GMG290070
-4168,Y,minimum of 1000 sxs barite and 200 sxs gel on location.
-4169,,
-4170,,
-4171,,
-4172,Y,"GMG290073
Outfall # 242A"
-4173,Y,
-4180,Y,
-4181,Y,
-4182,,
-4183,,
-4184,Y,AL0076899
-4185,,
-4186,Y,
-4187,,
-4188,,
-4189,,
-4190,Y,"GMG290073
Outfall #230A"
-4191,Y,
-4192,Y,
-4193,Y,
-4194,,
-4195,,
-4196,Y,EPA general permit no. GMG290000
-4197,,
-4274,Y,
-4275,,
-4276,,
-4277,,
-4278,Y,gmg290129
-4279,,
-4292,Y,
-4293,,
-4294,,
-4295,,
-4296,Y,GMG 290132 073A/073T
-4297,Y,
-4198,Y,1000 sx Barite / 200 sx gel
-4199,,
-4200,,
-4201,,
-4202,Y,GMG190110
-4203,,
-4210,Y,Minimum 1000 sxs barite & 200 sxs gel on location
-4211,,
-4212,,
-4213,,
-4214,Y,"GMG290073
Outfall # 306A"
-4215,Y,
-4416,Y,
-4417,,
-4418,Y,
-4419,,
-4420,Y,29000
-4421,,
-4490,Y,
-4491,,
-4492,,
-4493,,
-4494,Y,GMG290073
-4495,Y,
-4549,Y,
-4550,Y,
-4551,Y,
-4552,,
-4547,Y,"Requesting conductor waiver from Regional Office, a copy is attached."
-4548,Y,All discharges covered by GMG 290132
-4553,,
-4554,Y,GMG290132 073A/073T
-4834,Y,
-4835,,
-4836,Y,
-4837,,
-4838,Y,NPDES OUTFALL NO. 409
-4839,,
-4806,Y,
-4807,,
-4808,,
-4809,,
-4810,Y,GMG290073
-4811,Y,
-4920,Y,
-4921,Y,
-4922,,
-4923,,
-4924,Y,
-4925,Y,
-4896,Y,1000 sxs barite & 200 sxs gel will be on board at all times
-4897,Y,
-4898,,
-4899,,
-4815,,
-4816,Y,EPA's NPDES general permit GMG290000
-4817,Y,
-5006,Y,200 sacks of gel and 1000 sacks of barite
-5007,Y,
-5008,,
-5009,,
-5010,Y,All discharges covered by GMG 290132.
-4994,Y,
-5011,Y,
-4995,,
-4996,Y,
-4997,,
-4998,Y,GMG290184
-4999,,
-4860,Y,
-4861,Y,
-4862,Y,
-4863,,
-4864,Y,GMG290132
-4865,,
-5093,,
-5094,,
-5095,,
-5096,Y,GMG290000
-5097,N,"This is a single development well location in open water, which will be drilled, completed and single self-supporting well protector installed."
-4950,Y,
-4951,Y,
-4952,,
-4953,,
-4954,Y,GMG 290201
-4955,,
-5114,Y,
-5092,Y,
-5115,Y,NAF (Hydrocarbon Based) will be used and cuttings with associated mud will be discharged per the DEPI Permit noted below. Zero discharge will only be implemented in the event the fluids fail the RPE/GCMS or ROC is outside the limitiations.
-5116,Y,
-5117,,
-5118,Y,"GENERAL PERMIT NO. 290014, OUTFALL NO 303A & 303S"
-5119,,
-5137,,
-5138,Y,GMG290176
-5139,,
-5142,,
-5143,,
-5144,Y,EPA's NPDES general permit GMG290000
-5145,Y,
-5146,Y,Minimum of 1000 sacks barite and 200 sacks gel
-4891,,
-4892,Y,
-4893,,
-4894,Y,GMG290184
-4895,,
-4926,Y,
-4884,Y,
-4885,,
-4886,,
-4887,,
-4888,Y,GMG 290132 073A/073T
-4889,Y,
-4890,Y,
-4927,,
-4928,Y,
-4929,,
-4930,Y,GMG290184
-4931,,
-5034,Y,
-5035,Y,
-5036,Y,
-5037,,
-5038,Y,GM290085
-5039,,
-5020,Y,
-5021,Y,
-5022,,
-5023,,
-5024,Y,"EPA Region 6 NPDES General Permit GMG 290000 for the Gulf of Mexico Main Pass Block 144 Field, Outfall No. 235A"
-5025,Y,
-5098,Y,"Unocal will maintain at least 1,000 sacks of barite and 200 sacks of gel on the rig at all times.  This will be sufficient to weight up the entire system 1/2 ppg (actual volume needed is less than 900 sacks)."
-5099,Y,"Plan is to inject cuttings down 16"" x 11-3/4"" annulus.  Will have cuttings boxes on location to catch and haul off cuttings if needed."
-5100,,
-5101,,
-5102,Y,GMG290128
-5103,,
-5200,Y,
-5201,Y,
-5202,,
-5203,,
-5204,Y,GMG290070
-5205,,
-5260,Y,
-5261,,
-5262,,
-5263,,
-5264,Y,EPA's NPDES general permit GMG290000
-5265,Y,
-5244,Y,
-5245,Y,
-5246,,
-5247,,
-5248,Y,290251
-5249,,
-14479,,
-14480,,
-14481,,
-14482,Y,"All drilling mud and cuttings will be discharged in compliance with NPDES Permit No. GMG290188.  No fluids containing free oil will be discharged.  Daily discharge rates will vary over the duration of the drilling process.  Outfall numbers for VR 267 are 005A, 005P & 005T."
-14483,Y,
-5320,Y,
-5321,Y,
-5322,,
-5323,,
-5324,Y,GMG 28A579
-5325,Y,
-5695,,
-5696,Y,"GMG290235
Outfall #025A"
-5697,Y,
-5698,Y,
-5699,,
-14478,Y,"A minimum of 596 sxs barite & 200 sxs gel will be kept on rig during
drilling operations.  See supplemental attachment ""VR 268 J6BP"""
-5692,Y,
-5693,,
-5694,,
-5472,Y,Minimum 1000 sxs barite and 200 sxs gel on location.
-5473,,
-5474,,
-5475,,
-5476,Y,"GMG290073
Outfall # 306A"
-5477,Y,
-5414,Y,
-5415,Y,
-5416,,
-5417,,
-5418,Y,GMG 290201
-5419,,
-5645,,
-5646,,
-5647,Y,"Requesting conductor waiver from Regional Office, copy attached."
-5648,Y,All discharges covered by GMG 290132
-5649,Y,
-5680,Y,
-5560,Y,
-5561,,
-5562,Y,
-5563,,
-5564,Y,GMG290184
-5565,,
-5644,Y,200 sacks of gel and 1000 sack of barite
-5681,Y,NAF (Hydrocarbon Based) will be used and cuttings with associated mud will be discharged per the DEPI Permit noted below. Zero discharge will only be implemented in the event the fluids fail the RPE/GCMS or ROC is outside the limitiations.
-5682,Y,
-5683,,
-5684,Y,"GENERAL PERMIT NO. 290014, OUTFALL NO 303A & 303S"
-5685,,
-5700,,
-5701,,
-5702,Y,GMG460733
-5703,,
-5186,Y,1000 sxs barite and 200 sxs gel
-5187,,
-5188,,
-5189,,
-5190,Y,GMG 290188
-5191,Y,
-5360,Y,
-5361,Y,
-5362,Y,
-5363,,
-5364,Y,Outfall number applied for
-5365,,
-5366,Y,
-5367,,
-5368,,
-5369,,
-5370,Y,GMG 290126
-5371,Y,
-5372,Y,
-5373,Y,
-5374,,
-5375,,
-5376,Y,GM290000
-5377,Y,
-5378,Y,
-5016,,
-5017,,
-5018,Y,EPA's NPDES general permit GMG290000
-5019,Y,
-5120,Y,
-5121,,
-5122,,
-5123,,
-5124,Y,GMG 290096 OUTFALL NO. 006A
-5125,Y,
-5141,,
-5147,,
-5148,,
-5149,,
-5150,Y,Currently pending submittal.
-5151,Y,
-4628,Y,
-4629,Y,
-4630,,
-4631,,
-4632,Y,GMG290015/061A
-4633,Y,
-4704,Y,
-4705,,
-4706,,
-4707,,
-4708,Y,GMG290000
-4709,,
-4710,Y,"1000 sacks of Barite, 200 sacks of gel will be maintained on board while drilling."
-4711,Y,
-4712,,
-4713,,
-4714,Y,outfall 245A on NPDES permit 290050
-4715,,
-4974,Y,
-4975,Y,
-4976,Y,
-4977,,
-4978,Y,NPDES Permit GMG 290110
-4979,Y,
-5058,Y,
-5059,Y,
-5060,,
-5061,,
-5062,Y,GMG290070
-5063,,
-5152,Y,"Unocal will maintain at least 1,000 sacks of barite and 200 sacks of gel on the rig at all times.  This will be sufficient to weight up the entire system 1/2 ppg (actual volume needed is less than 900 sacks)."
-5153,Y,"Plan is to inject cuttings down 16"" x 11-3/4"" annulus.  Will have cuttings boxes on location to catch and haul off cuttings if needed."
-5154,,
-5155,,
-5156,Y,GMG290128
-5157,,
-4573,,
-4616,Y,
-4617,,
-4618,,
-4619,,
-4620,Y,GMG290000
-4621,N,"This is a single development well location in open water, which will be drilled, completed and single self-supporting well protector installed."
-4622,Y,
-4623,,
-4624,Y,
-4625,,
-4626,Y,
-4627,Y,
-4650,Y,
-4651,Y,
-4652,,
-4653,,
-4654,Y,GMG290070
-4655,,
-4939,,
-4940,,
-4941,,
-4942,Y,EPA's NPDES gemeral permit GMG290000
-4943,Y,
-4758,Y,
-4759,,
-4760,,
-4761,,
-4762,Y,"GMG #290073
Outfall #269A"
-4763,Y,
-4908,Y,
-4909,,
-4910,,
-4911,,
-4912,Y,GMG290000
-4913,N,"This is a single development well location in open water, which will be drilled, completed and single self-supporting well protector installed."
-4938,Y,
-4604,Y,
-4605,,
-4606,,
-4607,,
-4608,Y,GMG290000
-4609,,
-4692,Y,
-4693,Y,
-4694,Y,
-4695,,
-4696,Y,
-4697,,
-4716,Y,
-4717,Y,
-4718,,
-4719,,
-4720,Y,GMG 290091   250 A
-4721,Y,
-4812,Y,1000 sacks of barite and 200 sacks of gel
-4813,,
-4814,,
-5379,,
-5380,Y,
-5381,,
-5382,Y,GMG290184
-5383,,
-5508,,
-5509,,
-5510,Y,EPA's NPDES general permit GMG290000
-5511,Y,
-5506,Y,
-5507,,
-5220,Y,
-5221,,
-5222,,
-5223,,
-5224,Y,GMG290000
-5225,N,"This is a single development well location in open water, which will be drilled, completed and single self-supporting well protector installed."
-5238,Y,
-5239,,
-5240,,
-5241,,
-5242,Y,GMG290015 061T 061A
-5243,Y,
-5773,Y,
-5660,Y,A minimum of 796 sxs barite & 200 sxs gel will be kept on rig during drilling operations.
-5478,Y,Minimum 1000 sxs barite & 200 sxs gel on location
-5479,,
-5480,,
-5481,,
-5482,Y,"GMG290073
Outfall# 306A"
-5483,Y,
-5774,,
-5661,Y,
-5662,,
-5663,,
-5664,Y,GMG290213
-5665,,
-5775,,
-5776,Y,GMG2900070
-5777,Y,
-6060,Y,
-6061,Y,
-6062,,
-5772,Y,
-5229,,
-5230,Y,GMG 290213
-5231,Y,
-5639,,
-5640,,
-5641,Y,"Requesting conductor waiver from Regional Office, copy attached"
-5642,Y,All discharges covered by GMG 290132. SS 181 Outfall numbers are 290331A and 290331T.
-5643,Y,
-5650,Y,1000 sacks of barite and 200 scks of gel will be maintained while drilling.
-5466,,
-5467,,
-5468,,
-5469,,
-5470,,
-5471,,
-5626,Y,
-5627,Y,
-5628,,
-5629,,
-5630,Y,"EPA Region 6 NPDES General Permit GMG 290000 for the Gulf of Mexico Main Pass Block 40 Field, Outfall No. 252A"
-5631,Y,
-5638,Y,200 sacks of gel and 1000 sacks of barite
-5651,Y,
-6226,Y,"I will send mud statement under separate cover.  Also, a Schematic showing liner, not full string."
-6227,Y,
-6228,Y,
-6229,,
-6230,Y,GMG 290295
-6231,Y,
-6807,Y,
-6383,,
-5740,Y,
-5741,,
-5742,,
-5743,,
-5744,Y,GMG 290111
-5745,Y,
-5760,Y,
-5761,,
-5762,Y,
-5763,,
-5764,Y,GMG290185  Outfall Nos. 095A & 095S
-5765,,
-5906,Y,
-5907,,
-5908,,
-5909,,
-5910,Y,GMG290073
-5911,Y,
-6120,Y,
-6121,Y,
-6122,,
-6123,,
-6124,Y,"EPA Region 6 NPDES General Permit GMG 290000 for the Gulf of Mexico Main Pass Block 59 Field, Outfall No. 259A."
-6125,Y,
-6140,Y,
-6141,Y,
-6142,,
-6143,,
-6144,Y,"GMG290132
056A   056T"
-5652,,
-5653,,
-5654,Y,OUTFALL 127A on NPDES Permit 290050
-5655,Y,
-5672,Y,
-5673,,
-5674,,
-5675,,
-5420,Y,1000 sacks of barite and 200 sacks of gel
-5421,,
-5422,,
-5423,,
-5424,Y,EPA's NPDES general permit GMG290000
-5425,Y,
-5439,Y,
-5440,,
-5441,,
-5442,Y,"EPA Region 6 NPDES General Permit GMG 290000 for the Gulf of Mexico for South Timbalier Block 24, Outfall No. 422A"
-5443,Y,
-5580,Y,Minimum 1000 sacks barite and 200 sacks of gel.
-5438,Y,
-5581,,
-5582,,
-5583,,
-5584,Y,"GMG290073; Outfall #197A
"
-5585,Y,
-5600,Y,Minimum 1000 sxs barite & 200 sxs gel on location
-5601,,
-5602,,
-5603,,
-5604,Y,"GMG290073
Outfall # 306A"
-5605,Y,
-5620,Y,1000 sacks of barite and 200 sacks of gel will be maintained while drilling.
-5621,Y,
-5622,,
-5623,,
-5624,Y,OUTFALL 127A on NPDES Permit 290050
-5625,,
-5666,Y,968 sxs of barite & 200 sxs gel
-5667,Y,
-5668,,
-5669,,
-5670,Y,GMG 290213
-5671,,
-5676,Y,GMG290000
-5540,Y,A minimum of 854 sxs barite & 200 sxs gel will be kept on rig during drilling operations.
-5541,Y,
-5542,,
-5543,,
-5544,Y,GMG290213
-5545,Y,
-5327,,
-5328,,
-5329,,
-5330,Y,EPA's NPDES general permit GMG290000
-5331,Y,
-5460,Y,Minmum 1000 sxs barite and 200 sxs gel on location.
-5300,Y,
-5301,N,
-5302,Y,
-5303,,
-5304,Y,
-5305,,
-5326,Y,
-5461,,
-5462,,
-5463,,
-5464,Y,GMG290132
-5465,Y,
-5484,Y,
-5485,Y,
-5486,,
-5487,,
-5488,Y,GMG 290251
-5489,Y,
-5606,Y,
-5607,Y,
-5608,Y,
-5609,,
-5610,Y,GMG290132
-5611,,
-5677,Y,
-5746,Y,
-5747,,
-5748,,
-5749,,
-5750,Y,GMG460738
-5751,,
-5778,Y,
-5779,,
-5780,,
-5781,,
-5782,Y,GMG460732
-5783,,
-5862,Y,
-5863,Y,
-5864,,
-5865,,
-5866,Y,GMG 290132 298B/298Y
-5867,N,Wells will be shut in when rig arrives within 500' of platform.  Request a departure waiver to resume production when BOPs have been stabbed & secured on the starting head and all other heavy lifts are complete in lieu of waiting to resume production until after well is spudded as per regulations contained in 30 CFR 250.403(c) & 250.406
-5900,Y,
-5901,Y,
-5902,,
-5903,,
-5904,Y,GMG 290091   250 A
-5905,Y,
-5918,Y,
-5919,Y,NAF (Hydrocarbon Based) will be used and cuttings with associated mud will be discharged per the DEPI Permit noted below. Zero discharge will only be implemented in the event the fluids fail the RPE/GCMS or ROC is outside the limitiations.
-5920,Y,
-5921,,
-5856,Y,
-5857,Y,
-5858,,
-5859,,
-5860,Y,GMG290070
-5861,Y,
-5922,Y,"GENERAL PERMIT NO. 290014, OUTFALL NO 303A & 303S"
-5923,,
-5960,Y,
-5961,Y,NAF (Hydrocarbon Based) will be used and cuttings with associated mud will be discharged per the DEPI Permit noted below. Zero discharge will only be implemented in the event the fluids fail the RPE/GCMS or ROC is outside the limitiations.
-5962,Y,
-5963,,
-5964,Y,"GENERAL PERMIT NO. 290014, OUTFALL NO 303A & 303S"
-5965,,
-6012,Y,200 sacks of gel and 1000 sacks barite
-6013,,
-6014,,
-6015,,
-6016,Y,"All discharges covered by GMG 290132. Permit coverage for SMI 90 ""A"" is 290376A & 290376T."
-6017,Y,
-6802,Y,
-6803,Y,
-6804,,
-6805,,
-6806,Y,GMG 290229
-6382,Y,
-6253,,
-6254,,
-6255,,
-6256,Y,EPA's NPDES general permit GMG290000 
-6257,Y,
-6333,,
-5893,Y,
-5894,,
-5895,,
-5896,Y,GMG 290251
-5897,,
-5940,Y,
-6007,,
-6008,,
-6009,,
-6010,Y,GMG290073
-6011,Y,
-6018,Y,
-5892,Y,
-5941,,
-5942,,
-5943,,
-5944,Y,GMG290000
-5945,,
-6006,Y,
-6019,,
-6020,,
-6021,,
-6022,Y,GMG290073
-6023,Y,
-6352,Y,
-6353,Y,
-6354,,
-6355,Y,
-6356,Y,GMG290000
-6357,Y,
-6334,,
-6335,,
-6336,Y,All discharges covered by GMG 290132
-6337,Y,
-6358,Y,
-6359,Y,
-6360,,
-6361,,
-6161,,
-6162,,
-6163,,
-6164,Y,GMG290073 Outfall #197A
-6165,Y,
-6232,Y,276 sxs of barite and 200 sxs of gel will be maintained on the drilling unit during drilling operations.
-6080,Y,Minimum of 1000 sacks barite and 200 sacks gel
-6081,,
-6082,,
-6083,,
-6084,Y,Currently pending submittal.
-6085,Y,
-6160,Y,Minimum 1000 sxs barite and 200 sxs gel.
-6233,,
-6234,,
-6235,,
-6236,Y,GMG 290213
-6237,Y,
-6362,Y,AL0076899
-6270,Y,
-6271,Y,
-6272,Y,
-6273,,
-6274,Y,GMG290295
-6275,Y,
-6363,,
-6472,Y,
-6473,,
-6474,,
-6475,,
-6476,Y,EPA's NPDES general permit 290000 
-6477,Y,
-6750,Y,200 sacks of gel and 1000 sacks of barite
-6751,,
-6752,,
-6753,Y,"Requesting conductor waiver from Regional Office, copy attached"
-6754,Y,All discharges covered by GMG 290132. SS 181 Outfall numbers are 290331A and 290331T.
-6755,Y,
-6698,Y,944 sxs barite & 200 sxs gel
-6699,Y,
-6700,,
-6701,,
-6702,Y,GMG 290213
-6703,,
-6744,Y,
-6745,Y,
-6746,,
-6747,,
-6748,Y,GMG 290229
-6749,,
-6756,Y,200 sacks of gel and 1000 sack of barite
-6757,,
-6758,,
-6759,Y,"Requesting conductor waiver from Regional Office, copy attached."
-6760,Y,All discharges covered by GMG 290132
-6761,Y,
