SN_EOR_WELL_COMP_FK,PERF_TOP_MD,PERF_BOTM_TVD,PERF_TOP_TVD,PERF_BASE_MD
-14333,7594,6953,6937,7620
-14333,7636,6967,6963,7642
-7228,14666,14159,14146,14680
-7228,14720,14202,14197,14726
-4441,2340,1960,1954,2354
-1535,14978,13978,13972,14986
-2749,14829,13923,13923,14871
-2749,14889,13931,13923,14914
-15730,5074,4931,4845,5163
-20778,4030,3976,3832,4178
-4628,5150,1932,1930,5600
-3191,8613,8623,8613,8623
-3191,8575,8580,8575,8580
-5655,7566,7648,7566,7648
-16481,7286,7251,7247,7291
-6349,7001,5379,5369,7011
-1348,12392,11556,11533,12422
-3692,13708,13714,13704,13718
-3692,13804,13815,13800,13819
-3692,13852,13851,13848,13855
-3692,13860,13862,13856,13866
-3692,13871,13874,13867,13878
-3692,13918,13920,13914,13924
-14575,13453,13457,13449,13461
-25868,5665,5497,5473,5690
-1735,11175,10355,10329,11210
-7609,11175,10355,10329,11210
-17285,11102,10272,10217,11157
-18278,8426,8100,8082,8450
-15400,11471,11300,11292,11482
-15400,11487,11313,11304,11499
-18618,9826,8619,8609,9836
-18618,9804,8597,8587,9814
-23602,9614,8476,8449,9650
-3594,12932,9509,9471,12971
-1162,14632,13536,13437,14746
-7905,3751,3032,3028,3758
-2518,6563,6131,6125,6571
-7178,6406,6055,6002,6474
-17201,7980,6613,3334,8266
-3941,7252,6976,6968,7260
-4883,6378,6128,6098,6408
-13727,12662,11468,11456,12674
-14647,11577,10396,10371,11602
-7653,7450,4629,4622,7460
-12607,3410,3313,3304,3420
-4906,6680,6559,6542,6700
-10623,6340,6269,6246,6366
-12243,4756,4057,4014,4810
-15400,11517,11333,11326,11527
-9222,14386,12984,12870,14570
-9222,14174,12762,12737,14214
-9222,14608,13086,13007,14736
-9222,14352,12854,12849,14360
-9222,14288,12828,12809,14318
-9222,14256,12799,12789,14272
-21002,11180,10843,10823,11212
-21002,11227,10887,10852,11267
-12632,11420,8716,8700,11440
-12632,11515,8765,8760,11540
-12632,11448,8727,8722,11455
-2276,10314,10092,10077,10330
-509,9645,9295,9264,9680
-249,9832,9743,9697,9880
-14541,9406,9341,9277,9470
-16414,9162,9043,9033,9172
-16251,9162,8943,8933,9172
-16414,9100,9017,8971,9146
-24079,8790,8672,8662,8800
-24079,8826,8710,8698,8838
-24079,8848,8730,8720,8858
-24079,8874,8754,8746,8882
-756,9205,8168,8090,9320
-1713,7226,6663,6651,7240
-4946,11936,11654,11640,11956
-7301,11842,11864,11842,11864
-12275,11424,11277,11164,11537
-12275,11734,11580,11474,11840
-6797,4020,3664,3619,4070
-15539,3245,2984,2962,3270
-24922,20279,12050,12023,20324
-2196,8858,8468,8340,8986
-12461,8730,8224,8214,8740
-6909,11606,11517,11500,11626
-4131,11510,10826,10782,11565
-4141,11336,9426,9400,11362
-6344,10202,8466,8426,10242
-12418,10428,8630,8616,10444
-6495,5467,4520,4501,5494
-2025,9139,8944,8930,9155
-4932,12230,11257,11235,12775
-1679,7160,6499,6489,7172
-1679,7122,6478,6459,7146
-5558,7914,7748,7667,7918
-3926,12290,11974,11936,12328
-7306,11350,11075,11043,11385
-13652,6651,5126,5115,6670
-13652,6577,5077,5073,6584
-13652,6589,5081,5080,6591
-13652,6597,6110,5084,6642
-14518,10346,10169,10151,10366
-20962,15557,10704,10587,15734
-20963,15992,10922,10871,16072
-11690,8332,8343,8319,8346
-10936,8440,8447,8437,8450
-15450,8220,8241,8217,8244
-644,9650,8971,8939,9704
-28228,9287,8726,8720,9297
-28228,9304,8745,8739,9328
-24149,9392,8790,8782,9406
-18873,15024,12022,11965,15110
-18873,15254,12152,12118,15306
-15299,7060,6117,6061,7140
-15297,7234,6188,6101,7244
-17409,7230,6189,6180,7244
-5145,6012,4585,4562,6042
-9969,5766,4435,4414,5800
-1082,9764,9716,9697,9786
-23881,11616,5574,5562,11674
-6351,6486,5261,5254,6498
-15212,4504,4544,4504,4544
-26306,8445,7613,7552,8525
-6356,11502,7016,7010,11512
-6682,4064,3636,3622,4080
-13209,3580,3343,3285,3640
-692,8470,7610,7603,8478
-2901,8324,7488,7477,8337
-8047,8178,7373,7351,8204
-3457,6815,6478,6458,6839
-3457,6906,6540,6534,6912
-3080,11184,11300,11184,11300
-3080,11368,11450,11368,11450
-10337,13732,12586,12349,13900
-14271,10639,10189,10156,10694
-590,10426,9896,9872,10450
-4637,10250,9703,9699,10257
-4872,9810,9287,9266,9826
-8049,9260,8740,8720,9280
-18321,11806,11048,11040,11816
-18321,11822,11068,11054,11838
-18321,11856,11108,11084,11882
-20435,10402,9923,9874,10458
-28356,14090,13160,13082,14220
-8328,11992,10239,10177,12054
-20024,3800,3257,3246,3812
-8265,8730,8008,7999,8746
-15330,17604,12356,12330,17654
-1716,9217,8383,8358,9254
-24008,3376,3358,3351,3384
-475,4878,4035,3819,5340
-27818,14088,13465,13448,14112
-4993,9870,9519,9497,9895
-8003,15988,10795,10772,16028
-8003,16036,10810,10804,16046
-11486,15326,10351,10328,15360
-906,7697,7186,7130,7762
-21160,7614,7093,7058,7654
-2355,8676,8539,8503,8716
-2355,8770,8614,8588,8798
-21600,8676,8539,8503,8716
-21600,8770,8613,8588,8798
-25467,9044,8863,8836,9074
-19272,7686,7375,7362,7699
-12641,11224,10482,10451,11265
-4658,7164,6858,6713,7343
-6722,10728,8395,8383,10746
-17336,7980,5623,5616,7990
-18419,13700,9384,9355,13744
-19278,9897,9313,9303,9911
-15528,11668,11052,11042,11680
-6251,9317,9184,9147,9369
-487,10060,10099,10059,10100
-882,7550,7388,7360,7584
-986,9318,6261,6236,9364
-13925,12582,10654,10631,12608
-24483,12304,11754,11718,12340
-13417,9953,9675,9658,9973
-5045,8834,8022,8005,8864
-7601,8834,8022,8005,8864
-10739,8725,7979,7941,8790
-14938,13664,12355,12328,13692
-18414,11546,10382,10351,11580
-20388,10962,9872,9823,11018
-20388,11072,9946,9922,11100
-12217,7721,7541,7523,7741
-4904,10188,10001,10000,10198
-27139,10115,9897,9879,10133
-12068,6446,5926,5895,6480
-22749,5378,4944,4936,5386
-24251,5316,4898,4882,5334
-1608,7094,5297,5292,7102
-6277,7026,5273,5248,7064
-6277,7094,5297,5292,7102
-6571,6360,6328,6304,6384
-12399,8963,8199,8174,8994
-15094,8804,6049,6038,8824
-17566,8804,6049,6038,8824
-17566,8964,6173,6124,9056
-13783,3611,2489,2460,3660
-10826,3474,2382,2378,3480
-10826,3485,2390,2385,3493
-15085,12030,11307,11284,12056
-20621,7430,6805,6775,7460
-4738,7742,6101,6077,7778
-523,7182,6955,6917,7224
-635,11424,10502,10465,11496
-8408,11036,10266,10250,11062
-21817,10098,9651,9642,10112
-4148,15088,11626,11622,15094
-4148,15108,11645,11637,15118
-4670,14390,11234,11222,14408
-9006,13960,10994,10976,13990
-9006,14020,11013,11011,14024
-9006,14040,11046,11023,14080
-9006,14106,11093,11061,14160
-9006,14182,11121,11105,14208
-11138,12524,10170,10156,12546
-12168,12524,10170,10156,12546
-12168,12311,10034,10030,12318
-12168,12334,10123,10043,12468
-823,17416,17434,17415,17435
-4724,17146,17333,17145,17334
-28991,16686,17333,16685,17334
-28432,14956,14983,14955,14984
-11477,14170,12660,12651,14180
-8512,7772,6488,6463,7810
-13498,7256,6150,6128,7290
-6889,15014,9953,9946,15025
-6889,14968,9926,9916,14983
-15060,14938,9909,9896,14957
-27678,13630,9059,9033,13670
-24745,14802,9821,9806,14825
-921,10542,9954,9945,10558
-4666,12648,10927,10897,12694
-9028,12323,10715,10707,12338
-9028,12370,10751,10734,12398
-9028,12204,10642,10637,12211
-9028,12288,10696,10686,12304
-11231,10780,9861,9817,10856
-10926,13710,13155,13143,13723
-9252,12036,11392,11320,12116
-582,12776,12622,12593,12806
-15440,10523,9740,9730,10533
-15980,6964,6813,6781,6996
-2476,10930,10292,10277,10952
-2817,10930,10292,10277,10952
-2817,10748,10203,10150,10822
-6308,7160,6779,6732,7220
-18829,3962,4024,3962,4024
-666,9108,7090,7071,9134
-26272,4829,3992,3956,4870
-1307,6372,5955,5947,6382
-2753,5706,5462,5448,5725
-15776,7108,7105,7083,7130
-21628,7108,7130,7083,7164
-760,13920,13883,13838,13980
-14792,12255,12269,12254,12270
-9453,7656,5345,5332,7664
-5335,8404,5784,5767,8448
-9200,7965,5616,5602,8006
-1788,12600,12253,12211,12670
-1788,12730,12331,12289,12800
-1788,12936,12464,12414,13016
-22858,12600,12253,12211,12670
-3654,11457,11454,11445,11466
-3654,11494,11505,11481,11518
-28568,8522,7461,7454,8576
-28587,8433,7442,7437,8457
-28587,8522,7461,7454,8576
-6613,11880,12088,11880,12088
-12349,11524,11622,11524,11622
-25939,11154,10483,10461,11180
-27369,11361,10656,10639,11380
-192,11993,11835,11630,12070
-26638,11908,11698,11678,11928
-24051,7528,7209,7203,7536
-12776,11168,10209,10205,11174
-16797,11094,10167,10155,11112
-6218,7048,5401,5360,7118
-14753,15052,11707,11697,15066
-15883,15052,11707,11697,15066
-10793,8248,7110,7100,8260
-985,9809,8833,8825,9818
-7967,7573,5837,5758,7583
-7967,7602,5786,5781,7608
-7967,7665,5837,5832,7671
-7967,7633,5817,5806,7646
-2729,15410,14999,14979,15430
-7472,14630,14273,14200,14703
-23228,9037,7560,7549,9051
-26739,6004,5812,5775,6054
-4980,12474,11007,10998,12486
-10353,11399,10181,10166,11418
-21243,7308,6733,6720,7330
-27467,7050,6624,6574,7138
-1468,7222,6625,6606,7244
-18500,7100,6542,6502,7146
-25718,11400,11418,11398,11420
-1621,6122,6148,6089,6192
-9952,11508,11251,11236,11525
-9952,11455,11215,11192,11483
-20144,10938,10786,10769,10958
-3752,9928,9194,9123,9930
-9980,9458,8919,8842,9556
-180,11327,11327,11256,11398
-435,11327,11627,11256,11700
-6765,11327,11398,11327,11398
-15673,10120,8548,8530,10144
-24743,9472,8098,8048,9540
-20894,4000,3480,3471,4020
-20894,4080,3607,3505,4316
-1663,14192,14068,14033,14237
-6107,14097,13981,13957,14127
-11374,9102,9122,9102,9122
-22772,10020,9119,9089,10060
-23071,9050,8379,8356,9080
-27766,10020,9119,9089,10060
-24966,10872,9679,9669,10882
-16967,12180,10178,10139,12250
-14464,14826,14636,14563,14852
-16814,14388,14362,14315,14444
-2516,12278,12037,12017,12306
-2516,12242,12002,11990,12258
-19033,11930,11755,11746,11942
-23842,11626,11515,11490,11652
-25355,11562,11461,11435,11588
-24156,13004,8214,8190,13046
-533,15364,15014,14996,15386
-533,15406,15100,15031,15491
-1394,13236,13050,13010,13276
-1530,13052,12836,12826,13062
-4413,13008,12802,12782,13028
-19668,9120,8082,8054,9150
-25168,8946,7915,7888,8974
-16939,13100,8873,8831,13165
-18742,13020,8811,8778,13060
-18742,13100,8866,8831,13154
-18601,13020,8805,8778,13060
-17,4285,3900,3890,4295
-6707,17565,17603,17558,17610
-641,13100,13109,13100,13109
-1053,13018,13042,13018,13042
-5898,8914,8932,8914,8932
-1741,6997,4334,4327,7017
-12886,12365,11200,11191,12380
-12886,12406,11244,11222,12435
-21589,12536,10788,10781,12548
-25556,11198,10121,10095,11248
-17403,6918,6930,6911,6937
-17649,7180,7191,7155,7216
-15865,7794,7795,7769,7820
-4723,15034,14951,14941,15045
-2554,15718,15583,15535,15774
-14456,18980,17936,17903,19018
-12437,15024,14254,14244,15034
-25595,14560,14306,14288,14585
-3000,9830,8392,8368,9868
-6456,9830,8372,8368,9837
-14910,12312,8017,8004,12340
-17749,9606,6752,6731,9650
-17846,9827,8732,8728,9831
-17846,9806,8715,8707,9814
-1289,4639,3625,3594,4672
-8592,4356,3360,3343,4376
-5178,7007,6124,6116,7017
-26526,8657,8077,8069,8665
-28474,8407,7850,7846,8412
-10367,13998,13958,13881,14085
-25303,13794,13722,13699,13820
-25303,13834,13758,13734,13860
-19170,17491,15690,15509,17788
-742,12784,11414,11385,12820
-26848,12682,11314,11298,12710
-3488,9334,9172,9167,9340
-1577,13004,13053,13003,13054
-3399,4742,3796,3783,4764
-5746,4536,3675,3662,4574
-8660,4846,3855,3844,4866
-8660,4878,3867,3862,4888
-8660,4897,3875,3872,4902
-885,12463,11014,10992,12488
-4607,14825,14043,14018,14850
-9735,14740,14001,13993,14746
-9735,14760,14017,14013,14790
-9735,14720,13981,13973,14730
-5247,9028,8910,8888,9050
-5246,8480,8378,8340,8518
-4890,16740,11583,11549,16810
-3378,14206,12445,12368,14345
-4650,11791,11490,11482,11800
-4652,11552,11276,11248,11580
-7583,11695,11394,11388,11701
-15784,7836,7673,7651,7860
-2821,3300,2863,2849,3323
-13118,2734,2518,2509,2750
-8292,10354,9750,9711,10400
-22335,9904,9338,9329,9914
-20968,9576,9366,9327,9631
-9324,12325,11757,11748,12334
-5134,3940,3985,3940,3985
-182,3738,3674,3669,3744
-15717,7866,7821,7673,8029
-22215,7763,9883,7580,10156
-25930,10125,9883,9852,10156
-20114,7626,6909,6868,7703
-439,19156,18398,18384,19170
-505,18792,18072,18024,18840
-5008,19748,19028,18959,19824
-5008,19944,19271,19137,20090
-2794,21111,20215,20144,21206
-4745,19944,19271,19137,20090
-5249,12048,6910,6899,12068
-24900,11405,6553,6547,11415
-7717,9316,8152,8131,9338
-24652,8109,7859,7823,8158
-1040,9335,8071,8046,9395
-8634,8278,7617,7590,8338
-2814,17766,16936,16869,17840
-4751,8713,8739,8713,8740
-3329,8709,7937,7856,8822
-22647,10298,9625,9617,10308
-21011,7702,6309,6289,7724
-11026,14092,13934,13904,14130
-566,9264,7797,7768,9298
-4358,9024,7652,7565,9127
-21956,8924,7488,7465,8950
-1594,17433,16408,16336,17518
-2059,16815,15749,15736,16821
-795,8228,7897,7878,8248
-4729,7610,7450,7439,7625
-13989,7328,7233,7219,7346
-24576,12308,11479,11476,12314
-24576,12324,11499,11485,12346
-7309,10748,10812,10748,10812
-21583,7750,6742,6726,7770
-263,9950,8216,8164,10030
-794,15401,13748,13682,15470
-4426,5540,5530,5524,5546
-14569,5380,5380,5364,5396
-13382,15582,15559,15553,15588
-13382,15618,15599,15589,15628
-16197,15582,15559,15553,15588
-16197,15618,15599,15589,15628
-18608,12300,12314,12300,12314
-16197,15460,15485,15431,15514
-16197,15522,15543,15493,15572
-6275,11066,9744,9727,11100
-13072,5850,4856,4824,5910
-9469,3342,3308,3281,3374
-5208,9074,8683,8674,9086
-12825,8942,8585,8571,8960
5,5990,5034,5024,6005
-3761,4900,4430,4423,5006
-8734,4540,4209,4185,4580
-1107,17196,13163,13139,17244
-1107,17528,13370,13300,17672
-1107,17786,13468,13426,17870
-2271,17196,13163,13139,17244
-2271,17786,13468,13426,17870
-11359,17196,13163,13139,17244
-12238,17786,13468,13426,17870
-4492,9564,8764,8740,9588
-18211,13832,13357,13347,13845
-12147,3220,3196,3120,3300
-22323,6890,6553,6535,6908
-30535,6480,6143,6128,6495
-28385,6480,6143,6128,6495
-30188,6318,5969,5969,6336
-363,10064,7435,7346,10193
-1685,7468,6757,6735,7494
-5070,7143,6457,6455,7147
-24027,9255,7694,7660,9295
-130,15594,15492,15458,15630
-13879,6970,6268,6239,7000
-7738,10630,10470,10454,10646
-9696,10450,10286,10274,10462
-726,5440,2897,2855,5612
-726,5656,2908,2907,5664
-5206,10524,9296,9269,10576
-12651,13216,10766,10752,13240
-12883,13052,10671,10662,13068
-17543,12784,10541,10505,12846
-16952,12960,10626,10619,12974
-23158,12465,10329,10323,12476
-23158,12500,10353,10342,12518
-27413,16620,15290,15283,16630
-15879,12500,12208,12182,12560
-15879,12680,12484,12337,12850
-15879,12975,12621,12591,13010
-15901,12680,12484,12337,12850
-15901,12975,12621,12591,13010
-15901,12500,12208,12182,12560
-17278,11952,11794,11710,12049
-17278,12238,12006,11956,12296
-22764,12975,12621,12591,13010
-22764,12680,12484,12337,12850
-22764,12500,12208,12182,12560
-22764,12238,12006,11956,12296
-22764,11952,11794,11710,12049
-139,11928,12181,11722,12580
-3137,9622,8833,8813,9642
-8242,9228,8430,8422,9236
-8242,9442,8644,8636,9450
-14323,8590,7798,7784,8604
-14323,8630,7844,7824,8650
-22389,7986,7992,7986,7992
-26062,4212,4130,4100,4242
-21718,11996,10906,10894,12010
-28771,11614,10665,10648,11632
-1066,12249,11801,11751,12306
-22351,26257,16936,16890,26353
-22351,26800,17205,17148,26918
-7534,4483,4347,4343,4487
-24882,8285,7470,7447,8308
-6618,20644,19300,19278,20670
-28603,19356,18271,18259,19372
-18756,9292,8015,8000,9312
-21257,7194,6943,6936,7206
-4248,16202,14978,14969,16218
-4248,16224,14985,14981,16230
-8601,16126,14933,14920,16146
-8601,16156,14953,14939,16178
-11584,16126,14933,14920,16146
-11584,16156,14942,14939,16160
3,5425,5005,4987,5445
-498,15824,15119,15103,15840
-5739,15102,14435,14403,15136
-18651,7982,7154,7116,8026
-17876,7163,6175,6138,7300
-18116,7558,6322,6251,7750
-22005,8853,6836,6815,8883
-26565,7081,6094,6056,7218
-26565,7476,6240,6169,7668
-6460,12724,8993,8960,12768
-11628,10514,8775,8750,10542
-21951,9152,7827,7801,9190
-22585,9152,7993,7801,9427
-21952,8798,7567,7553,8818
-21951,9240,7904,7862,9300
-1214,9494,8358,8346,9506
-1340,9272,8135,8125,9282
-15927,9155,8029,8009,9195
-14453,7933,7682,7600,8029
-15000,6537,6572,6374,6751
-23217,6224,5650,5631,6244
-23976,5778,5273,5218,5850
-9672,2846,2595,2590,2853
-26509,13960,13888,13870,13980
-2227,21860,19861,19804,21945
-8079,10713,10614,10594,10733
-1519,4184,3246,3241,4196
-1519,4298,3295,3290,4310
-6607,10150,9368,9328,10190
-12469,9140,8328,8318,9150
-21746,8532,8526,8516,8538
-2153,19130,17602,17562,19190
-2153,19290,17745,17668,19404
-19253,18386,15514,15432,18487
-2593,20690,19766,19197,21390
-10146,20241,18897,18855,20293
-23862,19869,18575,18544,19905
-24162,19869,18575,18544,19905
-24162,20241,18897,18855,20293
-3735,20774,9102,9076,20876
-9938,6588,3600,3590,6625
-830,20404,16189,16153,20474
-830,20494,16228,16199,20549
-830,20562,16272,16235,20629
-4561,19674,16010,15770,20119
-1434,17089,14434,14429,17098
-1434,17108,14521,14440,17234
-1434,17339,14619,14593,17375
-1100,15430,14862,14604,15847
-1100,15897,14956,14892,16001
-7294,13959,13406,13359,14007
-23024,7490,5918,5905,7510
-7597,19968,18846,18823,20002
-253,18262,17757,17639,18380
-5056,13803,13837,13800,13840
-27587,18784,6644,6616,18842
-1030,8884,6871,6781,8984
-23146,8654,6627,6576,8711
-6510,9394,6803,6796,9404
-3348,10062,7851,7833,10082
-20064,9956,7740,7737,9960
-20064,9980,7768,7760,9990
-3485,9584,6417,6387,9644
-16758,16048,14428,14330,16146
-16699,16386,14674,14668,16392
-16699,16332,14646,14614,16364
-17275,16332,14646,14614,16364
-17275,16386,14674,14668,16392
-23050,6830,5876,5816,6925
-4502,9121,8789,8782,9128
-2865,8650,8343,8311,8682
-6490,6293,5960,5955,6298
-9036,6036,5722,5702,6056
-6211,8650,8343,8311,8682
-11970,5125,4727,4677,5175
-28580,3284,2961,2939,3308
-1941,16653,16130,16119,16665
-1941,16628,16103,16098,16633
-8482,16294,15845,15814,16330
-10846,15601,15211,15198,15616
-21421,15402,15057,15047,15414
-23858,15090,14783,14776,15098
-23858,15130,14828,14811,15150
-26128,14832,14583,14553,14866
-26128,14912,14646,14622,14940
-28655,14263,14106,14057,14320
-2828,3690,3133,3108,3726
-6539,10230,10241,10162,10316
-24,12938,11792,11766,12978
-3518,11810,10869,10802,11894
-1102,13870,12684,12652,13910
-1102,13943,12730,12711,13967
-1102,13983,12747,12743,13988
-3332,13054,12049,11992,13122
-15457,5210,5107,5047,5270
-7732,13170,12837,12773,13238
-13329,9380,9415,9380,9415
-3297,12204,11724,11718,12210
-9137,11773,11710,11696,11787
-14320,8325,8348,8285,8388
-25679,7912,7915,7877,7950
-1354,16300,15850,15839,16312
-664,10276,8101,8070,10324
-14685,8336,6637,6634,8340
-24456,10616,10371,10330,10661
-12346,11770,10014,9995,11796
-144,12438,9269,9255,12453
-27631,18858,19009,18822,19046
-4105,6690,6575,6566,6700
-4105,6734,6615,6606,6743
-28073,7454,5005,4999,7464
-28073,7542,5058,5049,7558
-1910,10788,10513,10505,10798
-5906,8965,8924,8911,8979
-5905,10403,10188,10176,10417
-4383,11402,10600,10592,11413
-2786,9844,9953,9833,9964
-22541,15257,14372,14343,15287
-22541,15336,14441,14418,15360
-28287,13352,12838,12798,13394
-7666,2328,2234,2188,2388
-1512,9808,5549,5544,9820
-9156,14190,13387,13367,14210
-9156,14220,13407,13397,14230
-9728,8768,8390,8381,8777
-10617,8364,8006,8001,8370
-6768,13794,11526,11492,13832
-3482,13496,10494,10486,13510
-4305,13456,10434,10424,13474
-663,6352,5803,5780,6377
-663,6474,5897,5892,6480
-663,6508,5940,5923,6526
-663,6550,5966,5962,6554
-661,5178,2732,2731,5184
-8759,25324,25029,24973,25394
-8759,25498,25205,25112,25614
-26196,25498,25205,25112,25614
-143,3660,3505,3475,3690
-101,3660,3505,3475,3690
-2473,7734,5546,5540,7754
-1229,4176,3918,3913,4184
-767,4712,4193,4180,4740
-3846,8749,8662,8635,8777
-893,15120,12486,12379,15260
-2804,9862,8726,8704,9888
-13619,14265,14132,14099,14305
-24705,7280,6498,6481,7312
-4486,14154,13707,13698,14168
-3336,14388,13865,13862,14392
-3336,14352,13841,13836,14358
-4486,14130,13689,13680,14143
-7815,13995,12035,12023,14007
-12811,13896,11932,11924,13904
-16444,13760,11807,11788,13779
-19796,13594,11642,11622,13614
-24622,13144,11193,11173,13164
-27125,12942,10984,10972,12955
-27768,12576,10628,10606,12598
-25938,13028,11065,11057,13040
-19069,9934,8269,8253,9961
-1279,9906,9835,9769,9972
-3126,3854,2124,2120,3868
-5356,3452,2004,1999,3466
-16218,5792,4948,4884,5866
-12213,6314,6344,6314,6344
-15541,7254,7285,7249,7290
-17270,5490,5517,5478,5520
-76,3496,2640,2630,3510
-5337,12496,12502,12496,12502
-2459,13982,13250,13238,13994
-2645,10095,9422,9335,10196
-4013,5052,5012,5004,5060
-9497,15612,15658,15612,15658
-13950,9890,8310,8304,9898
-1292,8159,7042,7036,8170
-3217,9634,8139,8129,9654
-11168,9353,8025,7993,9419
-4877,12662,12680,12660,12682
-4877,12702,12720,12700,12722
-2685,13089,13088,13087,13094
-3766,12991,13008,12991,13008
-2685,12991,13006,12989,13008
-12959,13244,12200,12196,13250
-15187,10594,10249,10234,10610
-18985,10018,9726,9694,10052
-6128,13190,12068,12045,13222
-8423,12014,11212,11188,12048
-9507,11561,10897,10878,11589
-25778,9878,9727,9720,9885
