SN_WAR,TEXT_REMARK
-302645,"Sun 10.8 - Transit back to original safe zone. Run riser and tested lines. Prepare and pick up slip joint, inspected and tested. M/U 10' pup. P/U landing joint. R/U drape hoses and storm loops in moonpool.

Mon 10.9 - Continue to R/U drape hoses and storm loops in moonpool. Test same. Move rig to well center. Latch BOPs and perform initial tests. L/D landing joint and R/D riser running equipment. Install diverter and R/D diverter running tool. R/U pipe handling equipment. P/U and RIH with storm packer running tool.

Tue 10.10 - Perform BOP Latch up tests. Sub Sea and Schlumberger test LMRP connector F/ DCP yellow pod 300 psi / 4,700 psi for 5/5 minutes each using 8.6 ppg sea
water-good test. Function test BOPs on 5-7/8"" drill pipe F/ DCP yellow pod,
SCP yellow pod, TCP blue pod. test UBSR 300/4,700 psi for 5/5 minutes each using 8.6 ppg sea water-good test. RIH with storm packer retrieval tool. Displace well and lines F/ 8.6 ppg seawater T/ 11.4 ppg SBM. Tag packer at 10,166' and attempt to unseat. Circulate bottoms up and unseat packer. Circulate bottoms up through choke/kill line @ 6 bpm, SPP-700 psi, MW-11.4 ppg, Note: Observed pack off, shutdown pumps. -Could not establish injection, move to procedure step 4b. POOH with RTTS to surface. POOH with BHA and service top drive.

Wed 10.11 - P/U TCP gun assembly and RIH with same to 10,435' MD (per step 4b upper perforation is 10,404' and lower perforation is 11,512'). Fire guns and flowcheck well. Wipe mill F/10,532' T/10,536'. POOH with TCP gun assembly. RIH with HES stinger.

Thurs 10.12 - RIH with stinger assembly and perform cement squeeze. Cement in place at 09:03. Total of 315 cubic feet pumped. ETOC of 11,266'. Unsting, circulate, and pump balanced plug on EZSV. Cement in place at 13:45. Total of 169 cubic feet pumped. Plug length: 200 feet. TOC 11,289'. POOH with stinger assembly. M/U bridge plug assembly and RIH with same.

Fri 10.13 - TIH with bridge plug to 500' above BOP. Pressure test cement plug to 1,250 psi-good test. RIH and set bridge plug at 10,304'. Positive test bridge plug to 1,250 psi-good test. Negative test cement plug-SLB continue to pump 188 bbls of 6.6 ppg base oil & achieve a negative pressure of 1,800 psi, shut down pump when pressure
achieved. Close MVBR's & test rams, apply 1,500 psi between rams. SLB bled pressure off in 500 psi increments to 0, Bled back-3 bbls. Monitor no flow for 30 mins (Good no flow).good test. Reverse out 188 bbl base oil. Displace well and lines to seawater. POOH with setting tool.

Sat 10.14 - POOH with bridge plug setting tool. R/U to unlatch BOP. Unlatch BOP. Transit to Stones 4 Safe Zone and begin Stones 4 abandonment. Will return to install surface plug."
-302831,"Sun 10.15 - Will return to set surface plug
Mon 10.16 - Will return to set surface plug
Tue 10.17 - Will return to set surface plug
Wed 10.18 - Will return to set surface plug
Thurs 10.19 -Will return to set surface plug
Fri 10.20 - Will return to set surface plug  
Sat 10.21 - Will return to set surface plug"
-3215,"02/06:  RIH, HANG OFF BLOCK, SLIP 100' DRILL LINE, RIH, R/U BOP TEST STAND & CHICKSANS, DISCREPANCY IN PIPE COUNT, R/D TEST STAND, POOH, RIH, R/U, TEST BOPs
02/07:  TEST BOPs, RIH, DRILL FLOAT EQUIPMENT, DRILLED 10' NEW FORMATION, R/U TO PERFORM LOT
02/08:  PERFORMED LOT, DRILL, OPEN REAMER, REAM, DRILL
02/09:  DRILLED t/ 23750' MD
02/10:  DRILLED t/ 24465' MD, W/U, CIRC
02/11:  POOH, PUMP SLUG, POOH
02/12:  RIH w/ CSG, SHIFT DIVERTER, PUMP, SET HANGER, DROP BALL"
-3501,"02/13:  CIRC, CEMT, POOH
02/14:  POOH, L/D HANGER RUNNING TOOL, PERFORM MAINTENANCE
02/15:  RIH, FUNCTION TEST BOPs, DRILL PLUG & FC, WASH, DRL CMT, DRILL t/ 24325' MD, PERFORM LOT, SERVICE BLOCK, RIH, DRILL t/ SET REAMER - 24475' MD
02/16:  DRILL t/ 24491' MD, ATTEMPT TO OPEN REAMER w/ NO SUCCESS, POOH, CHANGE BHA, RIH t/ 8197' MD
02/17:  TIH, DRILL t/ 24812' MD
02/18:  DRILL t/ 25080' MD
02/19:  DRILL t/ 25344' MD
"
-3502,"02/20:  DRILL t/ 25810' MD
02/21:  DRILL t/ 25987' MD, CBU, POOH t/ 23926' MD, TEST BOPs
02/22:  TEST BOPs, R/D HALLIBURTON, DRILL AHEAD t/ 26060' MD
02/23:  DRILL t/ 26155' MD, CIRC, POOH
02/24:  POOH, P/U NEW BHA, RIH t/ 7079' MD, SLIP DL, POOH, DO PM's ON EQUIP
02/25:  FINISH EQUIPMENT PM'S, R/U & RUN 9-5/8"" CSG/LINER ON DRILL PIPE
02/26:  FINISH RUNNING 9-5/8"" CASING LINER, CMT, POOH
"
-4142,"No Wireline Logs Run 03/27: FINISH 3-D VSP SURVEY, POOH & R/D WL, P/U 3-1/2"" TBG, TIH, START TESTING BOPs
03/28: FINISH TESTING BOPs, STAGE IN HOLE t/ 28000' MD, CBU
03/29: SET 4 CMT PLUGS
03/30: PERFORMED CMT JOB, DISPLACED, POOH, WASHED, CBU, POOH, LAID DOWN 5"" DP & R/U t/ L/D 3-1/2"" TUBING
03/31: POOH, R/D, CLEAN RIG FLOOR, P/U FAS DRILL, RIH, DID NOT SET, POOH
04/01: POOH, L/D FAS DRILL ASSY, SLIP & CUT, P/U FAS DRILL, RIH, DID NOT SET, POOH
04/02: POOH, L/D FAS DRILL, R/U WIRELINE, M/U EZSV, RIH, SET, POOH, RIH w/ DIVERTER
"
-2164,"01/02: SHALLOW TEST MWD, CHANGE SAVER SUB, RIH, FILL DP, STAB INTO WELLHEAD, RIH, DRILL t/ 11738' MD
01/03:  DRILL t/ 12270' MD, PUMP PAD MUD, POOH, M/U 22"" CSG IN TRANSPORTER, RUN STINGER STRING
01/04: RIH w/ LANDING STRING, ENGAGE 22"" CSG, RIH, LAND OUT, CMT, POOH & L/D DRILL PIPE
01/05: WASHED WELLHEAD, BOP & PRS MAINTENANCE, POOH, L/D 5-1/2"", POOH, CLEANED FLOOR, RACKED TOP DRIVE
01/06: SAFETY MEETING, R/U & LANDED BOP ON TRANSPORTER, RUN RISER
01/07: RUN REST OF ""F"" RISER, TEST, RUN RISER, TEST, RUN RISER
01/08: CONTINUED RUNNING & TESTING RISER, OFFLOADED SBM"
-2165,"01/09: RUN & TEST RISER, R/U DRAPE HOSES, TEST RISER, LATCH UP, TRANSFER BLOCK & TENSIONER SYSTEM & CLEAN FLOOR
01/10: R/D RISER RUNNING TOOLS, CUT DRILL LINE, SERVICE TDS, RIH, TEST BOPS
01/11: TESTED BOPS, POOH, CHANGE OUT SAVER SUB + 1-BOP, SET WS, RIH w/ DP
01/12: RIH, DRILLED CMT, PERFORMED LOT, DRILLED t/ 13025' MD
01/13: DRILLED t/ 13778' MD, MWD FAILURE, POH, L/D BHA, TIH w/ NEW BHA
01/14: P/U BHA, RIH, WASH, DRILL t/ 14624' MD
01/15: DRILLED t/ 16729' MD, FLOW CHECK @ EVERY CONN"
-1961,"12/31: RUN 38""x 36"" CSG, P/U BHA, RIH w/ LANDING STRING, SPUD WELL, POOH
01/01: POOH, L/D HWDP, REPAIR PRS, P/U NEW BHA, RIH "
-2846,"1/16: DRILLED TO 17,500' MD, CIRC & COND, POH
1/17:  WASHED WELLHEAD, POOH, L/D BHA, R/U CASING TOOLS, RUN CASING, SAFETY STAND DOWN, CONT RUNNING CASING
1/18:  RAN 16: CSG, P/U HGR & LANDED, R/D, RIH w/ INNER STRING, M/U 16"" HGR ON INNERSTRING, REMOVE HGR SUPPORT PLATES, CONT TO RIH w/ INNERSTRING
1/19:  RIH w/ 6-5/8"" 50 PPF DOUBLES OFF SKATE, CIRC, SET HGR, CMT, RELEASE RUNNING TOOL, TEST, POOH
1/20:  POOH, R/D SLIPS, LAYOUT SUBS, POOH w/ STINGER, P/U BHA, SHUT RIGH DOWN DUE TO A FALLEN OBJECT
1/21:  MAKE REPAIRS ON DERRICK, RACK BACK AND LAYOUT BHA, M/U W/B ASSY AND RACK BACK, P/U RTTS, SAFETY STAND DOWN
1/22:  SAFETY STAND DOWN, CORRECT HAZARDS FOUND ON BP AUDIT LIST
"
-2850,"1/23:  MAKE REPAIRS TO ""B"" MOTOR ON AFT RBS, P/U RTTS, INSTALL PS-30 SLIPS, TIH, INSTALL WEARBUSHING, TIH w/ RTTS TO 14000' MD, WASH, BREAK CIRC, RELEASE PKR, POOH
1/24:  POH w/ WB, P.U BHA, TIH
1/25:  RIH, TESTED BOP'S, DRILL 10' NEW FORMATION, PERFORM LOT, R/D TEST KELLY, DRILL AHEAD
1/26:  DRILLED t/ 18935' MD
1/27:  DRILLED t/ 20129' MD
1/28:  DRILL, BHA PROBLEMS, POOH, CHANGE BHA, RIH /t 4056' MD
1/29:  RIH, S&C DRILL LINE, RIH, CIRC FILL DP, REAM t/ BOTTOM, DRL t/ 20520' MD

"
-2852,"1/30:  DRILLED t/ 21244' MD
1/31:  DRILLED t/ 21990' MD
2/01:  DRLG, CIRC, POOH, FUNCTION TEST BOP's, POOH
2/02:  FINISH POOH, L/D BHA, RIG UP AND RUN 13-5/8"" CSG
2/03:  RAN 13-5/8"" CSG, RIH ON LANDING STRING, LANDED OUT, CIRC
2/04:  CIRC, CMT, SEAT & TEST SEAL ASSY, RE-TEST, PUMPED SLUG, POOH
2/05:  LAID OUT 9-1/2"" COLLARS, R/D BAILS & ELEVATORS, PERFORMED MAINTENANCE, CHANGE OUT IBOP & SAVER SUB, R/U ELEVATOR, P/U BHA"
-4047,"03/20: RIH w/ MDT ON WL, TAKE SAMPLES WHILE MONITORING WELL ON TRIP TANK, PERFORM RIG MAINTENANCE ***NOTE: RECEIVED VERBAL APPROVAL FROM JOHN McCARROLL w/ MMS THROUGH SCHERIE DOUGLAS w/ BP TO CONDUCT VSP SURVEY ON MARCH 16, 2005***
03/21: TAKE SAMPLES w/ MDT, POOH, L/D MDT, C/O WL CABLE, P/U & RIH, TIE IN & TAKE CORES, POOH, CHANGE BIT & MOTOR, RIH & TIE IN TO TAKE CORES ***NOTE: SCHERIE DOUGLAS (BP) RECEIVED VERBAL PERMISSION FROM BRAD HUNTER (MMS) @ 0830 HRS ON MON, MARCH 21, 2005 TO WAIVE THE BOP FUNCTION TEST REQUIREMENT UNTIL THE CONCLUSION OF ALL LOGGING OPERATIONS***
03/22: FINISHED TAKING SIDEWALL CORES, POOH, R/U VSP ASSY & RIH, TAKE CHECK SHOTS ***NOTE: RECEIVED APPROVAL FROM BRAD HUNTER (MMS) THROUGH SCHERIE DOUGLAS (BP) TO DO CHECK SHOT SURVEY ON MARCH 22, 2005***
03/23: FINISH CHECK SHOT SURVEY, POOH, P/U WLAKAWAY VSP TOOLS, RIH, REPAIR EQUIP ON BOAT ***NOTE: BRAD HUNTER (MMS) GRANTED APPROVAL TO MARTY WARD (BP) TO LOWER THE BOP TEST PRESSURE REQUIREMENT TO 8,400 PSI AND HAS GRANTED US A WAIVER ON THE REQUIREMENT TO TEST CASING BASED ON OUR PLANS TO T&A THE STONES WELL AT THE CONCLUSION OF THE LOGGING OPERATIONS***
03/24: REPAIR SEISMIC BOAT NAVIGATIONAL AID, START SHOOTING 3-D VSP SURVEY
03/25: CONTINUE SHOOTING 3-D VSP SURVEY
03/26: CONTINUE SHOOTING 3-D VSP SURVEY
"
-4240,"04/03: PERFORMED CMT JOB, CSG TEST, DISPLACED
04/04: DISPLACED, CMT, L/D DP, R/U t/ PULL BOP
04/05: R/U, UNLATCHED, PULLED RISER
04/06: PULLED RISER & BACK LOADED WORK BOAT
04/07: PULLED RISER, STORED BOP, BACKLOAD RISER
***NOTE: RIG RELEASED TO BHP, 04/07/2005 @ 00:00 HRS***"
-302832,"Sun 10.22 - Will return to set surface plug

Mon 10.23 - RIH F/ 9,149' T/ 9,660' with cement stinger while rov follows pipe
down to wellhead. Stabbed in wellhead and RIH with cement stinger F/ 9,660' T/
10,330' tag plug with 15k. Broke circulation with cementer down drill pipe and tested lines to 5,000 psi using 8.6 ppg sea water, good test. Pump surface plug w/ 15.8 ppg
Class A Cement (522 cuft). Cement in place at 14:03 hours. ETOC: 9,682'. Plug Length: 594'. ROV installed TA cap. **WELL IS PA**"
-301826,"Sun 10.1 - Perform dummy run with ROV and landed BOPs @ 21:33. Perfomed slump and overpull test. Test LBSR T/ 300/4,700 psi F/ 5/5 mins with 8.6 ppg sw.

Mon 10.2 - Continue to perform intial latch up tests. Transferred weight to tensioners.L/D landing joint and R/D riser ruuning tool. Make up and install diverter. F/T diverter and L/D riser running equipment. C/O bails and install elevators. P/U and TIH with 12 1/4"" drilling BHA.

Tue 10.3 - Test BOPs on 5 7/8"" drill pipe on Blue pod, F/ Drillers station, all test performed with 8.6 ppg sw to 300/4,700psi for 5min each-good tests. Subsea function BOP's F/ TCP yellow pod on 5 7/8"" DP.Lay down double dutch. Wash and ream from 10,412' to 10,495'. Tagged cement at 10,495' with 10K. Displaced well to 11.4 ppg SBM (11.6 DHE). Drilled out cement plug from 10,495' to 10,835'. Circulated B/U. Wash and ream from 10,835' to 11,045'. TIH to 11,600' and circulate B/U.

Wed 10.4 - Continue to circulate B/U. Wash and ream. Pump a slug. POOH w/ 12 1/4"" BHA. Tested 13 5/8"" casing to 3,300 psi. P/U and RIH with EZSV packer and perf gun assembly. Set EZSV @ 11,489'. Tested backside to 1,000 psi-good test. Pressure up to 2,500 psi down DP - no indication gun fired. P/U 10' but no overpull was seen. Stung back into packer and confirmed shots fired while pumping down DP.

Thurs 10.5 - Attempted to establish injection rates - no success. R/D cement head. Pumped and spotted 25 bbls of high vis pill on top of the EZSV. POOH with EZSV running tool and L/D same. Tested EZSV to 1,000 psi. P/U and RIH with storm packer. Re-tested EZSV to 1,250 psi. Continue to RIH with storm packer. Set it at
10,178'. Performed positive test and negative test.

Fri 10.6 - Performed negative test - Cementer bled off DPP from 1,764 psi to zero and monitored no flow for 30 minutes-good test. Reversed out 6.6ppg base oil. Pump slug and POOH to surface. Install gimbal and rig up remaining equipment. EDS unlatch LMRP @ 1523 hrs. R/U riser running equipment. F/T BLAT tool and P/U same. Made two attempts to latch with no success. L/D BLAT tool. Subsea torqued bolts on slip joint. P/U and M/U landing joint.

Sat 10.7 - Continue to prepare to pull riser. R/D drape hoses and storm loops. Pull and L/D landing joint. Pull riser from 9,509' to 9,059'. WOW."
-11889,"No Wireline Logs Run Last operation for WR206 #2 ST00 BP00
10/09/05-RIH tagged window at 21,217' tagged bottom at 21,415', underreamed to 21,262'
First operation for WR250 #2 ST01 BP00
10/09/05-Drlg 12 1/4"" X 14 1/2"" hole to 21,962'
10/10/05-Drlg 12 1/4"" X 14 1/2"" hole to 22,548'
10/11/05-Drlg 12 1/4"" X 14 1/2"" hole to 22,794'
10/12/05-Drlg 12 1/4"" X 14 1/2"" hole to 23,576'
10/13/05-Drlg 12 1/4"" X 14 1/2"" hole to 24,123' MD/23,671'TVD, cond mud, POOH
10/14/05-Begin running 11.875"" 71.8 # Q125 liner
10/15/05-Ran 11.875"" liner to 23,988' MD/23,588' TVD (TOL @ 21,015'), cmt with 769 cu ft H, set ZXP liner top packer."
-3549,"Moved to location 03/19/2005 jetted 36"" conductor 8555 (wellhead at 8224), drlg 26"" hole to 11600"
-4249,"Drlg cmt and 10' new formation to 15,970'  LOT MW=9.9 @ 1943 psi, EMW= 11.75.  Drlg 16.5"" hole to 21,570' circ hole clean, raised MW to 10.4 ppg.  POOH  RIH with 13.625"" 88.2# TCA140 csg to 21,518' (hanger at 8,227').  Cmt with 1898 cu ft H.  Tested BOPs A-250/3500 R-250/8500. Tested csg to 7800 psi with 10.4 ppg mud."
-4544,"4/10/05 POOH, RIH with BOP test tool, tested BOP A-250/3500 R-250/8500, POOH.  RIH with 12 1/4"" BHA, drilled cmt 21,220' to 21,520' wash to bottom 21,570', drlg 10' new formation to 21,580'.  LOT MW=10.9 ppg @ 3160 psi EMW=13.76 ppg.  Drlg to 23,755', POOH Picked up and RIH with 12 1/4"" BHA drlg to 24,550' MD/24,229' TVD"
-4698,"POOH, ran 9.625"" 53.5# HCQ-125 liner to 24,441' MD/24,225' TVD (TOL @ 21,144').  Stuck liner and packed off, set hanger and packer and POOH.  RIH with RTTS tool, displaced hoel to 14.3 ppg mud. Set RTTS tool at 24,110', tested csg to 3,000 psi with 14.3 ppg mud.  Reset RTTS at 23,696' mix and pmp 420 cu ft H POOH.  RIH, unable to teast BSR to 250/3000 receive approval from MMS to test to 250/2000.  RIH to 24,379' drlg cmt to shoe at 24,221' drlg shoe and cleaned out rat hole to TD drlg 10' new formation to 24,524' LOT with 14.5 ppg mud @ 1,544 psi, EMW=15.7.  Drlg to 26,300' MD/25,361' TVD"
-5457,"No Wireline Logs Run RIH to TD, cored from 27,538' to 27,618', POOH  Tested BOPS A-250/3500 R-250/8500 POOH with BOP test assembly. RIH with core run #4, cored from 27,618' to 27,697'  POOH.  RIH with coring assembly #5."
-7149,"Washed and reamed hole, POOH and circ hole clean.  6/13/05 RIH with wireline log AIT-LDT-CNL-CMR-NGT, logged from 27,217'to 30,213'POOH.6/14/05 RIH with wireline log AIT-LDT-CNL-CMR-NGT, logged from 28,200'to 30,213'POOH. 6/17/05 RIH with MDT took pressures from 27,403' to 30,188' 6/17/05 RIH with DSI-CNL logged from 27,213' to 28,200', POOH  RIH with MDT "
-7150,"Ongoing MWD/LWD and/or Mudlog Operations 5/19/05 Collect MDT samples from 27600' to 27700'POOH  6/20/05 RIH with DOBMI logged from 27213' to 27840, POOH  Ran csg caliber on 13.625"" and 9.625"" csg tested BOP A-250/35000 R-250/8500  RIH with cleanout assy, circ bottoms up, POOH  RU wireline and prepared to RIH with DOBMI"
-8460,"07/17/05-Waiting on Emily, performed rig maintenance
07/18/05-Waiting on Emily, prepared to run riser
07/19/05-Running riser
07/20/05-Located leak in riser, begin pulling riser
07/21/05-Found and repaired leak, begin running riser
07/22/05-Continued running riser
07/23/05-Finised running riser, prepared to latch on to LMRP
"
-8778,"07/24/05-Stabbed LMRP onto BOP, RIH
07/25/05-Tested connector connection, leaking, unlatched LMRP, changed AX relatched LMRP, tested connection
07/26/05-RIH tested BOP A-250/3500 R-250/8500
07/27/05-POOH clean out sludge packed pipe.
07/28/05-RIH washed and reamed hole, POOH
07/29/05-Rig up and RIH with wireline MRCT
07/30/05-Begin taking sidewall cores at 29,292'"
-9584,"08/14/05-RIH to 21,850' mix and pmp 665 cu ft H set balanced plug from 21,850' to 21,000'.  POOH
08/15/05-RIH and could not establish circulation, POOH blockage cleared, RIH
08/16/05-Did not tag cmt plug, circulated bottoms up, POOH
08/17/05-RIH to 21,598' mixed and pmp 695 cu ft cmt plug, POOH
08/18/05-Waited on cmt, RIH to 21,598', no hard cmt, mixed and pmp 665 cu ft cmt plug
08/19/05-Waited on cmt, RIH to 21,598', no hard cmt, mixed and pmp 663 cu ft cmt plug, POOH
08/20/05-Waited on cmt, RIH tagged cmt, POOH, RIH with kick-off assembly"
-10459,"08/21/05-POOH, RIH with kick off assy, tagged cmt at 21055', drlg cmt to 21298' wash down to 21550' no firm cmt, POOH
08/22/05-RIH tested BOPs A-250/3500 R-250/8500 POOH
08/23/05-RIH with wireline to log 13.635"" csg
08/24/05-RIH with EZSV set at 21301' POOH
08/25/05-RIH to EZSV mix and pmp 299 cu ft cmt below EZSV, POOH RIH with EDHOT, hung off
08/26/05-Rigged up to pull riser
08/27/05-Pulled diverter, unlatched LMRP, and begin pulling riser."
-10460,"08/28/05-Waiting on Hurricane Katrina
08/29/05-Waiting on Hurricane Katrina
08/30/05-Waiting on Hurricane Katrina
08/31/05-Mobilized personnel and rig.  Nibbled down BOP stack
09/01/05-Keel hauled in and installed tree
09/02/05-Ran LMRP and riser
09/03/05-Ran riser jts 51-75, tested choke and kill lines, observed leak pulled riser."
-10461,"09/04/05-Repaired leak , RIH with riser
09/05/05-Latched LMRP, RIH and displaced riser
09/06/05-Functioned tested bOPs POOH with hang off tool, RIH with test tool
09/07/05-Continued testing BOPs A-250/3500 R-250/8500.  RIH with whipstock BHA
09/08/05-Set whipstock, set 17,000 lbs down at 21,292', EZSV slipped down hole to 21,321'.  Milled and cut window from 21,287' to 21,312', POOH
09/09/05-Worked through window, drlg to 21,329'
09/10/05-POOH, RIH with milling BHA, attempted to drlg formation without success."
-8027,"07/10/05-waiting on weatheriHurricane Dennis
07/11/05-returned to location, rigged up to run risr
07/12/05-running riser
07/13/05-running riser
07/14/05-running riser, moved rig closer to wellhead
07/15/05-moved closer to wellhead
07/16/05-Unable to latch LMRP, begin pulling riser waiting on Emily.
07/17/05-Waiting on Emily"
-10669,"09/11/05-POOH, RIH with 12.25""  BHA, attempted to drlg formation without success. POOH
09/12/05-RIH milled and cut window from 21,287' to 21,327'  POOH
09/13/05-RIH set EZSV at 21,250' attempted to sqz cmt thru EZSV, POOH
09/14/05-RIH with wireline GR-casing collar locator 21,253' to surface  RIH with whipstock assembly
09/15/05-Tagged EZSV at 21,250' milled and cut window from 21,217' to 21,220'
09/16/05-Milled and cut remainder of window drlg 12 1/4"" hole to 21,271'  performed LOT MW=12.3 ppg @ 344 psi EMW=12.9 ppg. POOH
09/17/05 RIH with motor BHA"
-10671,"09/18/05 Rotary drlg to 21,415' POOH, prepared to hang off for TS Rita
09/19/05-RIH and hung off string, 
09/20/05-Unlatched LMRP, commenced pulling riser
09/21/05-Secured rig, moved off location for hurricane Rita
09/22/04-Waiting on Hurricane Rita
09/23/04-Waiting on Hurricane Rita
09/24/04-Waiting on Hurricane Rita"
-10675,"09/25/05-Left location to avoid Hurricane Rita
09/26/05-Returned to location began running LMRB
09/27/05-Running riser
09/28/05-Ran remaining riser, tested riser, waiting on weather
09/29/05-Prepared to latch LMRP, unable to because of high currents
09/30/05-Latched LMRP and pressure tested
10/01/05-Displaced to SBM, watching weather"
-3794,"POOH RIH with 22"" 224# X80 csg to 11,540' (top of wellhead at 8,221') Cmt with 6838 cu ft nitrogen foamed cmt followed with 1207 cu ft H.  POOH. RIH locked down wellhead with MRLDT, POOH. Run riser and BOP, tested BOP A-250/3500  R-250/3500.  Displaced to gel mud, Tested csg to 3300 psi with 9.3 MW.  POOH, RIH with 18 X 22 BHA"
-4038,"Drill cmt to 11,536', drlg shoe, cleaned rathole to 11,600, and 10' new formation to 11,610'.  LOT MW= 9.3 @ 580 psi EMW=10.56 ppg.  Drlg to 15,960' MD/15,956' TVD.  Circ well clean POOH.  RIH with 17.9"" 94# X-80 liner to 15,908' (TOL @ 11,233').  Cmt with 2089 cu ft H.  POOH RIH with BOP test equipment test BOP a-250/3500 R-250/8500, POOH.  tested csg to 2,650 psi"
-4913,"No Wireline Logs Run Drlg to 26,815' MD/25,703' TVD  Tested BOPs A-250/3500 R-250/8500.  POOH, RIH with coring assembly  cored from 28,815' to 28,879', 26,879' to 26,888',  POOH, core catcher was missing.  RIH with clean out assembly.  Washed and reamed from 26,730' to 26,863' drilled to 26,886 MD/ 25,750' TVD.  POOH Bit rung out (12 cutters missing)."
-5727,"Continued to core from 27,710' to 27,820' unable to progress, POOH.  RIH with core #6 cut core from 27,820' to 27,900, POOH.  RIH with core #7 cut core from 27,903' to 27,927', POOH"
-5166,"RIH to 26,886', milled on junk from 26,886' to 26,902'.  POOH.  RIH with 8 1/2"" BHA drilled to 27,498' POOH  Made up and RIH 8.5"" 180' core barrell, cored from 27,498' to 27,538', POOH  RIH with 8 1/2"" coring BHA"
-5974,"No Wireline Logs Run Rigged up Schlumberger RIH with log #1 USIT logged 9 5/8"" liner from 24,200' to 21,144', POOH RIH with log #2 looed from 21,100' to 20,280' POOH due to bad data from tool, RIH with log #3 logged from 20,500' to 8,200' POOH  (These are not open hole logs) Tested BOP A-250/3500 R-250/8500.  RIH coring BHA cored from 27,928' to 27,991' POOH  RIH with 8 1/2"" BHA Drlg to 29,793' MD 27,693' TVD"
