Reference,Number of ships involved,Ships involved,SOLAS status,Flag Administrations,Ship types,Occurrence date and time,Casualty event,Casualty severity,Coordinates,Place,Location,Number of investigation reports,Administrations submitting investigation reports
"C1000715","1","ITHACA PATIENCE (IMO 9550199)","ITHACA PATIENCE (IMO 9550199): Y","Panama","Bulk Dry","2024-05-04 13:30","Collision - with other ship","Marine casualty","21° 54.00' N 90° 00.00' W","","Open sea","1","Panama"
"C1000657","1","MAR DOS SEGREDOS","MAR DOS SEGREDOS: ","Portugal","Fish Catching","2024-05-03 01:00","Flooding/foundering - flooding","Very serious marine casualty","41° 06.00' N 8° 49.20' W","North Atlantic Ocean - North Atlantic Ocean","Coastal waters","1","Portugal"
"C0013947","1","RIX MUNTE (IMO 9191254)","RIX MUNTE (IMO 9191254): ","Portugal","General Cargo","2024-04-30 14:15","Fire/explosion - fire","Marine casualty","55° 27.52' N 12° 12.15' E","Baltic Sea - Baltic Sea","Port","1","Portugal"
"C1000599","1","MTC GUIJO (IMO 9672296)","MTC GUIJO (IMO 9672296): Y","Philippines","Oil Tanker","2024-04-29 07:36","Occupational accident - Others","Very serious marine casualty","8° 30.00' N 124° 45.00' E","Bugo Anchorage","Anchorage","1","Philippines"
"C1000619","1","DA HAO (IMO 9895513)","DA HAO (IMO 9895513): ","Zanzibar (United Republic of Tanzania)","Bulk Dry","2024-04-27 00:00","Grounding - while drifting","Very serious marine casualty","6° 01.64' S 123° 56.38' E","","Coastal waters","0",""
"C0013959","2","EF OLIVIA (IMO 9252735), HAYRIYE ANNA (IMO 9557953)","EF OLIVIA (IMO 9252735): , HAYRIYE ANNA (IMO 9557953): ","Portugal, Liberia","Container, General Cargo","2024-04-22 08:56","Collision - with other ship","Marine casualty","36° 27.00' N 15° 15.25' E","Mediterranean Region - Mediterranean Region","Open sea","1","Portugal"
"C1000541","1","TRISTAR DUGON (IMO 9512202)","TRISTAR DUGON (IMO 9512202): Y","Panama","Bulk Dry","2024-04-19 19:10","Occupational accident - Others","Marine casualty","21° 49.88' N 91° 47.36' E","","Anchorage","1","Panama"
"C1000501","1","SCHILLPLATE (IMO 9505285)","SCHILLPLATE (IMO 9505285): ","Gibraltar (United Kingdom)","General Cargo","2024-04-19 10:00","Others - Others","Marine incident","35° 53.81' N 5° 19.03' W","Ceuta","At berth","0",""
"C1000703","1","ANTONIO PADRE","ANTONIO PADRE: ","Italy","Fish Catching","2024-04-18 00:35","Flooding/foundering - flooding","Very serious marine casualty","43° 01.99' N 14° 00.00' E","Mediterranean Region - Adriatic Sea, Mediterranean Region - Mediterranean Region","Coastal waters","1","Italy"
"C1000618","1","KEOYOUNG PIONEER (IMO 9355020)","KEOYOUNG PIONEER (IMO 9355020): Y","Republic of Korea","Chemical Tanker","2024-04-16 15:44","Grounding - while under power","Very serious marine casualty","30° 03.26' N 129° 51.20' E","4.5nm northwest of the Japanese island of Kuchino Shima","Coastal waters","1","Republic of Korea"
"C1000606","1","OCEAN FREEDOM (IMO 9122825)","OCEAN FREEDOM (IMO 9122825): Y","Philippines","Container","2024-04-14 20:04","Fire/explosion - fire","Marine incident","14° 34.00' N 120° 57.00' E","Manila Bay","Anchorage","1","Philippines"
"C1000674","1","BOS BROOK (IMO 9437505)","BOS BROOK (IMO 9437505): Y","Saint Vincent and the Grenadines","Bulk Dry","2024-04-03 11:45","Others - Others","Very serious marine casualty","6° 00.80' N 80° 07.44' E","Off Sri Lanka","Coastal waters","1","Saint Vincent and the Grenadines"
"C1000603","1","CLARA INSIGNIA (IMO 9800427)","CLARA INSIGNIA (IMO 9800427): Y","Marshall Islands","Bulk Dry","2024-04-03 10:35","Occupational accident - Others","Very serious marine casualty","16° 59.00' S 72° 06.00' W","AREQUIPA","At berth","1","Peru"
"C1000726","1","HE SHUN (IMO 9241009)","HE SHUN (IMO 9241009): Y","Panama","Container","2024-04-03 00:19","Collision - with other ship","Marine casualty","18° 13.50' N 108° 26.29' E","","Open sea","1","Panama"
"C1000669","1","L'IMAGINE (IMO 8542494)","L'IMAGINE (IMO 8542494): ","France","Fish Catching","2024-04-01 19:54","Fire/explosion - fire","Very serious marine casualty","49° 53.39' N 0° 44.04' W","North Atlantic Ocean - North Atlantic Ocean, North Atlantic Ocean - English Channel","Open sea","1","France"
"C1000502","1","FRI SEA (IMO 9229166)","FRI SEA (IMO 9229166): Y","Bahamas","Bulk Dry","2024-03-29 22:50","Occupational accident - slipping, stumbling, falling of person
overboard","Very serious marine casualty","53° 35.09' N 0° 02.40' E","Humber","River","1","Bahamas"
"C1000364","1","DALI (IMO 9697428)","DALI (IMO 9697428): ","Singapore","Container","2024-03-26 01:30","Collision - own ship not under way","Very serious marine casualty","39° 13.13' N 76° 31.56' W","Baltimore, Fort McHenry Channel, Patapusco river, United States.","River","0",""
"C1000617","1","BINTANG MULIA 2 (IMO 8839689)","BINTANG MULIA 2 (IMO 8839689): ","Indonesia","General Cargo","2024-03-24 21:50","Capsize/listing - capsize","Very serious marine casualty","3° 50.38' N 98° 56.15' E","","Open sea","0",""
"C1000771","1","GNV ANTARES (IMO 8503797)","GNV ANTARES (IMO 8503797): ","Italy","Passenger/Ro-Ro Cargo","2024-03-23 19:56","Occupational accident - body movement under or with physical
stress (generally leading to an internal
injury)","Very serious marine casualty","40° 50.34' N 14° 16.36' E","Mediterranean Region - Mediterranean Region, Mediterranean Region - Tyrrhenian Sea","Port","1","Italy"
"C1000365","1","NIEUW AMSTERDAM (IMO 9378450)","NIEUW AMSTERDAM (IMO 9378450): ","Netherlands (Kingdom of)","Passenger","2024-03-22 09:00","Fire/explosion - explosion","Very serious marine casualty","24° 34.72' N 75° 56.68' W","Half Moon Cay, The Bahamas","Unknown","0",""
"C1000775","1","KEOYOUNG SUN (IMO 9146924)","KEOYOUNG SUN (IMO 9146924): Y","Republic of Korea","Chemical Tanker","2024-03-20 07:53","Capsize/listing - capsize","Very serious marine casualty","34° 03.00' N 130° 51.00' E","3.5nm southeast of Futoi Island, in Japan","Anchorage","1","Republic of Korea"
"C1000363","1","KEOYOUNG SUN (IMO 9146924)","KEOYOUNG SUN (IMO 9146924): Y","Republic of Korea","Chemical Tanker","2024-03-20 07:04","Capsize/listing - capsize","Very serious marine casualty","34° 02.98' N 130° 50.00' E","Off Mutsurejima","At berth","0",""
"C1000360","1","KEOYOUNG SUN (IMO 9146924)","KEOYOUNG SUN (IMO 9146924): ","Republic of Korea","Chemical Tanker","2024-03-20 07:00","Capsize/listing - capsize","Very serious marine casualty","34° 03.04' N 130° 51.00' E","off Japan’s Yamaguchi prefecture","Unknown","0",""
"C1000551","1","RED TITAN (IMO 9210268)","RED TITAN (IMO 9210268): Y","Panama","General Cargo","2024-03-10 19:45","Others - Others","Marine casualty","1° 37.15' N 104° 51.81' E","","Port approach","1","Panama"
"C1000651","1","KIJEVO (IMO 9176840)","KIJEVO (IMO 9176840): ","Croatia","Passenger/Ro-Ro Cargo","2024-03-10 10:27","Fire/explosion - fire","Marine casualty","43° 56.36' N 15° 26.37' E","Mediterranean Region - Adriatic Sea, Mediterranean Region - Mediterranean Region, Mediterranean Regi","Port","1","Croatia"
"C0013946","1","SEA PATRIS (IMO 8415794)","SEA PATRIS (IMO 8415794): ","Panama","Ro-Ro Cargo","2024-03-06 21:48","Occupational accident - loss of control of machine, means of
transport or handling equipment,
hand-held tool, object, animal","Very serious marine casualty","45° 34.01' N 13° 44.67' E","Mediterranean Region - Adriatic Sea, Mediterranean Region - Mediterranean Region","Port","2","Slovenia; Slovenia"
"C0013944","1","AV RITA","AV RITA: ","Portugal","Fish Catching","2024-03-02 01:30","Grounding - while under power","Very serious marine casualty","39° 20.65' N 9° 22.07' W","North Atlantic Ocean - North Atlantic Ocean","Coastal waters","1","Portugal"
"C0013939","1","MONTE DA GUIA (IMO 9123788)","MONTE DA GUIA (IMO 9123788): ","Portugal","Container","2024-02-28 14:25","Occupational accident - Others","Very serious marine casualty","38° 41.49' N 9° 10.59' W","North Atlantic Ocean - North Atlantic Ocean","Port","1","Portugal"
"C1000497","1","SAYEDONA (IMO 7726213)","SAYEDONA (IMO 7726213): Y","Togo","Bulk Dry","2024-02-23 04:45","Contact - with fixed object","Marine incident","42° 09.43' N 41° 39.40' E","POTI PORT","Port","0",""
"C1000509","1","SILVER NOVA (IMO 9886213)","SILVER NOVA (IMO 9886213): Y","Bahamas","Passenger","2024-02-22 10:35","Occupational accident - loss of control of machine, means of
transport or handling equipment,
hand-held tool, object, animal","Very serious marine casualty","1° 30.37' N 46° 51.40' W","","Open sea","1","Bahamas"
"C1000745","2","Noble Regina Allen (IMO 8771227), Saipem 7000 (IMO 8501567)","Noble Regina Allen (IMO 8771227): , Saipem 7000 (IMO 8501567): ","Liberia, Bahamas","Other Offshore, Other Offshore","2024-02-21 11:30","Collision - own ship not under way","Very serious marine casualty","51° 52.99' N 4° 16.99' E","North Atlantic Ocean - North Atlantic Ocean, North Atlantic Ocean - North Sea","Port","1","Netherlands (Kingdom of)"
"C1000357","1","SEA PEGASUS (IMO 9598220)","SEA PEGASUS (IMO 9598220): Y","Marshall Islands","Bulk Dry","2024-02-19 18:00","Occupational accident - Others","Very serious marine casualty","22° 24.20' N 113° 53.09' E","","Anchorage","0",""
"C0013940","1","SANTUCA B (IMO 9287687)","SANTUCA B (IMO 9287687): ","Portugal","Container","2024-02-17 22:00","Occupational accident - slipping, stumbling, falling of person
overboard","Very serious marine casualty","30° 14.27' N 13° 12.59' W","North Atlantic Ocean - North Atlantic Ocean, North Atlantic Ocean - Canarias Sea","Open sea","1","Portugal"
"C1000550","1","SM JEJU LNG1 (IMO 9830745)","SM JEJU LNG1 (IMO 9830745): Y","Panama","Liquefied Gas","2024-02-17 04:20","Collision - with other ship","Marine casualty","33° 57.20' N 126° 51.20' E","","Coastal waters","1","Panama"
"C1000825","1","KEUM YANG 6 (IMO 9793349)","KEUM YANG 6 (IMO 9793349): Y","Republic of Korea","General Cargo","2024-02-14 21:52","Capsize/listing - capsize","Very serious marine casualty","32° 37.36' N 126° 15.47' E","jeju","Open sea","1","Republic of Korea"
"C1000660","1","ALEXIS IV (IMO 8785321)","ALEXIS IV (IMO 8785321): ","France","Fish Catching","2024-02-12 00:49","Fire/explosion - fire","Very serious marine casualty","50° 06.55' N 1° 11.16' E","North Atlantic Ocean - North Atlantic Ocean, North Atlantic Ocean - English Channel","Coastal waters","1","France"
"C1000510","1","CONSTELLATION (IMO 9734680)","CONSTELLATION (IMO 9734680): U","Bahamas","Liquefied Gas","2024-02-10 08:45","Occupational accident - overflow, overturn, leak, flow,
vaporization, emission of material agent","Very serious marine casualty","15° 23.96' N 69° 59.97' W","","Inland waters","1","Bahamas"
"C1000770","1","MARIA REINA MADRE","MARIA REINA MADRE: ","France","Fish Catching","2024-02-09 14:31","Flooding/foundering - flooding","Very serious marine casualty","43° 32.12' N 1° 55.41' W","North Atlantic Ocean - Bay of Biscay, North Atlantic Ocean - North Atlantic Ocean","Open sea","1","France"
"C1000529","1","CARRIBBEAN PRIDE","CARRIBBEAN PRIDE: U","Honduras","Other Fishing","2024-02-09 07:30","Fire/explosion - fire","Very serious marine casualty","15° 49.40' N 86° 41.18' W","LA CEIBA, ATLANTIDA, HONDURAS","Coastal waters","0",""
"C1000338","1","GULFSTREAM","GULFSTREAM: ","Unknown","Barge","2024-02-07 00:00","Capsize/listing - capsize","Very serious marine casualty","11° 08.21' N 60° 48.81' W","Canoe Bay, Tobago, Trinidad and Tobago","Coastal waters","0",""
"C1000546","1","SE KELLY (IMO 9820984)","SE KELLY (IMO 9820984): Y","Panama","Bulk Dry","2024-02-06 10:40","Occupational accident - Others","Marine casualty","9° 00.50' S 151° 22.50' E","","Open sea","1","Panama"
"C1000542","1","GAS UTOPIA (IMO 9770531)","GAS UTOPIA (IMO 9770531): Y","Panama","Liquefied Gas","2024-02-04 23:37","Collision - with other ship","Marine incident","25° 40.56' N 54° 48.34' E","","Open sea","1","Panama"
"C1000324","1","VILYUCHINSKY (IMO 8901444)","VILYUCHINSKY (IMO 8901444): N","Russian Federation","Fish Catching","2024-02-03 22:00","Occupational accident - slipping, stumbling, falling of person
overboard","Very serious marine casualty","51° 34.00' N 155° 25.00' E","Sea of Okhotsk","Open sea","1","Russian Federation"
"C1000686","1","Chemical Hunter (IMO 9758789)","Chemical Hunter (IMO 9758789): ","Malta","Chemical Tanker","2024-01-28 12:24","Loss of control - loss of containment","Very serious marine casualty","22° 42.00' N 97° 11.00' W","North Atlantic Ocean - North Atlantic Ocean","Open sea","1","Malta"
"C0013943","1","CASTRO","CASTRO: ","Portugal","Fish Catching","2024-01-28 03:00","Flooding/foundering - flooding","Very serious marine casualty","41° 49.29' N 8° 55.40' W","North Atlantic Ocean - North Atlantic Ocean","Coastal waters","1","Portugal"
"C1000537","1","DA FENG GANG LI MING HAO (IMO 9188790)","DA FENG GANG LI MING HAO (IMO 9188790): Y","Panama","Ro-Ro Cargo","2024-01-26 17:30","Others - Others","Marine casualty","23° 13.80' N 115° 31.50' E","","Open sea","1","Panama"
"C1000540","1","AVUNDA REEFER (IMO 9072824)","AVUNDA REEFER (IMO 9072824): Y","Panama","Refrigerated Cargo","2024-01-25 10:00","Occupational accident - Others","Very serious marine casualty","4° 13.68' S 152° 09.60' E","","Anchorage","1","Panama"
"C1000548","1","DONG YU (IMO 9575369)","DONG YU (IMO 9575369): Y","Panama","General Cargo","2024-01-25 09:30","Grounding - while drifting","Very serious marine casualty","36° 45.99' N 137° 14.22' E","","Coastal waters","1","Panama"
"C0013964","2","DIVINO ESPRITO SANTO, FALCO PEREGRINO","DIVINO ESPRITO SANTO: , FALCO PEREGRINO: ","Portugal, Portugal","Fish Catching, Fish Catching","2024-01-25 05:49","Collision - with other ship","Very serious marine casualty","39° 46.99' N 9° 07.21' W","North Atlantic Ocean - North Atlantic Ocean","Coastal waters","1","Portugal"
"C1000505","1","ZOGREO (IMO 7611884)","ZOGREO (IMO 7611884): Y","Nigeria","Offshore Supply","2024-01-22 03:30","Occupational accident - slipping, stumbling, falling of person
overboard","Very serious marine casualty","4° 05.38' N 6° 19.87' E","Agbara Oil Field, Offshore Brass, Bayelsa State, Nigeria.","Coastal waters","1","Nigeria"
"C1000331","1","ZOGREO (IMO 7611884)","ZOGREO (IMO 7611884): ","Nigeria","Offshore Supply","2024-01-22 03:30","Occupational accident - slipping, stumbling, falling of person
overboard","Very serious marine casualty","4° 05.38' N 6° 19.87' E","Agbara Oil Field, Offshore Brass, Bayelsa State, Nigeria.","Coastal waters","0",""
"C1000307","1","DSM CAPELLA (IMO 9271511)","DSM CAPELLA (IMO 9271511): Y","Barbados","General Cargo","2024-01-20 16:20","Occupational accident - Others","Very serious marine casualty","37° 01.25' N 22° 06.67' E","Kalamata Anchorage","Anchorage","1","Barbados"
"C1000516","1","KOREA CHEMI (IMO 9274276)","KOREA CHEMI (IMO 9274276): Y","Republic of Korea","Chemical Tanker","2024-01-20 10:35","Occupational accident - Others","Very serious marine casualty","31° 59.00' N 125° 04.00' E","","Open sea","1","Republic of Korea"
"C1000741","1","RUBAIYAT HANIF (IMO 9403047)","RUBAIYAT HANIF (IMO 9403047): Y","Bangladesh","Bulk Dry","2024-01-17 07:40","Occupational accident - slipping, stumbling, falling of person
overboard","Marine casualty","1° 15.00' N 103° 57.00' E","Singapore","Anchorage","0",""
"C1000577","1","BAHAREH (IMO 9097305)","BAHAREH (IMO 9097305): U","Iran (Islamic Republic of)","Dry Cargo/Passenger","2024-01-11 22:45","Capsize/listing - capsize","Very serious marine casualty","29° 05.00' N 48° 22.00' E","(Traffic separation scheme) of Shuaiba Port","Traffic separation scheme","1","Kuwait"
"C1000616","1","PLUTO (IMO 9846457)","PLUTO (IMO 9846457): ","Republic of Korea","General Cargo","2024-01-11 07:40","Loss of control - loss of propulsion power","Very serious marine casualty","34° 24.14' N 133° 26.45' E","","Open sea","0",""
"C1000323","1","OSTROVNOY-6 (IMO 9213923)","OSTROVNOY-6 (IMO 9213923): N","Russian Federation","Fish Catching","2024-01-10 22:34","Occupational accident - slipping, stumbling, falling of person
overboard","Marine casualty","58° 57.00' N 156° 57.00' E","Sea of Okhotsk","Open sea","0",""
"C1000465","1","STRIDE (IMO 9149835)","STRIDE (IMO 9149835): ","Panama","Container","2024-01-08 16:00","Fire/explosion - fire","Very serious marine casualty","29° 40.90' N 94° 59.70' W","","Port","0",""
"C1000615","1","TORC (IMO 9544683)","TORC (IMO 9544683): ","Malta","Chemical Tanker","2024-01-08 14:05","Fire/explosion - explosion","Very serious marine casualty","38° 58.04' N 14° 50.40' E","","Open sea","1","Malta"
"C1000725","1","MINOAS (IMO 9721865)","MINOAS (IMO 9721865): Y","Panama","Bulk Dry","2024-01-07 11:00","Others - Others","Very serious marine casualty","5° 39.09' S 80° 38.79' E","","Open sea","1","Panama"
"C0013986","2","EPIC, RESILIENCE (IMO 7704057)","EPIC: , RESILIENCE (IMO 7704057): ","Croatia, Poland","General Cargo, Oil Tanker","2024-01-03 08:47","","Marine casualty","53° 54.27' N 14° 15.64' E","River","River","1","Cyprus"
"C1000322","1","NEPTUNE THALASSA (IMO 9668506)","NEPTUNE THALASSA (IMO 9668506): Y","Greece","Ro-Ro Cargo","2024-01-02 18:30","Others - Others","Marine incident","45° 33.00' N 13° 41.00' E","North Adriatic","Port approach","1","Slovenia"
"C0013982","1","FILS DU VENT","FILS DU VENT: ","France","Fish Catching","2023-12-29 23:50","Occupational accident - slipping, stumbling, falling of person
overboard","Very serious marine casualty","49° 19.00' N 1° 48.00' W","North Atlantic Ocean - English Channel, North Atlantic Ocean - North Atlantic Ocean","Coastal waters","1","France"
"C1000549","1","MAERSK ESMERALDAS (IMO 9502972)","MAERSK ESMERALDAS (IMO 9502972): Y","Panama","Container","2023-12-29 15:00","Others - Others","Very serious marine casualty","31° 19.79' N 128° 33.40' E","","Open sea","1","Panama"
"C1000644","1","CMA CGM BETTER WAYS (IMO 9950557)","CMA CGM BETTER WAYS (IMO 9950557): ","Malta","Container","2023-12-22 13:40","Occupational accident - loss of control of machine, means of
transport or handling equipment,
hand-held tool, object, animal","Very serious marine casualty","14° 33.99' N 61° 09.90' W","North Atlantic Ocean - Caribbean Sea","Coastal waters","1","Malta"
