Reference,Number of ships involved,Ships involved,SOLAS status,Flag Administrations,Ship types,Occurrence date and time,Casualty event,Casualty severity,Coordinates,Place,Location,Number of investigation reports,Administrations submitting investigation reports,Year
C0000025,1,T.J.T.1,T.J.T.1: ,Thailand,,1986-10-14 00:00:00,,Marine incident,,,,0,,1986
C0000024,1,NICOL,NICOL: ,Cyprus,,1986-09-20 00:00:00,,Marine incident,,,,0,,1986
C0000512,1,MUNKDOK,MUNKDOK: ,Democratic People's Republic of Korea,,1986-09-19 00:00:00,,Marine incident,,,,0,,1986
C0008147,1,ORE.,ORE.: ,Unknown,,1986-09-07 08:08:00,,Very serious marine casualty,,Off the coast of Morocco,,1,Panama,1986
C0000569,1,NIAGA 40,NIAGA 40: ,Indonesia,,1986-09-07 00:00:00,,Marine incident,,,,0,,1986
C0000023,1,ADMIRAL NAKHIMOV,ADMIRAL NAKHIMOV: ,Trust Territory of the Pacific Islands [historical],,1986-08-31 00:00:00,,Marine incident,,,,0,,1986
C0000538,1,TRITON,TRITON: ,Saint Vincent and the Grenadines,,1986-08-22 00:00:00,,Marine incident,,,,0,,1986
C0000022,1,EAMACO,EAMACO: ,Panama,,1986-08-12 00:00:00,,Marine incident,,,,0,,1986
C0000021,1,TOLGA,TOLGA: ,Algeria,,1986-07-20 00:00:00,,Marine incident,,,,0,,1986
C0000020,1,GERMANIA,GERMANIA: ,Honduras,,1986-07-11 00:00:00,,Marine incident,,,,0,,1986
C0000516,1,SIGAL,SIGAL: ,Israel,,1986-07-03 00:00:00,,Marine incident,,,,0,,1986
C0000568,1,ARNICA,ARNICA: ,Philippines,,1986-06-30 00:00:00,,Marine incident,,,,0,,1986
C0000559,1,WEST 1,WEST 1: ,United States,,1986-06-21 00:00:00,,Marine incident,,,,0,,1986
C0000019,1,DE BAO,DE BAO: ,China,,1986-06-15 00:00:00,,Marine incident,,,,0,,1986
C0000018,1,MONIMBO,MONIMBO: ,Nicaragua,,1986-05-27 00:00:00,,Marine incident,,,,0,,1986
C0000017,1,RAMA,RAMA: ,Lebanon,,1986-05-18 00:00:00,,Marine incident,,,,0,,1986
C0000526,1,MUNA,MUNA: ,Panama,,1986-05-13 00:00:00,,Marine incident,,,,0,,1986
C0008076,1,PRINCE WILLIAM SOUND (IMO 7395349),PRINCE WILLIAM SOUND (IMO 7395349): ,United States,,1986-05-09 01:15:00,,Marine casualty,,"Near Puerta Vallarta, Mexico",,1,United States,1986
C0000016,1,ALEXANDROS F.,ALEXANDROS F.: ,Greece,,1986-05-07 00:00:00,,Marine incident,,,,0,,1986
C0000015,1,RIO CANIMAR,RIO CANIMAR: ,Cuba,,1986-05-05 00:00:00,,Marine incident,,,,0,,1986
C0000548,1,KIMYA,KIMYA: ,Türkiye,,1986-04-30 00:00:00,,Marine incident,,,,0,,1986
C0000014,1,DONA JOSEPHINA,DONA JOSEPHINA: ,Philippines,,1986-04-24 00:00:00,,Marine incident,,,,0,,1986
C0000013,1,ELFWAIHAT,ELFWAIHAT: ,Libya,,1986-04-22 00:00:00,,Marine incident,,,,0,,1986
C0000012,1,ROSAOMAIRA,ROSAOMAIRA: ,Venezuela (Bolivarian Republic of),,1986-04-16 00:00:00,,Marine incident,,,,0,,1986
C0000011,1,ISLA DE CUBAGUA,ISLA DE CUBAGUA: ,Venezuela (Bolivarian Republic of),,1986-04-13 00:00:00,,Marine incident,,,,0,,1986
C0000010,1,TASSEER,TASSEER: ,Lebanon,,1986-04-05 00:00:00,,Marine incident,,,,0,,1986
C0000009,1,PUPNAT,PUPNAT: ,Yugoslavia [historical],,1986-03-23 00:00:00,,Marine incident,,,,0,,1986
C0000008,1,MIKHAIL LERMONTOV,MIKHAIL LERMONTOV: ,Trust Territory of the Pacific Islands [historical],,1986-02-16 00:00:00,,Marine incident,,,,0,,1986
C0000547,1,KAPTAN YUSUF KALKAVAN,KAPTAN YUSUF KALKAVAN: ,Türkiye,,1986-02-15 00:00:00,,Marine incident,,,,0,,1986
C0000007,1,PARINAS,PARINAS: ,Peru,,1986-02-04 00:00:00,,Marine incident,,,,0,,1986
C0000006,1,EBN MAGID,EBN MAGID: ,Libya,,1986-01-28 00:00:00,,Marine incident,,,,0,,1986
C0000005,1,FROTAKOBE,FROTAKOBE: ,Brazil,,1986-01-16 00:00:00,,Marine incident,,,,0,,1986
C0000004,1,RIVIERA SKY,RIVIERA SKY: ,Panama,,1986-01-12 00:00:00,,Marine incident,,,,0,,1986
C0000003,1,ANIAH,ANIAH: ,Malaysia,,1986-01-09 00:00:00,,Marine incident,,,,0,,1986
C0000002,1,THIDA NAVEE,THIDA NAVEE: ,Thailand,,1986-01-06 00:00:00,,Marine incident,,,,0,,1986
C0000555,1,GENERAL PAEZ,GENERAL PAEZ: ,Venezuela (Bolivarian Republic of),,1986-01-06 00:00:00,,Marine incident,,,,0,,1986
C0008159,1,SEAL ISLAND,SEAL ISLAND: ,Unknown,,1986-01-03 23:00:00,,Very serious marine casualty,,"Prince William Sound, Gulf of Alaska",,1,Liberia,1986
C0000001,1,GENERAL MARINO,GENERAL MARINO: ,Venezuela (Bolivarian Republic of),,1986-01-02 00:00:00,,Marine incident,,,,0,,1986
C0000510,1,CHUN UNG,CHUN UNG: ,Republic of Korea,,1985-12-31 00:00:00,,Marine incident,,,,0,,1985
C0000509,1,GUAICAMACUTO,GUAICAMACUTO: ,Venezuela (Bolivarian Republic of),,1985-12-20 00:00:00,,Marine incident,,,,0,,1985
C0000508,1,GLENDA,GLENDA: ,Panama,,1985-12-19 00:00:00,,Marine incident,,,,0,,1985
C0000507,1,LINDERA,LINDERA: ,Panama,,1985-12-14 00:00:00,,Marine incident,,,,0,,1985
C0000505,1,CENTRAL LEYTE,CENTRAL LEYTE: ,Philippines,,1985-12-03 00:00:00,,Marine incident,,,,0,,1985
C0000506,1,SKRADIN,SKRADIN: ,Yugoslavia [historical],,1985-12-03 00:00:00,,Marine incident,,,,0,,1985
C0000504,1,THUBAN,THUBAN: ,United States,,1985-12-01 00:00:00,,Marine incident,,,,0,,1985
C0000503,1,NEW FAITH,NEW FAITH: ,Cyprus,,1985-11-25 00:00:00,,Marine incident,,,,0,,1985
C0000502,1,JUNG KEUM,JUNG KEUM: ,Republic of Korea,,1985-11-17 00:00:00,,Marine incident,,,,0,,1985
C0008112,1,MOSFIELD,MOSFIELD: ,Liberia,,1985-11-16 14:10:00,,Marine incident,,"Off the Mauritanian Coast, West africa",,1,Liberia,1985
C0000524,1,CATHERINE Y,CATHERINE Y: ,Panama,,1985-11-02 00:00:00,,Marine incident,,,,0,,1985
C0000501,1,UVERO,UVERO: ,Cuba,,1985-10-19 00:00:00,,Marine incident,,,,0,,1985
C0000500,1,MARCOS FABERES,MARCOS FABERES: ,Philippines,,1985-10-15 00:00:00,,Marine incident,,,,0,,1985
C0000499,1,ASIAN NEPTUNE,ASIAN NEPTUNE: ,Panama,,1985-10-04 00:00:00,,Marine incident,,,,0,,1985
C0000443,1,VERACRUZ I,VERACRUZ I: ,Panama,,1985-10-01 00:00:00,,Marine incident,,,,0,,1985
C0000498,1,SINODA,SINODA: ,Liberia,,1985-09-14 00:00:00,,Marine incident,,,,0,,1985
C0000497,1,CRYSTAL MOUNTAIN,CRYSTAL MOUNTAIN: ,Philippines,,1985-09-10 00:00:00,,Marine incident,,,,0,,1985
C0000496,1,DESDEMONA,DESDEMONA: ,Argentina,,1985-09-09 00:00:00,,Marine incident,,,,0,,1985
C0000495,1,HUENG A NO. 9,HUENG A NO. 9: ,Republic of Korea,,1985-09-06 00:00:00,,Marine incident,,,,0,,1985
C0000494,1,BULACAN,BULACAN: ,Philippines,,1985-08-31 00:00:00,,Marine incident,,,,0,,1985
C0000529,1,HAND KWONG,HAND KWONG: ,Panama,,1985-08-31 00:00:00,,Marine incident,,,,0,,1985
C0000517,1,AGIP MUREX,AGIP MUREX: ,Italy,,1985-08-24 00:00:00,,Marine incident,,,,0,,1985
C0000492,1,NAWABSHAH,NAWABSHAH: ,Pakistan,,1985-08-23 00:00:00,,Marine incident,,,,0,,1985
C0000493,1,ORIENTAL,ORIENTAL: ,Uruguay,,1985-08-23 00:00:00,,Marine incident,,,,0,,1985
C0008107,1,MARITIME GARDINIA,MARITIME GARDINIA: ,Liberia,,1985-08-18 00:00:00,,Marine casualty,,"In the Torres Strait, Great Barrier Reef, Australia",,1,Liberia,1985
C0000597,1,HAEYUNG LIGHT,HAEYUNG LIGHT: ,Republic of Korea,,1985-08-10 00:00:00,,Marine incident,,,,0,,1985
C0000491,1,SELENE ARA,SELENE ARA: ,Italy,,1985-08-06 00:00:00,,Marine incident,,,,0,,1985
C0007644,1,MARYDALE,MARYDALE: ,Canada,,1985-08-01 15:00:00,,Very serious marine casualty,,"Entrance to St. Clair River, Ontario",,1,Canada,1985
C0000553,1,WAYFORD,WAYFORD: ,United Kingdom,,1985-07-24 00:00:00,,Marine incident,,,,0,,1985
C0000519,1,MANJEE MOON,MANJEE MOON: ,Malta,,1985-07-18 00:00:00,,Marine incident,,,,0,,1985
C0000489,1,ONO,ONO: ,Côte d'Ivoire,,1985-07-12 00:00:00,,Marine incident,,,,0,,1985
C0000488,1,MARIO,MARIO: ,Greece,,1985-07-09 00:00:00,,Marine incident,,,,0,,1985
C0000552,1,TABATHA G,TABATHA G: ,United Kingdom,,1985-07-09 00:00:00,,Marine incident,,,,0,,1985
C0008098,1,CASSIAR 88,CASSIAR 88: ,Unknown,,1985-07-08 00:00:00,,Very serious marine casualty,,"Skeena River, Northern B.C.",,1,Canada,1985
C0000486,1,EMAN,EMAN: ,United Arab Emirates,,1985-07-05 00:00:00,,Marine incident,,,,0,,1985
C0000487,1,KYOWA MARU,KYOWA MARU: ,Japan,,1985-07-05 00:00:00,,Marine incident,,,,0,,1985
C0000485,1,AVIOR,AVIOR: ,Malta,,1985-07-01 00:00:00,,Marine incident,,,,0,,1985
C0000484,1,SINNO M.E.,SINNO M.E.: ,Lebanon,,1985-06-28 00:00:00,,Marine incident,,,,0,,1985
C0000482,1,CAGAYAN DE ORO CITY,CAGAYAN DE ORO CITY: ,Philippines,,1985-06-22 00:00:00,,Marine incident,,,,0,,1985
C0000483,1,RUSLI,RUSLI: ,Honduras,,1985-06-22 00:00:00,,Marine incident,,,,0,,1985
C0000490,1,OINOUSSAI,OINOUSSAI: ,Cyprus,,1985-06-22 00:00:00,,Marine incident,,,,0,,1985
C0000525,1,DENNIS CARRIER,DENNIS CARRIER: ,Panama,,1985-06-21 00:00:00,,Marine incident,,,,0,,1985
C0000596,1,LORENZO CONTAINER X,LORENZO CONTAINER X: ,Philippines,,1985-06-21 00:00:00,,Marine incident,,,,0,,1985
C0000481,1,PUEBLA,PUEBLA: ,Mexico,,1985-06-14 00:00:00,,Marine incident,,,,0,,1985
C0008092,1,BRITANNIA III,BRITANNIA III: ,Unknown,,1985-05-25 22:48:00,,Very serious marine casualty,,Approaches to Vancouver Harbour ,,1,Canada,1985
C0000480,1,HWA GEK,HWA GEK: ,Bangladesh,,1985-05-25 00:00:00,,Marine incident,,,,0,,1985
C0000479,1,HADIOTIS,HADIOTIS: ,Panama,,1985-05-21 00:00:00,,Marine incident,,,,0,,1985
C0000478,1,POSEIDON,POSEIDON: ,Malta,,1985-05-08 00:00:00,,Marine incident,,,,0,,1985
C0000477,1,WELL RAINBOW,WELL RAINBOW: ,Panama,,1985-05-01 00:00:00,,Marine incident,,,,0,,1985
C0008247,1,KATHARINE,KATHARINE: ,Unknown,,1985-04-19 00:45:00,,Very serious marine casualty,,Quai Fedéral de Bell Island à Conception Bay,,1,Canada,1985
C0000475,1,SALLA,SALLA: ,Finland,,1985-04-06 00:00:00,,Marine incident,,,,0,,1985
C0000476,1,KASSAMBA,KASSAMBA: ,Angola,,1985-03-26 00:00:00,,Marine incident,,,,0,,1985
C0000474,1,TEPORA,TEPORA: ,Honduras,,1985-03-11 00:00:00,,Marine incident,,,,0,,1985
C0000595,1,ABEL SANTAMARIA,ABEL SANTAMARIA: ,Cuba,,1985-03-10 00:00:00,,Marine incident,,,,0,,1985
C0000473,1,POSTAVARUL,POSTAVARUL: ,Romania,,1985-03-08 00:00:00,,Marine incident,,,,0,,1985
C0000567,1,CAMPONEGRO,CAMPONEGRO: ,Spain,,1985-03-06 00:00:00,,Marine incident,,,,0,,1985
C0000472,1,HALLA MERCURY,HALLA MERCURY: ,Republic of Korea,,1985-02-26 00:00:00,,Marine incident,,,,0,,1985
C0000470,1,SITI FREDA,SITI FREDA: ,Malaysia,,1985-02-22 00:00:00,,Marine incident,,,,0,,1985
C0000471,1,TULUM,TULUM: ,Mexico,,1985-02-22 00:00:00,,Marine incident,,,,0,,1985
C0000594,1,S.B. RAYA,S.B. RAYA: ,Malaysia,,1985-02-19 00:00:00,,Marine incident,,,,0,,1985
C0008110,1,EASTERN CORRIDOR,EASTERN CORRIDOR: ,Unknown,General Cargo,1985-02-16 07:03:00,,Marine incident,22° 28.00' N 116° 00.30' E,"90 miles East of Hong Kong, China",,1,Liberia,1985
C0008106,1,REGINA,REGINA: ,Panama,Passenger,1985-02-15 00:20:00,,Very serious marine casualty,,"Mona Island, Puerto Rico",,1,United Kingdom,1985
C0000469,1,CRIMSON CONCORD,CRIMSON CONCORD: ,Republic of Korea,,1985-02-11 00:00:00,,Marine incident,,,,0,,1985
C0008111,1,FEDDY,FEDDY: ,Liberia,,1985-02-10 07:25:00,,Very serious marine casualty,,Off the coast of Algeria,,1,Liberia,1985
C0000593,1,GERMANIA,GERMANIA: ,Panama,,1985-02-07 00:00:00,,Marine incident,,,,0,,1985
C0000468,1,CRYSTAL NO. 1,CRYSTAL NO. 1: ,Republic of Korea,,1985-02-01 00:00:00,,Marine incident,,,,0,,1985
C0000467,1,HWAPYUNG ACE,HWAPYUNG ACE: ,Republic of Korea,,1985-01-29 00:00:00,,Marine incident,,,,0,,1985
C0000466,1,HOPE STAR,HOPE STAR: ,Republic of Korea,,1985-01-22 00:00:00,,Marine incident,,,,0,,1985
C0000465,1,DAMODAR TANABE,DAMODAR TANABE: ,India,,1985-01-18 00:00:00,,Marine incident,,,,0,,1985
C0000551,1,GEORGIONE,GEORGIONE: ,United Kingdom,,1985-01-17 00:00:00,,Marine incident,,,,0,,1985
C0000544,1,AKDENIZ,AKDENIZ: ,Türkiye,,1985-01-17 00:00:00,,Marine incident,,,,0,,1985
C0000464,1,MILAS,MILAS: ,Türkiye,,1985-01-17 00:00:00,,Marine incident,,,,0,,1985
C0000592,1,ASIA SINGAPORE,ASIA SINGAPORE: ,Philippines,,1985-01-06 00:00:00,,Marine incident,,,,0,,1985
C0000463,1,SAM ICK,SAM ICK: ,Republic of Korea,,1985-01-05 00:00:00,,Marine incident,,,,0,,1985
C0000462,1,SEA LION,SEA LION: ,Republic of Korea,,1985-01-03 00:00:00,,Marine incident,,,,0,,1985
C0000461,1,SOLVEG I,SOLVEG I: ,Panama,,1984-12-11 00:00:00,,Marine incident,,,,0,,1984
C0000460,1,LADY CHILEL JAWARA,LADY CHILEL JAWARA: ,Gambia,,1984-12-07 00:00:00,,Marine incident,,,,0,,1984
C0000459,1,ARAUCA,ARAUCA: ,Venezuela (Bolivarian Republic of),,1984-12-04 00:00:00,,Marine incident,,,,0,,1984
C0000458,1,BLUE ANGEL,BLUE ANGEL: ,Panama,,1984-12-02 00:00:00,,Marine incident,,,,0,,1984
C0000457,1,CHEROKEE,CHEROKEE: ,Philippines,,1984-11-20 00:00:00,,Marine incident,,,,0,,1984
C0000456,1,BRIGITTA MONTANARI,BRIGITTA MONTANARI: ,Italy,,1984-11-17 00:00:00,,Marine incident,,,,0,,1984
C0000455,1,NOMADA,NOMADA: ,Panama,,1984-11-07 00:00:00,,Marine incident,,,,0,,1984
C0000453,1,MUSKRAT,MUSKRAT: ,Philippines,,1984-11-05 00:00:00,,Marine incident,,,,0,,1984
C0000454,1,SEVEN LOG MASTER,SEVEN LOG MASTER: ,Philippines,,1984-11-05 00:00:00,,Marine incident,,,,0,,1984
C0000451,1,VENUS,VENUS: ,Philippines,,1984-10-28 00:00:00,,Marine incident,,,,0,,1984
C0000452,1,LORENZO CONTAINER,LORENZO CONTAINER: ,Philippines,,1984-10-28 00:00:00,,Marine incident,,,,0,,1984
C0000449,1,SKY ONE,SKY ONE: ,Panama,,1984-10-25 00:00:00,,Marine incident,,,,0,,1984
C0000450,1,KOMI,KOMI: ,Panama,,1984-10-25 00:00:00,,Marine incident,,,,0,,1984
C0000448,1,LAJPAT,LAJPAT: ,India,,1984-10-24 00:00:00,,Marine incident,,,,0,,1984
C0000447,1,ULCINJ,ULCINJ: ,Yugoslavia [historical],,1984-10-18 00:00:00,,Marine incident,,,,0,,1984
C0000446,1,ROVER STAR,ROVER STAR: ,Panama,,1984-10-16 00:00:00,,Marine incident,,,,0,,1984
C0000445,1,FOSS 244,FOSS 244: ,United States,,1984-10-11 00:00:00,,Marine incident,,,,0,,1984
C0000444,1,STELLA CROCE,STELLA CROCE: ,Panama,,1984-10-02 00:00:00,,Marine incident,,,,0,,1984
C0000442,1,PRINCE SCYNTHIUS,PRINCE SCYNTHIUS: ,Philippines,,1984-09-24 00:00:00,,Marine incident,,,,0,,1984
C0000441,1,WAHANSA SATU,WAHANSA SATU: ,Indonesia,,1984-09-17 00:00:00,,Marine incident,,,,0,,1984
C0000440,1,ZAPATA LEXINGTON,ZAPATA LEXINGTON: ,United States,,1984-09-14 00:00:00,,Marine incident,,,,0,,1984
C0000439,1,PNOC MASDELLO,PNOC MASDELLO: ,Philippines,,1984-08-25 00:00:00,,Marine incident,,,,0,,1984
C0000438,1,MARINA DEL SUR,MARINA DEL SUR: ,Honduras,,1984-08-17 00:00:00,,Marine incident,,,,0,,1984
C0000437,1,PRESIDENTE DIAS ORDAZ,PRESIDENTE DIAS ORDAZ: ,Mexico,,1984-08-10 00:00:00,,Marine incident,,,,0,,1984
C0000436,1,CINREI MARU,CINREI MARU: ,Panama,,1984-08-08 00:00:00,,Marine incident,,,,0,,1984
C0000435,1,VIC TRANSPORT,VIC TRANSPORT: ,Panama,,1984-08-02 00:00:00,,Marine incident,,,,0,,1984
C0008109,1,ANTACUS,ANTACUS: ,Unknown,,1984-07-16 02:30:00,,Very serious marine casualty,,North Atlantic Ocean,,1,Liberia,1984
C0000434,1,BECENA,BECENA: ,Panama,,1984-07-11 00:00:00,,Marine incident,,,,0,,1984
C0000433,1,DUNIA,DUNIA: ,Honduras,,1984-06-04 00:00:00,,Marine incident,,,,0,,1984
C0000432,1,SUGA MARU,SUGA MARU: ,Japan,,1984-06-01 00:00:00,,Marine incident,,,,0,,1984
C0000565,1,KVARNER,KVARNER: ,Yugoslavia [historical],,1984-05-25 00:00:00,,Marine incident,,,,0,,1984
C0008156,1,CASPER TRADER,CASPER TRADER: ,Liberia,,1984-05-24 03:20:00,,Very serious marine casualty,,South China Sea,,1,Liberia,1984
C0000431,1,POOWANIDA,POOWANIDA: ,Thailand,,1984-05-21 00:00:00,,Marine incident,,,,0,,1984
C0000430,1,MILA GOJSALIC,MILA GOJSALIC: ,Yugoslavia [historical],,1984-04-12 00:00:00,,Marine incident,,,,0,,1984
C0000429,1,PNOC KABIBI,PNOC KABIBI: ,Philippines,,1984-04-10 00:00:00,,Marine incident,,,,0,,1984
C0008077,1,SCANDINAVIAN SEA,SCANDINAVIAN SEA: ,Unknown,Passenger,1984-04-09 19:20:00,,Very serious marine casualty,,"9 Miles Southeast of Port Canaveral,  Florida",,1,United States,1984
C0000427,1,SOVETSKAYA  KAMCHATKA,SOVETSKAYA  KAMCHATKA: ,Trust Territory of the Pacific Islands [historical],,1984-03-29 00:00:00,,Marine incident,,,,0,,1984
C0000428,1,ELDIA,ELDIA: ,Malta,,1984-03-29 00:00:00,,Marine incident,,,,0,,1984
C0000426,1,RIO CAUGA,RIO CAUGA: ,Colombia,,1984-03-21 00:00:00,,Marine incident,,,,0,,1984
C0000591,1,MOBILOIL,MOBILOIL: ,United States,,1984-03-19 00:00:00,,Marine incident,,,,0,,1984
C0000425,1,GUAYANA,GUAYANA: ,Venezuela (Bolivarian Republic of),,1984-03-10 00:00:00,,Marine incident,,,,0,,1984
C0000424,1,OLYMPUS,OLYMPUS: ,Lebanon,,1984-03-05 00:00:00,,Marine incident,,,,0,,1984
C0000423,1,ANNA CHRISTINA,ANNA CHRISTINA: ,Brazil,,1984-02-27 00:00:00,,Marine incident,,,,0,,1984
C0008133,1,BARON BELHAVEN,BARON BELHAVEN: ,Unknown,,1984-02-22 00:00:00,,Very serious marine casualty,,"Port Alfred, Quebec",,1,Canada,1984
C0000554,1,CARACAS,CARACAS: ,Venezuela (Bolivarian Republic of),,1984-02-15 00:00:00,,Marine incident,,,,0,,1984
C0000422,1,MAYA,MAYA: ,Lebanon,,1984-02-11 00:00:00,,Marine incident,,,,0,,1984
C0000421,1,MECIS PIONEER,MECIS PIONEER: ,Lebanon,,1984-02-04 00:00:00,,Marine incident,,,,0,,1984
C0000419,1,SPAN,SPAN: ,Thailand,,1984-01-27 00:00:00,,Marine incident,,,,0,,1984
C0000420,1,SEVEN AMBASSADOR,SEVEN AMBASSADOR: ,Philippines,,1984-01-27 00:00:00,,Marine incident,,,,0,,1984
C0007623,1,RADIANT MED,RADIANT MED: ,Unknown,,1984-01-24 01:17:00,,Very serious marine casualty,,English Channel Southwest of Guernsey,,1,Liberia,1984
C0000418,1,ALPPI,ALPPI: ,Norway,,1984-01-24 00:00:00,,Marine incident,,,,0,,1984
C0000417,1,SITIAWAN,SITIAWAN: ,Malaysia,,1984-01-20 00:00:00,,Marine incident,,,,0,,1984
C0000416,1,EL CENTROAMERICANO,EL CENTROAMERICANO: ,Panama,,1984-01-19 00:00:00,,Marine incident,,,,0,,1984
C0000415,1,CIUDAD DE ITAGUI,CIUDAD DE ITAGUI: ,Colombia,,1984-01-17 00:00:00,,Marine incident,,,,0,,1984
C0000414,1,TITO CAMPANELLA,TITO CAMPANELLA: ,Italy,,1984-01-14 00:00:00,,Marine incident,,,,0,,1984
C0000413,1,JEZERA,JEZERA: ,Yugoslavia [historical],,1984-01-12 00:00:00,,Marine incident,,,,0,,1984
C0000412,1,UNIQUE,UNIQUE: ,Panama,,1984-01-04 00:00:00,,Marine incident,,,,0,,1984
C0000411,1,GREEN MERCURY,GREEN MERCURY: ,Panama,,1983-12-30 00:00:00,,Marine incident,,,,0,,1983
C0000410,1,TUMI,TUMI: ,Peru,,1983-12-13 00:00:00,,Marine incident,,,,0,,1983
C0008130,1,UNISOL,UNISOL: ,Peru,General Cargo,1983-12-07 08:40:00,,Very serious marine casualty,,"Off Ile Dupuis, Chandler, Quebec",,2,Canada; Peru,1983
C0000409,1,NAGARIT,NAGARIT: ,Thailand,,1983-12-02 00:00:00,,Marine incident,,,,0,,1983
C0000408,1,PENNY,PENNY: ,United States,,1983-11-30 00:00:00,,Marine incident,,,,0,,1983
C0000407,1,YU HSING,YU HSING: ,Panama,,1983-11-28 00:00:00,,Marine incident,,,,0,,1983
C0000406,1,PNOC BASILAN,PNOC BASILAN: ,Philippines,,1983-11-26 00:00:00,,Marine incident,,,,0,,1983
C0000405,1,SEVEN SUPERSTAR,SEVEN SUPERSTAR: ,Philippines,,1983-11-17 00:00:00,,Marine incident,,,,0,,1983
C0000404,1,SAM YANG,SAM YANG: ,Republic of Korea,,1983-10-11 00:00:00,,Marine incident,,,,0,,1983
C0000403,1,KOREAN CASTLE,KOREAN CASTLE: ,Republic of Korea,,1983-10-03 00:00:00,,Marine incident,,,,0,,1983
C0000402,1,SIVAND,SIVAND: ,Iran (Islamic Republic of),,1983-09-27 00:00:00,,Marine incident,,,,0,,1983
C0000401,1,PAN NOVA,PAN NOVA: ,Republic of Korea,,1983-09-09 00:00:00,,Marine incident,,,,0,,1983
C0000400,1,BAILEY,BAILEY: ,Panama,,1983-08-26 00:00:00,,Marine incident,,,,0,,1983
C0000399,1,ASPASIA,ASPASIA: ,Malta,,1983-07-26 00:00:00,,Marine incident,,,,0,,1983
C0000398,1,MANO N. 9,MANO N. 9: ,Republic of Korea,,1983-07-25 00:00:00,,Marine incident,,,,0,,1983
C0000397,1,CAMPO-BLANCO,CAMPO-BLANCO: ,Spain,,1983-07-14 00:00:00,,Marine incident,,,,0,,1983
C0000396,1,TRASMAR SECONDO,TRASMAR SECONDO: ,Italy,,1983-07-03 00:00:00,,Marine incident,,,,0,,1983
C0000395,1,BAZAMRI,BAZAMRI: ,Nigeria,,1983-06-28 00:00:00,,Marine incident,,,,0,,1983
C0008121,1,CECILIA HALL,CECILIA HALL: ,Unknown,,1983-06-23 00:00:00,,Marine casualty,,Mackenzie River near Norman Wells,,1,Canada,1983
C0000394,1,AVENIR I,AVENIR I: ,Panama,,1983-06-12 00:00:00,,Marine incident,,,,0,,1983
C0000523,1,WITTRANSPORT II,WITTRANSPORT II: ,Panama,,1983-05-28 00:00:00,,Marine incident,,,,0,,1983
C0000536,1,FOKA,FOKA: ,Peru,,1983-05-18 00:00:00,,Marine incident,,,,0,,1983
C0000393,1,BOLERO,BOLERO: ,Norway,,1983-05-03 00:00:00,,Marine incident,,,,0,,1983
C0000391,1,EX MEXICANO,EX MEXICANO: ,Mexico,,1983-04-29 00:00:00,,Marine incident,,,,0,,1983
C0000392,1,GELINDA,GELINDA: ,Panama,,1983-04-25 00:00:00,,Marine incident,,,,0,,1983
C0000390,1,DO NAN,DO NAN: ,Republic of Korea,,1983-04-16 00:00:00,,Marine incident,,,,0,,1983
C0000389,1,FRIGO TENERIFE,FRIGO TENERIFE: ,Spain,,1983-04-13 00:00:00,,Marine incident,,,,0,,1983
C0000388,1,BAY CLUB,BAY CLUB: ,Panama,,1983-04-10 00:00:00,,Marine incident,,,,0,,1983
C0000387,1,WALTER A. STERLING,WALTER A. STERLING: ,United States,,1983-04-06 00:00:00,,Marine incident,,,,0,,1983
C0008134,1,HAN SONG,HAN SONG: ,Republic of Korea,,1983-03-22 07:40:00,,Very serious marine casualty,,Port Alberni,,1,Canada,1983
C0000386,1,PONTALVA,PONTALVA: ,Panama,,1983-03-17 00:00:00,,Marine incident,,,,0,,1983
C0000535,1,CHALLWA V,CHALLWA V: ,Peru,,1983-03-17 00:00:00,,Marine incident,,,,0,,1983
C0000385,1,SWEET NAME,SWEET NAME: ,Philippines,,1983-03-08 00:00:00,,Marine incident,,,,0,,1983
C0008132,1,TRISTAR,TRISTAR: ,Unknown,,1983-03-07 17:40:00,,Marine casualty,42° 40.00' N 64° 07.00' W,Off the coast of Nova Scotia,,1,Canada,1983
C0000384,1,GANI SARI,GANI SARI: ,Indonesia,,1983-03-05 00:00:00,,Marine incident,,,,0,,1983
C0000383,1,SAUDI TRADER,SAUDI TRADER: ,Saudi Arabia,,1983-03-04 00:00:00,,Marine incident,,,,0,,1983
C0000522,1,SEA FURY,SEA FURY: ,Panama,,1983-02-24 00:00:00,,Marine incident,,,,0,,1983
C0000382,1,MARJAN,MARJAN: ,India,,1983-02-22 00:00:00,,Marine incident,,,,0,,1983
C0007630,1,SAN MATEO,SAN MATEO: ,United States,Passenger,1983-02-16 10:00:00,,Very serious marine casualty,,Entrance of Morro Bay Island ,,1,United States,1983
C0000381,1,NEWCREST,NEWCREST: ,Liberia,,1983-02-07 00:00:00,,Marine incident,,,,0,,1983
C0000380,1,MALDIVE GRACE,MALDIVE GRACE: ,Maldives,,1983-01-22 00:00:00,,Marine incident,,,,0,,1983
C0008167,1,TIFOSO,TIFOSO: ,Liberia,,1983-01-20 04:40:00,,Very serious marine casualty,,On the Reef Line of Bermuda near North Rock,,0,,1983
C0000379,1,NEW SILLA,NEW SILLA: ,Republic of Korea,,1983-01-17 00:00:00,,Marine incident,,,,0,,1983
