fclNpdidFacility,fclNpdidCurrentOperator,fclNpdidCurrentRespCompany,fclFixedOrMoveable,fclName,fclKind,fclPhase,fclFunctions,fclGeodeticDatum,fclNsDeg,fclNsMin,fclNsSec,fclNsCode,fclEwDeg,fclEwMin,fclEwSec,fclEwCode,fclUtmHemisphere,fclUtmZone,fclNsUtm,fclEwUtm,fclRkb,fclWaterDepth,fclStartupDate,fclDesignLifetime,fclStatus,fclSurface,fclBelongsToName,fclBelongsToS,fclBelongsToKind,fclCurrentOperatorName,fclCurrentRespCompanyName,fclNationCode2,fclNationName,fclBelongsToFactPageUrl,fclFactPageUrl,fclFactMapUrl,fclSlotCapacityGross,fclSlotCapacityNet,fclDateUpdated,fclFormalName1Quadrant,fclFormalName2Block,fclPointGeometryWKT
272337,,,FIXED,GYDA,JACKET 6 LEGS,REMOVED,DRILLING - PROCESSING - QUARTER,ED50,56,54,17.73,N,3,5,6.71,E,1,31,6306947.03,505189,56,66,1990-06-22 00:00:00,20,,Y,GYDA,43492,FIELD,,,NO,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=43492,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=272337,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=272337,32,32,2024-01-02 00:00:00,2,1,POINT (3.0851972 56.904925)
272365,32011216,,FIXED,SLEIPNER A,CONDEEP 4 SHAFTS,IN SERVICE,DRILLING - PROCESSING - QUARTER,ED50,58,22,2.33,N,1,54,31.01,E,1,31,6470271.15,436149.53,78,83,1993-10-01 00:00:00,50,,Y,SLEIPNER ØST,43478,FIELD,Equinor Energy AS,,NO,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=43478,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=272365,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=272365,,,2024-01-02 00:00:00,15,9,POINT (1.9086139 58.3673139)
272393,34925006,,FIXED,DRAUGEN,CONDEEP MONOSHAFT,IN SERVICE,DRILLING - PROCESSING - QUARTER - STORAGE,ED50,64,21,11.42,N,7,46,57.38,E,1,32,7137110.14,441207.08,63,252,1993-10-19 00:00:00,30,,Y,DRAUGEN,43758,FIELD,OKEA ASA,,NO,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=43758,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=272393,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=272393,6,6,2024-01-02 00:00:00,6407,9,POINT (7.7826056 64.3531722)
272421,32011216,,FIXED,HEIDRUN,TLP CONCRETE,IN SERVICE,DRILLING - OIL PRODUCER - PROCESSING - QUARTER,ED50,65,19,33,N,7,19,3,E,1,32,7245996.5,421629.99,74.2,345,1995-10-19 00:00:00,50,,Y,HEIDRUN,43771,FIELD,Equinor Energy AS,,NO,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=43771,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=272421,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=272421,56,56,2024-01-02 00:00:00,6507,7,POINT (7.3175 65.3258333)
272449,28544099,,FIXED,VALHALL PCP,JACKET 8 LEGS,PARTLY REMOVED,PROCESSING,ED50,56,16,39.2,N,3,23,47.9,E,1,31,6237180.44,524561.05,0,74,1982-06-01 00:00:00,20,,Y,VALHALL,43548,FIELD,Aker BP ASA,,NO,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=43548,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=272449,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=272449,,,2024-01-02 00:00:00,2,8,POINT (3.3966389 56.2775556)
272477,28544099,,FIXED,VALHALL Q,JACKET 4 LEGS,REMOVED,QUARTER,ED50,56,16,43.8,N,3,23,39.4,E,1,31,6237321.83,524414.03,0,74,1981-07-01 00:00:00,20,,Y,VALHALL,43548,FIELD,Aker BP ASA,,NO,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=43548,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=272477,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=272477,,,2024-01-02 00:00:00,2,8,POINT (3.3942778 56.2788333)
272505,28544099,,FIXED,ØST FRIGG A,MULTI WELL TEMPLATE,REMOVED,GAS PRODUCER,ED50,59,55,8.65,N,2,21,51.99,E,1,31,6642723.88,464462.07,0,112,1988-10-01 00:00:00,0,,N,ØST FRIGG,43576,FIELD,Aker BP ASA,,NO,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=43576,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=272505,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=272505,,,2024-01-02 00:00:00,25,2,POINT (2.3644417 59.9190694)
272533,28544099,,FIXED,ØST FRIGG B,MULTI WELL TEMPLATE,REMOVED,GAS PRODUCER,ED50,59,53,26.4,N,2,21,42.94,E,1,31,6639562.09,464291.02,0,112,1988-10-01 00:00:00,0,,N,ØST FRIGG,43576,FIELD,Aker BP ASA,,NO,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=43576,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=272533,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=272533,,,2024-01-02 00:00:00,25,2,POINT (2.3619278 59.8906667)
272561,,,FIXED,FRIGG TCP2,CONDEEP 3 SHAFTS,PARTLY REMOVED,PROCESSING,ED50,59,52,48.44,N,2,3,59.53,E,1,31,6638583.96,447743.83,0,102,1978-08-01 00:00:00,60,,Y,FRIGG,43555,FIELD,,,NO,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=43555,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=272561,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=272561,0,0,2024-01-24 00:00:00,25,1,POINT (2.0665361 59.8801222)
272589,32011216,,FIXED,STATFJORD B-OLS,LOADING SYSTEM,IN SERVICE,OFFLOADING,ED50,61,13,27.9,N,1,50,19.12,E,1,31,6788499.8,437629.9,0,146,1990-08-01 00:00:00,0,,N,STATFJORD,43658,FIELD,Equinor Energy AS,,NO,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=43658,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=272589,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=272589,,,2024-01-02 00:00:00,33,12,POINT (1.8386444 61.2244167)
272617,32011216,,FIXED,STATFJORD C-SPM,LOADING SYSTEM,REMOVED,OFFLOADING,ED50,61,16,51.8,N,1,53,1.8,E,1,31,6794766.09,440164.34,0,145,1984-07-01 00:00:00,0,,Y,STATFJORD,43658,FIELD,Equinor Energy AS,,NO,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=43658,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=272617,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=272617,,,2024-01-02 00:00:00,33,9,POINT (1.8838333 61.2810556)
272645,32011216,,FIXED,GULLFAKS C,CONDEEP 4 SHAFTS,IN SERVICE,DRILLING - OIL PRODUCER - PROCESSING - QUARTER - STORAGE,ED50,61,12,53.8,N,2,16,25.93,E,1,31,6787107.24,460990.88,84.1,216,1990-01-01 00:00:00,30,,Y,GULLFAKS,43686,FIELD,Equinor Energy AS,,NO,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=43686,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=272645,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=272645,50,50,2024-01-02 00:00:00,34,10,POINT (2.2738694 61.2149444)
272673,32011216,,FIXED,34/10-A-1 H,SINGLE WELL TEMPLATE,SHUT DOWN,OIL PRODUCER,ED50,61,11,4.73,N,2,13,15.51,E,1,31,6783765.23,458109.17,0,135,1986-12-22 00:00:00,0,,N,GULLFAKS,43686,FIELD,Equinor Energy AS,,NO,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=43686,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=272673,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=272673,,,2024-01-02 00:00:00,34,10,POINT (2.220975 61.1846472)
272701,32011216,,FIXED,34/10-A-2 A,SINGLE WELL TEMPLATE,SHUT DOWN,OIL PRODUCER,ED50,61,10,48.49,N,2,13,6.43,E,1,31,6783264.37,457967.54,0,138,1986-12-23 00:00:00,0,,N,GULLFAKS,43686,FIELD,Equinor Energy AS,,NO,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=43686,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=272701,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=272701,,,2024-01-02 00:00:00,34,10,POINT (2.2184528 61.1801361)
272729,32011216,,FIXED,34/10-A-3 H,SINGLE WELL TEMPLATE,SHUT DOWN,OIL PRODUCER,ED50,61,11,14.26,N,2,12,41.26,E,1,31,6784066.22,457601.14,0,138,1987-02-12 00:00:00,0,,N,GULLFAKS,43686,FIELD,Equinor Energy AS,,NO,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=43686,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=272729,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=272729,,,2024-01-02 00:00:00,34,10,POINT (2.2114611 61.1872944)
272757,32011216,,FIXED,34/10-A-4 H,SINGLE WELL TEMPLATE,SHUT DOWN,OIL PRODUCER,ED50,61,11,17.53,N,2,13,27.47,E,1,31,6784159.15,458292.51,0,144,1986-12-23 00:00:00,0,,N,GULLFAKS,43686,FIELD,Equinor Energy AS,,NO,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=43686,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=272757,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=272757,,,2024-01-02 00:00:00,34,10,POINT (2.2242972 61.1882028)
272785,32011216,,FIXED,34/10-A-5 H,SINGLE WELL TEMPLATE,SHUT DOWN,OIL PRODUCER,ED50,61,10,42.13,N,2,12,38.43,E,1,31,6783072.61,457546.88,0,136,1987-04-04 00:00:00,0,,N,GULLFAKS,43686,FIELD,Equinor Energy AS,,NO,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=43686,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=272785,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=272785,,,2024-01-02 00:00:00,34,10,POINT (2.210675 61.1783694)
272813,32011216,,FIXED,GULLFAKS A-SPM 1,LOADING SYSTEM,REMOVED,OFFLOADING,ED50,61,11,29.22,N,2,9,28.15,E,1,31,6784565.06,454722.96,0,136,1986-12-21 00:00:00,30,,Y,GULLFAKS,43686,FIELD,Equinor Energy AS,,NO,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=43686,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=272813,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=272813,,,2024-01-02 00:00:00,34,10,POINT (2.1578194 61.19145)
272841,32011216,,FIXED,GULLFAKS A-SPM 2,LOADING SYSTEM,REMOVED,OFFLOADING,ED50,61,10,2.11,N,2,13,47.02,E,1,31,6781822.14,458557,0,136,1988-02-29 00:00:00,30,,Y,GULLFAKS,43686,FIELD,Equinor Energy AS,,NO,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=43686,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=272841,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=272841,,,2024-01-02 00:00:00,34,10,POINT (2.2297278 61.1672528)
272869,2410696,,FIXED,TOMMELITEN,MULTI WELL TEMPLATE,REMOVED,GAS PRODUCER,ED50,56,29,31.66,N,2,55,27.09,E,1,31,6260996.08,495332.03,0,72,1988-10-03 00:00:00,0,,N,TOMMELITEN GAMMA,43444,FIELD,ConocoPhillips Skandinavia AS,,NO,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=43444,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=272869,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=272869,,,2024-01-02 00:00:00,1,9,POINT (2.9241917 56.4921278)
272897,32011216,,FIXED,OSEBERG B,JACKET 8 LEGS,IN SERVICE,DRILLING,ED50,60,29,36.02,N,2,49,41.71,E,1,31,6706525.47,490562.86,59,108,1988-12-01 00:00:00,40,,Y,OSEBERG,43625,FIELD,Equinor Energy AS,,NO,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=43625,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=272897,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=272897,50,50,2024-01-02 00:00:00,30,9,POINT (2.8282528 60.4933389)
272925,32011216,,FIXED,30/9-B-49 H,SINGLE WELL TEMPLATE,SHUT DOWN,OIL PRODUCER,ED50,60,32,32.05,N,2,50,14.77,E,1,31,6711970.41,491080.91,0,102,1988-12-01 00:00:00,0,,N,OSEBERG,43625,FIELD,Equinor Energy AS,,NO,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=43625,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=272925,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=272925,0,0,2024-01-27 00:00:00,30,9,POINT (2.8374361 60.5422361)
272953,32011216,,FIXED,30/9-B-50 H OSEBERG B-50,SINGLE WELL TEMPLATE,IN SERVICE,OIL PRODUCER,ED50,60,32,28.37,N,2,48,23.6,E,1,31,6711861.14,489386.32,0,103,1988-12-01 00:00:00,0,,N,OSEBERG,43625,FIELD,Equinor Energy AS,,NO,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=43625,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=272953,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=272953,,,2024-01-02 00:00:00,30,9,POINT (2.8065556 60.5412139)
272981,32011216,,FIXED,TOGI,MULTI WELL TEMPLATE,REMOVED,GAS PRODUCER,ED50,60,34,27.3,N,3,39,27.1,E,1,31,6715705.28,536039.32,0,302,1991-01-22 00:00:00,18,,N,TROLL,46437,FIELD,Equinor Energy AS,,NO,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=46437,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=272981,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=272981,6,6,2024-01-02 00:00:00,31,5,POINT (3.6575278 60.57425)
273877,28222425,,FIXED,BRAE A,JACKET 8 LEGS,IN SERVICE,OIL PRODUCER - PROCESSING - QUARTER,ED50,58,41,32.94,N,1,16,55.02,E,1,31,6507235.79,400417.3,65.23,111.862,1983-07-12 00:00:00,0,,Y,ENOCH,3437659,FIELD,Repsol Sinopec North Sea Limited,,GB,United Kingdom,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=3437659,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=273877,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=273877,,,2024-01-02 00:00:00,16,7,POINT (1.28195 58.6924833)
273961,32011216,,FIXED,SNORRE UPA,MULTI WELL TEMPLATE,IN SERVICE,OIL PRODUCER,ED50,61,29,21.58,N,2,13,34.84,E,1,31,6817700.02,458800.02,0,335,1992-08-03 00:00:00,20,,N,SNORRE,43718,FIELD,Equinor Energy AS,,NO,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=43718,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=273961,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=273961,12,12,2024-01-02 00:00:00,34,7,POINT (2.2263444 61.4893278)
274185,2410696,,FIXED,36/22,JACKET 8 LEGS,REMOVED,,ED50,55,17,27.98,N,0,12,12.26,E,1,31,6130883.83,322419.56,0,73.2,1975-10-14 00:00:00,20,,Y,NORPIPE OLJELEDNING,124133,TUF,ConocoPhillips Skandinavia AS,,NO,Norway,,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=274185,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=274185,0,0,2024-01-02 00:00:00,36,22,POINT (0.2034056 55.2911056)
274213,2410696,,FIXED,37/4,JACKET 8 LEGS,REMOVED,,ED50,55,54,0.6,N,1,36,44,E,1,31,6195975.37,413223.24,0,85,1975-10-14 00:00:00,20,,Y,NORPIPE OLJELEDNING,124133,TUF,ConocoPhillips Skandinavia AS,,NO,Norway,,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=274213,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=274213,0,0,2024-01-02 00:00:00,37,4,POINT (1.6122222 55.9001667)
277237,1944954,,FIXED,H-7,JACKET 8 LEGS,REMOVED,BOOSTER - QUARTER,ED50,54,30,33.61,N,6,2,9.15,E,1,32,6044366.61,308100.99,0,41,1977-09-17 00:00:00,20,,Y,NORPIPE GASSLEDNING,124165,TUF,Gassco AS,,NO,Norway,,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=277237,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=277237,0,0,2024-01-02 00:00:00,H,7,POINT (6.035875 54.5093361)
277265,1944954,,FIXED,B-11,JACKET 8 LEGS,REMOVED,BOOSTER - QUARTER,ED50,55,27,44.33,N,4,33,5.93,E,1,31,6147468.31,598112.61,0,33,1977-09-17 00:00:00,20,,Y,NORPIPE GASSLEDNING,124165,TUF,Gassco AS,,NO,Norway,,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=277265,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=277265,0,0,2024-01-02 00:00:00,B,11,POINT (4.5516472 55.4623139)
277293,2410696,,FIXED,EKOFISK W,JACKET TRIPOD,REMOVED,WATER INJECTION,ED50,56,32,39.11,N,3,13,4.56,E,1,31,6266810.68,513401.06,50,72,1989-01-01 00:00:00,20,,Y,EKOFISK,43506,FIELD,ConocoPhillips Skandinavia AS,,NO,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=43506,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=277293,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=277293,8,8,2024-01-02 00:00:00,2,4,POINT (3.2179333 56.5441972)
277321,32011216,,FIXED,VESLEFRIKK A,JACKET 4 LEGS,SHUT DOWN,DRILLING,ED50,60,46,57.74,N,2,53,52.29,E,1,31,6738748.1,494437.61,56,174,1989-12-26 00:00:00,20,,Y,VESLEFRIKK,43618,FIELD,Equinor Energy AS,,NO,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=43618,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=277321,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=277321,24,24,2024-01-02 00:00:00,30,3,POINT (2.8978583 60.7827056)
277349,32011216,,FIXED,VESLEFRIKK B,SEMISUB STEEL,REMOVED,PROCESSING - QUARTER,ED50,60,46,53,N,2,53,55,E,1,31,6738601.38,494478.38,0,176,1989-12-26 00:00:00,26,,Y,VESLEFRIKK,43618,FIELD,Equinor Energy AS,,NO,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=43618,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=277349,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=277349,,,2024-01-02 00:00:00,30,3,POINT (2.8986111 60.7813889)
277377,2410696,,FIXED,EMBLA,JACKET 4 LEGS,IN SERVICE,ACCOMMODATION - OIL PRODUCER - PROCESSING - WELLHEAD,ED50,56,19,59.63,N,3,14,53.75,E,1,31,6243334.45,515350.92,0,70.2,1993-05-13 00:00:00,20,,Y,EMBLA,43534,FIELD,ConocoPhillips Skandinavia AS,,NO,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=43534,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=277377,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=277377,,,2024-01-02 00:00:00,2,7,POINT (3.2482639 56.3332306)
277405,34925006,,FIXED,BRAGE,JACKET 8 LEGS,IN SERVICE,DRILLING - PROCESSING - QUARTER,ED50,60,32,33.21,N,3,2,48.47,E,1,31,6711996.2,502567.51,62.6,136,1993-09-23 00:00:00,20,,Y,BRAGE,43651,FIELD,OKEA ASA,,NO,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=43651,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=277405,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=277405,40,40,2024-01-02 00:00:00,31,4,POINT (3.0467972 60.5425583)
277433,28544099,,FIXED,FRØY,JACKET 4 LEGS,REMOVED,WELLHEAD,ED50,59,44,3,N,2,33,28,E,1,31,6622043.67,475135.13,0,119,1995-05-11 00:00:00,20,,Y,FRØY,43597,FIELD,Aker BP ASA,,NO,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=43597,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=277433,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=277433,,,2024-01-02 00:00:00,25,5,POINT (2.5577778 59.7341667)
277461,,,FIXED,MIME,MULTI WELL TEMPLATE,REMOVED,OIL PRODUCER,ED50,57,7,12.51,N,2,29,10.56,E,1,31,6331018.86,468891.06,0,85,1990-10-01 00:00:00,0,,N,MIME,43792,FIELD,,,NO,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=43792,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=277461,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=277461,1,1,2024-01-02 00:00:00,7,11,POINT (2.4862667 57.1201417)
277489,32011216,,FIXED,OSEBERG ØST,JACKET 4 LEGS,IN SERVICE,DRILLING - PROCESSING - QUARTER,ED50,60,42,1.79,N,2,56,6.79,E,1,31,6729588.74,496463.17,64,157,1999-05-03 00:00:00,20,,Y,OSEBERG ØST,43639,FIELD,Equinor Energy AS,,NO,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=43639,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=277489,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=277489,15,15,2024-01-02 00:00:00,30,6,POINT (2.9352194 60.7004972)
277517,32011216,,FIXED,GULLFAKS SØR D,MULTI WELL TEMPLATE,IN SERVICE,OIL PRODUCER,ED50,61,7,26.55,N,2,14,39.45,E,1,31,6776999.86,459284.95,0,135,1998-10-08 00:00:00,20,,N,GULLFAKS SØR,43699,FIELD,Equinor Energy AS,,NO,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=43699,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=277517,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=277517,4,4,2024-01-02 00:00:00,34,10,POINT (2.2442917 61.1240417)
277545,32011216,,FIXED,SLEIPNER C,MULTI WELL TEMPLATE,IN SERVICE,GAS PRODUCER,ED50,58,26,8.86,N,1,55,46.83,E,1,31,6477875.72,437502.95,0,85,1993-09-11 00:00:00,20,,N,SLEIPNER ØST,43478,FIELD,Equinor Energy AS,,NO,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=43478,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=277545,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=277545,4,4,2024-01-02 00:00:00,15,9,POINT (1.929675 58.4357944)
277573,32011216,,FIXED,HULDRA,JACKET 4 LEGS,REMOVED,OIL PRODUCER - WELLHEAD,ED50,60,51,20.97,N,2,39,1.17,E,1,31,6746938.92,481000.99,0,125,2001-11-21 00:00:00,20,,Y,HULDRA,97002,FIELD,Equinor Energy AS,,NO,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=97002,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=277573,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=277573,,,2024-01-02 00:00:00,30,2,POINT (2.650325 60.855825)
