activity_nr,reporting_id,state_flag,estab_name,site_address,site_city,site_state,site_zip,owner_type,owner_code,adv_notice,safety_hlth,sic_code,naics_code,insp_type,insp_scope,why_no_insp,union_status,safety_manuf,safety_const,safety_marit,health_manuf,health_const,health_marit,migrant,mail_street,mail_city,mail_state,mail_zip,host_est_key,nr_in_estab,open_date,case_mod_date,close_conf_date,close_case_date,ld_dt
559682,0452110,,SUPERIOR OIL WELL CEMENTING,HWY 90 E,Glasgow,KY,42141,,0000,,S,1389,000000,H,A,,B,,,,,,,,,,,00000,,6,1984-03-01,,1984-03-01,1984-03-27,2011-10-14 16:38:47 EDT
559724,0452110,,GILCO WELL SERVICE INC,109 MURTLE ST,Glasgow,KY,42141,,0000,,S,1382,000000,H,A,,B,,,,,,,,,,,00000,,6,1984-03-01,,1984-03-01,1984-03-21,2011-10-14 16:38:47 EDT
616300,0316400,,ALFRED MOBILE ACRES,BURNING SPRINGS ANTICLINE WELL # KENNEY #991,BURNING SPRINGS,WV,26139,A,0000,N,S,1389,000000,A,A,,B,,,,,,,,"ROUTE #1, BOX 190",BRIDGEPORT,WV,26330,,3,1985-09-19,,1985-09-25,1985-12-03,2011-10-14 16:38:47 EDT
620542,0316400,,CNG DEVELOPMENT COMPANY,BURNING SPRINGS ANTICLINE WELL # KENNEY #991,BURNING SPRINGS,WV,26139,A,0000,N,S,1311,000000,G,A,,B,,,,,,,,"CROSSWIND CORPORATE PAR, ROUTE 2, BOX 698",BRIDGEPORT,WV,26330,,1,1985-09-19,,1985-09-26,1985-11-26,2011-10-14 16:38:47 EDT
622324,0316400,,LANG BROTHERS,FLAT RUN ROAD,MANNINGTON,WV,26582,A,0000,N,S,1389,000000,B,B,,B,X,,,,,,,FLAT RUN ROAD,MANNINGTON,WV,26582,,12,1986-01-09,,1986-01-09,1986-07-24,2011-10-14 16:38:47 EDT
640169,0830300,,"POOL WELL SERVICING COMPANY, INC.",20 MILES NORTH OF BELFIELD,BELFIELD,ND,58622,A,0000,Y,S,1381,000000,C,B,,B,,,,,,,,P. O. BOX 4157,WILLISTON,ND,58801,,60,1986-02-04,,1986-02-04,1986-07-14,2011-10-14 16:38:47 EDT
641142,0830300,,J W GIBSON WELL SERVICE CO,16 MI NORTH 1 1/2 MI EAST OF,BELFIELD,ND,58622,A,0000,N,H,1381,000000,C,B,,B,,,,,,,,PO BOX 666,DICKINSON,ND,58601,,10,1985-09-03,,1985-09-03,1985-10-21,2011-10-14 16:38:47 EDT
641613,0830300,,NOBLE DRILLING,5 MILES EAST OF TOWN,TRENTON,ND,58853,A,0000,Y,S,1381,000000,A,B,,B,X,,,,,,,1924 S UTICA,TULSA,OK,74104,,20,1985-06-28,,1985-06-28,1985-10-21,2011-10-14 16:38:47 EDT
644518,0830100,,BALCRON OIL COMPANY,"NE1/4, SEC.16,T27N,R4W",CONRAD,MT,59425,A,0000,N,H,1311,000000,A,B,,B,,,,X,,,,BOX 1383,CONRAD,MT,59425,,4,1985-06-12,,1985-06-13,1986-09-22,2011-10-14 16:38:47 EDT
645739,0830300,,POOL WELL SERVICING CO,35 MILES S W OF,ALEXANDRIA,ND,58831,A,0000,Y,S,1381,000000,A,B,,B,,,,,,,,BOX 4157,WILLISTON,ND,58802,,4,1985-05-08,,1985-05-08,1985-06-19,2011-10-14 16:38:47 EDT
646174,0830500,,"PRAIRIE GOLD WELL SERVICE, INC.",8994 OGALLALA RD.,LONGMONT,CO,80501,A,0000,N,S,1389,000000,C,B,,B,,,,,,,,P.O. BOX 70,BRIGHTON,CO,80601,,11,1985-09-04,,1985-09-13,1985-10-17,2011-10-14 16:38:47 EDT
646588,0830100,,CARDINAL DRILLING CO.,"NO. L FRANK 12-29 NW SW SEC.29,TN.7N,R43E",ROSEBUD,MT,59347,A,0000,Y,S,1381,000000,A,B,,B,X,,,,,,,"2812 1ST AVE. NORTH, SUITE 424",BILLINGS,MT,59101,,18,1985-10-08,,1985-10-08,1985-11-19,2011-10-14 16:38:47 EDT
646760,0830100,,CARDINAL DRILLING CO.,"NO. L FRANK 12-29 NW SW SEC.29,TN.7N,R43E",ROSEBUD,MT,59347,A,0000,N,S,1381,000000,F,B,,B,X,,,,,,,"2812 1ST AVE. NORTH, SUITE 424",BILLINGS,MT,59101,,18,1985-11-26,,1985-11-26,1985-11-26,2011-10-14 16:38:47 EDT
648006,0830300,,AMERADA HESS - TIOGA GAS PLANT,TIOGA GAS PLANT,TIOGA,ND,58852,A,0000,N,S,1311,000000,C,B,,N,X,,,,,,,P.O. BOX 459,TIOGA,ND,58852,,54,1989-01-11,,1989-04-04,1989-04-06,2011-10-14 16:38:47 EDT
648758,0830500,,HUCK ASSOCIATES INC,MANILLA RD.,WATKINS,CO,80137,A,0000,N,S,1389,000000,G,B,,B,,,,,,,,P.O.BOX 278,BRIGHTON,CO,80601,,3,1985-12-12,,1986-01-06,1987-06-30,2011-10-14 16:38:47 EDT
671776,0317000,,"PITTSBURGH PIPE CLEANER COMPANY, INC.",92 LACRUE AVENUE,CONCORDVILLE,PA,19331,A,0000,N,S,1389,000000,B,B,,B,X,,,,,,,P.O. BOX 207,CONCORDVILLE,PA,19331,,16,1987-08-24,,1987-08-24,1987-11-05,2011-10-14 16:38:47 EDT
675017,0830100,,TEXAS INTERNATIONAL OIL CO INC,1.5 MI SE,SIDNEY,MT,59270,A,0000,Y,H,1311,000000,B,B,,B,,,,,,,,P O BOX 1508,SIDNEY,MT,59270,,3,1985-03-06,,1985-03-06,1985-07-01,2011-10-14 16:38:47 EDT
678979,0830100,,M S R DRILLING INC,PERKINS 3-5,PENDROY,MT,59467,A,0000,N,S,1381,000000,B,B,,B,X,,,,,,,C B M BUILDING BOX 1995,CUT BANK,MT,59427,,12,1984-09-10,2016-06-03,1984-09-10,1984-10-12,2016-06-30 01:10:52 EDT
679357,0830100,,BURRIS DRILLING CO,WILDER NO 1 NE SW SEC 31 T31N R44E,LUSTRE,MT,59225,A,0000,Y,S,1381,000000,A,A,,B,X,,,,,,,PO BOX 3890,CASPER,WY,82601,,18,1985-04-09,,1985-04-10,1985-05-24,2011-10-14 16:38:47 EDT
681221,0625400,,BLOCKER DRILLING CO RIG 25,APPELT H C EXPLORATION CO WELL 4A 5 MILES NE,LA GRANGE,TX,78945,A,0000,N,S,1381,000000,H,A,,B,,,,,,,,PO BOX 4488,HOUSTON,TX,77210,,22,1984-11-14,2016-06-03,1984-11-14,1986-10-01,2016-06-30 01:10:52 EDT
681726,0625400,,BANDERA DRILLING CO RIG 6,BOOK 7 5 MI EAST,WALL,TX,76957,A,0000,N,S,1381,000000,H,D,E,B,,,,,,,,809 T & P LANE,ABILENE,TX,79602,,13,1984-11-27,,1984-11-29,1984-11-29,2011-10-14 16:38:47 EDT
681809,0625400,,D B DRILLING CO RIG 22,5 MILES EAST OFF I H 10,SONORA,TX,76950,A,0000,Y,S,1381,000000,A,B,,B,,,,,,,,100 CHESTNUT ST,ABILINE,TX,79602,,17,1984-10-15,,1984-10-15,1984-10-15,2011-10-14 16:38:47 EDT
682757,0625400,,RIO GRANDE DRILLING CO RIG 8,BILLIE EHLERT LEASE #7 12 MILES NE OF CALDWELL NEA,CALDWELL,TX,77208,A,0000,Y,S,1381,000000,A,B,,B,,,,,,,,2200 TOWER LIFE BLDG SUITE 310,SAN ANTONIO,TX,78235,,14,1984-09-18,,1984-10-11,1984-10-11,2011-10-14 16:38:47 EDT
683094,0625400,,STERLING DRILLING CO RIG 10,JENSEN 2 15 MILES NE,GIDDINGS,TX,78942,A,0000,N,S,1381,000000,H,A,,B,,,,,,,,700 N ST MARYS SUITE 1990,SAN ANTONIO,TX,78205,,13,1984-07-12,,1984-07-12,1984-07-12,2011-10-14 16:38:47 EDT
684704,0626300,,SUN EXPLORATION AND PRODUCTION CO,TWO LINCOLN CENTRE 5420 LBJ FREEWAY,DALLAS,TX,75221,A,0000,N,H,1382,000000,B,B,,B,,,,,,,,PO BOX 2880 5420 LBJ FRWY,DALLAS,TX,75221,,150,1984-06-22,,1984-06-22,1984-06-22,2011-10-14 16:38:47 EDT
687095,0626300,,UNKNOWN,HWY 183 & I-20,CISCO,TX,76437,A,0000,N,S,1382,000000,H,D,C,,,,,,,,,,,,00000,,,1984-11-07,,1984-11-07,1984-11-07,2011-10-14 16:38:47 EDT
687715,0627400,,G C O DRILLING COMPANY,RIG 3 15 MILES SE OF,LAMESA,TX,79331,A,0000,N,S,1381,000000,A,A,,B,,,,,,,,PO BOX 3134,ABILENE,TX,79604,,13,1985-03-26,,1985-03-26,1985-04-01,2011-10-14 16:38:47 EDT
687863,0627400,,"QUAKER PETROLEUM CHEMICALS, INC.",ONE MILE EAST OF,GOLD SMITH,TX,79764,A,0000,N,S,1389,000000,A,B,,B,,,,,,,,15301 W. UNIVERSITY,ODESSA,TX,79767,,5,1986-04-01,,1986-04-03,1986-09-23,2011-10-14 16:38:47 EDT
689380,0830300,,MOBIL OIL CORPORATION,3 MILES SW OF ALEXANDER,ALEXANDER,ND,58831,A,0000,N,S,1311,000000,H,B,,B,X,,,,,,,"ROUTE 1, BOX 1C",ALEXANDER,ND,58831,,25,1986-08-21,,1986-08-21,1986-08-26,2011-10-14 16:38:47 EDT
689398,0830300,,"NORTHWEST WELL SERVICING, INC.",3 MILES SW OF ALEXANDER,ALEXANDER,ND,58831,A,0000,N,S,1381,000000,H,B,,B,X,,,,,,,BOX 432,SYDNEY,MT,59270,,3,1986-08-21,,1986-08-21,1986-10-30,2011-10-14 16:38:47 EDT
689406,0830300,,CHEVRON OIL COMPANY,12 MILES N OF ALEXANDER,ALEXANDER,ND,58831,A,0000,N,S,1311,000000,H,B,,B,X,,,,,,,BOX 1856,WILLISTON,ND,58801,,25,1986-08-20,,1986-08-20,1986-08-26,2011-10-14 16:38:47 EDT
689414,0830300,,POOL WELL SERVICING,12 MILES N OF ALEXANDER,ALEXANDER,ND,58831,A,0000,N,S,1381,000000,H,B,,B,X,,,,,,,P.O. BOX 4157,WILLISTON,ND,58802,,3,1986-08-20,,1986-08-20,1986-10-08,2011-10-14 16:38:47 EDT
693465,0625400,,R C CHAPMAN DRILLING CO RIG 203,MALHMAN 1 OFF HWY 77.8 MILES NORTH,LA GRANGE,TX,78945,A,0000,Y,S,1381,000000,A,B,,B,,,,,,,,PO BOX 41089,HOUSTON,TX,77241,,17,1984-11-14,,1984-11-14,1988-09-30,2011-10-14 16:38:47 EDT
695080,0625700,,SERV RIGS INC,BARGE RIG 167 BLACK LAKE,HACKBERRY,LA,70645,A,0000,Y,S,1381,000000,A,B,,B,,,,,,,,206 MALCOLM ST,LAKE CHARLES,LA,70601,,5,1985-06-05,2016-06-03,1985-06-06,1986-09-30,2016-06-30 01:10:52 EDT
713271,0627100,,RELIANCE WELL SERVICE,"HWY. 19, 9 MILES SOUTH",MAGNOLIA,AR,71753,A,0000,N,S,1389,000000,A,B,,B,,,,,,,,P. O. BOX 611,MAGNOLIA,AR,71753,,55,1986-07-02,,1986-07-08,1986-11-10,2011-10-14 16:38:47 EDT
723353,0316400,,PETRO SERVICES INC.,LAUREL FORK NEAR POND GAP,POND GAP,WV,25160,A,0000,Y,S,1389,000000,G,A,,B,,,,,,,,POST OFFICE BOX 9,SPENCER,WV,25276,,20,1987-01-16,,1987-02-20,1987-03-02,2011-10-14 16:38:47 EDT
723361,0316400,,"FWA DRILLING COMPANY, INC.",LAUREL FORK,POND GAP,WV,25160,A,0000,Y,S,1311,000000,G,B,,B,,X,,,,,,P. O. BOX 419,WICHITA FALLS,TX,76307,,65,1987-01-14,,1987-02-20,1987-03-02,2011-10-14 16:38:47 EDT
724385,0316400,,NOWSCO WELL SERVICE,837 PHILIPPI PIKE,ANMOORE,WV,26301,A,0000,N,S,1389,000000,B,B,,B,,,,,,,,3000 OLD AIRPORT ROAD,WOOSTER,OH,44691,,50,1987-10-19,,1987-10-19,1987-11-18,2011-10-14 16:38:47 EDT
728055,0627400,,PALMER WELL SERVICE INC,3 MI SOUTHEAST OF,POST,TX,79356,A,0000,N,S,1389,000000,H,A,,B,,,,,,,,PO BOX E,POST,TX,79356,,4,1985-01-28,,1985-01-28,1985-02-07,2011-10-14 16:38:47 EDT
728717,0627400,,SHARP DRILLING COMPANY,5 MILES SOUTH OF,STANTON,TX,79782,A,0000,Y,S,1381,000000,A,B,,B,,,,,,,,PO BOX 1271,MIDLAND,TX,79702,,4,1984-09-11,,1984-09-11,1984-10-25,2011-10-14 16:38:47 EDT
728931,0627400,,TAHOE DRILLING CO,7 MILES EAST OF CR 1150 NORTH EAST OF,MIDLAND,TX,79703,A,0000,N,S,1381,000000,A,B,,B,,,,,,,,4402 WEST INDUSTRIAL,MIDLAND,TX,79703,,13,1984-12-11,,1984-12-13,1985-04-15,2011-10-14 16:38:47 EDT
729244,0627400,,F W A DRILLING CO INC,WEST ON 30TH ST,SNYDER,TX,79549,A,0000,N,S,1381,000000,H,D,E,B,,,,,,,,PO BOX 1966,MIDLAND,TX,79701,,14,1985-01-30,,1985-02-06,1985-05-21,2011-10-14 16:38:47 EDT
729525,0627700,,HUGHES DRILLING CO INC RIG 6,6 MILES SOUTH WEST OF,TONKAWA,OK,74653,A,0000,N,S,1381,000000,H,A,,B,,,,,,,,PO BOX 6001,ENID,OK,73702,,340,1985-01-17,,1985-01-17,1985-03-11,2011-10-14 16:38:47 EDT
729533,0627700,,BMW EXPLORATION INC RIG 1,5 MILES SW,TONKAWA,OK,74653,A,0000,N,S,1381,000000,H,A,,B,,,,,,,,PO BOX 865,NOBLE,OK,73068,,85,1985-01-17,,1985-01-30,1985-09-12,2011-10-14 16:38:47 EDT
730614,0627700,,CREEK COUNTY WELL SERVICE,5 1/2 MI EAST OF HWY 16 1/4 MI SOUTH,SHAMROCK,OK,74068,A,0000,N,S,1389,000000,B,B,,B,,,,,,,,P O BOX 711,DRUMRIGHT,OK,74030,,4,1985-03-14,,1985-04-18,1985-05-13,2011-10-14 16:38:47 EDT
731331,0627700,,KARCHMER PIPE & SUPPLY CO,936 WEST SHERIDAN AV,OKLAHOMA CITY,OK,73101,A,0000,N,S,1389,000000,A,B,,B,,,,,,,,PO BOX 1416,OKLAHOMA CITY,OK,73101,,7,1984-11-29,,1985-01-08,1985-03-12,2011-10-14 16:38:47 EDT
741025,0317500,,DULANEY OIL PRODUCERS COMPANY,GOVER WELL,GARRISON,PA,15352,A,0000,N,S,1311,000000,A,A,,B,,,,,,,,"RD #1, BOX 80A",ALEPPO,PA,15310,,2,1988-04-21,,1988-04-29,1988-05-18,2011-10-14 16:38:47 EDT
741223,0317500,,DULANEY OIL PRODUCERS COMPANY,GOVER WELL,GARRISON,PA,15352,A,0000,N,S,1311,000000,F,A,,B,,,,,,,,"RD #1, BOX 80A",ALEPPO,PA,15310,,2,1988-05-24,,1988-05-24,1988-05-26,2011-10-14 16:38:47 EDT
742940,0317500,,DELTA DRILLING CO.,RD #1,RURAL VALLEY,PA,16249,A,0000,N,S,1381,000000,G,B,,B,,,,,,,,P. O. BOX 469,INDIANA,PA,15701,,4,1988-03-18,,1988-03-18,1988-04-18,2011-10-14 16:38:47 EDT
742957,0317500,,CNG DEVELOPMENT COMPANY,R. D. 1 BOX 15,RURAL VALLEY,PA,16249,A,0000,N,S,1311,000000,B,B,,B,,,,,,,,303 AIRPORT PROFESSIONAL CENTER,INDIANA,PA,15701,,10,1988-03-18,,1988-03-18,1988-04-29,2011-10-14 16:38:47 EDT
780395,0627700,,EARNEST INC,2 MI N & 2 MI W ON MASON RD,LAST CHANCE,OK,74859,A,0000,N,S,1389,000000,A,B,,B,,,,,,,,BOX 1216,OKMULGEE,OK,74447,,70,1985-04-18,,1985-04-18,1985-09-19,2011-10-14 16:38:47 EDT
781526,0626300,,CORSICANA FIELD FUND,GARVIN SUBSTATION,CORSICANA,TX,75110,A,0000,N,S,1389,000000,A,B,,B,,,,,,,,P O BOX 1598,CORSICANA,TX,75110,,24,1985-03-04,2016-06-03,1985-03-13,1986-10-01,2016-06-30 01:10:52 EDT
781864,0626300,,CORNELISON CONSTRUCTION CO,2 MI SO OF BOWIE TX,BOWIE,TX,76230,A,0000,Y,S,1389,000000,A,B,,B,,,,,,,,RT 4 BOX 31,BOWIE,TX,76230,,5,1985-03-15,,1985-03-15,1985-03-15,2011-10-14 16:38:47 EDT
785493,0317530,,"RAMCO DRILLING, INC.",BUSH ROAD,EAST BRANCH,PA,16407,A,0000,N,S,1381,000000,C,B,,B,,,,,,,,111 WEST 2ND STREET,JAMESTOWN,NY,14701,,5,1989-02-14,,1989-03-03,1989-06-13,2011-10-14 16:38:47 EDT
787846,0336000,,S.W. JACK DRILLING COMPANY,T-619 VOORHEES ROAD,CHERRYTREE TOWNSHIP,PA,16344,A,0000,N,S,1381,000000,C,A,,B,,,,,,,,P.O. BOX 697,INDIANA,PA,15701,,8,1989-05-18,,1989-06-07,1989-09-27,2011-10-14 16:38:47 EDT
790238,0317530,,SCHRADER LOGGING & OIL FIELD,RT 666 E,ENDEAVOR,PA,16322,A,0000,N,S,1389,000000,B,B,,B,X,,,,,,,BOX 518,ENDEAVOR,PA,16322,,12,1985-03-06,,1985-03-06,1985-04-18,2011-10-14 16:38:47 EDT
791897,0317530,,JAMES DRILLING CORPORATION,RUNDLETOWN ROAD,CONNEAUTVILLE,PA,16436,A,0000,N,S,1381,000000,C,A,,B,,,,,,,,436 NEWPORT ROAD,BLAIRSVILLE,PA,15717,,32,1985-07-22,,1985-08-16,1985-11-18,2011-10-14 16:38:47 EDT
823849,0317500,,PENNZOIL PRODUCTS COMPANY,ROUTE 227 CHERRY RUN RD.,ROUSEVILLE,PA,16344,A,0000,N,S,1311,000000,B,B,,A,,,,,,,,P. O. BOX 808,OIL CITY,PA,16301,,55,1987-01-27,,1987-01-27,1987-02-26,2011-10-14 16:38:47 EDT
840017,0625400,,WYANT OILFIELD SERVICE INC RIG 101,ALTA ENERGY MORGAN JOOST UNIT 1 WELL,PLUM,TX,78952,A,0000,N,S,1389,000000,H,A,,B,,,,,,,,PO BOX 119,LA GRANGE,TX,78945,,4,1985-01-10,2016-06-03,1985-01-11,1986-09-30,2016-06-30 01:10:52 EDT
840884,0626000,,TEXACO INC,2 MI WEST COUNTY RD 54 & 34B,ODEM,TX,78370,A,0000,N,S,1311,000000,C,B,,A,X,,,,,,,P O BOX 1365,SINTON,TX,78387,,18,1985-02-19,,1985-02-20,1985-10-28,2011-10-14 16:38:47 EDT
841189,0627700,,MUSTANG TRANSPORT COMPANY,BOX 487 LUTHER DEAN SUPERINTENDENT,OKARCLE,OK,73762,A,0000,N,H,1389,000000,B,B,,B,,,,,,,,,,,00000,,33,1984-10-10,,1984-10-15,1984-11-29,2011-10-14 16:38:47 EDT
842542,0627700,,GILBERT PIPE RECONDITIONING CO,1020 S SANTA FE,OKLAHOMA CITY,OK,73147,A,0000,N,S,1389,000000,I,B,,B,,,,,,,,P O BOX 75038,OKLAHOMA CITY,OK,73147,,2,1984-11-21,,1984-11-21,1985-03-11,2011-10-14 16:38:47 EDT
842799,0627700,,DANNYS CASING CREWS INC,I 35 SOUTH OF,NORMAN,OK,73104,A,0000,N,S,1389,000000,A,B,,B,,,,,,,,PO BOX 30279,MIDWEST CITY,OK,73140,,4,1984-12-12,,1984-12-12,1985-01-15,2011-10-14 16:38:47 EDT
843888,0627700,,PENGO INDUSTRIES INC,4 MIW 1 MIN 2/10 MI E OF HWY 66 & 33 JCT,SAPULPA,OK,74066,A,0000,N,S,1389,000000,A,B,,B,,,,,,,,PO BOX 1434,CUSHING,OK,74023,,14,1984-06-26,,1984-06-26,1984-07-06,2011-10-14 16:38:47 EDT
844241,0627700,,BONRAY DRILLING CORPORATION,3 1/2 MI NORTH 3 MILES EAST 1/4 NORTH,CALUMET,OK,73014,A,0000,N,S,1381,000000,A,B,,B,,,,,,,,ROUTE 4 BOX 340,OKLAHOMA CITY,OK,73121,,13,1984-10-10,,1984-10-11,1984-10-11,2011-10-14 16:38:47 EDT
844845,0627700,,BILL JACKSON RIG COMPANY INC,1501 S MERRITT,ELK CITY,OK,73644,A,0000,N,H,1389,000000,B,B,,B,,,,X,,,,PO BOX 1936,ELK CITY,OK,73664,,34,1984-09-06,,1984-09-07,1984-10-15,2011-10-14 16:38:47 EDT
845214,0627700,,NICHOLS CASING CREWS INC,2701 HAINDL DR,OK CITY,OK,73109,A,0000,N,S,1389,000000,A,B,,B,,,,,,,,PO BX 95269,OK CITY,OK,73143,,10,1984-07-12,,1984-07-13,1984-07-31,2011-10-14 16:38:47 EDT
845255,0627700,,GSM DRILLING CO,2.7 MILES NORTH .8 MILES EAST OF CITY,CALUMET,OK,73014,A,0000,N,S,1381,000000,B,D,E,B,X,,,,,,,PIONEER PLAZA II,AMARILLO,TX,79101,,20,1984-08-02,,1984-08-02,1984-08-17,2011-10-14 16:38:47 EDT
848192,0627400,,GRACE TRG DRILLING CORP,10 MILES NW OF,MCCOMEY,TX,79752,A,0000,N,S,1381,000000,H,A,,B,,,,,,,,PO BOX 4919,ODESSA,TX,79760,,13,1985-10-02,,1985-10-10,1986-01-13,2011-10-14 16:38:47 EDT
848218,0627400,,CIMARRON RIG INC,RIG 1 A-BELL CONACO HWY 1053,IMPERIAL,TX,79743,A,0000,N,S,1381,000000,H,A,,B,,,,,,,,4222 WENDOVER SUITE 201,ODESSA,TX,79762,,13,1985-10-02,,1985-10-02,1985-10-02,2011-10-14 16:38:47 EDT
848226,0627400,,FRONTIER PETROLEUM SERVICES INC,RIG 137 HWY 1053 18 MI NORTH OF,IMPERIAL,TX,79743,A,0000,N,S,1389,000000,H,A,,B,,,,,,,,111 N GASTON,CRANE,TX,79731,,6,1985-10-03,,1985-10-03,1985-10-03,2011-10-14 16:38:47 EDT
848234,0627400,,LOFFLAND BROTHERS COMPANY,RIG 19 WELL 17 STATE OF TEXAS E HWY 1029,WICKETT,TX,79788,A,0000,N,S,1381,000000,H,A,,B,,,,,,,,PO BOX 647,NEW BRAUNFELS,TX,78130,,14,1985-10-03,,1985-10-03,1985-10-03,2011-10-14 16:38:47 EDT
850057,0627100,,TRANS CONTINENTAL DRILLING COMPANY INC,SEC 29 TOWNSHIP 195 RANGE 24W I P C 29-7,BRADLEY,AR,71826,A,0000,N,S,1381,000000,A,B,,B,,,,,,,,P O BOX 688,MAGNOLIA,AR,71753,,12,1984-08-07,,1984-08-08,1985-10-10,2011-10-14 16:38:47 EDT
850321,0627100,,CHARTER DRILLING CO,HIGH FILL COAL HILL EXIT I-40 AT HWY 164,COAL HILL,AR,72832,A,0000,N,S,1381,000000,B,B,,B,,,,,,,,P O BOX 6291 SOUTH STATION,FT SMITH,AR,72906,,13,1984-11-15,,1984-11-15,1985-01-11,2011-10-14 16:38:47 EDT
851535,0627700,,DIAMOND T DRILLING,504 E 5TH,HENNESSEY,OK,73742,A,0000,N,H,1389,000000,H,D,F,,,,,X,,,,,,,00000,,,1985-01-29,,1985-01-29,1985-02-04,2011-10-14 16:38:47 EDT
851774,0627700,,UNIT DRILLING AND EXPLORATION CO,1 MI EAST 3/4 MI S OF HWY 33,STRONG CITY,OK,73665,A,0000,N,S,1381,000000,A,B,,B,,,,,,,,PO BOX 70250,TULSA,OK,74170,,17,1985-04-25,,1985-04-25,1985-10-02,2011-10-14 16:38:47 EDT
851808,0627700,,GEARHART INDUSTRIES INC,3 MI NORTH HWY 8,WATONGA,OK,73772,A,0000,N,S,1389,000000,A,B,,B,,,,,,,,PO BOX 1416,CLINTON,OK,73601,,20,1985-04-23,,1985-05-08,1985-05-13,2011-10-14 16:38:47 EDT
851907,0627700,,PRIDE OILWELL SERVICE OF OKLAHOMA INC,10 MI WEST OF ELK CITY OK ON HWY 6 3 MILS SOUTH A,EILNO,OK,73038,A,0000,N,S,1389,000000,A,B,,B,,,,,,,,815 SE 27TH,EL RENO,OK,73036,,22,1985-02-20,,1985-02-22,1985-03-13,2011-10-14 16:38:47 EDT
879429,0317500,,FAIRMAN DRILLING COMPANY,ROUTE 286 BETWEEN SALTSBURG PA AND INDIANA,Indiana,PA,15701,A,0000,Y,S,1381,000000,B,D,A,B,,,,,,,,BOX 288,DUBOIS,PA,15801,,,1985-03-21,,1985-03-21,1985-03-25,2011-10-14 16:38:47 EDT
887521,0317530,,PECORA ENTERPRISES,ALLEGHENY UNIT E C & R J POWELL TRACT,HALLTON,PA,15842,A,0000,N,S,1311,000000,B,B,,B,,,,,,,,PO BOX 174,BRADFORD,PA,16701,,6,1984-11-19,,1984-11-29,1985-07-31,2011-10-14 16:38:47 EDT
887604,0317530,,L K DRILLING CORP INC,EAST HIGH SCHOOL,ERIE,PA,16503,A,0000,N,H,1381,000000,C,B,,B,,,,,,,,PO BOX 74,LEWIS RUN,PA,16738,,54,1984-09-14,,1984-09-25,1985-01-25,2011-10-14 16:38:47 EDT
888990,0626000,,ARCO OIL & GAS COMPANY,HIGHWAY 83 & LOOP 374,PENITAS,TX,78576,A,0000,N,S,1311,000000,G,B,,B,X,,,,,,,PO BOX 189,PENITAS,TX,78576,,6,1984-12-11,,1984-12-11,1984-12-14,2011-10-14 16:38:47 EDT
889071,0625400,,WELENCO INC RIG 4,HECI BERTIE 1 WELL,CISTERN,TX,78941,A,0000,N,S,1389,000000,H,A,,B,,,,,,,,PO BOX 268,LA GRANGE,TX,78945,,4,1985-01-09,2016-06-03,1985-01-09,1986-10-01,2016-06-30 01:10:52 EDT
889089,0625400,,SHAMROCK SERVICE COMPANY,HECI BERTIE 1 WELL,CISTERN,TX,78941,A,0000,N,S,1389,000000,H,A,,B,,,,,,,,PO BOX 482,SMITHVILLE,TX,78957,,1,1985-01-09,,1985-01-09,1985-01-14,2011-10-14 16:38:47 EDT
889097,0625400,,H & K OILFIELD SERVICES INC RIG 4,CORDELL K F J UNIT 1 WELL,CISTERN,TX,78941,A,0000,N,S,1389,000000,H,A,,B,,,,,,,,5407 NORTH 1 H 35 SUITE 400,AUSTIN,TX,78723,,5,1985-01-09,2016-06-03,1985-01-09,1986-10-01,2016-06-30 01:10:52 EDT
890384,0626000,,G D JAMES LEASE SERVICE INC,DEMERY LANE & FM 1069,ARANSAS PASS,TX,78336,A,0000,N,H,1389,000000,B,B,,B,,,,,,,,P O BOX 1018,ARANSAS PASS,TX,78336,,13,1984-12-03,,1984-12-03,1985-01-09,2011-10-14 16:38:47 EDT
890665,0626000,,WILLIAMS DRILLING COMPANY OF SOUTH TEXAS RIG NO 4,ALLEY RANCH,MIRANDO CITY,TX,78369,A,0000,Y,S,1381,000000,B,A,,B,,,,,,,,PO BOX 3050,ALICE,TX,78332,,20,1984-12-04,,1984-12-04,1984-12-10,2011-10-14 16:38:47 EDT
890673,0626000,,MORAN BROS INC RIG NO 67,VILLARVEAL RANCH E 1,MIRANDO CITY,TX,78369,A,0000,N,S,1381,000000,H,A,,B,,,,,,,,PO BOX 4502,HOUSTON,TX,77210,,22,1984-12-05,,1984-12-05,1985-01-08,2011-10-14 16:38:47 EDT
890681,0626000,,SWACO A DIVISION OF DRESSER INDUSTRY,VILLARREAL RANCH E1,MIRANDO CITY,TX,78369,A,0000,N,S,1389,000000,H,A,,B,,,,,,,,RT 1 BOX 70 B,LAREDO,TX,78043,,1,1984-12-05,,1984-12-05,1985-08-21,2011-10-14 16:38:47 EDT
890707,0626000,,SONAT SOUTHLAND DRILLING INC RIG 1,EXXON JFB HEARD LEASE 10 MI NORTH ON HWY 77 OF,REFUGLO,TX,78379,A,0000,Y,S,1381,000000,A,B,,B,,,,,,,,PO BOX 2059,VICTORIA,TX,77903,,5,1985-03-06,,1985-03-06,1985-03-21,2011-10-14 16:38:47 EDT
