RIG_NAME,RIG_TYPE,RIG_STATUS,OWNER,OPERATOR,IMO_NUMBER,FLAG_STATE,WATER_DEPTH_RATING_FT,DRILLING_DEPTH_RATING_FT,MAX_WATER_DEPTH_FT,LOA_M,BEAM_M,DISPLACEMENT_TONNES,MOONPOOL_DIAMETER_M,DP_CLASS,YEAR_BUILT,WELLS_DRILLED_COUNT,LAST_WAR_DATE,FIRST_WAR_DATE,LAST_AREA_CODE,LAST_BLOCK_NUMBER,DATA_SOURCE,IS_OFFSHORE,VESSEL_NAME,VESSEL_CATEGORY,RIG_DESIGN,DATA_SOURCE_URL,HULL_FORM_TYPE,HULL_LIBRARY_REF,DRAFT_M,DIMENSION_CONFIDENCE,DEPTH_M,MOONPOOL_LENGTH_M,MOONPOOL_WIDTH_M,VARIABLE_DECK_LOAD_ST,HOOKLOAD_RATING_KIPS,SETBACK_CAPACITY_KIPS,LEG_LENGTH_FT,CANTILEVER_REACH_FT,SPUD_CAN_DIAMETER_FT
ADIATIC IV,jack_up,,,,,,,,,70.0,76.0,16000.0,,,,2.0,2/7/2002,1/13/2002,MP,,bsee_war,True,ADIATIC IV,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
ADIRATIC III,jack_up,,,,,,,,,70.0,76.0,16000.0,,,,1.0,4/7/2003,4/1/2003,GI,,bsee_war,True,ADIRATIC III,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
ADRIATIC,jack_up,,,,,,,,,70.0,76.0,16000.0,,,,2.0,4/21/2000,10/30/2000,EI,,bsee_war,True,ADRIATIC,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
ADRIATIC 11,jack_up,,,,,,,,,70.0,76.0,16000.0,,,,1.0,7/3/2000,3/14/2000,WC,,bsee_war,True,ADRIATIC 11,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
ADRIATIC 111,jack_up,,,,,,,,,70.0,76.0,16000.0,,,,1.0,7/6/2001,5/26/2001,SS,,bsee_war,True,ADRIATIC 111,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
ADRIATIC II,jack_up,,,,,,,,300.0,70.0,76.0,16000.0,,,,47.0,9/8/2003,1/1/2002,WC,,bsee_war,True,ADRIATIC II,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
ADRIATIC III,jack_up,,,,,,,,315.0,70.0,76.0,16000.0,,,,21.0,9/7/2000,1/1/2006,SS,,bsee_war,True,ADRIATIC III,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
ADRIATIC IV,jack_up,,,,,,,,68.0,70.0,76.0,16000.0,,,,27.0,9/8/2002,1/20/2003,SM,,bsee_war,True,ADRIATIC IV,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
ADRIATIC IX,jack_up,,,,,,,,,70.0,76.0,16000.0,,,,15.0,9/24/2000,1/13/2001,SP,,bsee_war,True,ADRIATIC IX,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
ADRIATIC X,jack_up,,,,,,,,230.0,70.0,76.0,16000.0,,,,10.0,9/28/2003,10/13/2003,VR,,bsee_war,True,ADRIATIC X,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
AL BREAUX,jack_up,,,,,,,,,70.0,76.0,16000.0,,,,1.0,2/5/2001,1/30/2001,SS,,bsee_war,True,AL BREAUX,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
ALABAMA,jack_up,,,,,,,,,70.0,76.0,16000.0,,,,1.0,9/4/1998,10/31/1998,EC,,bsee_war,True,ALABAMA,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
ALASKA,jack_up,,,,,,,,,70.0,76.0,16000.0,,,,7.0,9/4/1998,1/10/1998,PN,,bsee_war,True,ALASKA,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
AMBERJACK/EL,wireline_unit,,,,,,,,,,,,,,,1.0,12/4/2001,11/21/2001,SS,,bsee_war,True,AMBERJACK/EL,drilling_rig,,,,,,,,,,,,,,,
AMERICAN CONSTITUTION,support_vessel,,,,,,,,,,,,,,,2.0,6/7/1999,5/25/1999,MP,,bsee_war,True,AMERICAN CONSTITUTION,drilling_rig,,,,,,,,,,,,,,,
AMERICAN CONSTITUTION D. BOAT,support_vessel,,,,,,,,538.0,,,,,,,1.0,10/20/2003,10/14/2003,EC,,bsee_war,True,AMERICAN CONSTITUTION D. BOAT,drilling_rig,,,,,,,,,,,,,,,
AMERICAN CONSTITUTION DIVE BOA,support_vessel,,,,,,,,288.0,,,,,,,2.0,2/23/2004,11/11/2003,WD,,bsee_war,True,AMERICAN CONSTITUTION DIVE BOA,drilling_rig,,,,,,,,,,,,,,,
T.O. AMIRANTE,jack_up,,,,,,,,,70.0,76.0,16000.0,,,,25.0,9/9/2006 11:59:00 PM,1/10/2010 12:01:00 AM,GB,,bsee_war,True,T.O. AMIRANTE,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
AMOS RUNNER,jack_up,,,,,,,,5257.0,70.0,76.0,16000.0,,,,36.0,9/8/2003,1/11/2002,EI,,bsee_war,True,AMOS RUNNER,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
ANCHORAGE,jack_up,,,,,,,,,70.0,76.0,16000.0,,,,1.0,7/6/1998,5/27/1998,MP,,bsee_war,True,ANCHORAGE,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
APPLIED SNUBBING TECH #103,snubbing_unit,,,,,,,,,,,,,,,1.0,2/27/1999,2/23/1999,WD,,bsee_war,True,APPLIED SNUBBING TECH #103,drilling_rig,,,,,,,,,,,,,,,
ARAPAHOE (LIFT BOAT),lift_boat,,,,,,,,35.0,70.0,76.0,16000.0,,,,1.0,6/5/2004,5/29/2004,EC,,bsee_war,True,ARAPAHOE (LIFT BOAT),drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
ARCH ROWAN,jack_up,,,,,,,,210.0,70.0,76.0,16000.0,,,,21.0,9/7/2003,1/13/2003,EI,,bsee_war,True,ARCH ROWAN,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
ARCH ROWAN 37,jack_up,,,,,,,,100.0,70.0,76.0,16000.0,,,,2.0,7/3/2004,5/16/2004,SS,,bsee_war,True,ARCH ROWAN 37,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
ARCTIC 1,jack_up,,,,,,,,1494.0,70.0,76.0,16000.0,,,,5.0,6/2/2002,12/7/1999,GC,,bsee_war,True,ARCTIC 1,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
ARCTIC I,jack_up,,,,,,,,,70.0,76.0,16000.0,,,,2.0,9/6/1999,1/14/2002,MC,,bsee_war,True,ARCTIC I,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
ARCTOC 1,jack_up,,,,,,,,,70.0,76.0,16000.0,,,,1.0,12/20/1999,12/14/1999,GB,,bsee_war,True,ARCTOC 1,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
ARIES RAM XI L.BOAT/FALCON PHO,lift_boat,,,,,,,,,70.0,76.0,16000.0,,,,1.0,4/12/2000,3/18/2000,HI,,bsee_war,True,ARIES RAM XI L.BOAT/FALCON PHO,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
ARRIATIC IV,jack_up,,,,,,,,,70.0,76.0,16000.0,,,,1.0,1/5/2003,1/13/2003,VR,,bsee_war,True,ARRIATIC IV,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
ARRIATIC IVV,jack_up,,,,,,,,,70.0,76.0,16000.0,,,,1.0,12/8/2002,12/16/2002,VR,,bsee_war,True,ARRIATIC IVV,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
ARTIC 1,jack_up,,,,,,,,,70.0,76.0,16000.0,,,,1.0,6/9/2002,6/10/2002,GB,,bsee_war,True,ARTIC 1,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
ARTIC I,jack_up,,,,,,,,2370.0,70.0,76.0,16000.0,,,,2.0,8/3/2003,3/3/1999,MC,,bsee_war,True,ARTIC I,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
AST SNUBBING UNIT #104,snubbing_unit,,,,,,,,,,,,,,,1.0,1/3/1999,1/12/1999,ST,,bsee_war,True,AST SNUBBING UNIT #104,drilling_rig,,,,,,,,,,,,,,,
ATTWOOD HUNTER,jack_up,,,,,,,,,70.0,76.0,16000.0,,,,13.0,9/6/1998,1/10/2000,GC,,bsee_war,True,ATTWOOD HUNTER,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
ATTWOOD OCEANIC RICHMOND,semi_submersible,,,,,,,,,104.0,78.0,45000.0,,,,1.0,3/6/2000,1/11/2000,EI,,bsee_war,True,ATTWOOD OCEANIC RICHMOND,drilling_rig,,,semi_sub,semi_sub_100m,21.0,generic,,,,,,,,,
ATTWOOD OCEANICKS RICHMOND,semi_submersible,,,,,,,,,104.0,78.0,45000.0,,,,1.0,4/5/2000,10/12/1999,EI,,bsee_war,True,ATTWOOD OCEANICKS RICHMOND,drilling_rig,,,semi_sub,semi_sub_100m,21.0,generic,,,,,,,,,
"ATTWOOD OCEANICS ""RICHMOND""",semi_submersible,,,,,,,,,104.0,78.0,45000.0,,,,1.0,12/6/1999,11/22/1999,EI,,bsee_war,True,"ATTWOOD OCEANICS ""RICHMOND""",drilling_rig,,,semi_sub,semi_sub_100m,21.0,generic,,,,,,,,,
ATTWOOD RICHMOND,jack_up,,,,,,,,,70.0,76.0,16000.0,,,,6.0,9/3/1998,1/2/1998,WC,,bsee_war,True,ATTWOOD RICHMOND,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
ATWOOD ADVANTAGE,semi_submersible,,,,,,,,,104.0,78.0,45000.0,,,,11.0,9/6/2015,1/10/2016 12:01:00 AM,GC,,bsee_war,True,ATWOOD ADVANTAGE,drilling_rig,,,semi_sub,semi_sub_100m,21.0,generic,,,,,,,,,
ATWOOD CONDOR,semi_submersible,,,,,,,,,104.0,78.0,45000.0,,,,27.0,9/6/2014 11:59:00 PM,1/1/2017 12:01:00 AM,MC,,bsee_war,True,ATWOOD CONDOR,drilling_rig,,,semi_sub,semi_sub_100m,21.0,generic,,,,,,,,,
ATWOOD HUNTER,semi_submersible,,,,,,5000.0,25000.0,5000.0,88.39,75.19,,,,1981.0,7.0,7/8/2001,1/1/2001,GC,,bsee_war,True,ATWOOD HUNTER,drilling_rig,,,semi_sub,semi_sub_90m,,,,,,,,,,,
ATWOOD RICHMOND,semi_submersible,,,,,,,,50.0,104.0,78.0,45000.0,,,,58.0,9/9/2006 11:59:00 PM,1/1/2006 12:01:00 AM,EI,,bsee_war,True,ATWOOD RICHMOND,drilling_rig,,,semi_sub,semi_sub_100m,21.0,generic,,,,,,,,,
ATWOOD RICHMONG,semi_submersible,,,,,,,,12.0,104.0,78.0,45000.0,,,,1.0,9/4/2004,8/1/2004,EI,,bsee_war,True,ATWOOD RICHMONG,drilling_rig,,,semi_sub,semi_sub_100m,21.0,generic,,,,,,,,,
ATWOODRICHMOND,semi_submersible,,,,,,,,17.0,104.0,78.0,45000.0,,,,1.0,3/27/2004,3/21/2004,VR,,bsee_war,True,ATWOODRICHMOND,drilling_rig,,,semi_sub,semi_sub_100m,21.0,generic,,,,,,,,,
AUGER,platform_rig,,,,,,,,,,,,,,,26.0,9/8/2007 11:59:00 PM,1/10/2010 12:01:00 AM,GB,,bsee_war,True,AUGER,drilling_rig,,,,,,,,,,,,,,,
AUGER TLP,platform_rig,,,,,,,,,,,,,,,19.0,9/9/2002,1/10/2000,GB,,bsee_war,True,AUGER TLP,drilling_rig,,,,,,,,,,,,,,,
B/A,unknown,,,,,,,,,,,,,,,1.0,5/26/2002,5/13/2002,HI,,bsee_war,True,B/A,drilling_rig,,,,,,,,,,,,,,,
BAKER ATLAS WIRELINE,wireline_unit,,,,,,,,,,,,,,,1.0,12/22/2001,11/15/2001,SS,,bsee_war,True,BAKER ATLAS WIRELINE,drilling_rig,,,,,,,,,,,,,,,
BALTIC 1,jack_up,,,,,,,,,70.0,76.0,16000.0,,,,5.0,9/27/1999,10/12/1999,VR,,bsee_war,True,BALTIC 1,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
BALTIC I,jack_up,,,,,,,,,70.0,76.0,16000.0,,,,3.0,9/28/2000,10/31/2000,HI,,bsee_war,True,BALTIC I,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
BARGE DIAMOND DISCOVERY,inland_barge,,,,,,,,173.0,90.0,27.0,12000.0,,,,1.0,7/8/2006,4/16/2006,VR,,bsee_war,True,BARGE DIAMOND DISCOVERY,drilling_rig,,,barge,barge_90m,5.0,generic,,,,,,,,,
BELFORD DOLPHIN,drillship,,,,,,10000.0,37000.0,10000.0,204.83,39.93,,,,2000.0,8.0,9/6/2008 11:59:00 PM,1/11/2009 12:01:00 AM,GC,,bsee_war,True,BELFORD DOLPHIN,drilling_rig,,,drillship,drillship_200m,,,,,,,,,,,
BILL JENNINGS,jack_up,,,,,,,,210.0,70.0,76.0,16000.0,,,,41.0,9/5/1999,1/10/2000,WD,,bsee_war,True,BILL JENNINGS,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
BLAKE 1006,jack_up,,,,,,,,,70.0,76.0,16000.0,,,,5.0,9/3/2011 11:59:00 PM,1/1/2012 12:01:00 AM,ST,,bsee_war,True,BLAKE 1006,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
BLAKE 1007,jack_up,,,,,,,,,70.0,76.0,16000.0,,,,30.0,9/7/2013 11:59:00 PM,1/11/2015 12:01:00 AM,EB,,bsee_war,True,BLAKE 1007,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
BLAKE 101,jack_up,,,,,,,,84.0,70.0,76.0,16000.0,,,,32.0,9/6/2008 11:59:00 PM,1/1/2006 12:01:00 AM,WC,,bsee_war,True,BLAKE 101,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
BLAKE 14,jack_up,,,,,,,,,70.0,76.0,16000.0,,,,52.0,9/7/2013 11:59:00 PM,1/1/2012 12:01:00 AM,MC,,bsee_war,True,BLAKE 14,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
BLAKE 1501,jack_up,,,,,,,,,70.0,76.0,16000.0,,,,6.0,9/5/2009 11:59:00 PM,10/11/2009 12:01:00 AM,VR,,bsee_war,True,BLAKE 1501,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
BLAKE 1501E,jack_up,,,,,,,,,70.0,76.0,16000.0,,,,1.0,9/6/2008 11:59:00 PM,10/12/2008 12:01:00 AM,VR,,bsee_war,True,BLAKE 1501E,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
BLAKE 1502,jack_up,,,,,,,,,70.0,76.0,16000.0,,,,10.0,9/5/2009 11:59:00 PM,1/10/2010 12:01:00 AM,SP,,bsee_war,True,BLAKE 1502,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
BLAKE 1505,jack_up,,,,,,,,,70.0,76.0,16000.0,,,,32.0,9/8/2012 11:59:00 PM,1/1/2012 12:01:00 AM,MC,,bsee_war,True,BLAKE 1505,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
BLAKE 151,jack_up,,,,,,,,,70.0,76.0,16000.0,,,,15.0,9/8/2007 11:59:00 PM,1/11/2009 12:01:00 AM,WD,,bsee_war,True,BLAKE 151,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
BLAKE 202,jack_up,,,,,,,,95.0,70.0,76.0,16000.0,,,,8.0,9/8/2007 11:59:00 PM,1/13/2008 12:01:00 AM,EC,,bsee_war,True,BLAKE 202,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
BLAKE 210,jack_up,,,,,,,,,70.0,76.0,16000.0,,,,41.0,9/8/2012 11:59:00 PM,1/1/2012 12:01:00 AM,EI,,bsee_war,True,BLAKE 210,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
BLAKE 303,jack_up,,,,,,,,,70.0,76.0,16000.0,,,,27.0,9/9/2006 11:59:00 PM,1/11/2009 12:01:00 AM,EI,,bsee_war,True,BLAKE 303,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
BLAKE 651,jack_up,,,,,,,,,70.0,76.0,16000.0,,,,46.0,9/7/2019 11:59:00 PM,1/1/2022,MP,,bsee_war,True,BLAKE 651,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
BLAKE INTERNATIONAL,jack_up,,,,,,,,,70.0,76.0,16000.0,,,,5.0,9/6/2008 11:59:00 PM,1/4/2009 12:01:00 AM,EI,,bsee_war,True,BLAKE INTERNATIONAL,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
BOAT,unknown,,,,,,,,,,,,,,,1.0,12/8/2003,11/11/2003,EI,,bsee_war,True,BOAT,drilling_rig,,,,,,,,,,,,,,,
BOB PALMER,jack_up,,,,,,,,131.0,70.0,76.0,16000.0,,,,2.0,12/7/2003,1/12/2004,ST,,bsee_war,True,BOB PALMER,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
BOOKER 1005,jack_up,,,,,,,,,70.0,76.0,16000.0,,,,4.0,7/3/1998,2/28/1998,GC,,bsee_war,True,BOOKER 1005,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
BOOKER 651,jack_up,,,,,,,,,70.0,76.0,16000.0,,,,6.0,7/16/1998,1/10/1998,SS,,bsee_war,True,BOOKER 651,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
BOOKER 653,jack_up,,,,,,,,,70.0,76.0,16000.0,,,,12.0,9/25/1998,1/16/1999,SP,,bsee_war,True,BOOKER 653,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
BORGNY DOLPHIN,semi_submersible,,,,,,,,,104.0,78.0,45000.0,,,,6.0,9/9/2000,10/20/1999,GB,,bsee_war,True,BORGNY DOLPHIN,drilling_rig,,,semi_sub,semi_sub_100m,21.0,generic,,,,,,,,,
BRAID LINE/CTU/EL,wireline_unit,,,,,,,,56.0,,,,,,,2.0,2/7/2004,10/18/2003,WD,,bsee_war,True,BRAID LINE/CTU/EL,drilling_rig,,,,,,,,,,,,,,,
BRAIDED LN/EL/CTU/SL,wireline_unit,,,,,,,,56.0,,,,,,,1.0,12/26/2003,10/18/2003,WD,,bsee_war,True,BRAIDED LN/EL/CTU/SL,drilling_rig,,,,,,,,,,,,,,,
C.E. THORNTON,jack_up,,,,,,300.0,,,66.4,61.3,16000.0,,,1974.0,3.0,5/7/2001,1/16/2001,HI,,bsee_war,True,C.E. THORNTON,drilling_rig,,,jackup,jackup_70m,5.5,measured,7.9,,,,,,410.0,45.0,
C. KIRK RHEIN,jack_up,,,,,,,,,70.0,76.0,16000.0,,,,6.0,9/8/2000,1/15/2001,MC,,bsee_war,True,C. KIRK RHEIN,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
"C.KIRK RHEIN, JR.",jack_up,,,,,,,,,70.0,76.0,16000.0,,,,3.0,9/24/2001,1/11/2000,EB,,bsee_war,True,"C.KIRK RHEIN, JR.",drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
C.R.LUIGS,jack_up,,,,,,,,4238.0,70.0,76.0,16000.0,,,,1.0,3/8/2004,1/13/2004,GC,,bsee_war,True,C.R.LUIGS,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
C/T,coil_tubing_unit,,,,,,,,215.0,,,,,,,3.0,6/10/2004,4/11/2004,SM,,bsee_war,True,C/T,drilling_rig,,,,,,,,,,,,,,,
"C. KIRK REHEIN, JR",jack_up,,,,,,,,,70.0,76.0,16000.0,,,,1.0,9/24/2001,10/2/2001,GB,,bsee_war,True,"C. KIRK REHEIN, JR",drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
C.R. LUGIS,jack_up,,,,,,,,4340.0,70.0,76.0,16000.0,,,,3.0,8/1/2004,1/19/2002,GC,,bsee_war,True,C.R. LUGIS,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
C.R. LUIGIS,jack_up,,,,,,,,,70.0,76.0,16000.0,,,,1.0,6/6/2002,4/23/2002,WR,,bsee_war,True,C.R. LUIGIS,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
CAJUN EXPRESS,semi_submersible,,,,,,8500.0,35000.0,8500.0,106.38,68.88,,,,2000.0,34.0,9/9/2006 11:59:00 PM,1/1/2006 12:01:00 AM,MC,,bsee_war,True,CAJUN EXPRESS,drilling_rig,,,semi_sub,semi_sub_110m,,,,,,,,,,,
CAL-DIVE Q-4000,support_vessel,,,,,,,,,,,,,,,100.0,9/8/2018 11:59:00 PM,1/1/2017 12:01:00 AM,WR,,bsee_war,True,CAL-DIVE Q-4000,drilling_rig,,,,,,,,,,,,,,,
CAL-DIVE UNCLE JOHN,support_vessel,,,,,,,,,,,,,,,24.0,8/3/2013 11:59:00 PM,1/12/2015,VK,,bsee_war,True,CAL-DIVE UNCLE JOHN,drilling_rig,,,,,,,,,,,,,,,
CALDIVE Q-4000,support_vessel,,,,,,,,560.0,,,,,,,1.0,11/24/2005,11/22/2005,MC,,bsee_war,True,CALDIVE Q-4000,drilling_rig,,,,,,,,,,,,,,,
CALDIVE Q-4000 (SS),support_vessel,,,,,,,,1531.0,,,,,,,4.0,5/6/2006,3/27/2006,MC,,bsee_war,True,CALDIVE Q-4000 (SS),drilling_rig,,,,,,,,,,,,,,,
CALDIVE Q4000,semi_submersible,,,,,,,,1460.0,104.0,78.0,45000.0,,,,1.0,12/19/2004,12/13/2004,VK,,bsee_war,True,CALDIVE Q4000,drilling_rig,,,semi_sub,semi_sub_100m,21.0,generic,,,,,,,,,
CALDIVE'S Q4000 DP,semi_submersible,,,,,,,,680.0,104.0,78.0,45000.0,,,,1.0,12/26/2004,12/22/2004,GB,,bsee_war,True,CALDIVE'S Q4000 DP,drilling_rig,,,semi_sub,semi_sub_100m,21.0,generic,,,,,,,,,
CARDINAL SERVICES - PJ JONES,unknown,,,,,,,,,,,,,,,1.0,8/3/1998,7/29/1998,WC,,bsee_war,True,CARDINAL SERVICES - PJ JONES,drilling_rig,,,,,,,,,,,,,,,
CARL NORBERG,jack_up,,,,,,,,60.0,70.0,76.0,16000.0,,,,23.0,9/7/2001,1/10/2000,WD,,bsee_war,True,CARL NORBERG,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
CARL NORBERT,jack_up,,,,,,,,,70.0,76.0,16000.0,,,,4.0,8/3/2000,1/10/2000,MI,,bsee_war,True,CARL NORBERT,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
CARL NORGERB,jack_up,,,,,,,,,70.0,76.0,16000.0,,,,1.0,8/9/1999,12/13/1999,WD,,bsee_war,True,CARL NORGERB,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
CDCILE PROVINE,jack_up,,,,,,,,,70.0,76.0,16000.0,,,,1.0,8/4/2002,1/22/2001,WC,,bsee_war,True,CDCILE PROVINE,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
CDI Q-4000,support_vessel,,,,,,,,,,,,,,,1.0,7/8/2002,7/5/2002,ST,,bsee_war,True,CDI Q-4000,drilling_rig,,,,,,,,,,,,,,,
CEAN KING,semi_submersible,,,,,,,,,104.0,78.0,45000.0,,,,1.0,9/29/2003,10/14/2003,EI,,bsee_war,True,CEAN KING,drilling_rig,,,semi_sub,semi_sub_100m,21.0,generic,,,,,,,,,
CECIL PRIVINE,jack_up,,,,,,,,,70.0,76.0,16000.0,,,,1.0,4/8/2001,2/26/2001,WC,,bsee_war,True,CECIL PRIVINE,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
CECIL PROVINE,jack_up,,,,,,,,66.0,70.0,76.0,16000.0,,,,17.0,9/8/2002,1/13/2003,VR,,bsee_war,True,CECIL PROVINE,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
CECILE PROVINE,jack_up,,,,,,,,81.0,70.0,76.0,16000.0,,,,1.0,5/8/2004,1/20/2003,SM,,bsee_war,True,CECILE PROVINE,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
CELTIC SEA,jack_up,,,,,,,,4852.0,70.0,76.0,16000.0,,,,28.0,9/5/2003,1/14/2001,MC,,bsee_war,True,CELTIC SEA,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
CHALLENGER MINERALS INC,unknown,,,,,,,,,,,,,,,1.0,2/27/2000,2/14/2000,MP,,bsee_war,True,CHALLENGER MINERALS INC,drilling_rig,,,,,,,,,,,,,,,
CHARLES COPELAND,jack_up,,,,,,,,,70.0,76.0,16000.0,,,,1.0,7/8/2001,5/14/2001,MP,,bsee_war,True,CHARLES COPELAND,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
CHARLES ROWAN\,jack_up,,,,,,,,,70.0,76.0,16000.0,,,,1.0,12/4/2000,1/10/2001,ST,,bsee_war,True,CHARLES ROWAN\,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
CHERYL DANIELS,lift_boat,,,,,,,,,70.0,76.0,16000.0,,,,2.0,8/27/2000,5/18/1999,ST,,bsee_war,True,CHERYL DANIELS,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
CHHILES TONALA,jack_up,,,,,,,,,70.0,76.0,16000.0,,,,1.0,5/4/2001,4/21/2001,MP,,bsee_war,True,CHHILES TONALA,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
"CHILES ""FALRIG 20""",jack_up,,,,,,,,,70.0,76.0,16000.0,,,,1.0,8/7/2000,7/18/2000,EC,,bsee_war,True,"CHILES ""FALRIG 20""",drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
CHILES TONALA,jack_up,,,,,,,,,70.0,76.0,16000.0,,,,21.0,7/6/2001,1/13/2001,MP,,bsee_war,True,CHILES TONALA,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
CHILES COLUMBIS,jack_up,,,,,,,,,70.0,76.0,16000.0,,,,1.0,12/5/1999,11/15/1999,HI,,bsee_war,True,CHILES COLUMBIS,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
CHILES COLUMBUS,jack_up,,,,,,,,,70.0,76.0,16000.0,,,,21.0,9/9/2002,1/1/2001,HI,,bsee_war,True,CHILES COLUMBUS,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
CHILES MAGELIAN,jack_up,,,,,,,,,70.0,76.0,16000.0,,,,1.0,8/5/2002,5/21/2002,ST,,bsee_war,True,CHILES MAGELIAN,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
CHILES MAGELLAN,jack_up,,,,,,,,,70.0,76.0,16000.0,,,,16.0,9/4/2000,1/1/2002,HI,,bsee_war,True,CHILES MAGELLAN,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
CHILES OFFSHORE TONALA,jack_up,,,,,,,,,70.0,76.0,16000.0,,,,2.0,4/6/2001,2/17/2001,MP,,bsee_war,True,CHILES OFFSHORE TONALA,drilling_rig,,,jackup,jackup_70m,5.5,generic,,,,,,,,,
