﻿OccNo,OccID,VesselID,VesselName,XrfOccVesselLsApplianceID,LsApplianceID,LsApplianceDisplayEng,LsApplianceDisplayFre,UsedEnum,UsedEnumDisplayEng,UsedEnumDisplayFre,ApprovedEnum,ApprovedEnumDisplayEng,ApprovedEnumDisplayFre
"M24A0033",51819,12567,"CAPE CORDELL",2657,7,"Lifejacket","Gilet de sauvetage",31,"Yes","Oui",,,
"M24A0033",51819,12567,"CAPE CORDELL",2657,7,"Lifejacket","Gilet de sauvetage",31,"Yes","Oui",,,
"M24A0033",51819,12567,"CAPE CORDELL",2658,6,"Immersion suit","Combinaison d'immersion",32,"No","Non",,,
"M24A0033",51819,12567,"CAPE CORDELL",2658,6,"Immersion suit","Combinaison d'immersion",32,"No","Non",,,
"M24A0033",51819,12567,"CAPE CORDELL",2658,6,"Immersion suit","Combinaison d'immersion",32,"No","Non",,,
"M24A0018",51784,30688,"JALEMA C.",2649,5,"EPIRB","Radiobalise de localisation des sinistres (EPIRB/RLS)",32,"No","Non",,,
"M24A0018",51784,30688,"JALEMA C.",2649,5,"EPIRB","Radiobalise de localisation des sinistres (EPIRB/RLS)",32,"No","Non",,,
"M24A0018",51784,30688,"JALEMA C.",2650,10,"Liferaft","Radeau de sauvetage",32,"No","Non",,,
"M24A0018",51784,30688,"JALEMA C.",2650,10,"Liferaft","Radeau de sauvetage",32,"No","Non",,,
"M24A0010",51758,30615,"MAGGIE CHANTAL",2640,10,"Liferaft","Radeau de sauvetage",31,"Yes","Oui",,,
"M24A0010",51758,30615,"MAGGIE CHANTAL",2644,6,"Immersion suit","Combinaison d'immersion",32,"No","Non",31,"Yes","Oui"
"M24A0010",51758,30615,"MAGGIE CHANTAL",2646,7,"Lifejacket","Gilet de sauvetage",32,"No","Non",33,"Unknown","Inconnue"
"M24A0010",51758,30615,"MAGGIE CHANTAL",2648,5,"EPIRB","Radiobalise de localisation des sinistres (EPIRB/RLS)",32,"No","Non",,,
"M24A0001",51731,28269,"AMANDA BRITTANY (THE)",2639,10,"Liferaft","Radeau de sauvetage",31,"Yes","Oui",,,
"M24A0001",51731,28269,"AMANDA BRITTANY (THE)",2639,10,"Liferaft","Radeau de sauvetage",31,"Yes","Oui",,,
"M24A0001",51731,28269,"AMANDA BRITTANY (THE)",2641,5,"EPIRB","Radiobalise de localisation des sinistres (EPIRB/RLS)",,,,,,
"M24A0001",51731,28269,"AMANDA BRITTANY (THE)",2641,5,"EPIRB","Radiobalise de localisation des sinistres (EPIRB/RLS)",,,,,,
"M24A0001",51731,28269,"AMANDA BRITTANY (THE)",2642,2,"Pyrotechnic distress signal","Signal de détresse pyrothecnique",32,"No","Non",,,
"M24A0001",51731,28269,"AMANDA BRITTANY (THE)",2642,2,"Pyrotechnic distress signal","Signal de détresse pyrothecnique",32,"No","Non",,,
"M24A0001",51731,28269,"AMANDA BRITTANY (THE)",2643,7,"Lifejacket","Gilet de sauvetage",32,"No","Non",,,
"M24A0001",51731,28269,"AMANDA BRITTANY (THE)",2643,7,"Lifejacket","Gilet de sauvetage",32,"No","Non",,,
"M23A0331",51609,30606,"DAVID & DAD",2632,5,"EPIRB","Radiobalise de localisation des sinistres (EPIRB/RLS)",32,"No","Non",,,
"M23A0331",51609,30606,"DAVID & DAD",2632,5,"EPIRB","Radiobalise de localisation des sinistres (EPIRB/RLS)",32,"No","Non",,,
"M23A0331",51609,30606,"DAVID & DAD",2633,7,"Lifejacket","Gilet de sauvetage",31,"Yes","Oui",,,
"M23A0331",51609,30606,"DAVID & DAD",2633,7,"Lifejacket","Gilet de sauvetage",31,"Yes","Oui",,,
"M23C0305",51558,30351,"SIVUMUT",2631,9,"Rescue boat","Vedette de sauvetage",31,"Yes","Oui",,,
"M23C0305",51558,30351,"SIVUMUT",2631,9,"Rescue boat","Vedette de sauvetage",31,"Yes","Oui",,,
"M23C0305",51558,30351,"SIVUMUT",2631,9,"Rescue boat","Vedette de sauvetage",31,"Yes","Oui",,,
"M23A0318",51545,30574,"SEAFARER I",2628,11,"Lifebuoy","Bouée de sauvetage",31,"Yes","Oui",,,
"M23A0318",51545,30574,"SEAFARER I",2629,17,"Reboarding Device","Reboarding Device",31,"Yes","Oui",,,
"M23A0268",51361,29243,"C28401NL (CHERYL-DIANE)",2624,6,"Immersion suit","Combinaison d'immersion",,,,,,
"M23A0268",51361,29243,"C28401NL (CHERYL-DIANE)",2624,6,"Immersion suit","Combinaison d'immersion",,,,,,
"M23A0268",51361,29243,"C28401NL (CHERYL-DIANE)",2625,8,"Lifeboat","Embarcation/canot de sauvetage",,,,,,
"M23A0268",51361,29243,"C28401NL (CHERYL-DIANE)",2625,8,"Lifeboat","Embarcation/canot de sauvetage",,,,,,
"M23A0268",51361,29243,"C28401NL (CHERYL-DIANE)",2626,2,"Pyrotechnic distress signal","Signal de détresse pyrothecnique",,,,,,
"M23A0268",51361,29243,"C28401NL (CHERYL-DIANE)",2626,2,"Pyrotechnic distress signal","Signal de détresse pyrothecnique",,,,,,
"M23A0268",51361,29243,"C28401NL (CHERYL-DIANE)",2627,14,"Other","Autre",,,,,,
"M23A0268",51361,29243,"C28401NL (CHERYL-DIANE)",2627,14,"Other","Autre",,,,,,
"M23C0166",51157,27050,"SARAH PIERRE",2623,14,"Other","Autre",,,,,,
"M23C0166",51157,27050,"SARAH PIERRE",2623,14,"Other","Autre",,,,,,
"M23C0166",51157,27050,"SARAH PIERRE",2623,14,"Other","Autre",,,,,,
"M23C0166",51157,27050,"SARAH PIERRE",2623,14,"Other","Autre",,,,,,
"M23C0166",51157,27050,"SARAH PIERRE",2623,14,"Other","Autre",,,,,,
"M23C0166",51157,27050,"SARAH PIERRE",2623,14,"Other","Autre",,,,,,
"M23C0166",51157,27050,"SARAH PIERRE",2623,14,"Other","Autre",,,,,,
"M23C0166",51157,27050,"SARAH PIERRE",2623,14,"Other","Autre",,,,,,
"M23A0204",51144,29122,"JOHN CABOT",2622,14,"Other","Autre",,,,,,
"M23A0204",51144,29122,"JOHN CABOT",2622,14,"Other","Autre",,,,,,
"M23C0143",51095,29934,"SVANOY",2638,9,"Rescue boat","Vedette de sauvetage",,,,,,
"M23A0063",50789,29107,"WHITE SHARK",2617,5,"EPIRB","Radiobalise de localisation des sinistres (EPIRB/RLS)",,,,,,
"M23A0063",50789,29107,"WHITE SHARK",2618,10,"Liferaft","Radeau de sauvetage",,,,,,
"M23A0063",50789,29107,"WHITE SHARK",2619,6,"Immersion suit","Combinaison d'immersion",,,,,,
"M23A0001",50594,24250,"NITA DARLENE",2613,2,"Pyrotechnic distress signal","Signal de détresse pyrothecnique",,,,,,
"M23A0001",50594,24250,"NITA DARLENE",2614,6,"Immersion suit","Combinaison d'immersion",,,,,,
"M23A0001",50594,24250,"NITA DARLENE",2615,7,"Lifejacket","Gilet de sauvetage",,,,,,
"M23A0001",50594,24250,"NITA DARLENE",2616,10,"Liferaft","Radeau de sauvetage",,,,,,
"M22A0424",50584,30109,"SALTWATER SALVATION",2610,10,"Liferaft","Radeau de sauvetage",,,,,,
"M22A0424",50584,30109,"SALTWATER SALVATION",2611,6,"Immersion suit","Combinaison d'immersion",,,,,,
"M22A0424",50584,30109,"SALTWATER SALVATION",2612,2,"Pyrotechnic distress signal","Signal de détresse pyrothecnique",,,,,,
"M22A0418",50563,23586,"HEADED FOR TURF",2606,2,"Pyrotechnic distress signal","Signal de détresse pyrothecnique",,,,,,
"M22A0418",50563,23586,"HEADED FOR TURF",2607,6,"Immersion suit","Combinaison d'immersion",,,,,,
"M22A0418",50563,23586,"HEADED FOR TURF",2608,7,"Lifejacket","Gilet de sauvetage",,,,,,
"M22A0418",50563,23586,"HEADED FOR TURF",2609,10,"Liferaft","Radeau de sauvetage",,,,,,
"M22A0414",50548,26953,"NINE ANGELS 04",2602,6,"Immersion suit","Combinaison d'immersion",,,,,,
"M22A0414",50548,26953,"NINE ANGELS 04",2603,7,"Lifejacket","Gilet de sauvetage",,,,,,
"M22A0414",50548,26953,"NINE ANGELS 04",2604,5,"EPIRB","Radiobalise de localisation des sinistres (EPIRB/RLS)",,,,,,
"M22A0414",50548,26953,"NINE ANGELS 04",2605,2,"Pyrotechnic distress signal","Signal de détresse pyrothecnique",,,,,,
"M22A0412",50544,30094,"HIT N MISS I",2600,6,"Immersion suit","Combinaison d'immersion",,,,,,
"M22A0412",50544,30094,"HIT N MISS I",2601,10,"Liferaft","Radeau de sauvetage",,,,,,
"M22A0411",50541,26955,"KOBE & BROTHERS",2598,6,"Immersion suit","Combinaison d'immersion",,,,,,
"M22A0411",50541,26955,"KOBE & BROTHERS",2599,10,"Liferaft","Radeau de sauvetage",,,,,,
"M22A0410",50538,30093,"CAPE ROSS",2595,10,"Liferaft","Radeau de sauvetage",,,,,,
"M22A0410",50538,30093,"CAPE ROSS",2596,6,"Immersion suit","Combinaison d'immersion",,,,,,
"M22A0410",50538,30093,"CAPE ROSS",2597,7,"Lifejacket","Gilet de sauvetage",,,,,,
"M22A0408",50535,24782,"MISS EMILY",2594,6,"Immersion suit","Combinaison d'immersion",,,,,,
"M22A0407",50534,18563,"OCEAN PREDATOR I",2589,6,"Immersion suit","Combinaison d'immersion",,,,,,
"M22A0407",50534,18563,"OCEAN PREDATOR I",2591,10,"Liferaft","Radeau de sauvetage",,,,,,
"M22A0407",50534,18563,"OCEAN PREDATOR I",2592,7,"Lifejacket","Gilet de sauvetage",,,,,,
"M22A0407",50534,18563,"OCEAN PREDATOR I",2588,2,"Pyrotechnic distress signal","Signal de détresse pyrothecnique",,,,,,
"M22A0406",50533,22582,"KATRINA & KAYLA",2584,2,"Pyrotechnic distress signal","Signal de détresse pyrothecnique",,,,,,
"M22A0406",50533,22582,"KATRINA & KAYLA",2585,6,"Immersion suit","Combinaison d'immersion",,,,,,
"M22A0406",50533,22582,"KATRINA & KAYLA",2586,7,"Lifejacket","Gilet de sauvetage",,,,,,
"M22A0406",50533,22582,"KATRINA & KAYLA",2587,10,"Liferaft","Radeau de sauvetage",,,,,,
"M22A0405",50532,22222,"SEAMAN'S TOY I",2582,7,"Lifejacket","Gilet de sauvetage",,,,,,
"M22A0405",50532,22222,"SEAMAN'S TOY I",2583,10,"Liferaft","Radeau de sauvetage",,,,,,
"M22A0405",50532,22222,"SEAMAN'S TOY I",2580,2,"Pyrotechnic distress signal","Signal de détresse pyrothecnique",,,,,,
"M22A0405",50532,22222,"SEAMAN'S TOY I",2581,6,"Immersion suit","Combinaison d'immersion",,,,,,
"M22A0401",50525,28284,"MINNOW II",2578,6,"Immersion suit","Combinaison d'immersion",,,,,,
"M22A0401",50525,28284,"MINNOW II",2579,10,"Liferaft","Radeau de sauvetage",,,,,,
"M22A0398",50522,30081,"DOROTHY JOY II",2570,10,"Liferaft","Radeau de sauvetage",,,,,,
"M22A0398",50522,30081,"DOROTHY JOY II",2572,6,"Immersion suit","Combinaison d'immersion",,,,,,
"M22A0395",50512,30080,"SPLASHIN' POTS",2566,5,"EPIRB","Radiobalise de localisation des sinistres (EPIRB/RLS)",,,,,,
"M22A0395",50512,30080,"SPLASHIN' POTS",2567,2,"Pyrotechnic distress signal","Signal de détresse pyrothecnique",,,,,,
"M22A0395",50512,30080,"SPLASHIN' POTS",2568,3,"Survival craft VHF radiotelephone","Radiotéléphone pour engin de sauvetage",,,,,,
"M22A0393",50510,30073,"DANNY & CHRISSY II",2562,2,"Pyrotechnic distress signal","Signal de détresse pyrothecnique",,,,,,
"M22A0393",50510,30073,"DANNY & CHRISSY II",2562,2,"Pyrotechnic distress signal","Signal de détresse pyrothecnique",,,,,,
"M22A0393",50510,30073,"DANNY & CHRISSY II",2563,6,"Immersion suit","Combinaison d'immersion",,,,,,
"M22A0393",50510,30073,"DANNY & CHRISSY II",2563,6,"Immersion suit","Combinaison d'immersion",,,,,,
"M22A0393",50510,30073,"DANNY & CHRISSY II",2564,7,"Lifejacket","Gilet de sauvetage",,,,,,
"M22A0393",50510,30073,"DANNY & CHRISSY II",2564,7,"Lifejacket","Gilet de sauvetage",,,,,,
"M22A0393",50510,30073,"DANNY & CHRISSY II",2565,10,"Liferaft","Radeau de sauvetage",,,,,,
"M22A0393",50510,30073,"DANNY & CHRISSY II",2565,10,"Liferaft","Radeau de sauvetage",,,,,,
"M22A0387",50501,24974,"TREATY DEFENDER",2560,6,"Immersion suit","Combinaison d'immersion",,,,,,
"M22A0387",50501,24974,"TREATY DEFENDER",2561,10,"Liferaft","Radeau de sauvetage",,,,,,
"M22A0377",50483,29563,"JENNIFER MALARIE",2556,2,"Pyrotechnic distress signal","Signal de détresse pyrothecnique",,,,,,
"M22A0377",50483,29563,"JENNIFER MALARIE",2557,7,"Lifejacket","Gilet de sauvetage",,,,,,
"M22A0377",50483,29563,"JENNIFER MALARIE",2558,10,"Liferaft","Radeau de sauvetage",,,,,,
"M22A0377",50483,29563,"JENNIFER MALARIE",2559,6,"Immersion suit","Combinaison d'immersion",,,,,,
"M22A0374",50476,30062,"TINKER TWO",2553,10,"Liferaft","Radeau de sauvetage",,,,,,
"M22A0374",50476,30062,"TINKER TWO",2554,6,"Immersion suit","Combinaison d'immersion",,,,,,
"M22A0374",50476,30062,"TINKER TWO",2555,7,"Lifejacket","Gilet de sauvetage",,,,,,
"M22A0372",50464,30054,"GEORGIA ADDISON",2550,2,"Pyrotechnic distress signal","Signal de détresse pyrothecnique",,,,,,
"M22A0372",50464,30054,"GEORGIA ADDISON",2551,6,"Immersion suit","Combinaison d'immersion",,,,,,
"M22A0372",50464,30054,"GEORGIA ADDISON",2552,10,"Liferaft","Radeau de sauvetage",,,,,,
"M22A0370",50460,30053,"LE PETIT JEAN",2549,2,"Pyrotechnic distress signal","Signal de détresse pyrothecnique",,,,,,
"M22A0370",50460,30053,"LE PETIT JEAN",2547,10,"Liferaft","Radeau de sauvetage",,,,,,
"M22A0370",50460,30053,"LE PETIT JEAN",2548,6,"Immersion suit","Combinaison d'immersion",,,,,,
"M22A0345",50309,29977,"RICHI AND BRIDGETTE",2573,2,"Pyrotechnic distress signal","Signal de détresse pyrothecnique",,,,,,
"M22A0345",50309,29977,"RICHI AND BRIDGETTE",2574,6,"Immersion suit","Combinaison d'immersion",,,,,,
"M22A0345",50309,29977,"RICHI AND BRIDGETTE",2575,7,"Lifejacket","Gilet de sauvetage",,,,,,
"M22A0345",50309,29977,"RICHI AND BRIDGETTE",2577,10,"Liferaft","Radeau de sauvetage",,,,,,
"M22P0229",50078,3712,"LAUREL ANN",2542,14,"Other","Autre",31,"Yes","Oui",,,
"M22P0229",50078,3712,"LAUREL ANN",2542,14,"Other","Autre",31,"Yes","Oui",,,
"M22A0272",49995,28155,"SNELGROVE'S LEGACY",2538,6,"Immersion suit","Combinaison d'immersion",,,,,,
"M22A0272",49995,28155,"SNELGROVE'S LEGACY",2538,6,"Immersion suit","Combinaison d'immersion",,,,,,
"M22A0272",49995,28155,"SNELGROVE'S LEGACY",2539,7,"Lifejacket","Gilet de sauvetage",,,,,,
"M22A0272",49995,28155,"SNELGROVE'S LEGACY",2539,7,"Lifejacket","Gilet de sauvetage",,,,,,
"M22A0272",49995,28155,"SNELGROVE'S LEGACY",2540,10,"Liferaft","Radeau de sauvetage",,,,,,
"M22A0272",49995,28155,"SNELGROVE'S LEGACY",2540,10,"Liferaft","Radeau de sauvetage",,,,,,
"M22A0269",49988,20578,"TRINITY CLIPPER",2534,6,"Immersion suit","Combinaison d'immersion",,,,,,
"M22A0269",49988,20578,"TRINITY CLIPPER",2535,2,"Pyrotechnic distress signal","Signal de détresse pyrothecnique",,,,,,
"M22A0269",49988,20578,"TRINITY CLIPPER",2536,10,"Liferaft","Radeau de sauvetage",,,,,,
"M22A0269",49988,20578,"TRINITY CLIPPER",2537,14,"Other","Autre",,,,,,
"M22A0268",49987,29833,"TRACY'S PRIDE",2529,5,"EPIRB","Radiobalise de localisation des sinistres (EPIRB/RLS)",,,,,,
"M22A0268",49987,29833,"TRACY'S PRIDE",2529,5,"EPIRB","Radiobalise de localisation des sinistres (EPIRB/RLS)",,,,,,
"M22A0268",49987,29833,"TRACY'S PRIDE",2530,6,"Immersion suit","Combinaison d'immersion",,,,,,
"M22A0268",49987,29833,"TRACY'S PRIDE",2530,6,"Immersion suit","Combinaison d'immersion",,,,,,
"M22A0268",49987,29833,"TRACY'S PRIDE",2531,7,"Lifejacket","Gilet de sauvetage",,,,,,
"M22A0268",49987,29833,"TRACY'S PRIDE",2531,7,"Lifejacket","Gilet de sauvetage",,,,,,
"M22A0268",49987,29833,"TRACY'S PRIDE",2532,10,"Liferaft","Radeau de sauvetage",,,,,,
"M22A0268",49987,29833,"TRACY'S PRIDE",2532,10,"Liferaft","Radeau de sauvetage",,,,,,
"M22A0268",49987,29833,"TRACY'S PRIDE",2533,2,"Pyrotechnic distress signal","Signal de détresse pyrothecnique",,,,,,
"M22A0268",49987,29833,"TRACY'S PRIDE",2533,2,"Pyrotechnic distress signal","Signal de détresse pyrothecnique",,,,,,
"M22A0264",49972,29451,"LADY HANNAH",2525,5,"EPIRB","Radiobalise de localisation des sinistres (EPIRB/RLS)",,,,,,
"M22A0264",49972,29451,"LADY HANNAH",2526,6,"Immersion suit","Combinaison d'immersion",,,,,,
"M22A0264",49972,29451,"LADY HANNAH",2527,7,"Lifejacket","Gilet de sauvetage",,,,,,
"M22A0264",49972,29451,"LADY HANNAH",2528,10,"Liferaft","Radeau de sauvetage",,,,,,
"M22A0263",49970,23902,"BOTTOM DOLLAR",2541,6,"Immersion suit","Combinaison d'immersion",,,,,,
"M22A0258",49963,1365,"HOLIDAY ISLAND",2544,7,"Lifejacket","Gilet de sauvetage",31,"Yes","Oui",,,
"M22A0258",49963,1365,"HOLIDAY ISLAND",2544,7,"Lifejacket","Gilet de sauvetage",31,"Yes","Oui",,,
"M22A0258",49963,1365,"HOLIDAY ISLAND",2544,7,"Lifejacket","Gilet de sauvetage",31,"Yes","Oui",,,
"M22A0258",49963,1365,"HOLIDAY ISLAND",2544,7,"Lifejacket","Gilet de sauvetage",31,"Yes","Oui",,,
"M22A0258",49963,1365,"HOLIDAY ISLAND",2544,7,"Lifejacket","Gilet de sauvetage",31,"Yes","Oui",,,
"M22A0258",49963,1365,"HOLIDAY ISLAND",2544,7,"Lifejacket","Gilet de sauvetage",31,"Yes","Oui",,,
"M22A0258",49963,1365,"HOLIDAY ISLAND",2544,7,"Lifejacket","Gilet de sauvetage",31,"Yes","Oui",,,
"M22A0258",49963,1365,"HOLIDAY ISLAND",2544,7,"Lifejacket","Gilet de sauvetage",31,"Yes","Oui",,,
"M22A0258",49963,1365,"HOLIDAY ISLAND",2544,7,"Lifejacket","Gilet de sauvetage",31,"Yes","Oui",,,
"M22A0258",49963,1365,"HOLIDAY ISLAND",2544,7,"Lifejacket","Gilet de sauvetage",31,"Yes","Oui",,,
"M22A0258",49963,1365,"HOLIDAY ISLAND",2544,7,"Lifejacket","Gilet de sauvetage",31,"Yes","Oui",,,
"M22A0258",49963,1365,"HOLIDAY ISLAND",2544,7,"Lifejacket","Gilet de sauvetage",31,"Yes","Oui",,,
"M22A0258",49963,1365,"HOLIDAY ISLAND",2544,7,"Lifejacket","Gilet de sauvetage",31,"Yes","Oui",,,
"M22A0258",49963,1365,"HOLIDAY ISLAND",2544,7,"Lifejacket","Gilet de sauvetage",31,"Yes","Oui",,,
"M22A0258",49963,1365,"HOLIDAY ISLAND",2544,7,"Lifejacket","Gilet de sauvetage",31,"Yes","Oui",,,
"M22A0258",49963,1365,"HOLIDAY ISLAND",2544,7,"Lifejacket","Gilet de sauvetage",31,"Yes","Oui",,,
"M22A0258",49963,1365,"HOLIDAY ISLAND",2544,7,"Lifejacket","Gilet de sauvetage",31,"Yes","Oui",,,
"M22A0258",49963,1365,"HOLIDAY ISLAND",2544,7,"Lifejacket","Gilet de sauvetage",31,"Yes","Oui",,,
"M22A0258",49963,1365,"HOLIDAY ISLAND",2544,7,"Lifejacket","Gilet de sauvetage",31,"Yes","Oui",,,
"M22A0258",49963,1365,"HOLIDAY ISLAND",2544,7,"Lifejacket","Gilet de sauvetage",31,"Yes","Oui",,,
"M22A0258",49963,1365,"HOLIDAY ISLAND",2545,10,"Liferaft","Radeau de sauvetage",31,"Yes","Oui",,,
"M22A0258",49963,1365,"HOLIDAY ISLAND",2545,10,"Liferaft","Radeau de sauvetage",31,"Yes","Oui",,,
"M22A0258",49963,1365,"HOLIDAY ISLAND",2545,10,"Liferaft","Radeau de sauvetage",31,"Yes","Oui",,,
"M22A0258",49963,1365,"HOLIDAY ISLAND",2545,10,"Liferaft","Radeau de sauvetage",31,"Yes","Oui",,,
"M22A0258",49963,1365,"HOLIDAY ISLAND",2545,10,"Liferaft","Radeau de sauvetage",31,"Yes","Oui",,,
"M22A0258",49963,1365,"HOLIDAY ISLAND",2545,10,"Liferaft","Radeau de sauvetage",31,"Yes","Oui",,,
"M22A0258",49963,1365,"HOLIDAY ISLAND",2545,10,"Liferaft","Radeau de sauvetage",31,"Yes","Oui",,,
"M22A0258",49963,1365,"HOLIDAY ISLAND",2545,10,"Liferaft","Radeau de sauvetage",31,"Yes","Oui",,,
"M22A0258",49963,1365,"HOLIDAY ISLAND",2545,10,"Liferaft","Radeau de sauvetage",31,"Yes","Oui",,,
"M22A0258",49963,1365,"HOLIDAY ISLAND",2545,10,"Liferaft","Radeau de sauvetage",31,"Yes","Oui",,,
"M22A0258",49963,1365,"HOLIDAY ISLAND",2545,10,"Liferaft","Radeau de sauvetage",31,"Yes","Oui",,,
"M22A0258",49963,1365,"HOLIDAY ISLAND",2545,10,"Liferaft","Radeau de sauvetage",31,"Yes","Oui",,,
"M22A0258",49963,1365,"HOLIDAY ISLAND",2545,10,"Liferaft","Radeau de sauvetage",31,"Yes","Oui",,,
"M22A0258",49963,1365,"HOLIDAY ISLAND",2545,10,"Liferaft","Radeau de sauvetage",31,"Yes","Oui",,,
"M22A0258",49963,1365,"HOLIDAY ISLAND",2545,10,"Liferaft","Radeau de sauvetage",31,"Yes","Oui",,,
"M22A0258",49963,1365,"HOLIDAY ISLAND",2545,10,"Liferaft","Radeau de sauvetage",31,"Yes","Oui",,,
"M22A0258",49963,1365,"HOLIDAY ISLAND",2545,10,"Liferaft","Radeau de sauvetage",31,"Yes","Oui",,,
"M22A0258",49963,1365,"HOLIDAY ISLAND",2545,10,"Liferaft","Radeau de sauvetage",31,"Yes","Oui",,,
"M22A0258",49963,1365,"HOLIDAY ISLAND",2545,10,"Liferaft","Radeau de sauvetage",31,"Yes","Oui",,,
"M22A0258",49963,1365,"HOLIDAY ISLAND",2545,10,"Liferaft","Radeau de sauvetage",31,"Yes","Oui",,,
"M22A0258",49963,1365,"HOLIDAY ISLAND",2546,12,"Marine evacuation system","Système d'évacuation maritime",31,"Yes","Oui",,,
"M22A0258",49963,1365,"HOLIDAY ISLAND",2546,12,"Marine evacuation system","Système d'évacuation maritime",31,"Yes","Oui",,,
"M22A0258",49963,1365,"HOLIDAY ISLAND",2546,12,"Marine evacuation system","Système d'évacuation maritime",31,"Yes","Oui",,,
"M22A0258",49963,1365,"HOLIDAY ISLAND",2546,12,"Marine evacuation system","Système d'évacuation maritime",31,"Yes","Oui",,,
"M22A0258",49963,1365,"HOLIDAY ISLAND",2546,12,"Marine evacuation system","Système d'évacuation maritime",31,"Yes","Oui",,,
"M22A0258",49963,1365,"HOLIDAY ISLAND",2546,12,"Marine evacuation system","Système d'évacuation maritime",31,"Yes","Oui",,,
"M22A0258",49963,1365,"HOLIDAY ISLAND",2546,12,"Marine evacuation system","Système d'évacuation maritime",31,"Yes","Oui",,,
"M22A0258",49963,1365,"HOLIDAY ISLAND",2546,12,"Marine evacuation system","Système d'évacuation maritime",31,"Yes","Oui",,,
"M22A0258",49963,1365,"HOLIDAY ISLAND",2546,12,"Marine evacuation system","Système d'évacuation maritime",31,"Yes","Oui",,,
"M22A0258",49963,1365,"HOLIDAY ISLAND",2546,12,"Marine evacuation system","Système d'évacuation maritime",31,"Yes","Oui",,,
"M22A0258",49963,1365,"HOLIDAY ISLAND",2546,12,"Marine evacuation system","Système d'évacuation maritime",31,"Yes","Oui",,,
"M22A0258",49963,1365,"HOLIDAY ISLAND",2546,12,"Marine evacuation system","Système d'évacuation maritime",31,"Yes","Oui",,,
"M22A0258",49963,1365,"HOLIDAY ISLAND",2546,12,"Marine evacuation system","Système d'évacuation maritime",31,"Yes","Oui",,,
"M22A0258",49963,1365,"HOLIDAY ISLAND",2546,12,"Marine evacuation system","Système d'évacuation maritime",31,"Yes","Oui",,,
"M22A0258",49963,1365,"HOLIDAY ISLAND",2546,12,"Marine evacuation system","Système d'évacuation maritime",31,"Yes","Oui",,,
"M22A0258",49963,1365,"HOLIDAY ISLAND",2546,12,"Marine evacuation system","Système d'évacuation maritime",31,"Yes","Oui",,,
"M22A0258",49963,1365,"HOLIDAY ISLAND",2546,12,"Marine evacuation system","Système d'évacuation maritime",31,"Yes","Oui",,,
"M22A0258",49963,1365,"HOLIDAY ISLAND",2546,12,"Marine evacuation system","Système d'évacuation maritime",31,"Yes","Oui",,,
"M22A0258",49963,1365,"HOLIDAY ISLAND",2546,12,"Marine evacuation system","Système d'évacuation maritime",31,"Yes","Oui",,,
"M22A0258",49963,1365,"HOLIDAY ISLAND",2546,12,"Marine evacuation system","Système d'évacuation maritime",31,"Yes","Oui",,,
"M22A0255",49950,25591,"KING EIDER",2515,11,"Lifebuoy","Bouée de sauvetage",31,"Yes","Oui",,,
"M22A0255",49950,25591,"KING EIDER",2516,7,"Lifejacket","Gilet de sauvetage",31,"Yes","Oui",33,"Unknown","Inconnue"
"M22A0254",49949,28200,"EASTERN STAR",2517,7,"Lifejacket","Gilet de sauvetage",,,,,,
"M22A0236",49902,24689,"LADY DELILAH",2512,10,"Liferaft","Radeau de sauvetage",,,,,,
"M22A0236",49902,24689,"LADY DELILAH",2512,10,"Liferaft","Radeau de sauvetage",,,,,,
"M22A0236",49902,24689,"LADY DELILAH",2513,6,"Immersion suit","Combinaison d'immersion",,,,,,
"M22A0236",49902,24689,"LADY DELILAH",2513,6,"Immersion suit","Combinaison d'immersion",,,,,,
"M22A0236",49902,24689,"LADY DELILAH",2514,2,"Pyrotechnic distress signal","Signal de détresse pyrothecnique",31,"Yes","Oui",,,
