SN_APD,H2S_DESIGNATION,H2S_ACTVTN_PLAN_TVD,GEO_MARKER_NAME,TOP_MD
-23691,Absent,,K1,18956
-23691,Absent,,02,21271
-23692,Absent,,PS90,3431
-23692,Absent,,Fault 2,4816
-23815,Absent,,Fault 2,4816
-23815,Absent,,PS70,5896
-23692,Absent,,PS70,5896
-23692,Absent,,Fault 3,6546
-23692,Absent,,Fault 4,7765
-23692,Absent,,PS50,8190
-23692,Absent,,PS53,8696
-23692,Absent,,PS60,10010
-23692,Absent,,Gas Sand 1,10138
-23692,Absent,,Gas Sand 2,10394
-23692,Absent,,M37,21160
-23692,Absent,,LM33_Yellow,21766
-23692,Absent,,M22,22229
-23692,Absent,,Fault_1,22766
-23692,Absent,,LM10_Orange,22829
-23692,Absent,,LM03,23511
-23692,Absent,,MM96_Red,24264
-23692,Absent,,MM87,24691
-23692,Absent,,Fault_2,25206
-23692,Absent,,MM77_Bronze,25225
-23692,Absent,,M66,25930
-23692,Absent,,MM55_Lime,26758
-23692,Absent,,MM49,26958
-23692,Absent,,MM43,27107
-23692,Absent,,MM30,27258
-23692,Absent,,MM04_Orange,27752
-23692,Absent,,EM_Orange_Main,28355
-23692,Absent,,EM_Orange_Minor,28758
-23692,Absent,,EM84_Purple,29078
-23692,Absent,,EM_Purple_Main,29584
-23692,Absent,,EM_Purple_Minor,30116
-23692,Absent,,EM76_Pink,30279
-23692,Absent,,EM_Pink_Main,30853
-23692,Absent,,EM_Pink_Minor,31436
-23692,Absent,,EM67_Green,31631
-23692,Absent,,EM_Green_Main,32078
-23692,Absent,,EM_Green_Minor,32637
-23692,Absent,,EM54_Yellow,32807
-23693,Absent,,Top of Salt,5188
-23693,Absent,,Base of Salt,9518
-23693,Absent,,K sand Oil,13687
-23693,Absent,,M2 sand Wet,14328
-23693,Absent,,M56A sand Oil,16356
-23693,Absent,,M56B sand Oil,16526
-23693,Absent,,M56C sand Oil,16953
-23693,Absent,,Oligocene,17421
-23693,Absent,,TD,17546
-23728,Absent,,Upper Wilcox,27097
-23740,Known,2212.0,4000,3436
-23700,Absent,,MM-50 Sand,11184
-23700,Absent,,MM-60 Sand,11450
-23700,Absent,,OO-10 Sand,11620
-23706,Absent,,Top of Salt,5188
-23706,Absent,,Base of Salt,9518
-23706,Absent,,K sand Oil,13687
-23706,Absent,,M2 sand Wet,14328
-23706,Absent,,M56A sand Oil,16356
-23706,Absent,,M56B sand Oil,16526
-23706,Absent,,M56C sand Oil,16953
-23706,Absent,,Oligocene,17421
-23706,Absent,,TD,17546
-23723,Absent,,Upper Wilcox,27097
-23815,Absent,,Fault 3,6546
-23815,Absent,,Fault 4,7765
-23740,Known,2212.0,7200,5748
-23740,Known,2212.0,7500,6100
-23815,Absent,,PS50,8190
-23948,Absent,,7600M,7027
-23740,Known,2212.0,7575,6288
-23740,Known,2212.0,7900,6784
-23740,Known,2212.0,8500,7138
-23948,Absent,,7800 ,7311
-23815,Absent,,PS53,8696
-23815,Absent,,PS60,10010
-23839,Absent,,Horizon 50,7264
-23839,Absent,,Suprasalt 60,8014
-23815,Absent,,Gas Sand 1,10138
-23815,Absent,,Gas Sand 2,10394
-23815,Absent,,M37,21160
-23815,Absent,,LM33_Yellow,21766
-23815,Absent,,M22,22229
-23815,Absent,,Fault_1,22766
-23815,Absent,,LM10_Orange,22829
-23815,Absent,,LM03,23511
-23815,Absent,,MM96_Red,24264
-23815,Absent,,MM87,24691
-23815,Absent,,Fault_2,25206
-23815,Absent,,MM77_Bronze,25225
-23815,Absent,,M66,25930
-23815,Absent,,MM55_Lime,26758
-23815,Absent,,MM49,26958
-23815,Absent,,MM43,27107
-23815,Absent,,MM30,27258
-23815,Absent,,MM04_Orange,27752
-23815,Absent,,EM_Orange_Main,28355
-23815,Absent,,EM_Orange_Minor,28758
-23815,Absent,,EM84_Purple,29078
-23815,Absent,,EM_Purple_Main,29584
-23815,Absent,,EM_Purple_Minor,30116
-23815,Absent,,EM76_Pink,30279
-23815,Absent,,EM_Pink_Main,30853
-23815,Absent,,EM_Pink_Minor,31436
-23815,Absent,,EM67_Green,31631
-23815,Absent,,EM_Green_Main,32078
-23815,Absent,,EM_Green_Minor,32637
-23815,Absent,,EM54_Yellow,32807
-23841,Absent,,Fault 1,4207
-23841,Absent,,Fault 2,4456
-23841,Absent,,Fault 3,4660
-23841,Absent,,Fault 4,6669
-23841,Absent,,Top of Salt,7089
-23841,Absent,,Tar Zone (1),20989
-23841,Absent,,Tar Zone (2),21020
-23841,Absent,,Base of Salt,21048
-23841,Absent,,Tar Zone (3),21470
-23841,Absent,,Tar Zone (4),21770
-23841,Absent,,Miocene M55 Upper,22286
-23841,Absent,,Miocene M55 Deep,22783
-23841,Absent,,17.0 Potential Fault,23722
-23841,Absent,,Miocene M20,24013
-23841,Absent,,Miocene M20 Base,24300
-23891,Absent,,M4,19657
-23948,Absent,,7900,7427
-23948,Absent,,8100,7620
-24545,Absent,,Top of Salt,12271
-24545,Absent,,Base of Salt,23709
-24545,Absent,,W3.5,23944
-24545,Absent,,W3.71,24067
-24545,Absent,,W4.1,24193
-24545,Absent,,W4.5,24467
-24545,Absent,,W5,24672
-24545,Absent,,W6,24879
-24545,Absent,,W7,25305
-24545,Absent,,X1,25757
-23344,Absent,,M6,16621
-23344,Absent,,N,16875
-23344,Absent,,O1,17141
-23344,Absent,,O2,17239
-23359,Absent,,6700 Sand,12256
-23359,Absent,,6900 Sand,12965
-23359,Absent,,7900 Sand,15416
-23370,Absent,,Base of Salt,22597
-23370,Absent,,MC Sand,22623
-23370,Absent,,MB Sand,22703
-23370,Absent,,MA Sand,23083
-23370,Absent,,MO Sand,23308
-23402,Absent,,L Sand,18278
-23402,Absent,,19000' Sand,21171
-23342,Absent,,Violet,11925
-23342,Absent,,Orange,12306
-23342,Absent,,Blue,12582
-23342,Absent,,SB2,12923
-23342,Absent,,Purple,13313
-23342,Absent,,Red,13780
-23344,Absent,,J1,15600
-23402,Absent,,20000' Sand,22269
-23403,Absent,,D-2 K5 Sand,13096
-23577,Absent,,Q1_TerraCotta,20451
-23577,Absent,,R_AquaTerraCotta_U,21221
-23577,Absent,,R_AquaTerraCotta_L1,21376
-23577,Absent,,R_AquaTerraCotta_L2,21456
-23577,Absent,,U0_Amber,24045
-23577,Absent,,U1_Amber,24628
-23577,Absent,,V1_Platinum,25631
-23577,Absent,,W0_Tungsten,26980
-24482,Absent,,UM3 Wet Sand,20651
-23667,Absent,0.0,Salt,12272
-23667,Absent,0.0,W2.5 (AboveGold),23794
-23667,Absent,0.0,W3 (Gold),23935
-23667,Absent,0.0,W3.5 (LowerGold),24108
-23667,Absent,0.0,W3.71 (Silver),24248
-23667,Absent,0.0,W4 (Pyrite),24385
-23667,Absent,0.0,W6 (BelowPyrite),24941
-23667,Absent,0.0,W7 (Antimony),25509
-24482,Absent,,Base of Salt,19300
-24482,Absent,,UM2 Wet Sands,22864
-24482,Absent,,M3 Sand,24440
-24482,Absent,,UM1 Sand,25163
-24482,Absent,,MM1 Wet Sands,26575
-24482,Absent,,M9.2 Sand,26897
-24482,Absent,,M9.5 Sand,27245
-24482,Absent,,M10 Sand,28640
-24482,Absent,,M13 Sand,29211
-24482,Absent,,M13L Sand,29435
-24499,Known,,Fault.1,4708
-24499,Known,,Fault.2,5253
-24499,Known,,Fault.3,5543
-24499,Known,,H60,6823
-24499,Known,,Fault.4,6883
-24499,Known,,H70,7578
-24499,Known,,Top Salt,8880
-24499,Known,,Inclusion Top,13434
-24499,Known,,Inclusion Bottom,14492
-24499,Known,,Base Salt,20021
-24499,Known,,M110,20548
-24499,Known,,M72,22038
-24499,Known,,M68,22478
-24499,Known,,M58,22781
-24499,Known,,M57,22991
-24499,Known,,Fault.5,23717
-24499,Known,,M55,23898
-24499,Known,,M54,24556
-24499,Known,,M48,25248
-24499,Known,,M20,25966
-24499,Known,,Fault.6,25973
-24499,Known,,M8,26523
-24507,Known,,Fault.1,4708
-24507,Known,,Fault.2,5253
-24507,Known,,Fault.3,5543
-24507,Known,,H60,6823
-24507,Known,,Fault.4,6883
-24507,Known,,H70,7578
-24507,Known,,Top Salt,8880
-24507,Known,,Inclusion Top,13434
-24507,Known,,Inclusion Bottom,14492
-24507,Known,,Base Salt,20021
-24507,Known,,M110,20548
-24507,Known,,M72,22038
-24507,Known,,M68,22478
-24507,Known,,M58,22781
-24507,Known,,M57,22991
-24507,Known,,Fault.5,23717
-24507,Known,,M55,23898
-24507,Known,,M54,24556
-24507,Known,,M48,25248
-24507,Known,,M20,25966
-24507,Known,,Fault.6,25973
-24507,Known,,M8,26523
-24572,Absent,,TOS,6984
-24572,Absent,,BOS,24877
-24572,Absent,,EO100_Early_Oligo_ChronoStrat_Top,25309
-24572,Absent,,LE100_Late_Eocene_ChronoStrat_Top,25979
-24572,Absent,,EE100_E_Eocene_ChronoStrat_Top,26279
-24572,Absent,,EE67_E_Eocene_ChronoStrat_Top,26529
-24572,Absent,,EE67_E_Eocene_Sand_Top,26619
-24572,Absent,,EE67_E_Eocene_Sand_Base,27019
-24572,Absent,,EE67-Eocene-sand-Top-1,27549
-24572,Absent,,EE67-Eocene-sand-Base-1,27674
-24572,Absent,,Pa100_M-L_Paleocene_ChronStrat_Top,27724
-24572,Absent,,Brown Fault,27940
-24572,Absent,,Pa100_M-L_Paleocene_Sand_Top,27959
-24572,Absent,,Pa100_M-L_Paleocene_Sand_Base,28599
-24572,Absent,,Pa53_E_Paleocene_ChronStrat_Top,28874
-24572,Absent,,Pa53_E_Palecoene_Sand_Top,29014
-24572,Absent,,Pa53_E_Palecoene_Sand_Base,29579
-22185,Absent,,Top of Salt,6974
-22185,Absent,,Base Salt,28610
-22185,Absent,,Top Yegua,30815
-22185,Absent,,Top Wilcox 01,31459
-22185,Absent,,Top Wilcox 02,32059
-22185,Absent,,Top Wilcox 03,32641
-22185,Absent,,Top Midway Shale,33125
-22254,Unknown,25500.0,Water Bottom,6907
-22254,Unknown,25500.0,Salt,9150
-22254,Unknown,25500.0,WM30,17210
-22254,Unknown,25500.0,WM50,18680
-22254,Unknown,25500.0,Cretaceous,21200
-22254,Unknown,25500.0,Tuscaloosa,23170
-22254,Unknown,25500.0,Sligo,26080
-22254,Unknown,25500.0,Cotton Valley,26650
-22254,Unknown,25500.0,Haynesville/smackover,26940
-22254,Unknown,25500.0,Norphlet,27250
-22254,Unknown,25500.0,Louann Salt,29357
-22269,Absent,,BUL Sand,10047
-22294,Unknown,,7400 Sd,7665
-22294,Unknown,,8400 Sd,8511
-22269,Absent,,TEX L Sand,12154
-22269,Absent,,TEX O Sand,12648
-22276,Unknown,25500.0,Water Bottom,6907
-22276,Unknown,25500.0,Salt,9150
-22276,Unknown,25500.0,WM30,17210
-22276,Unknown,25500.0,WM50,18680
-22276,Unknown,25500.0,Cretaceous,21200
-22276,Unknown,25500.0,Tuscaloosa,23170
-22276,Unknown,25500.0,Sligo,26080
-22276,Unknown,25500.0,Cotton Valley,26650
-22276,Unknown,25500.0,Haynesville/smackover,26940
-22276,Unknown,25500.0,Norphlet,27250
-22276,Unknown,25500.0,Louann Salt,29357
-22294,Unknown,,SWF III Sand,7427
-22294,Unknown,,9200 Sd,9502
-22294,Unknown,,Lam,11783
-22294,Unknown,,PZ1,13945
-22294,Unknown,,Clean Diff,14248
-22294,Unknown,,Xtra Sand,15680
-22294,Unknown,,PZ2,15920
-22294,Unknown,,PZ3,15983
-22294,Unknown,,PZ4,17028
-22294,Unknown,,PZ5,17224
-22294,Unknown,,PZ6,17314
-22294,Unknown,,PZ7,17542
-22294,Unknown,,PZ8,19579
-22294,Unknown,,M72,20712
-22294,Unknown,,M70,20807
-22294,Unknown,,M68,21017
-22294,Unknown,,M57,21412
-22294,Unknown,,M55,21692
-22294,Unknown,,M54,22028
-22294,Unknown,,M53,22361
-22348,Known,24167.0,Regional Marker,11358
-22348,Known,24167.0,Top Camden Hill Sands,14198
-22348,Known,24167.0,Base Camden Hill Sands,14869
-22348,Known,24167.0,White Ash Sands,16579
-22348,Known,24167.0,Base Miocene,18232
-22348,Known,24167.0,Top Cretaceous,18492
-22348,Known,24167.0,Top Sligo,20903
-22348,Known,24167.0,Top Hosston,22044
-22348,Known,24167.0,Top Knowles,22322
-22348,Known,24167.0,Top Cotton Valley,22473
-22348,Known,24167.0,Top Haynesville,23780
-22348,Known,24167.0,Top Smackover Formation,23999
-22348,Known,24167.0,Top Smackover Limestone,24369
-22348,Known,24167.0,Top Smackover Massive,24496
-22348,Known,24167.0,Top Norphlet,24802
-22348,Known,24167.0,Base Norphlet/Top Redbed or Salt,25229
-22450,Absent,,Base Salt,28610
-22380,Absent,,D-1 Sand,9464
-22380,Absent,,D-2 Sand,9744
-22449,Unknown,25500.0,Water Bottom,6907
-22449,Unknown,25500.0,Salt,9150
-22449,Unknown,25500.0,WM30,17210
-22449,Unknown,25500.0,WM50,18680
-22449,Unknown,25500.0,Cretaceous,21200
-22449,Unknown,25500.0,Tuscaloosa,23480
-22449,Unknown,25500.0,Sligo,26080
-22449,Unknown,25500.0,Cotton Valley,26650
-22449,Unknown,25500.0,Haynesville/smackover,26940
-22449,Unknown,25500.0,Norphlet,27250
-22449,Unknown,25500.0,Louann Salt,29357
-22450,Absent,,Top of Salt,6974
-22450,Absent,,Top Yegua,30815
-22450,Absent,,Top Wilcox 01,31459
-22450,Absent,,Top Wilcox 02,32059
-22450,Absent,,Top Wilcox 03,32641
-22450,Absent,,Top Midway Shale,33125
-22478,Absent,,D1,16915
-22501,Absent,,FR18,10722
-22501,Absent,,FR20,11040
-22501,Absent,,FR22,12069
-22505,Absent,,Top of Salt,8571
-22505,Absent,,Blue Suture,16909
-22505,Absent,,Pink Suture,18199
-22505,Absent,,Base of Salt,19247
-22505,Absent,,Miocene,20709
-22505,Absent,,Flt_002_LtBlue,24004
-22505,Absent,,Oligocene,25150
-22505,Absent,,Eocene,26237
-22505,Absent,,Wilcox 0,26845
-22505,Absent,,Wilcox 1,26894
-22505,Absent,,Wilcox 2,27599
-22505,Absent,,Wilcox 3,28146
-23020,Absent,,FR12CH,13991
-23024,Absent,,Top of Salt,5247
-23024,Absent,,Base of Salt,9401
-23024,Absent,,M2 Sand - Oil,14751
-23024,Absent,,M57 Sand - Water,16415
-23024,Absent,,M56A Sand - Oil,17858
-23024,Absent,,M56B Sand - Oil,18284
-23024,Absent,,M56C Sand - Oil,18767
-23024,Absent,,Oligocene,19880
-23126,Absent,,M72,16432
-23059,Absent,,Mudline,5041
-23059,Absent,,Top of Salt,7217
-23126,Absent,,BH5,19887
-23126,Absent,,Pink 4.3U,21057
-23126,Absent,,Pink 4.3L,21333
-23059,Absent,,PS5 Sand,12517
-23059,Absent,,MPU,16815
-23059,Absent,,N Sand,17935
-23059,Absent,,O Sequence,19008
-23059,Absent,,O-Gas,19069
-23059,Absent,,S Sand,19894
-23059,Absent,,V Sand,20423
-23059,Absent,,LAM Sequence,21290
-23059,Absent,,LV Sequence,21502
-23059,Absent,,LV Base,21950
-23059,Absent,,CC,22044
-23059,Absent,,DD ,22284
-23059,Absent,,EE,22475
-23059,Absent,,FF,22564
-23059,Absent,,GG,22768
-23126,Absent,,Mud Line,6393
-23126,Absent,,Pink 5.0,21552
-23126,Absent,,Pink 6.5L,21818
-23126,Absent,,Pink 6.5LL,21973
-23126,Absent,,Brown 2L,22529
-23126,Absent,,Brown 3U,22741
-23126,Absent,,Brown 3L,22947
-23128,Absent,,Top of Salt,6350
-23128,Absent,,Yellow Suture,8387
-23128,Absent,,Cyan Suture,10447
-23128,Absent,,Blue Suture,14693
-23128,Absent,,Magenta Suture,16975
-23128,Absent,,Green Suture,27545
-23128,Absent,,Base Salt,28134
-23128,Absent,,Base Raft,30903
-23128,Absent,,Yegua,31776
-23128,Absent,,Upper Wilcox,32822
-23128,Absent,,Lower Wilcox,33832
-23128,Absent,,Cretaceous,36184
-23183,Known,22577.0,Top Camden Hills Sands,14165
-23183,Known,22577.0,Base Camden Hills Sands,15025
-23183,Known,22577.0,Base Miocene,18901
-23183,Known,22577.0,Top Cretaceous,19575
-23183,Known,22577.0,Top Sligo ,23369
-23183,Known,22577.0,Fault,24295
-23183,Known,22577.0,Top Cotton Valley,25173
-23183,Known,22577.0,Top Haynesville,26055
-23183,Known,22577.0,Top Smackover Formation,26520
-23183,Known,22577.0,Top Smackover Limestone,26795
-23183,Known,22577.0,Top Smackover Massive,26883
-23183,Known,22577.0,Top Pydol,27033
-23183,Known,22577.0,Top Norphlet,27126
-23231,Absent,,Top of Salt,13631
-23231,Absent,,Base of Salt,22389
-23256,Unknown,17700.0,Miocene 11.8,13536
-23256,Unknown,17700.0,Miocene 13.6,15106
-23231,Absent,,MC Sand,22469
-23231,Absent,,MB Sand,22546
-23231,Absent,,MA Sand,22916
-23231,Absent,,MO Sand,23114
-23231,Absent,,M3 Sand,24568
-23231,Absent,,M4 Sand,24927
-23231,Absent,,M5 Sand,25645
-23256,Unknown,17700.0,Miocone 9.0,11786
-23256,Unknown,17700.0,Miocene 14.6,16886
-23256,Unknown,17700.0,H2S,17700
-23256,Unknown,17700.0,Oligocene,17861
-23256,Unknown,17700.0,Cretaceous,18856
-23256,Unknown,17700.0,Cenomanian,19656
-23256,Unknown,17700.0,Wedge 1,20766
-23256,Unknown,17700.0,Wedge 2,22249
-23256,Unknown,17700.0,Sligo,22916
-23276,Absent,,VM80,31096
-23290,Unknown,17700.0,Miocone 9.0,11786
-23290,Unknown,17700.0,Miocene 11.8,13536
-23290,Unknown,17700.0,Miocene 13.6,15106
-24108,Absent,,Base of Salt,10504
-23616,Absent,,D-2 K5 Sand,14537
-23622,Absent,,Fault 1,4207
-23622,Absent,,Fault 2,4456
-23622,Absent,,Fault 3,4660
-23622,Absent,,Fault 4,6669
-23622,Absent,,Top of Salt,7089
-23622,Absent,,Base of Salt,20981
-23622,Absent,,Miocene M72,21141
-23622,Absent,,Miocene M58,21558
-23622,Absent,,Miocene M55,22599
-23622,Absent,,17.0 Potential Fault,23722
-23622,Absent,,Miocene M20,23992
-24108,Absent,,PS4,13252
-24108,Absent,,Top of Salt,7219
-24108,Absent,,PPU,16751
-24108,Absent,,N Seq_t,17763
-24108,Absent,,O Seq,18860
-24108,Absent,,S Seq,20033
-24108,Absent,,V Seq,20464
-24108,Absent,,LAM_Seq,21142
-24108,Absent,,LV Seq,21431
-24108,Absent,,LV Sand_T,21609
-24108,Absent,,CC_T,22239
-24108,Absent,,DD_T,22481
-24108,Absent,,EE_T,22665
-24108,Absent,,FF_T,22760
-24108,Absent,,Wilcox 1_T,24516
-24108,Absent,,Wilcox 2_T,25054
-23626,Absent,,PS90,3431
-23626,Absent,,Fault 1,3575
-23626,Absent,,PS77,4306
-23626,Absent,,Fault 2,4816
-23626,Absent,,PS70,5896
-23626,Absent,,Fault 3,6546
-23626,Absent,,Fault 4,7765
-23626,Absent,,PS50,8190
-23626,Absent,,PS53,8696
-23626,Absent,,PS60,10010
-23626,Absent,,M37,21160
-23626,Absent,,LM33_Yellow,21766
-23626,Absent,,M22,22229
-23626,Absent,,Fault_1,22766
-23626,Absent,,LM10_Orange,22829
-23626,Absent,,LM03,23511
-23626,Absent,,MM96_Red,24264
-23626,Absent,,MM87,24691
-23626,Absent,,Fault_2,25206
-23626,Absent,,MM77_Bronze,25225
-23626,Absent,,M66,25930
-23626,Absent,,MM55_Lime,26758
-23626,Absent,,MM49,26958
-23626,Absent,,MM43,27107
-23626,Absent,,MM30,27258
-23626,Absent,,MM04_Orange,27752
-23626,Absent,,EM_Orange_Main,28355
-23626,Absent,,EM_Orange_Minor,28758
-23626,Absent,,EM84_Purple,29078
-23626,Absent,,EM_Purple_Main,29584
-23626,Absent,,EM_Purple_Minor,30116
-23626,Absent,,EM76_Pink,30279
-23626,Absent,,EM_Pink_Main,30853
-23626,Absent,,EM_Pink_Minor,31436
-23626,Absent,,EM67_Green,31631
-23626,Absent,,EM_Green_Main,32078
-23626,Absent,,EM_Green_Minor,32637
-23626,Absent,,EM54_Yellow,32807
-24108,Absent,,Wilcox 3_T,25320
-24108,Absent,,Wilcox 4_T,25510
-24108,Absent,,Wilcox 5_T,25594
-24108,Absent,,Wilcox 6_T,25910
-24204,Absent,,Top of Carapace,11189
-24204,Absent,,Hard Carapace,11990
-24134,Absent,,Top of Soft Carapace,11242
-24134,Absent,,Top of Hard Carapace,12113
-24134,Absent,,Top of Salt,12548
-24134,Absent,,Suture,13668
-24134,Absent,,Base of Salt,17372
-24134,Absent,,A Sand,17935
-24134,Absent,,B1 Sand,18834
-24134,Absent,,B2 Sand,18885
-24134,Absent,,C1 Sand,19010
-24134,Absent,,C2 Sand,19147
-24134,Absent,,C3 Sand,19394
-24134,Absent,,C4/5 Sand,19516
-24204,Absent,,Top of Salt,12617
-24204,Absent,,Base of Salt,17494
-24204,Absent,,A Sand,17761
-24204,Absent,,B1 Sand,18605
-24204,Absent,,B2 Sand,18650
-24204,Absent,,B3 Sand,18681
-24204,Absent,,C1 Sand,18759
-24204,Absent,,C2 Sand,18918
-24204,Absent,,C3 Sand,19088
-24204,Absent,,C4/5 Sand,19132
-24205,Absent,,BUL 1 Sand,11516
-24233,Absent,,Top of Salt,7219
-24233,Absent,,Base of Salt,10504
-24233,Absent,,PS4,13252
-24233,Absent,,PPU,16751
-24233,Absent,,N Seq_t,17763
-24233,Absent,,O Seq,18860
-24233,Absent,,S Seq,20033
-24233,Absent,,V Seq,20464
-24233,Absent,,LAM_Seq,21142
-24233,Absent,,LV Seq,21431
-24233,Absent,,LV Sand_T,21609
-24233,Absent,,CC_T,22239
-24233,Absent,,DD_T,22481
-24233,Absent,,EE_T,22665
-24233,Absent,,FF_T,22760
-24233,Absent,,Wilcox 1_T,24516
-24233,Absent,,Wilcox 2_T,25054
-24233,Absent,,Wilcox 3_T,25320
-24233,Absent,,Wilcox 4_T,25510
-24233,Absent,,Wilcox 5_T,25594
-24233,Absent,,Wilcox 6_T,25910
-24514,Absent,,M66,12225
-22727,Absent,,Frio FR18 Sand,11336
-22727,Absent,,Frio FR20 Sand,11419
-22727,Absent,,Frio FR22-24 Sand,11644
-22727,Absent,,Frio FR26 Sand,11805
-22727,Absent,,Frio FR30 Sand ,12148
-22727,Absent,,Wilcox WM12 Sand,15752
-22728,Absent,,Unit III,7450
-22728,Absent,,7400 Sd,7678
-22728,Absent,,8400 Sd,8540
-22728,Absent,,9200 Sd,9609
-22728,Absent,,Lam Sd,11195
-22728,Absent,,Clean Diff,12475
-22728,Absent,,Slump,13159
-22728,Absent,,PS50,15095
-22728,Absent,,M72,15728
-22728,Absent,,M71,15886
-22728,Absent,,M70,16173
-22728,Absent,,M68,16274
-22728,Absent,,M66,16463
-22728,Absent,,M62,16612
-22728,Absent,,M60,16763
-22728,Absent,,M57,17248
-22728,Absent,,M55 Upper,17598
-22728,Absent,,M55 Lower,17783
-22728,Absent,,M54,17921
-22728,Absent,,M53,18090
-22760,Absent,,M1U1,20730
-22928,Absent,,20000' Sand,27458
-22984,Absent,,N Sequence,18165
-24363,Absent,,FR20_Top,11221
-22984,Absent,,O Sequence,19075
-22751,Absent,,ED,9332
-22751,Absent,,EE,10040
-22751,Absent,,EF,10553
-22751,Absent,,EG,10940
-22751,Absent,,EK,11926
-22751,Absent,,EM,12995
-22752,Known,22833.0,Norphlet,24718
-24339,Absent,,Top of Salt,12284
-22760,Absent,,M1M,21481
-22760,Absent,,M2U,22739
-22827,Absent,,16 Sand,10805
-22760,Absent,,M3U1,24453
-22760,Absent,,M4,25332
-22760,Absent,,M5,25698
-22760,Absent,,M6U1,26069
-22760,Absent,,M6L2,27444
-22760,Absent,,M7U1,27781
-22760,Absent,,M7U2,27994
-22760,Absent,,M7U3,28317
-22760,Absent,,M8U,28635
-22760,Absent,,MBL1,29380
-22760,Absent,,MBL2,29464
-22760,Absent,,M9U,30494
-22760,Absent,,M9L,30671
-22760,Absent,,M10U,30820
-22760,Absent,,M10L,30978
-24339,Absent,,Base of Salt,23709
-22837,Absent,,LL25 Sand,8955
-22837,Absent,,OO10 Sand,11662
-22896,Absent,,Top of Salt,8714
-22779,Absent,,Minor Fault,10402
-24363,Absent,,FR22_Top,11385
-22779,Absent,,SDE 1,11591
-22779,Absent,,H4/H5,14647
-22779,Absent,,H5 A,15155
-22779,Absent,,H5 B,15304
-22779,Absent,,H5 C,15800
-22780,Absent,,D-2 C20 Sand,6667
-22896,Absent,,Base of Salt,18329
-22896,Absent,,Miocene,20854
-22896,Absent,,Oligocene,25149
-22896,Absent,,Eocene,26187
-22896,Absent,,Wilcox 0,26850
-22896,Absent,,Wilcox 1,26897
-22896,Absent,,Wilcox 2,27624
-22928,Absent,,19000' Sand,26009
-22984,Absent,,400_DTSE,19157
-22984,Absent,,425_DTSE,19704
-22984,Absent,,S Sequence,19862
-22984,Absent,,V Sequence,20363
-22984,Absent,,LAM Sequence,21176
-22984,Absent,,LV Sequence,21355
-22984,Absent,,LV Base,21799
-22984,Absent,,CC Top,21954
-22984,Absent,,DD Top,22174
-22984,Absent,,EE Top,22362
-22984,Absent,,FF Top,22444
-22984,Absent,,GG Top,22619
-22985,Absent,,M1U1,20730
-22985,Absent,,M1M,21481
-22985,Absent,,M2U,22739
-22985,Absent,,M3U1,24453
-22985,Absent,,M4,25332
-22985,Absent,,M5,25698
-22985,Absent,,M6U1,26069
-22985,Absent,,M6L2,27444
-22985,Absent,,M7U1,27781
-22985,Absent,,M7U2,27994
-22985,Absent,,M7U3,28317
-22985,Absent,,M8U,28635
-22985,Absent,,MBL1,29380
-22985,Absent,,MBL2,29464
-22985,Absent,,M9U,30494
-22985,Absent,,M9L,30671
-22985,Absent,,M10U,30820
-22985,Absent,,M10L,30978
-23044,Absent,,Top of Salt,8393
-23309,Absent,,P1.1 Marl,6787
-23309,Absent,,B0,7453
-23309,Absent,,B1,8443
-23044,Absent,,Base of Salt,20096
-23044,Absent,,Miocene,21848
-23044,Absent,,Oligocene,29036
-23309,Absent,,P3.3 Marl,9179
-23309,Absent,,D1,12047
-23044,Absent,,Wilcox 0,29714
-23044,Absent,,Wilcox 1,29779
-23309,Absent,,E0,13212
-23309,Absent,,E4,13574
-23044,Absent,,Wilcox 2,30518
-23044,Absent,,Wilcox 2C,31096
-23309,Absent,,Blue,5303
-24363,Absent,,FR24_Top,11480
-24339,Absent,,W3.5,23897
-24339,Absent,,W3.71,24067
-24363,Absent,,FR26_Top,11610
-24363,Absent,,WM12_Top,21413
-24339,Absent,,W4.1,24193
-24339,Absent,,W4.5,24467
-24380,Absent,,Top of Carapace,11189
-24380,Absent,,Hard Carapace,11955
-24339,Absent,,W5,24672
-24339,Absent,,W6,24879
-24380,Absent,,Top of Salt,12579
-24380,Absent,,Gas Suture,13677
-24339,Absent,,W7,25305
-24339,Absent,,X1,25757
-24361,Absent,,M750,23954
-24361,Absent,,M730,24473
-24361,Absent,,M600,26832
-24363,Absent,,FR18_Top,11128
-24380,Absent,,Base of Salt,17425
-24380,Absent,,Stray Sand 1,17453
-24380,Absent,,A Sand,17910
-24380,Absent,,Stray Sand 2,18212
-24380,Absent,,Stray Sand 2a,18224
-24380,Absent,,Stray Sand 3,18344
-24380,Absent,,B1 Sand,18560
-24380,Absent,,B2 Sand,18593
-24380,Absent,,B3 Sand,18636
-24380,Absent,,C1 Sand,18746
-24380,Absent,,C2 Sand,18926
-24380,Absent,,C4/5 Sand,19061
-24390,Absent,,Top of Salt,11583
-24390,Absent,,Base of Salt,19510
