SN_APD,DRIVE_SIZE,DRIVE_DEPTH,Y_COORD_LOC,X_COORD_LOC,N_S_CODE,N_S_DISTANCE,E_W_CODE,E_W_DISTANCE,LATITUDE,LONGITUDE,SN_BOREHOLE_FK
-274,24.0,750.0,53974.618147,3620127.826179,N,1465,W,1772,27.88621167,-93.98431722,
-318,26.0,455.0,-56696.505584,1929251.966794,S,6878,W,4363,28.51058306,-91.55355056,
-318,26.0,455.0,-59461.76,1925875.2,S,4113,W,986,28.50296139,-91.56404417,
-325,38.0,7217.0,9525977.458976,1237995.017486,S,6137,W,2475,26.24761472,-94.22813806,
-325,38.0,7217.0,9523849.471664,1235987.98034,S,4009,W,468,26.24170667,-94.23420028,
-326,30.0,500.0,124213.367546,3686278.797022,S,5413,W,4563,28.0712275,-93.77007278,
-326,30.0,500.0,125146.0,3682317.81,S,6346,W,602,28.07427639,-93.78221222,
-337,30.0,326.0,102510.514658,2197010.861841,S,2108,E,5035,28.94709556,-90.71743972,
-337,30.0,326.0,101002.38,2199046.021705,S,600,E,3000,28.94291806,-90.71110306,
-339,30.0,600.0,-250144.142799,1771141.059159,S,5480,W,5694,27.97696917,-92.04197,
-339,30.0,600.0,-252384.41007,1770855.539296,S,3239,W,5409,27.97080583,-92.04281111,
-348,36.0,324.0,568167.986231,3604920.796212,S,5848,W,2405,29.30092444,-93.96281694,
-349,28.0,585.0,-23426.947547,2405130.367201,N,2350,W,6503,28.59611444,-90.07119389,
-348,36.0,324.0,565389.05344,3605704.769292,S,3069,W,3189,29.29319556,-93.960735,
-349,28.0,585.0,-31046.555713,2404832.568818,S,4789,W,6205,28.57517333,-90.07238278,
-370,30.0,340.0,373717.228758,1309225.457776,N,5315,W,6322,29.67633361,-93.50868361,
-370,30.0,340.0,373717.228758,1309225.457776,N,5315,W,6322,29.67633361,-93.50868361,
-384,26.0,459.0,-54439.691005,2080788.02155,N,532,W,2788,28.51673159,-91.08184935,
-384,26.0,459.0,-57246.509163,2084047.019305,N,3339,W,6047,28.50899389,-91.07172444,
-473,36.0,9156.0,10043449.973988,1339132.040727,S,890,E,7268,27.67384472,-87.931155,
-396,36.0,4587.0,10170720.03833,896266.98235,S,1440,E,6613,28.00782,-89.30664167,
-396,36.0,4587.0,10170719.998634,893896.002804,S,1440,W,6856,28.00769639,-89.31398611,
-459,30.0,500.0,125146.0,3682317.81,S,6346,W,602,28.07427639,-93.78221222,
-461,26.0,400.0,6184.729703,1643037.023177,N,1479,E,4345,28.67890611,-92.44631861,
-424,30.0,500.0,-59617.139268,1943785.746424,S,3958,W,3874,28.50262139,-91.5082975,
-424,30.0,500.0,-53476.186068,1937774.426656,N,4400,E,2137,28.51947988,-91.52703967,
-450,24.0,750.0,56837.519117,3621085.342832,S,1398,W,2730,27.89396472,-93.98097639,
-450,24.0,750.0,53987.946101,3620108.567676,N,1452,W,1753,27.88625056,-93.984375,
-461,26.0,400.0,3747.647419,1642918.725047,N,3916,E,4463,28.67220194,-92.44661361,
-465,36.0,5447.0,9866056.663089,2515717.531495,N,2263,E,2842,27.16296306,-90.30771333,
-465,36.0,5447.0,9865546.003996,2519125.958434,N,2774,W,566,27.16135778,-90.29727278,
-473,36.0,9156.0,10043449.973988,1339132.040727,S,890,E,7268,27.67384472,-87.931155,
-467,16.0,425.0,333699.995872,2780930.051996,N,3380,E,1920,29.56129778,-88.87685333,
-467,16.0,425.0,332796.945664,2779330.028171,N,4283,E,3520,29.55890917,-88.88194556,
-481,36.0,8984.0,10122510.021942,1379630.044341,S,750,W,1550,27.89215889,-87.8076075,
-486,30.0,400.0,468971.067492,3363993.822706,S,1691,E,922,29.05466806,-94.72961722,
-475,26.0,455.0,-56696.407561,1929252.056937,S,6878,W,4363,28.51058333,-91.55355028,
-475,26.0,455.0,-59461.76,1925875.2,S,4113,W,986,28.50296139,-91.56404417,
-481,36.0,8984.0,10122510.021942,1379630.044341,S,750,W,1550,27.89215889,-87.8076075,
-486,30.0,400.0,467512.598344,3363131.679676,S,233,E,1784,29.05074583,-94.73248056,
-485,36.0,4357.0,10186947.990308,978075.966959,S,1828,E,4004,28.05646556,-89.05404694,
-485,36.0,4357.0,10186947.990308,978075.966959,S,1828,E,4004,28.05646556,-89.05404694,
-488,30.0,346.0,43325.0,2842698.81,S,3725,W,503,27.92662667,-96.39069417,
-488,30.0,346.0,46395.416492,2842773.788832,S,6795,W,578,27.93506389,-96.39025,
-237,48.0,315.0,215907.529851,1959477.801097,S,4009,W,4544,29.26032556,-91.46040778,
-241,36.0,4642.0,2578759.47417,9926762.649024,N,4917,E,3161,27.32595528,-90.10968778,
-237,48.0,315.0,215599.999579,1965857.973799,S,3702,E,4098,29.25949778,-91.44039917,
-241,36.0,4642.0,9923565.460698,2577901.234371,S,7725,E,4019,27.31722278,-90.11255639,
-264,26.0,400.0,6184.729703,1643037.023177,N,1479,E,4345,28.67890611,-92.44631861,
-264,26.0,400.0,3747.647419,1642918.725047,N,3916,E,4463,28.67220194,-92.44661361,
-287,30.0,318.0,104370.409313,2190221.890122,S,3968,E,11824,28.95230861,-90.73863278,
-287,30.0,318.0,101914.38,2188384.343331,S,1512,W,1786,28.94558083,-90.74441694,
-290,30.0,345.0,191632.992296,2540935.055911,S,5272,W,2063,29.18263,-89.6382525,
-290,30.0,345.0,190949.9199,2544225.999342,S,4589,E,5096,29.1806175,-89.62797333,
-293,26.0,306.0,114667.382435,2194719.241545,S,191,E,7327,28.98055889,-90.72440167,
-293,26.0,306.0,115296.96,2189239.55405,S,821,W,2711,28.98236889,-90.7415275,
-365,36.0,4587.0,10170720.03833,896266.98235,S,1440,E,6613,28.00782,-89.30664167,
-365,36.0,4587.0,10170719.998634,893896.002804,S,1440,W,6856,28.00769639,-89.31398611,
-330,24.0,325.0,215887.954339,3004517.079132,S,2048,W,3921,28.39017028,-95.87559222,
-330,24.0,325.0,216750.017203,3003285.970614,S,2910,W,2690,28.39263083,-95.87934806,
-408,26.0,480.0,-73739.296,1393480.712,S,4728,W,2029,28.45017889,-93.2202025,
-441,24.0,846.0,7155.953244,2620763.016718,N,1204,W,4835,28.67192806,-89.39791028,
-378,24.0,750.0,52372.064847,3614042.267651,N,3068,E,4314,27.88252472,-94.00334611,
-378,24.0,750.0,53973.038338,3620109.925379,N,1467,W,1754,27.88620944,-93.98437278,
-385,26.0,400.0,-764.74514,1943507.695595,S,4816,W,3596,28.66444444,-91.50944444,
-386,36.0,341.0,375833.048177,1332784.023043,N,3199,W,365,29.68336,-93.43463333,
-385,26.0,400.0,7315.481671,1944410.962956,N,1603,W,4500,28.68666667,-91.50666667,
-386,36.0,341.0,375833.048177,1332784.023043,N,3199,W,365,29.68336,-93.43463333,
-493,48.0,304.0,363271.961727,1290999.975445,N,1002,W,2855,29.64665056,-93.56542333,
-493,48.0,304.0,363271.961727,1290999.975445,N,1002,W,2855,29.64665056,-93.56542333,
-408,26.0,480.0,-69243.424758,1398597.128294,N,5534,W,7145,28.46276944,-93.20451667,
-441,24.0,846.0,6382.0,2622185.0,N,1978,W,6257,28.66973389,-89.39351833,
-446,26.0,455.0,-56696.505584,1929251.966794,S,6878,W,4363,28.51058306,-91.55355056,
-446,26.0,455.0,-59461.76,1925875.2,S,4113,W,986,28.50296139,-91.56404417,
-448,26.0,1038.0,10513123.580145,1036695.306379,N,4636,W,7095,28.95602778,-88.88825,
-448,26.0,1038.0,10506420.000371,1029000.000893,S,4500,E,600,28.937255,-88.91196889,
-453,36.0,6232.0,10415887.043389,1248122.00293,N,6833,E,3238,28.69621917,-88.22399972,
-453,36.0,6232.0,10415846.0,1248124.0,N,6874,E,3236,28.69610639,-88.22399222,
-489,26.0,400.0,6308.581881,1942271.340046,N,2610,W,2360,28.68388889,-91.51333333,
-495,36.0,2716.0,10056442.025036,2272881.999822,N,1958,W,7762,27.69891972,-91.04501389,
-496,36.0,3909.0,10024216.014325,2515703.98409,N,2504,E,2856,27.59771556,-90.29720278,
-495,36.0,2716.0,10063379.05805,2275244.923887,S,4979,E,5715,27.71789417,-91.03737194,
-496,36.0,3909.0,10024019.019923,2516460.028026,N,2701,E,2100,27.59712861,-90.29488361,
-498,30.0,340.0,373717.228758,1309225.457776,N,5315,W,6322,29.67633361,-93.50868361,
-498,30.0,340.0,373717.228758,1309225.457776,N,5315,W,6322,29.67633361,-93.50868361,
-499,30.0,345.0,384602.23481,1302496.412091,S,5570,E,407,29.70590889,-93.53052639,
-499,30.0,345.0,384602.23481,1302496.412091,S,5570,E,407,29.70590889,-93.53052639,
-514,24.0,846.0,7155.953244,2620763.016718,N,1204,W,4835,28.67192806,-89.39791028,
-514,24.0,846.0,6382.0,2622185.0,N,1978,W,6257,28.66973389,-89.39351833,
-513,26.0,455.0,-56699.463833,1929265.974714,S,6875,W,4377,28.510575,-91.55350694,
-513,26.0,455.0,-59461.76,1925875.2,S,4113,W,986,28.50296139,-91.56404417,
-227,24.0,525.0,90171.0,2484060.93,S,8021,E,6467,28.90583306,-89.82064889,
-205,36.0,4587.0,896266.98235,10170720.03833,S,1440,E,6613,28.00782,-89.30664167,
-205,36.0,4587.0,10170719.998634,893896.002804,S,1440,W,6856,28.00769639,-89.31398611,
-216,28.0,585.0,-23426.947547,2405130.367201,N,2350,W,6503,28.59611444,-90.07119389,
-216,28.0,585.0,-31046.555713,2404832.568818,S,4789,W,6205,28.57517333,-90.07238278,
-227,24.0,525.0,89392.632436,2481449.866045,S,7243,W,1372,28.9037875,-89.82883944,
-229,24.0,750.0,52440.031568,3620980.764104,N,3000,W,2625,27.88189472,-93.98188361,
-229,24.0,750.0,53974.618147,3620127.826179,N,1465,W,1772,27.88621167,-93.98431722,
-246,26.0,350.0,180106.960497,2549171.983628,N,6254,E,150,29.15059972,-89.61298722,
-246,26.0,350.0,181339.029837,2547405.986795,N,5021,E,1916,29.15406028,-89.61846083,
-278,30.0,600.0,234430.047199,2997300.019436,S,600,E,6800,29.27388583,-88.20506861,
-278,30.0,600.0,234430.047199,2997300.019436,S,600,E,6800,29.27388583,-88.20506861,
-280,24.0,590.0,194855.023237,2820605.004118,N,5359,E,1935,29.17717194,-88.76189278,
-280,24.0,590.0,195860.48809,2819611.740667,N,4354,E,2928,29.1799975,-88.76493361,
-281,20.0,748.0,-220306.815522,1335925.563051,S,5741,W,3506,28.04454833,-93.39103139,
-281,20.0,748.0,-213846.728,1337718.52,N,2557,W,5299,28.06239361,-93.38583556,
-375,30.0,359.0,1276.007758,2334013.542805,N,232,E,599,28.66600222,-90.29203778,
-375,30.0,359.0,-1700.36,2337191.18,N,3208,W,2579,28.65773861,-90.28221694,
-347,36.0,4939.0,9811366.948254,1019030.062966,S,6407,W,5270,27.0253575,-94.90915611,
-347,36.0,4939.0,9808449.0,1019228.0,S,3489,W,5468,27.01734,-94.9084125,
-352,30.0,335.0,266008.96331,1292390.01849,S,5041,W,4245,29.37930083,-93.55511194,
-352,30.0,335.0,265589.017429,1294721.248354,S,4621,W,6576,29.37827028,-93.54776861,
-374,48.0,304.0,363271.961727,1290999.975445,N,1002,W,2855,29.64665056,-93.56542333,
-374,48.0,304.0,363271.961727,1290999.975445,N,1002,W,2855,29.64665056,-93.56542333,
-402,36.0,4011.0,9975659.967139,2430595.061284,N,3540,W,7075,27.46908778,-90.56275472,
-402,36.0,4011.0,9975659.967139,2430595.061284,N,3540,W,7075,27.46908778,-90.56275472,
-404,36.0,2626.0,10003215.982985,1227396.965843,N,7664,W,7717,27.56040611,-94.27514222,
-404,36.0,2626.0,10005693.0,1228827.0,N,5187,E,6693,27.56726111,-94.27080667,
-452,26.0,363.0,51485.831348,2227588.783384,N,6298,E,5657,28.80630083,-90.62283861,
-452,26.0,363.0,49706.03119,2225781.132777,S,5883,E,7465,28.8014375,-90.62851583,
-454,36.0,5447.0,9866056.663089,2515717.531495,N,2263,E,2842,27.16296306,-90.30771333,
-454,36.0,5447.0,9865546.003996,2519125.958434,N,2774,W,566,27.16135778,-90.29727278,
-457,30.0,335.0,266008.96331,1292390.01849,S,5041,W,4245,29.37930083,-93.55511194,
-457,30.0,335.0,265589.017429,1294721.248354,S,4621,W,6576,29.37827028,-93.54776861,
-460,30.0,345.0,193843.438312,2543026.02031,S,7483,W,4154,29.18862278,-89.63159833,
-460,30.0,345.0,190942.97026,2544234.082126,S,4582,E,5088,29.18059806,-89.62794833,
-482,20.0,748.0,-220306.815522,1335925.563051,S,5741,W,3506,28.04454833,-93.39103139,
-482,20.0,748.0,-213846.728,1337718.52,N,2557,W,5299,28.06239361,-93.38583556,
-489,26.0,400.0,-764.74514,1943507.695595,S,4816,W,3596,28.66444444,-91.50944444,
-491,42.0,637.0,-213690.037711,1558319.610423,S,1874,W,4529,28.07187806,-92.70224917,
-491,42.0,637.0,-212904.045789,1559400.008826,S,2660,W,5610,28.07407417,-92.69893,
-492,26.0,521.0,-39540.8982,1671876.710252,N,2931,E,5022,28.55391889,-92.35513222,
-492,26.0,521.0,-37566.08312,1675414.717636,N,956,E,1484,28.559435,-92.34416944,
-508,30.0,385.0,80683.011239,1853062.044826,N,728,W,3284,28.88771917,-91.79241806,
-508,30.0,385.0,80683.011239,1853062.044826,N,728,W,3284,28.88771917,-91.79241806,
-512,24.0,295.0,123920.693323,2336454.682683,S,4349,W,1843,29.00317861,-90.28091639,
-512,24.0,295.0,128786.994055,2337244.157793,S,9215,W,2632,29.01654,-90.27830694,
-232,24.0,750.0,145693.989623,2487152.46368,S,1018,W,530,29.05839,-89.80868056,
-232,24.0,750.0,149665.480321,2488095.811658,S,4989,W,1474,29.06927583,-89.80556278,
-236,26.0,306.0,114667.382435,2194719.241545,S,191,E,7327,28.98055889,-90.72440167,
-236,26.0,306.0,115296.96,2189239.55405,S,821,W,2711,28.98236889,-90.7415275,
-239,36.0,565.0,-85651.224545,2093503.879518,N,3820,E,96,28.43083056,-91.04251306,
-239,36.0,565.0,-85605.652971,2092748.554996,N,3775,E,851,28.43096111,-91.04486194,
-407,30.0,381.0,346624.096,1224817.184,N,2892,E,4296,29.59716861,-93.77260556,
-561,20.0,340.0,126264.133124,2338760.093327,S,6692,W,4148,29.00956417,-90.27363778,
-561,20.0,340.0,128754.835208,2337240.189452,S,9183,W,2628,29.01645167,-90.27832028,
-578,24.0,475.0,-32094.179616,1641103.068673,S,4516,E,6279,28.57360389,-92.45118389,
-578,24.0,475.0,-31261.063395,1637871.7472,S,5349,W,5248,28.5758075,-92.46127333,
-588,24.0,295.0,123920.693323,2336454.682683,S,4349,W,1843,29.00317861,-90.28091639,
-588,24.0,295.0,128786.994055,2337244.157793,S,9215,W,2632,29.01654,-90.27830694,
-614,36.0,1503.0,10373414.824824,760246.047266,N,1785,E,74,28.5571825,-89.7421475,
-614,36.0,1503.0,10372915.0,759946.0,N,2285,E,374,28.55578999,-89.74304578,
-616,36.0,2515.0,10087084.065556,2353465.834638,N,2996,E,6694,27.77943611,-90.79436944,
-616,36.0,2515.0,10082727.617073,2352317.353981,N,7352,E,7843,27.76751389,-90.79816111,
-623,36.0,4642.0,9923565.460698,2577901.234371,S,7725,E,4019,27.31722278,-90.11255639,
-624,36.0,327.0,369928.167675,1347105.582355,S,5654,E,72,29.66783861,-93.38920583,
-622,30.0,502.0,-55299.876103,1943143.140839,N,6224,W,3232,28.51448944,-91.51031833,
-622,30.0,502.0,-53468.18,1937778.36,N,4392,E,2133,28.51950194,-91.5270275,
-623,36.0,4642.0,9926762.649024,2578759.47417,N,4917,E,3161,27.32595528,-90.10968778,
-624,36.0,327.0,369928.167675,1347105.582355,S,5654,E,72,29.66783861,-93.38920583,
-628,30.0,370.0,-36059.702727,2145987.529391,S,3887,W,5588,28.56671722,-90.87866528,
-628,30.0,370.0,-32778.926,2147745.0,N,6794,W,7345,28.57571889,-90.87315078,
-638,30.0,325.0,379333.613783,1252463.065013,S,301,E,6166,29.68869056,-93.68775167,
-638,30.0,325.0,381601.953297,1255217.076863,S,2570,E,3412,29.6950825,-93.67922639,
-645,72.0,640.0,-33614.544794,2196414.883532,S,6332,E,5631,28.57279528,-90.72157472,
-645,72.0,640.0,-33614.544794,2196414.883532,S,6332,E,5631,28.57279528,-90.72157472,
-652,24.0,505.0,-55492.901702,2214846.315913,N,1585,E,2800,28.51235556,-90.66456667,
-652,24.0,505.0,-56183.611953,2210351.668691,N,2276,E,7294,28.51052778,-90.67856944,
-654,30.0,375.0,151823.977141,1864327.161971,N,2080,E,473,29.08346806,-91.75804611,
-654,30.0,375.0,151823.96645,1862300.52259,N,2080,E,2500,29.08344722,-91.76439028,
-660,72.0,640.0,-33614.544794,2196414.883532,S,6332,E,5631,28.57279528,-90.72157472,
-660,72.0,640.0,-33614.544794,2196414.883532,S,6332,E,5631,28.57279528,-90.72157472,
-668,24.0,590.0,186831.333765,2818862.109555,S,1375,E,3678,29.15522,-88.76791528,
-668,24.0,590.0,195854.98471,2819614.168814,N,4359,E,2926,29.17998222,-88.76492639,
-666,30.0,386.0,69846.024346,1632124.134354,S,3150,E,500,28.85365667,-92.48233222,
-666,30.0,386.0,69846.024346,1632124.134354,S,3150,E,500,28.85365667,-92.48233222,
-673,20.0,395.0,10847887.687841,1179872.265528,N,2512,W,7712,29.882225,-88.45362222,
-673,20.0,395.0,10848318.0,1175092.0,N,2082,W,2932,29.88324139,-88.46872333,
-715,30.0,564.0,151902.592503,3682825.842089,S,1423,W,1110,28.14772778,-93.776935,
-715,30.0,564.0,159230.0,3685443.81,N,7090,W,3728,28.16753833,-93.76780306,
-725,36.0,3756.0,10229050.003105,873387.495359,N,3590,W,2187,28.16697361,-89.38104917,
-725,36.0,3756.0,10230074.766437,873273.56421,N,2565,W,2074,28.16978472,-89.381465,
-722,30.0,320.0,234386.547971,1465742.992897,S,7209,W,501,29.30045917,-93.00945028,
-722,30.0,320.0,228763.568,1467142.952,S,1586,W,1901,29.28505389,-93.00480139,
-743,26.0,550.0,-152843.342145,1392815.350328,N,586,W,1364,28.232685,-93.21822444,
-528,36.0,7366.0,9512658.761361,2150766.126546,N,7181,E,3474,26.20777778,-91.44305556,
-528,36.0,7366.0,9512658.761361,2150766.126546,N,7181,E,3474,26.20777778,-91.44305556,
-530,24.0,305.0,361642.899849,1428343.139553,N,2631,W,7375,29.64881556,-93.13303556,
-530,24.0,305.0,361652.144,1428937.856,N,2622,E,6788,29.64886667,-93.13116389,
-532,30.0,345.0,191694.486354,2546781.025957,S,5334,E,2541,29.18256,-89.61993333,
-532,30.0,345.0,190942.945926,2544219.007903,S,4582,E,5103,29.18059861,-89.62799556,
-548,30.0,500.0,-109127.065719,1476333.046086,S,3130,E,3667,28.35638417,-92.96092444,
-548,30.0,500.0,-109127.065719,1476333.046086,S,3130,E,3667,28.35638417,-92.96092444,
-551,0.0,0.0,-185578.168729,1529907.320857,S,470,W,5633,28.14819417,-92.79140778,
-551,0.0,0.0,-182886.77,1527826.14,S,3161,W,3552,28.15552,-92.79796889,
-553,30.0,350.0,353844.538087,2773534.033168,S,2015,W,5434,29.61711694,-88.898765,
-553,30.0,350.0,354425.689632,2773111.343591,S,2596,W,5011,29.61873944,-88.90005611,
-555,30.0,870.0,10409982.957112,912459.026575,S,3103,E,6261,28.66646833,-89.27043167,
-555,30.0,870.0,10412897.2,912535.39,S,6017,E,6185,28.67448417,-89.27036639,
-566,24.0,590.0,194855.023237,2820605.004118,N,5359,E,1935,29.17717194,-88.76189278,
-566,24.0,590.0,195860.48809,2819611.740667,N,4354,E,2928,29.1799975,-88.76493361,
-573,24.0,564.0,53015.277416,3622973.656917,N,2425,W,4618,27.88324,-93.97564528,
-573,24.0,564.0,53972.0,3620103.81,N,1468,W,1748,27.88620722,-93.98439194,
-572,36.0,271.0,136933.674778,2372284.814837,S,2604,E,2493,29.03800833,-90.16843472,
-572,36.0,271.0,136207.0,2372375.3767,S,1877,E,2826,29.0360075,-90.16817444,
-579,26.0,455.0,-56696.407561,1929252.056937,S,6878,W,4363,28.51058333,-91.55355028,
-579,26.0,455.0,-59461.76,1925875.2,S,4113,W,986,28.50296139,-91.56404417,
-580,30.0,502.0,-55299.876103,1943143.140839,N,6224,W,3232,28.51448944,-91.51031833,
-580,30.0,502.0,-53468.18,1937778.36,N,4392,E,2133,28.51950194,-91.5270275,
-585,48.0,304.0,363271.961727,1290999.975445,N,1002,W,2855,29.64665056,-93.56542333,
-585,48.0,304.0,363271.961727,1290999.975445,N,1002,W,2855,29.64665056,-93.56542333,
-591,24.0,590.0,189118.366231,2816298.354296,S,3662,E,6242,29.16166528,-88.77578472,
-591,24.0,590.0,195851.999374,2819607.232036,N,4362,E,2933,29.17997444,-88.76494833,
-610,24.0,433.0,61246.438397,1871002.902242,N,5666,W,6202,28.8344575,-91.73615167,
-610,24.0,433.0,60516.017485,1872933.460488,N,6396,E,6889,28.8324675,-91.73011528,
-613,30.0,340.0,152842.965299,2086632.02347,N,2672,E,6968,29.08667972,-91.06213056,
-613,30.0,340.0,152842.965299,2086632.02347,N,2672,E,6968,29.08667972,-91.06213056,
-626,24.0,295.0,128786.994055,2337244.157793,S,9215,W,2632,29.01654,-90.27830694,
-627,20.0,475.0,-87005.739153,1910290.321956,S,5566,W,423,28.42713222,-91.6123425,
-627,20.0,475.0,-87465.92,1913640.04,S,5106,W,3773,28.4258889,-91.60192113,
-626,24.0,295.0,123920.693323,2336454.682683,S,4349,W,1843,29.00317861,-90.28091639,
-651,36.0,3903.0,10024216.014325,2515703.98409,N,2504,E,2856,27.59771556,-90.29720278,
-651,36.0,3903.0,10024019.019923,2516460.028026,N,2701,E,2100,27.59712861,-90.29488361,
-685,30.0,340.0,377628.204577,1309067.431547,N,1404,W,6164,29.68707861,-93.509415,
-685,30.0,340.0,377628.204577,1309067.431547,N,1404,W,6164,29.68707861,-93.509415,
-692,24.0,450.0,-78299.488295,1502568.111816,S,4442,E,6948,28.44213611,-92.88068806,
-692,24.0,450.0,-77641.431178,1503226.083105,S,5100,E,6290,28.44396972,-92.87866917,
-700,36.0,4747.0,9923441.333545,2589785.321231,S,7601,W,7865,27.31612083,-90.07600083,
-708,20.0,400.0,-19499.374723,2076886.759479,S,6486,E,1113,28.61282806,-91.09376611,
-700,36.0,4747.0,9923441.333545,2589785.321231,S,7601,W,7865,27.31612083,-90.07600083,
-708,20.0,400.0,-18039.328809,2078645.24794,N,6016,W,645,28.6168325,-91.08827722,
-713,36.0,3903.0,10024216.014325,2515703.98409,N,2504,E,2856,27.59771556,-90.29720278,
-713,36.0,3903.0,10024019.019923,2516460.028026,N,2701,E,2100,27.59712861,-90.29488361,
-729,36.0,2518.0,10087084.065556,2353465.834638,N,2996,E,6694,27.77943611,-90.79436944,
-729,36.0,2518.0,10082727.617073,2352317.353981,N,7352,E,7843,27.76751389,-90.79816111,
-740,30.0,345.0,193843.438312,2543026.02031,S,7483,W,4154,29.18862278,-89.63159833,
-740,30.0,345.0,190942.97026,2544234.082126,S,4582,E,5088,29.18059806,-89.62794833,
-544,38.0,6270.0,9679114.523839,1785263.823761,S,875,E,4656,26.67364278,-92.55629722,
-544,38.0,6270.0,9679114.523839,1785263.823761,S,875,E,4656,26.67364278,-92.55629722,
-539,48.0,304.0,363271.961727,1290999.975445,N,1002,W,2855,29.64665056,-93.56542333,
-539,48.0,304.0,363271.961727,1290999.975445,N,1002,W,2855,29.64665056,-93.56542333,
-554,28.0,585.0,-23426.947547,2405130.367201,N,2350,W,6503,28.59611444,-90.07119389,
-554,28.0,585.0,-31046.555713,2404832.568818,S,4789,W,6205,28.57517333,-90.07238278,
-570,38.0,7217.0,9525977.458976,1237995.017486,S,6137,W,2475,26.24761472,-94.22813806,
-570,38.0,7217.0,9523849.471664,1235987.98034,S,4009,W,468,26.24170667,-94.23420028,
-659,22.0,640.0,84518.76328,3567262.644905,N,2601,E,3573,27.97627111,-94.143865,
-676,36.0,4011.0,9975659.967139,2430595.061284,N,3540,W,7075,27.46908778,-90.56275472,
-618,36.0,4587.0,10170720.03833,896266.98235,S,1440,E,6613,28.00782,-89.30664167,
-618,36.0,4587.0,10170719.998634,893896.002804,S,1440,W,6856,28.00769639,-89.31398611,
-599,30.0,2094.0,10608377.0,1391367.0,N,4423,E,2553,29.22906066,-87.78106915,
-603,26.0,550.0,-152843.342145,1392815.350328,N,586,W,1364,28.232685,-93.21822444,
