"SN_WAR_CSNG_INTV_FK","SN_WAR_FK","CSNG_SETTING_BOTM_MD","CSNG_SETTING_TOP_MD"
"-112769","-86078","6090","0"
"-113733","-86841","24525","22556"
"-114529","-87520","16982","14263"
"-115156","-87931","10262","0"
"-115196","-87987","7368","0"
"-115196","-87987","10292","0"
"-115197","-87987","12741","7134"
"-113955","-87006","25378","17943"
"-114367","-87382","18276","0"
"-112333","-85698","21855","15437"
"-112334","-85698","24411","21730"
"-111899","-85294","17149","12244"
"-114962","-87816","26803","26817"
"-115115","-87904","3516","0"
"-114964","-87752","10535","8603"
"-114855","-87752","1818","652"
"-115301","-88096","3058","0"
"-115195","-87986","10695","8289"
"-115294","-88092","1445","0"
"-115296","-88092","13670","0"
"-112767","-86068","6300","5557"
"-114166","-87197","1008","0"
"-113516","-86698","9664","0"
"-115002","-87854","4000","0"
"-113157","-86355","6799","4582"
"-113159","-86355","17149","12244"
"-114908","-87774","11585","10027"
"-115611","-88308","9981","0"
"-115206","-87995","6475","0"
"-115343","-88118","6475","0"
"-115744","-88413","20713","18370"
"-115048","-87872","6406","0"
"-115053","-87872","20715","14951"
"-114973","-87831","1197","0"
"-114940","-87716","14158","12651"
"-115435","-88174","12375","11838"
"-115414","-88162","901","0"
"-115415","-88162","3066","0"
"-113990","-87040","10059","0"
"-115655","-88327","5210","0"
"-115656","-88327","8190","0"
"-114232","-87276","2877","0"
"-114233","-87276","3949","0"
"-115268","-88028","6912","4856"
"-115044","-87871","8200","5916"
"-114266","-87304","5759","0"
"-114575","-87573","1000","0"
"-115477","-88199","12771","0"
"-115592","-88300","3949","0"
"-115637","-88320","8653","0"
"-115641","-88320","22860","19976"
"-115473","-88186","12600","9756"
"-115814","-88449","9664","0"
"-115815","-88449","12267","9664"
"-114392","-87413","4310","0"
"-116097","-88594","3990","0"
"-116066","-88578","7020","3128"
"-116069","-88578","19418","12839"
"-116118","-88600","12010","0"
"-116247","-88681","7448","5758"
"-116260","-88154","5455","0"
"-115931","-88482","3600","0"
"-115683","-88353","1445","0"
"-116052","-88576","3478","0"
"-116256","-88668","10006","0"
"-115309","-88098","2641","0"
"-116111","-88595","979","0"
"-114956","-87811","4528","0"
"-115337","-88112","10788","4679"
"-115272","-87730","20329","19383"
"-115563","-88279","6852","0"
"-115082","-87885","19811","0"
"-115493","-88225","20071","0"
"-115715","-88376","9778","8863"
"-115716","-88378","8604","0"
"-116294","-88738","7012","0"
"-116557","-88900","13753","7057"
"-116559","-88900","14970","13446"
"-116078","-88582","3009","0"
"-116230","-88667","920","0"
"-115875","-88500","11095","6050"
"-116133","-88619","1445","0"
"-115772","-88423","12753","5801"
"-116115","-88596","14200","11618"
"-116578","-88917","1316","0"
"-116579","-88917","3572","0"
"-115562","-88275","10834","0"
"-116514","-88866","16955","7380"
"-116383","-88797","12495","0"
"-116340","-88773","12470","9368"
"-116397","-88802","8550","0"
"-116527","-88874","3630","0"
"-115413","-88157","13575","0"
"-116335","-88772","15411","0"
"-116796","-89064","12576","0"
"-116798","-89064","18246","15151"
"-116565","-88901","14625","11871"
"-115574","-88284","8200","5916"
"-116707","-89020","979","0"
"-115843","-88462","2100","0"
"-115092","-87887","27037","24845"
"-116854","-89086","6208","0"
"-116903","-89138","26776","7929"
"-116905","-89138","26776","0"
"-116199","-88646","9494","0"
"-116200","-88646","10688","0"
"-116856","-88437","515","0"
"-115758","-88417","10522","0"
"-115991","-88551","947","434"
"-116833","-89075","9365","0"
"-116906","-88819","9997","0"
"-116906","-88819","20310","0"
"-117005","-89188","11950","0"
"-115695","-88367","7750","0"
"-116496","-88860","9399","9399"
"-116891","-89121","5101","0"
"-117037","-89217","3013","0"
"-115503","-88227","10340","8696"
"-116447","-88823","9546","0"
"-115452","-88182","4360","0"
"-115453","-88182","6342","0"
"-115458","-88184","6342","0"
"-116000","-88554","10784","6009"
"-116839","-89080","9307","0"
"-116841","-89080","21428","0"
"-116845","-89083","9307","0"
"-116846","-89083","11388","8864"
"-115672","-88334","3525","0"
"-116178","-88635","16313","0"
"-116180","-88635","19175","17077"
"-116182","-88635","23800","16286"
"-115356","-88131","9820","0"
"-117084","-89264","5558","0"
"-117085","-89264","8197","0"
"-116754","-89052","3530","0"
"-116376","-88792","14550","0"
"-116743","-89044","20021","15226"
"-116344","-88774","9225","0"
"-117033","-89216","795","0"
"-117035","-89216","3009","0"
"-117368","-89405","25945","0"
"-117075","-89260","9225","0"
"-115361","-88137","900","0"
"-115363","-88137","9666","0"
"-116723","-89026","10535","8603"
"-117417","-89463","14970","13446"
"-116239","-88680","4885","0"
"-116246","-88680","8292","0"
"-117484","-89500","14887","0"
"-116994","-89181","13630","0"
"-117048","-89226","9442","0"
"-117048","-89226","7565","0"
"-117053","-89228","16955","7380"
"-116031","-88568","4787","3155"
"-116522","-88873","12042","0"
"-117146","-89280","11524","5236"
"-116217","-88662","19418","12839"
"-116577","-88849","5138","0"
"-117675","-89624","800","0"
"-116364","-88783","1594","0"
"-116364","-88783","3011","0"
"-116366","-88783","11012","0"
"-117601","-89574","9365","0"
"-114968","-87820","10340","0"
"-114911","-87779","5015","0"
"-114912","-87779","14916","0"
"-114913","-87779","18251","14526"
"-115832","-88454","9935","0"
"-115894","-88509","10340","0"
"-115633","-88319","14916","0"
"-115635","-88319","20030","13695"
"-117679","-89626","9178","0"
"-116389","-88799","16640","0"
"-116823","-89069","19360","14242"
"-117698","-89631","1109","0"
"-117056","-89231","4965","0"
"-117235","-89319","8388","0"
"-117236","-89319","11278","8176"
"-117517","-89515","13397","11053"
"-116358","-88779","9666","0"
"-117888","-89723","4484","0"
"-117361","-89402","3456","0"
"-115289","-88091","4488","0"
"-115293","-88091","26748","19179"
"-116131","-88604","20176","16093"
"-117017","-89205","1133","0"
"-117020","-89205","17065","0"
"-116380","-88794","1220","0"
"-117474","-89492","5455","0"
"-117254","-89323","4545","0"
"-116744","-89047","5076","0"
"-118231","-89900","12950","8128"
"-118179","-89872","14412","11982"
"-117548","-89554","5076","0"
"-117549","-89554","7287","4611"
"-117313","-89381","790","0"
"-118271","-89935","25945","0"
"-117384","-89419","983","0"
"-117381","-89416","802","0"
"-117162","-89286","14550","0"
"-117306","-89358","19050","13631"
"-117295","-89350","10688","0"
"-117723","-89642","9995","0"
"-118094","-89832","1133","0"
"-118316","-89595","7434","3832"
"-118103","-89838","4164","0"
"-117878","-89714","19986","0"
"-117880","-89714","26817","24304"
"-117309","-89362","3675","0"
"-117311","-89362","8407","3162"
"-117356","-89401","12480","6708"
"-117834","-89696","6912","4856"
"-116896","-89130","4575","0"
"-115971","-88549","1000","0"
"-117160","-89284","11970","0"
"-118654","-90206","15000","0"
"-118335","-90010","6006","0"
"-117141","-89277","14021","0"
"-118029","-89797","7663","0"
"-117554","-89555","12528","9227"
"-117554","-89555","14062","12528"
"-116886","-89093","9840","0"
"-118497","-90116","11826","10673"
"-117874","-89712","3680","0"
"-118631","-90202","11095","6050"
"-117883","-89716","5318","0"
"-117885","-89716","14468","13381"
"-118554","-90144","4002","0"
"-118610","-90193","14468","13381"
"-117733","-89648","6355","0"
"-118745","-90306","11676","0"
"-117194","-89306","4150","0"
"-117196","-89306","6857","4969"
"-118215","-89884","6453","0"
"-118216","-89884","8278","0"
"-117664","-89612","12135","8317"
"-117718","-89640","3987","0"
"-118070","-89813","10357","0"
"-116860","-89091","11655","0"
"-118938","-90432","7381","0"
"-118938","-90432","7663","0"
"-118939","-90432","16955","7380"
"-117947","-89749","6861","0"
"-118691","-90274","9778","8863"
"-118431","-90081","19360","14242"
"-118714","-90300","11524","5236"
"-118715","-90300","20469","0"
"-118883","-90407","15936","6322"
"-118613","-90197","8273","0"
"-118614","-90197","26776","7929"
"-119101","-90553","2283","0"
"-119102","-90553","4575","0"
"-116454","-88828","4518","0"
"-116457","-88828","10795","10079"
"-117839","-89698","6342","0"
"-117975","-89758","7012","0"
"-118729","-90303","6148","0"
"-118899","-90411","10008","0"
"-118942","-90394","20288","0"
"-118850","-90391","12771","0"
"-119262","-90669","3170","0"
"-119259","-90666","3012","0"
"-119324","-90724","5301","0"
"-119072","-90441","10545","0"
"-119071","-90441","8103","4008"
"-119038","-90501","9363","0"
"-118773","-90331","920","0"
"-119319","-90719","9442","0"
"-118060","-89807","7770","4404"
"-118061","-89807","10340","8696"
"-118065","-89807","20080","16803"
"-119057","-90519","11446","0"
"-119390","-90754","5101","0"
"-119392","-90756","5101","0"
"-118190","-89876","5455","0"
"-118871","-90404","16107","12422"
"-119020","-90484","11150","0"
"-119467","-90829","6861","0"
"-119518","-90852","8159","8886"
"-119522","-90852","17928","0"
"-119477","-90835","13079","0"
"-119472","-90832","3968","0"
"-119256","-90662","17287","14425"
"-119651","-90974","7046","0"
"-119654","-90974","15670","14631"
"-119455","-90824","1516","0"
"-119089","-90540","22021","17505"
"-119461","-90825","4020","0"
"-119909","-91094","1003","0"
"-119910","-91094","4020","0"
"-119382","-90748","1490","0"
"-118656","-90223","5005","0"
"-119796","-91036","12905","7700"
"-119164","-90599","3530","0"
"-119165","-90599","9666","0"
"-119166","-90599","14021","9338"
"-118975","-90455","1058","0"
"-119751","-91018","10545","0"
"-119879","-91075","3500","0"
"-118845","-90375","14062","12528"
"-120046","-91226","12528","9227"
"-120043","-91225","11237","6982"
"-120089","-91274","6912","4856"
"-120091","-91274","9778","8863"
"-120095","-91288","8273","0"
"-118912","-90418","7203","0"
"-118752","-90319","11388","8864"
"-119393","-90758","2001","0"
"-120127","-91331","14150","0"
"-119914","-91096","979","0"
"-118473","-90101","3603","0"
"-119809","-91042","14994","0"
"-119907","-91091","8700","0"
"-120174","-91358","16480","0"
"-120175","-91358","19050","13631"
"-119614","-90920","4550","0"
"-120081","-91268","3775","0"
"-119935","-91114","3266","0"
"-119630","-90953","1500","0"
"-118749","-90315","5075","0"
"-119665","-90995","4000","0"
"-119594","-90906","1503","0"
"-119792","-91035","4500","0"
"-120314","-91459","2010","0"
"-119827","-91048","1847","583"
"-120498","-91595","1497","0"
"-119988","-91198","1309","0"
"-119865","-91067","9307","0"
"-120359","-91533","8152","0"
"-117546","-89553","3545","0"
"-120291","-91434","4550","0"
"-120334","-91434","14722","0"
"-119645","-90972","1977","0"
"-119767","-91023","13711","0"
"-120646","-91826","11905","0"
"-120647","-91826","12950","8128"
"-120649","-91826","14900","14268"
"-119421","-90790","5091","0"
"-120463","-91639","11388","8864"
"-118409","-90060","9365","0"
"-117615","-89580","7020","3128"
"-117526","-89525","14887","0"
"-117529","-89525","18432","18025"
"-118090","-89825","3584","0"
"-118092","-89825","9144","7094"
"-118093","-89825","20651","20021"
"-119969","-91158","11545","0"
"-120499","-91663","1197","0"
"-120501","-91663","11545","0"
"-118009","-89789","1316","0"
"-120504","-91669","7565","0"
"-117771","-89661","20310","0"
"-117990","-89777","9664","0"
"-118013","-89790","4662","3600"
"-119848","-91060","7708","0"
"-119852","-91060","26177","19600"
"-120323","-91467","1196","0"
"-119773","-91025","26476","25340"
"-120696","-91861","11740","0"
"-119079","-90533","9494","0"
"-120783","-91931","1445","0"
"-120769","-91923","3680","0"
"-120351","-91520","1226","310"
"-119834","-91051","3530","0"
"-120380","-91549","900","0"
"-120454","-91631","1847","583"
"-120456","-91631","9363","0"
"-120710","-91883","1058","0"
"-120715","-91883","11999","10887"
"-116637","-88964","10538","7919"
"-120888","-92036","4000","0"
"-120548","-91701","3675","0"
"-120398","-91564","3530","0"
"-120434","-91604","1040","0"
"-120355","-91526","4849","0"
"-121038","-92128","802","0"
"-120563","-91708","12052","0"
"-120568","-91708","13608","11645"
"-120556","-91706","10522","0"
"-121180","-92245","3305","0"
"-121315","-92099","11692","0"
"-118593","-90169","12576","0"
"-119179","-90616","6406","0"
"-120788","-91932","809","0"
"-119617","-90923","3456","0"
"-120525","-91692","26776","0"
"-120414","-91576","25510","20004"
"-120115","-91318","5302","0"
"-120117","-91318","7770","4404"
"-120121","-91318","19175","17077"
"-121455","-91918","10850","10323"
"-121574","-92561","1010","0"
"-121378","-92379","10990","0"
"-121154","-92228","3299","0"
"-119120","-90572","10635","8079"
"-118996","-90460","3572","0"
"-118930","-90427","9795","0"
"-120878","-92037","7900","0"
"-120879","-92037","8954","7664"
"-117713","-89636","1528","0"
"-121709","-92651","7950","0"
"-120149","-91346","11524","5236"
"-120150","-91346","20469","0"
"-121528","-92522","4965","0"
"-120955","-92084","9166","0"
"-120976","-92096","20080","16803"
"-120978","-92096","8095","2982"
"-120142","-90905","4218","0"
"-121282","-92278","11810","0"
"-120900","-92059","15300","13717"
"-122014","-92901","16533","10012"
"-122014","-92901","4893","4377"
"-121161","-92233","24500","0"
"-121874","-92751","1430","0"
"-121875","-92751","2335","0"
"-121544","-92526","4500","0"
"-121374","-92378","10676","0"
"-121375","-92378","11742","0"
"-119174","-90613","6014","1592"
"-119176","-90613","12865","0"
"-120776","-91928","6014","1592"
"-120778","-91928","12865","0"
"-121757","-92698","14468","13381"
"-121319","-92347","1196","0"
"-121395","-92319","10529","0"
"-121598","-92569","14412","11982"
"-120320","-91460","4000","0"
"-120322","-91460","13020","10942"
"-121264","-92297","817","0"
"-119022","-90485","5606","0"
"-122133","-93027","26776","0"
"-118125","-89849","16056","13920"
"-121289","-92314","12037","8959"
"-121258","-92294","7565","0"
"-122138","-93037","995","0"
"-121142","-92216","7343","0"
"-121046","-92132","1500","0"
"-121031","-92125","925","0"
"-121032","-92125","2667","0"
"-122062","-92959","925","0"
"-122063","-92959","2667","0"
"-120911","-92063","1000","0"
"-121115","-92186","7154","0"
"-121117","-92186","11388","8864"
"-121694","-92640","850","0"
"-121949","-92808","13608","11645"
"-121191","-92249","14108","0"
"-122198","-93077","14722","0"
"-122400","-93140","14200","12830"
"-122281","-93140","3680","0"
"-120201","-91387","2675","0"
"-121556","-92541","8646","0"
"-119423","-90791","5110","0"
"-121932","-92803","19811","0"
"-121902","-92770","5015","0"
"-122021","-92917","12528","9227"
"-121795","-92722","18851","10156"
"-122501","-93325","18851","10156"
"-122348","-93181","8646","0"
"-121898","-92767","11810","0"
"-122536","-93366","910","0"
"-122537","-93366","3968","0"
"-122275","-93139","4488","0"
"-122372","-93198","16374","12330"
"-121280","-92306","25510","20004"
"-121881","-92754","23019","20389"
"-121069","-92145","5002","0"
"-122232","-93099","13073","0"
"-119159","-90593","1000","0"
"-122967","-93713","7663","0"
"-122807","-93597","9995","0"
"-120287","-91432","11860","0"
"-122727","-93524","3266","0"
"-123058","-93787","15055","0"
"-123030","-93759","1133","0"
"-123032","-93759","12590","0"
"-122531","-93364","5558","0"
"-122619","-93427","1040","0"
"-122620","-93427","5005","0"
"-121835","-92737","3520","0"
"-122414","-93239","4510","0"
"-122059","-92958","4020","0"
"-122060","-92958","9935","0"
"-122061","-92958","10873","9685"
"-122373","-93200","800","0"
"-122544","-93370","12052","0"
"-122545","-93370","13608","11645"
"-122297","-93155","11905","0"
"-122993","-93730","13074","7999"
"-122994","-93730","14200","12830"
"-123020","-93742","9836","8890"
"-122862","-93630","817","0"
"-122399","-93221","3094","0"
"-122435","-93261","1309","0"
"-122256","-93117","1309","0"
"-122752","-93533","4201","1572"
"-122320","-93160","1503","0"
"-122322","-93160","7848","0"
"-122510","-93337","20753","0"
"-122802","-93593","18333","12954"
"-122071","-92979","4070","0"
"-122072","-92979","3456","0"
"-121072","-92146","3675","0"
"-122159","-93062","4800","0"
"-122161","-93062","10702","9036"
"-122357","-93186","11999","10887"
"-121762","-92704","10676","0"
"-121350","-92363","8620","0"
"-122055","-92951","1010","0"
"-122610","-93418","6182","0"
