Rank,Field    name,Field           Nickname,Disc          year,Water  depth  (feet),Field class,Field   type,Field               GOR     (SCF/STB),"Original  Reserves, Oil (MMbbl)","Original  Reserves, Gas (Bcf)","Original  Reserves, BOE (MMbbl)","Cumulative Production, Oil (MMbbl)","Cumulative Production, Gas (Bcf)","Cumulative Production, BOE (MMbbl)","Reserves, Oil (MMbbl)","Reserves, Gas (Bcf)","Reserves, BOE (MMbbl)"
903,MP198,,1995,163,P,G,"33,424 ",0.5,16.6,3.4,0.5,16.6,3.4,0.0,0.0,0.0
904,MU726,,2000,87,P,G,"1,015 ",2.9,3.0,3.4,2.6,1.6,2.9,0.3,1.4,0.5
905,HI290A,,1976,184,P,G,"999,999 ",0.0,19.1,3.4,0.0,19.1,3.4,0.0,0.0,0.0
906,MP287,HARDING,2003,285,P,O,"1,331 ",2.8,3.6,3.3,2.4,3.3,2.9,0.4,0.3,0.4
907,HI540A,,1976,224,P,G,"123,112 ",0.1,18.3,3.4,0.1,18.3,3.4,0.0,0.0,0.0
908,WC167,,1983,48,P,G,"92,306 ",0.2,17.8,3.4,0.2,17.8,3.4,0.0,0.0,0.0
909,GB184,,1999,698,P,G,"35,185 ",0.5,15.8,3.3,0.5,15.8,3.3,0.0,0.0,0.0
910,PS1166,,2005,97,P,G,0 ,0.0,18.7,3.3,0.0,18.7,3.3,0.0,0.0,0.0
911,GA319,,1990,66,P,G,"69,617 ",0.2,17.1,3.3,0.2,17.1,3.3,0.0,0.0,0.0
912,LL005,ATLAS NW,2004,8807,P,G,"999,999 ",0.0,18.3,3.3,0.0,18.3,3.3,0.0,0.0,0.0
913,ST030,,1979,49,P,G,"18,704 ",0.8,14.3,3.3,0.5,12.8,2.8,0.3,1.5,0.5
914,GI030,,1979,74,P,G,"52,501 ",0.3,16.6,3.3,0.3,16.6,3.3,0.0,0.0,0.0
915,PN996,,1991,151,P,G,"999,999 ",0.0,18.7,3.3,0.0,18.7,3.3,0.0,0.0,0.0
916,MI004A,,1984,187,P,G,"999,999 ",0.0,18.3,3.3,0.0,18.3,3.3,0.0,0.0,0.0
917,EB168,,1997,475,P,G,"999,999 ",0.0,18.7,3.3,0.0,18.7,3.3,0.0,0.0,0.0
918,HI071A,,1988,82,P,G,"999,999 ",0.0,17.9,3.2,0.0,17.9,3.2,0.0,0.0,0.0
919,BA538,,1968,97,P,G,"460,025 ",0.0,17.7,3.2,0.0,17.7,3.2,0.0,0.0,0.0
920,MP114,,2007,48,P,G,"999,999 ",0.0,18.2,3.2,0.0,18.2,3.2,0.0,0.0,0.0
921,EC300,,1984,189,P,G,"30,999 ",0.5,15.1,3.2,0.5,15.1,3.2,0.0,0.0,0.0
922,EC138,,1962,76,P,G,"36,591 ",0.4,15.6,3.2,0.4,15.6,3.2,0.0,0.0,0.0
923,SS092,,1988,24,P,O,"3,320 ",2.0,6.8,3.2,2.0,6.8,3.2,0.0,0.0,0.0
924,ST235,,1999,165,P,G,"999,999 ",0.0,17.2,3.1,0.0,17.2,3.1,0.0,0.0,0.0
925,EW868,,1986,675,P,O,"28,884 ",0.5,14.7,3.1,0.5,14.7,3.1,0.0,0.0,0.0
926,BA542,,1991,119,P,G,"240,432 ",0.1,17.2,3.1,0.1,17.2,3.1,0.0,0.0,0.0
927,HI587A,,1985,466,P,G,"67,875 ",0.2,16.3,3.1,0.2,16.3,3.1,0.0,0.0,0.0
928,VR335,,1998,232,P,G,"16,037 ",0.8,13.1,3.1,0.8,13.1,3.1,0.0,0.0,0.0
929,MO990,,1990,75,P,G,0 ,0.0,17.5,3.1,0.0,17.5,3.1,0.0,0.0,0.0
930,SS351,,1986,349,P,G,"1,193 ",2.4,2.9,3.0,2.4,2.9,3.0,0.0,0.0,0.0
931,BA413,,1989,63,P,G,"266,784 ",0.1,16.7,3.0,0.1,16.7,3.0,0.0,0.0,0.0
932,VR112,,1993,52,P,G,"520,147 ",0.0,16.8,3.0,0.0,16.8,3.0,0.0,0.0,0.0
933,GI079,,1988,204,P,G,"177,303 ",0.1,16.1,3.0,0.1,16.1,3.0,0.0,0.0,0.0
934,GI072,,1966,113,P,G,"13,867 ",0.9,12.1,3.0,0.9,12.1,3.0,0.0,0.0,0.0
935,GI065,,1996,136,P,G,"999,999 ",0.0,16.6,3.0,0.0,16.6,3.0,0.0,0.0,0.0
936,MI639,,1985,112,P,G,"86,660 ",0.2,15.4,2.9,0.2,15.4,2.9,0.0,0.0,0.0
937,MP118,,2005,68,P,G,"38,061 ",0.4,14.2,2.9,0.4,14.2,2.9,0.0,0.0,0.0
938,GA352,,2002,82,P,G,"282,928 ",0.1,16.0,2.9,0.1,16.0,2.9,0.0,0.0,0.0
939,EI280,,2003,186,P,G,"11,445 ",1.0,11.0,2.9,1.0,11.0,2.9,0.0,0.0,0.0
940,HI200A,,1989,75,P,G,"999,999 ",0.0,16.3,2.9,0.0,16.3,2.9,0.0,0.0,0.0
941,SS160,,1985,50,P,G,"136,727 ",0.1,15.6,2.9,0.1,15.6,2.9,0.0,0.0,0.0
942,WC600,,1987,268,P,G,"999,999 ",0.0,16.0,2.9,0.0,16.0,2.9,0.0,0.0,0.0
943,BA552,,1992,79,P,G,"999,999 ",0.0,16.2,2.9,0.0,16.2,2.9,0.0,0.0,0.0
944,PL002,,1982,29,P,G,"28,785 ",0.5,13.6,2.9,0.5,13.6,2.9,0.0,0.0,0.0
945,SS292,,1994,235,P,O,"3,231 ",1.8,5.9,2.9,1.8,5.9,2.9,0.0,0.0,0.0
946,WC311,,1986,52,P,G,"349,889 ",0.0,15.8,2.9,0.0,15.8,2.9,0.0,0.0,0.0
947,GA418,,1990,97,P,G,"999,999 ",0.0,16.5,2.9,0.0,16.5,2.9,0.0,0.0,0.0
948,WC472,,1981,138,P,G,"999,999 ",0.0,16.4,2.9,0.0,16.4,2.9,0.0,0.0,0.0
949,ST274,,2001,262,P,G,"32,629 ",0.4,14.0,2.9,0.4,14.0,2.9,0.0,0.0,0.0
950,EC294,,1971,181,P,G,"966,034 ",0.0,16.2,2.9,0.0,16.2,2.9,0.0,0.0,0.0
951,WD049,,1994,40,P,O,"999,999 ",0.0,16.5,2.9,0.0,16.5,2.9,0.0,0.0,0.0
952,GB179,,1997,712,P,G,0 ,0.0,16.2,2.9,0.0,16.2,2.9,0.0,0.0,0.0
953,GB379,,1985,2047,P,G,"646,931 ",0.0,15.4,2.8,0.0,15.4,2.8,0.0,0.0,0.0
954,EI324,,1976,258,P,O,"3,740 ",1.7,6.3,2.8,1.7,6.3,2.8,0.0,0.0,0.0
955,VR187,,1987,106,P,G,"111,930 ",0.1,15.2,2.8,0.1,15.2,2.8,0.0,0.0,0.0
956,VR088,,1983,22,P,G,"483,259 ",0.0,15.4,2.8,0.0,15.4,2.8,0.0,0.0,0.0
957,MP226,,1997,172,P,G,"180,166 ",0.1,15.2,2.8,0.1,15.2,2.8,0.0,0.0,0.0
958,GA218A,,1976,258,P,G,"6,976 ",1.3,8.9,2.8,1.3,8.9,2.8,0.0,0.0,0.0
959,WD064,,1963,116,P,G,"755,434 ",0.0,15.5,2.8,0.0,15.5,2.8,0.0,0.0,0.0
960,VR355,,1979,223,P,G,"303,676 ",0.0,14.8,2.7,0.0,14.8,2.7,0.0,0.0,0.0
961,GB388,COOPER,1989,2209,P,O,"2,766 ",1.8,5.0,2.7,1.8,5.0,2.7,0.0,0.0,0.0
962,SM109,,2003,186,P,G,"70,059 ",0.2,14.2,2.7,0.2,14.2,2.7,0.0,0.0,0.0
963,MU124A,,1981,380,P,G,"999,999 ",0.0,15.0,2.7,0.0,15.0,2.7,0.0,0.0,0.0
964,GA050A,,1992,123,P,G,0 ,0.0,15.1,2.7,0.0,15.1,2.7,0.0,0.0,0.0
965,SS110,,2003,29,P,G,"33,017 ",0.4,12.8,2.7,0.3,9.5,2.0,0.1,3.3,0.7
966,EW989,,1992,541,P,O,"1,672 ",2.0,3.4,2.6,1.9,3.3,2.5,0.1,0.1,0.1
967,HI367A,,2002,318,P,G,"237,373 ",0.1,14.0,2.6,0.1,14.0,2.6,0.0,0.0,0.0
968,MP126,,1984,68,P,G,"999,999 ",0.0,14.7,2.6,0.0,14.7,2.6,0.0,0.0,0.0
969,SM017,,1996,80,P,G,"348,958 ",0.0,14.2,2.6,0.0,14.2,2.6,0.0,0.0,0.0
970,MO955,,1984,78,P,G,0 ,0.0,14.4,2.6,0.0,14.4,2.6,0.0,0.0,0.0
971,MC068,,1975,1214,P,G,0 ,0.0,14.8,2.6,0.0,14.8,2.6,0.0,0.0,0.0
972,HI126A,,1988,103,P,G,"999,999 ",0.0,14.5,2.6,0.0,14.5,2.6,0.0,0.0,0.0
973,EI351,,1977,296,P,G,"19,740 ",0.6,11.6,2.6,0.5,11.4,2.5,0.1,0.2,0.1
974,MP175,,1988,137,P,G,0 ,0.0,14.6,2.6,0.0,14.6,2.6,0.0,0.0,0.0
975,MI705,,1988,144,P,G,"331,661 ",0.0,14.4,2.6,0.0,14.4,2.6,0.0,0.0,0.0
976,SS250,,1981,182,P,G,"14,602 ",0.7,10.6,2.6,0.7,10.6,2.6,0.0,0.0,0.0
977,EI245,,1992,150,P,G,0 ,0.0,14.8,2.6,0.0,14.8,2.6,0.0,0.0,0.0
978,EI335,,1972,271,P,G,"46,050 ",0.3,13.0,2.6,0.3,13.0,2.6,0.0,0.0,0.0
979,VR083,,1999,56,P,G,"999,999 ",0.0,14.4,2.6,0.0,14.4,2.6,0.0,0.0,0.0
980,VR296,,1993,192,P,G,"197,984 ",0.1,14.2,2.6,0.1,14.2,2.6,0.0,0.0,0.0
981,EC276,,1996,180,P,G,"153,381 ",0.1,14.3,2.6,0.1,14.3,2.6,0.0,0.0,0.0
982,WD143,,1985,369,P,G,"12,777 ",0.8,9.8,2.5,0.8,9.8,2.5,0.0,0.0,0.0
983,EC369,,1986,343,P,G,"999,999 ",0.0,14.1,2.5,0.0,14.1,2.5,0.0,0.0,0.0
984,EI098,,2000,28,P,G,"59,345 ",0.2,12.9,2.5,0.2,12.9,2.5,0.0,0.0,0.0
985,EI123,,2005,32,P,O,"3,291 ",1.6,5.1,2.5,1.5,5.0,2.4,0.1,0.1,0.1
986,MP262,,1990,288,P,G,0 ,0.0,13.8,2.5,0.0,13.8,2.5,0.0,0.0,0.0
987,MO959,,1987,52,P,G,0 ,0.0,14.3,2.5,0.0,14.3,2.5,0.0,0.0,0.0
988,MP277,,1970,224,P,G,"39,835 ",0.3,12.2,2.5,0.3,12.2,2.5,0.0,0.0,0.0
989,MP250,,1997,318,P,G,"179,394 ",0.1,13.5,2.5,0.1,13.5,2.5,0.0,0.0,0.0
990,HI237A,,1984,95,P,G,"999,999 ",0.0,13.4,2.4,0.0,13.4,2.4,0.0,0.0,0.0
991,MP062,,1997,73,P,G,"134,242 ",0.1,13.1,2.4,0.1,12.3,2.3,0.0,0.8,0.1
992,ST277,,1992,231,P,G,"55,559 ",0.2,12.2,2.4,0.2,12.2,2.4,0.0,0.0,0.0
993,VR054,,1963,25,P,O,"24,743 ",0.4,10.9,2.4,0.4,10.9,2.4,0.0,0.0,0.0
994,WC310,BASES LOADED,2000,57,P,G,"291,970 ",0.0,13.5,2.4,0.0,13.5,2.4,0.0,0.0,0.0
995,EI299,,1980,203,P,G,"161,224 ",0.1,12.9,2.4,0.1,12.9,2.4,0.0,0.0,0.0
996,SS037,,1985,12,P,G,"29,997 ",0.4,11.1,2.4,0.4,11.1,2.4,0.0,0.0,0.0
997,EB668,RAPTOR,2003,3710,P,G,"292,839 ",0.0,13.1,2.4,0.0,13.1,2.4,0.0,0.0,0.0
998,MC609,CALLIOPE,2016,6822,J,O,"1,050 ",2.0,2.1,2.4,0.0,0.0,0.0,2.0,2.1,2.4
999,WC518,,1983,176,P,G,"306,708 ",0.0,12.9,2.3,0.0,12.9,2.3,0.0,0.0,0.0
1000,WC589,,1984,211,P,G,"999,999 ",0.0,12.9,2.3,0.0,12.9,2.3,0.0,0.0,0.0
1001,EC144,,2000,85,P,G,"27,607 ",0.4,10.9,2.3,0.4,10.9,2.3,0.0,0.0,0.0
1002,VR328,,1991,217,P,G,"344,810 ",0.0,12.7,2.3,0.0,12.7,2.3,0.0,0.0,0.0
1003,GB205,,2002,1330,P,G,"487,007 ",0.0,12.9,2.3,0.0,12.9,2.3,0.0,0.0,0.0
1004,MP233,,1998,183,P,G,"14,013 ",0.7,9.3,2.3,0.7,9.3,2.3,0.0,0.0,0.0
1005,VR095,,1988,24,P,G,"999,999 ",0.0,12.2,2.2,0.0,12.2,2.2,0.0,0.0,0.0
1006,PN059A,,1989,219,P,G,"865,849 ",0.0,12.1,2.2,0.0,12.1,2.2,0.0,0.0,0.0
1007,EI366,,1987,337,P,G,0 ,0.0,12.2,2.2,0.0,12.2,2.2,0.0,0.0,0.0
1008,SM195,,1981,380,P,G,"999,999 ",0.0,12.2,2.2,0.0,12.2,2.2,0.0,0.0,0.0
1009,MP181,,1990,122,P,G,"999,999 ",0.0,12.3,2.2,0.0,12.3,2.2,0.0,0.0,0.0
1010,GB195,,2006,690,P,G,"795,440 ",0.0,12.5,2.2,0.0,12.5,2.2,0.0,0.0,0.0
1011,GB139,,1998,589,P,G,"999,999 ",0.0,12.6,2.2,0.0,12.6,2.2,0.0,0.0,0.0
1012,VK124,,1989,103,P,G,0 ,0.0,11.7,2.1,0.0,11.7,2.1,0.0,0.0,0.0
1013,MI586,,1996,88,P,G,"999,999 ",0.0,11.6,2.1,0.0,11.6,2.1,0.0,0.0,0.0
1014,MO819,,1996,56,P,G,"999,999 ",0.0,11.8,2.1,0.0,11.8,2.1,0.0,0.0,0.0
1015,SA011,,1980,35,P,G,"71,474 ",0.2,11.1,2.1,0.2,11.1,2.1,0.0,0.0,0.0
1016,GA144,,1977,49,P,G,"10,131 ",0.8,7.6,2.1,0.8,7.6,2.1,0.0,0.0,0.0
1017,PN058A,,1984,242,P,G,0 ,0.0,11.7,2.1,0.0,11.7,2.1,0.0,0.0,0.0
1018,VR069,,1984,21,P,G,"999,999 ",0.0,11.9,2.1,0.0,11.9,2.1,0.0,0.0,0.0
1019,VK076,,1988,112,P,G,0 ,0.0,11.1,2.0,0.0,11.1,2.0,0.0,0.0,0.0
1020,EI336,,1984,258,P,G,"999,999 ",0.0,11.2,2.0,0.0,11.2,2.0,0.0,0.0,0.0
1021,MU755,,1977,109,P,G,"430,966 ",0.0,11.1,2.0,0.0,11.1,2.0,0.0,0.0,0.0
1022,GA384,,1982,92,P,G,"999,999 ",0.0,11.3,2.0,0.0,11.3,2.0,0.0,0.0,0.0
1023,PS1073,,2006,130,P,G,0 ,0.0,11.0,2.0,0.0,11.0,2.0,0.0,0.0,0.0
1024,MO865,,1989,61,P,G,0 ,0.0,11.4,2.0,0.0,11.4,2.0,0.0,0.0,0.0
1025,CA031,,1987,59,P,G,"999,999 ",0.0,11.1,2.0,0.0,11.1,2.0,0.0,0.0,0.0
1026,HI542A,,1975,230,P,G,"42,855 ",0.2,10.1,2.0,0.2,10.1,2.0,0.0,0.0,0.0
1027,HI414A,,1978,142,P,G,"999,999 ",0.0,11.5,2.0,0.0,11.5,2.0,0.0,0.0,0.0
1028,MI591,,1990,111,P,G,"321,439 ",0.0,11.0,2.0,0.0,11.0,2.0,0.0,0.0,0.0
1029,MU789,,1993,124,P,G,"455,203 ",0.0,11.0,2.0,0.0,11.0,2.0,0.0,0.0,0.0
1030,GA355,,2006,89,P,G,"480,953 ",0.0,10.8,1.9,0.0,10.8,1.9,0.0,0.0,0.0
1031,HI014A,,1987,68,P,G,"999,999 ",0.0,10.7,1.9,0.0,10.7,1.9,0.0,0.0,0.0
1032,GA213,,1982,60,P,G,"65,172 ",0.1,9.6,1.9,0.1,9.6,1.9,0.0,0.0,0.0
1033,WC491,,1990,145,P,G,"999,999 ",0.0,10.8,1.9,0.0,10.8,1.9,0.0,0.0,0.0
1034,HI163,,1983,52,P,G,"75,228 ",0.1,10.1,1.9,0.1,10.1,1.9,0.0,0.0,0.0
1035,ST223,,2006,158,P,G,"9,427 ",0.7,6.8,1.9,0.7,6.8,1.9,0.0,0.0,0.0
1036,EC368,,2001,353,P,G,"33,446 ",0.3,9.0,1.9,0.3,9.0,1.9,0.0,0.0,0.0
1037,MP141,,1988,177,P,O,"1,521 ",1.5,2.2,1.9,1.5,2.2,1.9,0.0,0.0,0.0
1038,SM172,,1986,293,P,G,"999,999 ",0.0,10.3,1.8,0.0,10.3,1.8,0.0,0.0,0.0
1039,HI093,,1993,46,P,G,"93,120 ",0.1,9.4,1.8,0.1,9.4,1.8,0.0,0.0,0.0
1040,VR275,,1990,183,P,G,"37,779 ",0.2,8.7,1.8,0.2,8.7,1.8,0.0,0.0,0.0
1041,EC026,,1978,40,P,G,"56,807 ",0.2,9.2,1.8,0.2,9.2,1.8,0.0,0.0,0.0
1042,MP139,,1988,121,P,G,"151,302 ",0.1,9.9,1.8,0.1,9.9,1.8,0.0,0.0,0.0
1043,PL015,,1979,50,P,G,"142,709 ",0.1,9.5,1.8,0.1,9.5,1.8,0.0,0.0,0.0
1044,WD038,,1987,78,P,G,"10,575 ",0.6,6.8,1.8,0.6,6.8,1.8,0.0,0.0,0.0
1045,VR100,,1995,61,P,G,"373,415 ",0.0,10.1,1.8,0.0,10.1,1.8,0.0,0.0,0.0
1046,LL050,ATLAS,2003,8944,P,G,"999,999 ",0.0,9.9,1.8,0.0,9.9,1.8,0.0,0.0,0.0
1047,BA475,,1991,75,P,G,"368,027 ",0.0,10.1,1.8,0.0,10.1,1.8,0.0,0.0,0.0
1048,WC254,,1977,74,P,G,0 ,0.0,10.1,1.8,0.0,10.1,1.8,0.0,0.0,0.0
1049,ST287,,1985,439,P,G,"6,381 ",0.9,5.5,1.8,0.8,5.2,1.7,0.1,0.3,0.1
1050,SM274,,1982,45,P,G,"999,999 ",0.0,9.6,1.7,0.0,9.6,1.7,0.0,0.0,0.0
1051,WC425,,1982,101,P,G,"999,999 ",0.0,9.5,1.7,0.0,9.5,1.7,0.0,0.0,0.0
1052,SA007,,1984,37,P,G,"108,442 ",0.1,8.9,1.7,0.1,8.9,1.7,0.0,0.0,0.0
1053,SS237,,1980,129,P,G,"999,999 ",0.0,9.7,1.7,0.0,9.7,1.7,0.0,0.0,0.0
1054,GC020,GYRFALCON,1997,848,P,G,"18,768 ",0.4,7.5,1.7,0.4,7.5,1.7,0.0,0.0,0.0
1055,EI304,,2004,224,P,G,"64,969 ",0.1,8.8,1.7,0.1,8.8,1.7,0.0,0.0,0.0
1056,SS103,,1999,39,P,G,"22,672 ",0.3,7.6,1.7,0.3,7.6,1.7,0.0,0.0,0.0
1057,SM257,,1977,26,P,G,0 ,0.0,9.6,1.7,0.0,9.6,1.7,0.0,0.0,0.0
1058,EC224,,1966,118,P,G,"999,999 ",0.0,9.4,1.7,0.0,9.4,1.7,0.0,0.0,0.0
1059,EC002,,1982,28,P,G,"22,354 ",0.3,7.5,1.7,0.3,7.5,1.7,0.0,0.0,0.0
1060,GA133A,,1978,167,P,G,"999,999 ",0.0,8.8,1.6,0.0,8.8,1.6,0.0,0.0,0.0
1061,HI262,,1990,60,P,G,"95,158 ",0.1,8.3,1.6,0.1,8.3,1.6,0.0,0.0,0.0
1062,HI183A,,1986,64,P,G,"999,999 ",0.0,8.8,1.6,0.0,8.8,1.6,0.0,0.0,0.0
1063,GA127A,,1983,162,P,G,"999,999 ",0.0,8.8,1.6,0.0,8.8,1.6,0.0,0.0,0.0
1064,MP150,,2000,235,P,G,"33,444 ",0.2,7.7,1.6,0.2,7.7,1.6,0.0,0.0,0.0
1065,EC136,,1995,80,P,G,"999,999 ",0.0,8.4,1.5,0.0,8.4,1.5,0.0,0.0,0.0
1066,EC117,,1988,67,P,G,"999,999 ",0.0,8.6,1.5,0.0,8.6,1.5,0.0,0.0,0.0
1067,PN072A,,1984,242,P,G,0 ,0.0,8.4,1.5,0.0,8.4,1.5,0.0,0.0,0.0
1068,MU791,,1982,94,P,G,"999,999 ",0.0,8.3,1.5,0.0,8.3,1.5,0.0,0.0,0.0
1069,VK032,,1987,99,P,G,0 ,0.0,8.5,1.5,0.0,8.5,1.5,0.0,0.0,0.0
1070,ST187,,2002,153,P,G,"98,547 ",0.1,7.9,1.5,0.1,7.9,1.5,0.0,0.0,0.0
1071,HI352A,,1976,273,P,G,"999,999 ",0.0,8.7,1.5,0.0,8.7,1.5,0.0,0.0,0.0
1072,EW991,,1988,775,P,O,"1,453 ",1.2,1.8,1.5,1.2,1.8,1.5,0.0,0.0,0.0
1073,HI451A,,1995,149,P,G,0 ,0.0,8.5,1.5,0.0,8.5,1.5,0.0,0.0,0.0
1074,HI235,,1998,60,P,G,"179,635 ",0.0,8.4,1.5,0.0,8.4,1.5,0.0,0.0,0.0
1075,GA325,,1994,72,P,G,"104,132 ",0.1,7.3,1.4,0.1,7.3,1.4,0.0,0.0,0.0
1076,MO914,,1986,65,P,G,0 ,0.0,7.9,1.4,0.0,7.9,1.4,0.0,0.0,0.0
1077,VR223,,1984,124,P,G,"999,999 ",0.0,8.1,1.4,0.0,8.1,1.4,0.0,0.0,0.0
1078,PE881,,1989,57,P,G,0 ,0.0,7.7,1.4,0.0,7.7,1.4,0.0,0.0,0.0
1079,MO947,,1990,69,P,G,0 ,0.0,7.9,1.4,0.0,7.9,1.4,0.0,0.0,0.0
1080,CA014,,1983,40,P,G,0 ,0.0,7.9,1.4,0.0,7.9,1.4,0.0,0.0,0.0
1081,PN912,,2001,193,P,G,0 ,0.0,8.0,1.4,0.0,8.0,1.4,0.0,0.0,0.0
1082,GA157A,,1978,186,P,G,"231,020 ",0.0,7.7,1.4,0.0,7.7,1.4,0.0,0.0,0.0
1083,PL017,,1999,57,P,G,"56,051 ",0.1,6.9,1.4,0.1,6.9,1.4,0.0,0.0,0.0
1084,SM113,,1979,192,P,G,"229,943 ",0.0,7.6,1.4,0.0,7.6,1.4,0.0,0.0,0.0
1085,SS361,AGATE,1996,405,P,G,"11,007 ",0.5,5.2,1.4,0.5,5.2,1.4,0.0,0.0,0.0
1086,MP099,,1971,49,P,G,"999,999 ",0.0,8.1,1.4,0.0,8.1,1.4,0.0,0.0,0.0
1087,HI589A,,2008,477,P,G,"3,167 ",0.9,2.8,1.4,0.9,2.8,1.4,0.0,0.0,0.0
1088,GA034A,EAST KEG,1995,106,P,G,"99,459 ",0.1,7.2,1.4,0.1,7.2,1.4,0.0,0.0,0.0
1089,BA541,,1969,116,P,G,"414,527 ",0.0,7.7,1.4,0.0,7.7,1.4,0.0,0.0,0.0
1090,MC066,OCHRE,2002,1144,P,G,"999,999 ",0.0,7.1,1.3,0.0,7.1,1.3,0.0,0.0,0.0
1091,CA038,,1988,117,P,G,0 ,0.0,7.5,1.3,0.0,7.5,1.3,0.0,0.0,0.0
1092,VK024,,1988,93,P,G,0 ,0.0,7.4,1.3,0.0,7.4,1.3,0.0,0.0,0.0
1093,MP086,,2000,73,P,G,"31,749 ",0.2,6.4,1.3,0.2,6.4,1.3,0.0,0.0,0.0
1094,WC347,,2002,79,P,G,"999,999 ",0.0,7.4,1.3,0.0,7.4,1.3,0.0,0.0,0.0
1095,MP029,,1982,44,P,G,"403,926 ",0.0,7.2,1.3,0.0,7.2,1.3,0.0,0.0,0.0
1096,WC424,,2004,97,P,G,"999,999 ",0.0,7.3,1.3,0.0,7.3,1.3,0.0,0.0,0.0
1097,WD067,,1982,99,P,O,"6,153 ",0.6,3.7,1.3,0.6,3.7,1.3,0.0,0.0,0.0
1098,VK027,,1990,104,P,G,0 ,0.0,7.5,1.3,0.0,7.5,1.3,0.0,0.0,0.0
1099,EC303,,1975,188,P,G,"662,589 ",0.0,7.5,1.3,0.0,7.5,1.3,0.0,0.0,0.0
1100,SS062,,1990,28,P,G,"132,750 ",0.1,7.2,1.3,0.1,7.2,1.3,0.0,0.0,0.0
1101,EI395,,2004,538,P,G,"777,166 ",0.0,7.1,1.3,0.0,7.1,1.3,0.0,0.0,0.0
1102,VR257,,1988,149,P,G,0 ,0.0,6.8,1.2,0.0,6.8,1.2,0.0,0.0,0.0
1103,VR087,,1998,32,P,G,"527,587 ",0.0,6.7,1.2,0.0,6.7,1.2,0.0,0.0,0.0
1104,GI054,,2008,117,P,O,"1,025 ",1.0,1.1,1.2,1.0,1.1,1.2,0.0,0.0,0.0
1105,PS1133,,2006,127,P,G,0 ,0.0,6.5,1.2,0.0,6.5,1.2,0.0,0.0,0.0
1106,WC663,,1985,387,P,G,"999,999 ",0.0,6.6,1.2,0.0,6.6,1.2,0.0,0.0,0.0
1107,MP159,,1987,130,P,G,"999,999 ",0.0,7.0,1.2,0.0,7.0,1.2,0.0,0.0,0.0
1108,GB142,MATIA,1990,542,P,G,"84,683 ",0.1,6.2,1.2,0.1,6.2,1.2,0.0,0.0,0.0
1109,VK252,,1994,119,P,G,0 ,0.0,6.7,1.2,0.0,6.7,1.2,0.0,0.0,0.0
1110,WC604,,1984,282,P,G,"999,999 ",0.0,6.7,1.2,0.0,6.7,1.2,0.0,0.0,0.0
1111,GB197,,2003,704,P,G,"999,999 ",0.0,6.5,1.2,0.0,6.5,1.2,0.0,0.0,0.0
1112,WC546,,2004,201,P,G,"999,999 ",0.0,6.9,1.2,0.0,6.9,1.2,0.0,0.0,0.0
1113,CA032,,2006,65,P,G,"999,999 ",0.0,6.7,1.2,0.0,6.7,1.2,0.0,0.0,0.0
1114,EC306,,1990,199,P,G,"850,402 ",0.0,6.5,1.2,0.0,6.5,1.2,0.0,0.0,0.0
1115,MP217,,1985,172,P,G,"241,894 ",0.0,6.7,1.2,0.0,6.7,1.2,0.0,0.0,0.0
1116,CA041,,1987,119,P,G,"999,999 ",0.0,6.9,1.2,0.0,6.9,1.2,0.0,0.0,0.0
1117,HI202,,2000,63,P,G,"285,528 ",0.0,6.4,1.2,0.0,6.4,1.2,0.0,0.0,0.0
1118,EC106,,1988,65,P,G,"33,232 ",0.2,6.0,1.2,0.2,6.0,1.2,0.0,0.0,0.0
1119,MP256,,1990,348,P,G,0 ,0.0,6.6,1.2,0.0,6.6,1.2,0.0,0.0,0.0
1120,GC646,DANIEL BOONE,2004,4230,P,G,"1,043 ",1.0,1.0,1.2,1.0,1.0,1.2,0.0,0.0,0.0
1121,EI289,,1991,190,P,G,"430,625 ",0.0,6.5,1.2,0.0,6.5,1.2,0.0,0.0,0.0
1122,SS138,,2006,62,P,G,"21,294 ",0.2,5.3,1.2,0.2,5.3,1.2,0.0,0.0,0.0
1123,MC285,,1987,2902,P,G,"149,220 ",0.0,6.7,1.2,0.0,6.7,1.2,0.0,0.0,0.0
1124,ST242,,1985,163,P,G,"999,999 ",0.0,6.3,1.1,0.0,5.9,1.0,0.0,0.4,0.1
1125,VR407,,1977,365,P,G,"228,505 ",0.0,6.2,1.1,0.0,6.2,1.1,0.0,0.0,0.0
1126,ST250,,2000,181,P,G,"999,999 ",0.0,6.1,1.1,0.0,6.1,1.1,0.0,0.0,0.0
1127,VK944,OSIRIS,1997,730,P,G,0 ,0.0,6.4,1.1,0.0,6.4,1.1,0.0,0.0,0.0
1128,MP039,,1984,66,P,G,"669,047 ",0.0,6.0,1.1,0.0,6.0,1.1,0.0,0.0,0.0
1129,GI068,,1998,215,P,G,"5,991 ",0.6,3.3,1.1,0.6,3.3,1.1,0.0,0.0,0.0
1130,EC364,,1980,385,P,G,"614,868 ",0.0,6.3,1.1,0.0,6.3,1.1,0.0,0.0,0.0
1131,MP162,,1998,93,P,G,"51,577 ",0.1,5.7,1.1,0.1,5.7,1.1,0.0,0.0,0.0
1132,HI198,,2002,49,P,G,"34,636 ",0.2,5.5,1.1,0.2,5.5,1.1,0.0,0.0,0.0
1133,MP200,,2006,163,P,G,"158,307 ",0.0,5.7,1.1,0.0,5.7,1.1,0.0,0.0,0.0
