Lease Number,Area Code,Block Number,Lease Status Code,Lease Effective Date,Lease Expiration Date,Block Max Water Depth (meters)
 00467,WC,168,EXPIR,12/1/1954,1/30/1973,15
 00468,EI,181,EXPIR,1/1/1955,12/31/1959,27
 00469,EI,139,EXPIR,1/1/1955,12/31/1959,19
 00470,EI,130,EXPIR,1/1/1955,12/31/1959,19
 00471,EI,172,EXPIR,1/1/1955,7/23/1975,24
 00472,EI,184,EXPIR,1/1/1955,5/14/1968,26
 00473,EI,191,EXPIR,1/1/1955,5/25/1965,24
 00474,EI,129A,EXPIR,1/1/1955,7/26/1970,18
 00475,EI,117,RELINQ,12/1/1954,11/20/1969,15
 00476,EI,202,EXPIR,12/1/1954,1/3/1972,33
 00477,EI,210,EXPIR,12/1/1954,11/30/1959,27
 00478,EI,116,TERMIN,1/1/1955,8/5/2010,16
 00479,EI,53,PROD,12/1/1954,,7
 00480,EI,116,EXPIR,12/1/1954,4/30/1964,16
 00481,WC,248,EXPIR,2/1/1955,1/31/1960,24
 00482,WC,254,EXPIR,2/1/1955,1/31/1960,24
 00483,EC,61,EXPIR,2/1/1955,1/31/1960,17
 00484,VR,88,EXPIR,2/1/1955,1/23/1959,6
 00485,VR,94,RELINQ,2/1/1955,1/23/1959,9
 00486,VR,95,RELINQ,2/1/1955,1/23/1959,11
 00487,VR,119,TERMIN,2/1/1955,8/6/2014,22
 00488,EI,138,EXPIR,2/1/1955,12/31/1959,20
 00489,SS,172,EXPIR,1/1/1955,1/31/1960,22
 00490,SS,174,EXPIR,2/1/1955,1/31/1960,26
 00491,EI,138,EXPIR,12/1/1954,11/30/1959,20
 00492,VR,179,TERMIN,12/1/1954,3/17/1989,29
 00493,VR,164,TERMIN,1/1/1955,3/17/1989,27
 00494,VR,120,RELINQ,2/1/1955,1/26/1967,22
 00495,VR,124,TERMIN,2/1/1955,8/6/2014,22
 00496,VR,123,TERMIN,2/1/1955,10/8/1979,24
 00497,EI,118,EXPIR,1/1/1955,12/31/1959,13
 00498,ST,128,UNIT,12/1/1954,,34
 00499,SS,155,RELINQ,1/1/1955,12/31/1959,18
 00500,MU,725,EXPIR,1/1/1955,12/31/1959,26
 00501,MU,726,EXPIR,3/1/1955,2/29/1960,28
 00502,MU,727,EXPIR,1/1/1955,12/31/1959,30
 00503,MU,742,EXPIR,1/1/1955,12/31/1959,31
 00504,MI,716,EXPIR,1/1/1955,12/31/1959,29
 00505,MI,717,EXPIR,1/1/1955,12/31/1959,25
 00506,MI,718,EXPIR,1/1/1955,12/31/1959,24
 00507,HI,51,RELINQ,1/1/1955,12/29/1969,13
 00508,HI,52,TERMIN,1/1/1955,9/24/2013,13
 00509,HI,52,TERMIN,1/1/1955,9/24/2013,13
 00510,HI,139,EXPIR,1/1/1955,12/31/1959,16
 00511,HI,52,TERMIN,1/1/1955,9/24/2013,13
 00512,HI,52,TERMIN,1/1/1955,9/24/2013,13
 00513,HI,53,TERMIN,1/1/1955,9/24/2013,13
 00514,HI,68,RELINQ,1/1/1955,7/3/1967,13
 00515,HI,68,RELINQ,1/1/1955,7/3/1967,13
 00516,HI,69,RELINQ,1/1/1955,7/3/1967,13
 00517,HI,108,EXPIR,1/1/1955,12/31/1959,16
 00518,HI,140,TERMIN,1/1/1955,2/10/2015,16
 00520,WC,66,EXPIR,9/1/1955,8/31/1960,11
 00521,WC,66,EXPIR,9/1/1955,8/31/1960,11
 00522,WC,67,EXPIR,9/1/1955,8/31/1960,11
 00523,EC,111,EXPIR,9/1/1955,8/31/1960,22
 00524,EC,110,EXPIR,9/1/1955,8/31/1960,22
 00525,WC,70,EXPIR,9/1/1955,10/24/1960,12
 00526,WC,68,TERMIN,9/1/1955,9/3/2014,11
 00527,EC,125,RELINQ,9/1/1955,8/31/1960,24
 00528,EC,125,RELINQ,9/1/1955,8/27/1973,24
 00529,EC,126,RELINQ,9/1/1955,7/24/1972,22
 00530,EC,126,RELINQ,9/1/1955,10/3/1960,22
 00531,EC,127,EXPIR,9/1/1955,8/31/1960,24
 00532,EC,128,EXPIR,9/1/1955,8/31/1960,24
 00533,EC,129,EXPIR,9/1/1955,12/25/1960,26
 00534,EC,129,EXPIR,9/1/1955,8/31/1960,26
 00535,EC,130,EXPIR,9/1/1955,8/31/1960,26
 00536,EC,130,EXPIR,9/1/1955,8/31/1960,26
 00537,EC,148,EXPIR,9/1/1955,8/31/1960,26
 00538,EC,148,EXPIR,9/1/1955,8/31/1960,26
 00539,EC,149,EXPIR,9/1/1955,8/31/1960,26
 00540,EC,149,EXPIR,9/1/1955,8/31/1960,26
 00541,EC,160,TERMIN,9/1/1955,2/14/2016,26
 00542,EC,160,RELINQ,9/1/1955,3/26/1964,26
 00543,EC,161,EXPIR,9/1/1955,8/31/1960,26
 00544,EC,161,RELINQ,9/1/1955,8/7/1973,26
 00545,EC,166,RELINQ,9/1/1955,8/31/1960,27
 00546,EC,167,EXPIR,9/1/1955,8/31/1960,27
 00547,EC,167,EXPIR,9/1/1955,8/31/1960,27
 00548,VR,35,TERMIN,9/1/1955,6/16/2013,10
 00549,VR,35,TERMIN,9/1/1955,6/16/2013,10
 00550,VR,46,EXPIR,9/1/1955,8/31/1960,10
 00551,VR,47,RELINQ,9/1/1955,8/19/1971,9
 00552,VR,56,EXPIR,9/1/1955,9/15/1960,9
 00553,VR,56,EXPIR,9/1/1955,8/31/1960,9
 00554,VR,57,EXPIR,9/1/1955,4/28/1989,10
 00555,VR,65,EXPIR,9/1/1955,8/31/1960,13
 00556,VR,65,EXPIR,9/1/1955,8/31/1960,13
 00557,VR,66,TERMIN,9/1/1955,1/8/1978,10
 00558,VR,66,TERMIN,9/1/1955,1/8/1978,10
 00559,VR,67,TERMIN,9/1/1955,2/2/2013,9
 00560,VR,67,PROD,9/1/1955,,9
 00561,VR,68,EXPIR,9/1/1955,9/15/1960,8
 00562,VR,77,RELINQ,9/1/1955,8/27/1971,12
 00563,VR,77,EXPIR,9/1/1955,8/31/1960,12
 00564,VR,101,TERMIN,9/1/1955,7/28/1987,20
 00565,VR,102,RELINQ,9/1/1955,8/25/1966,22
 00566,VR,102,EXPIR,9/1/1955,8/31/1960,22
 00567,VR,103,EXPIR,9/1/1955,8/31/1960,20
 00568,VR,103,EXPIR,9/1/1955,8/31/1960,20
 00569,VR,104,EXPIR,9/1/1955,8/31/1960,20
 00570,VR,104,RELINQ,9/1/1955,8/31/1972,20
 00571,VR,105,EXPIR,9/1/1955,8/31/1960,20
 00572,EI,193,TERMIN,9/1/1955,10/31/2011,26
 00573,EI,193,CONSOL,9/1/1955,12/12/1969,26
 00574,EI,194,EXPIR,9/1/1955,8/31/1960,27
 00575,EI,207,EXPIR,9/1/1955,7/26/1975,29
 00576,EI,208,TERMIN,9/1/1955,3/30/2003,29
 00577,EI,208,PROD,9/1/1955,,29
 00578,EI,215,SOP,9/1/1955,,31
 00579,EI,209,EXPIR,9/1/1955,8/31/1960,27
 00580,EI,215,TERMIN,9/1/1955,8/9/2003,31
 00581,EI,216,EXPIR,9/1/1955,11/29/1960,33
 00582,SS,116,RELINQ,9/1/1955,8/15/1958,18
 00583,SS,116,RELINQ,9/1/1955,8/12/1958,18
 00584,SS,129,EXPIR,9/1/1955,1/4/1971,16
 00585,SS,138,RELINQ,9/1/1955,8/30/1960,18
 00586,SS,138,EXPIR,9/1/1955,8/31/1960,18
 00587,SS,139,TERMIN,9/1/1955,4/6/1974,18
 00588,SS,139,EXPIR,9/1/1955,6/14/1974,18
 00589,SS,176,TERMIN,9/1/1955,4/7/1996,29
 00590,SS,177,PROD,9/1/1955,,27
 00591,SS,178,EXPIR,9/1/1955,8/31/1960,27
 00592,SS,197,EXPIR,9/1/1955,8/31/1960,29
 00593,SS,198,PROD,9/1/1955,,34
 00594,SS,199,PROD,9/1/1955,,34
 00595,ST,24,UNIT,9/1/1955,,17
 00596,ST,35,EXPIR,9/1/1955,8/31/1960,17
 00597,ST,50,RELINQ,9/1/1955,8/29/1960,19
 00598,ST,62,EXPIR,9/1/1955,8/31/1960,32
 00599,ST,63,TERMIN,9/1/1955,5/31/2018,30
 00600,ST,75,EXPIR,9/1/1955,8/31/1960,19
 00601,ST,75,EXPIR,9/1/1955,8/31/1960,19
 00602,ST,76,RELINQ,9/1/1955,8/25/1960,19
 00603,ST,76,EXPIR,9/1/1955,8/31/1960,19
 00604,ST,85,EXPIR,9/1/1955,8/31/1960,30
 00605,ST,86,TERMIN,9/1/1955,6/2/2018,33
 00606,ST,86,EXPIR,9/1/1955,8/31/1960,33
 00607,ST,87,EXPIR,9/1/1955,8/31/1960,35
 00608,ST,87,EXPIR,9/1/1955,8/31/1960,35
 00609,ST,97,EXPIR,9/1/1955,8/31/1960,18
 00610,ST,97,RELINQ,9/1/1955,8/30/1960,18
 00611,ST,98,RELINQ,9/1/1955,8/30/1960,18
 00612,ST,98,EXPIR,9/1/1955,8/31/1960,18
 00613,GI,38,RELINQ,9/1/1955,12/13/2002,22
 00614,GA,241,EXPIR,9/1/1955,8/31/1960,19
 00615,GA,253,RELINQ,9/1/1955,8/26/1957,19
 00616,GA,255,EXPIR,9/1/1955,8/31/1960,19
 00617,HI,A  69,RELINQ,9/1/1955,8/15/1958,26
 00618,HI,A  71,RELINQ,9/1/1955,8/30/1957,25
 00619,HI,A  72,RELINQ,9/1/1955,8/30/1957,25
 00620,HI,A  73,RELINQ,9/1/1955,8/30/1957,25
 00621,HI,A  74,RELINQ,9/1/1955,8/30/1957,24
 00622,HI,A  75,RELINQ,9/1/1955,8/28/1957,24
 00623,HI,A  76,RELINQ,9/1/1955,8/30/1957,25
 00624,HI,A  77,RELINQ,9/1/1955,8/30/1957,25
 00625,HI,A  78,RELINQ,9/1/1955,8/30/1957,26
 00626,HI,A  79,RELINQ,9/1/1955,8/30/1957,26
 00627,HI,A  80,RELINQ,9/1/1955,8/30/1957,26
 00628,HI,A  82,RELINQ,9/1/1955,8/15/1958,27
 00629,HI,A  95,RELINQ,9/1/1955,8/28/1957,28
 00630,HI,A  97,RELINQ,9/1/1955,8/28/1957,28
 00631,HI,A  98,RELINQ,9/1/1955,8/30/1957,28
 00632,HI,A  99,RELINQ,9/1/1955,8/30/1957,27
 00633,HI,A 100,RELINQ,9/1/1955,8/30/1957,27
 00634,HI,A 101,RELINQ,9/1/1955,8/30/1957,27
 00635,HI,A 102,RELINQ,9/1/1955,8/30/1957,29
 00636,HI,A 103,RELINQ,9/1/1955,8/30/1957,29
 00637,HI,A 104,RELINQ,9/1/1955,8/30/1957,29
 00638,HI,A 105,RELINQ,9/1/1955,8/30/1957,29
 00639,HI,A 106,RELINQ,9/1/1955,8/30/1957,30
 00640,GA,240,EXPIR,9/1/1955,8/31/1960,20
 00680,WC,20,PROD,8/1/1959,,9
 00681,WC,25,RELINQ,10/1/1959,9/26/1963,8
 00682,WC,26,RELINQ,10/1/1959,9/26/1963,12
 00683,GI,25,EXPIR,10/1/1959,10/16/1964,12
 00684,WC,68,RELINQ,10/1/1959,9/24/1969,11
 00685,GI,37,UNIT,10/1/1959,,17
 00686,EC,16,EXPIR,10/1/1959,7/1/1968,10
 00687,EC,17,EXPIR,9/1/1959,8/31/1964,9
 00688,EC,23,EXPIR,9/1/1959,9/15/1971,11
 00689,EC,24,EXPIR,10/1/1959,3/12/1973,12
 00690,EC,24,CONSOL,10/1/1959,7/22/1964,12
 00691,WD,24,TERMIN,9/1/1959,9/1/2015,8
 00692,WD,26,RELINQ,10/1/1959,9/28/1973,10
 00693,SP,27,UNIT,9/1/1959,,27
 00694,SP,28,UNIT,9/1/1959,,27
 00695,EI,7,RELINQ,9/1/1959,8/31/1962,1
 00696,EI,8,EXPIR,9/1/1959,8/31/1964,1
 00697,SP,37,PROD,10/1/1959,,52
 00698,SP,38,RELINQ,10/1/1959,10/9/1968,50
 00702,GA,237,RELINQ,5/1/1960,4/14/1967,19
 00703,GA,258,RELINQ,5/1/1960,4/14/1967,20
 00704,GA,259,RELINQ,5/1/1960,4/14/1967,20
 00705,GA,267,RELINQ,5/1/1960,4/11/1968,22
 00706,GA,268,RELINQ,5/1/1960,4/23/1970,18
 00707,GA,283,RELINQ,5/1/1960,4/29/1963,20
 00708,GA,287,RELINQ,5/1/1960,4/11/1968,20
 00709,GA,288,TERMIN,5/1/1960,1/20/2001,21
 00710,GA,289,RELINQ,5/1/1960,4/29/1963,22
 00711,GA,293,RELINQ,5/1/1960,4/26/1962,22
 00712,GA,294,RELINQ,5/1/1960,4/29/1963,21
 00713,GA,295,TERMIN,5/1/1960,1/20/2001,21
 00714,GA,296,TERMIN,5/1/1960,1/20/2001,21
 00715,GA,297,RELINQ,5/1/1960,4/11/1968,21
 00716,GA,322,RELINQ,5/1/1960,7/25/1984,21
 00717,GA,323,EXPIR,5/1/1960,4/27/1961,24
 00718,GA,328,EXPIR,5/1/1960,4/26/1962,24
 00719,GA,349,RELINQ,5/1/1960,4/24/1962,26
 00720,GA,350,RELINQ,5/1/1960,4/24/1962,29
 00721,GA,362,RELINQ,5/1/1960,4/28/1965,25
 00722,GA,363,RELINQ,5/1/1960,4/28/1965,24
 00723,GA,384,RELINQ,5/1/1960,4/26/1962,29
 00724,GA,385,RELINQ,5/1/1960,4/30/1962,30
 00725,GA,389,RELINQ,5/1/1960,4/24/1963,31
 00726,GA,390,RELINQ,5/1/1960,4/26/1962,31
 00727,GA,391,RELINQ,5/1/1960,4/26/1962,30
 00728,GA,423,RELINQ,5/1/1960,4/26/1962,32
 00729,GA,424,RELINQ,5/1/1960,4/26/1962,33
 00730,GA,426,RELINQ,5/1/1960,4/26/1962,36
 00731,GA,A   1,RELINQ,5/1/1960,4/26/1962,24
 00732,GA,A   2,RELINQ,5/1/1960,4/24/1963,21
 00733,GA,A   3,RELINQ,5/1/1960,4/27/1961,24
 00734,GA,A   4,RELINQ,5/1/1960,4/29/1963,21
 00735,GA,A  33,RELINQ,5/1/1960,4/27/1961,35
 00736,GA,A  34,RELINQ,5/1/1960,4/27/1961,34
 00737,GA,A  39,RELINQ,5/1/1960,4/27/1961,36
 00738,GA,A  40,RELINQ,5/1/1960,4/27/1961,37
 00739,GA,A  52,RELINQ,5/1/1960,4/27/1961,39
 00740,HI,53,TERMIN,4/1/1960,9/24/2013,13
 00741,HI,135,TERMIN,5/1/1960,10/6/2014,15
 00742,HI,136,TERMIN,5/1/1960,10/6/2014,15
 00743,HI,160,TERMIN,5/1/1960,10/6/2014,15
 00744,HI,161,TERMIN,5/1/1960,10/6/2014,17
 00745,HI,235,RELINQ,5/1/1960,4/14/1967,19
 00746,HI,236,RELINQ,5/1/1960,4/14/1967,19
 00747,HI,A  59,RELINQ,5/1/1960,4/30/1962,24
 00748,HI,A  60,RELINQ,5/1/1960,4/30/1962,25
 00749,HI,A  63,RELINQ,5/1/1960,4/26/1962,24
 00750,WC,163,RELINQ,5/1/1960,8/12/1970,15
 00751,WC,164,EXPIR,5/1/1960,4/30/1965,15
 00752,WC,289,TERMIN,5/1/1960,9/19/1976,14
 00753,WC,290,EXPIR,5/1/1960,4/30/1965,13
 00754,WC,291,RELINQ,5/1/1960,3/26/1963,15
 00755,WC,293,RELINQ,5/1/1960,12/13/1963,16
 00756,WC,294,RELINQ,5/1/1960,3/20/1964,14
 00757,WC,118,TERMIN,5/1/1960,8/13/2010,11
 00758,WC,165,TERMIN,4/1/1960,12/30/2017,15
 00759,WC,173,TERMIN,5/1/1960,10/11/2013,15
 00760,WC,173,CONSOL,5/1/1960,3/20/1970,15
 00761,WC,174,TERMIN,5/1/1960,8/30/1976,15
 00762,WC,176,TERMIN,5/1/1960,2/1/2016,16
 00763,WC,180,TERMIN,3/1/1960,4/5/2015,17
 00764,WC,201,TERMIN,5/1/1960,6/26/1991,18
 00765,WC,215,RELINQ,5/1/1960,4/27/1966,19
 00766,WC,216,TERMIN,5/1/1960,10/2/1991,19
 00767,EC,47,TERMIN,5/1/1960,1/29/2013,16
 00768,EC,48,TERMIN,5/1/1960,9/11/2009,16
 00769,VR,114,EXPIR,5/1/1960,4/28/1965,18
 00770,VR,115,RELINQ,5/1/1960,3/30/1967,20
 00771,VR,116,EXPIR,5/1/1960,4/30/1965,20
 00772,VR,127,EXPIR,5/1/1960,4/30/1965,22
 00773,VR,128,EXPIR,5/1/1960,4/30/1965,20
 00774,VR,129,RELINQ,5/1/1960,4/26/1968,20
 00775,VR,131,PROD,5/1/1960,,18
 00776,VR,132,EXPIR,5/1/1960,4/30/1965,20
 00777,SM,22,TERMIN,5/1/1960,8/24/2014,24
 00778,SM,23,TERMIN,5/1/1960,9/2/2014,24
 00779,SM,32,TERMIN,5/1/1960,4/26/1979,29
 00780,SM,33,TERMIN,5/1/1960,12/27/2010,27
 00781,SM,35,RELINQ,5/1/1960,4/29/1982,26
 00782,SM,36,RELINQ,5/1/1960,4/21/1964,27
 00783,SM,37,RELINQ,5/1/1960,4/30/1965,29
 00784,SM,38,TERMIN,5/1/1960,4/26/1979,29
 00785,SM,39,TERMIN,5/1/1960,4/26/1979,31
 00786,SM,48,PROD,5/1/1960,,31
 00787,SM,49,TERMIN,5/1/1960,1/2/2012,29
 00788,SM,50,TERMIN,5/1/1960,12/17/1991,33
 00789,SM,51,RELINQ,5/1/1960,1/6/1999,33
 00790,SM,95,RELINQ,5/1/1960,3/25/2009,55
 00791,SM,96,TERMIN,5/1/1960,12/1/2001,53
 00792,SM,108,PROD,5/1/1960,,57
 00793,SM,109,TERMIN,5/1/1960,12/1/2001,57
 00794,EI,19,RELINQ,5/1/1960,5/27/1983,3
 00795,EI,99,TERMIN,5/1/1960,4/1/1999,8
 00796,EI,100,PROD,5/1/1960,,8
 00797,EI,105,TERMIN,5/1/1960,12/9/2013,9
 00798,EI,108,RELINQ,5/1/1960,4/28/1965,9
 00799,EI,109,RELINQ,5/1/1960,4/28/1965,10
 00800,EI,135,TERMIN,4/1/1960,11/4/1965,20
 00801,EI,147,RELINQ,5/1/1960,4/24/1964,17
 00802,EI,196,RELINQ,5/1/1960,3/25/2019,29
 00803,EI,203,EXPIR,4/1/1960,3/31/1965,33
 00804,EI,204,RELINQ,5/1/1960,3/22/2019,33
 00805,EI,205,RELINQ,5/1/1960,3/22/2019,31
 00806,EI,206,RELINQ,5/1/1960,3/22/2019,31
 00807,EI,218,RELINQ,5/1/1960,3/22/2019,35
 00808,EI,219,RELINQ,5/1/1960,3/22/2019,37
 00809,EI,227,RELINQ,5/1/1960,3/25/2019,40
 00810,EI,246,UNIT,5/1/1960,,51
 00811,EI,266,UNIT,5/1/1960,,55
 00812,EI,267,UNIT,5/1/1960,,55
 00813,EI,269,UNIT,5/1/1960,,57
 00814,SS,108,PROD,3/1/1960,,8
 00815,SS,144,TERMIN,5/1/1960,10/18/1981,16
 00816,SS,158,TERMIN,5/1/1960,8/27/1997,15
 00817,SS,159,TERMIN,5/1/1960,12/6/1980,15
 00818,SS,167,TERMIN,5/1/1960,7/6/2011,17
 00819,SS,168,PROD,5/1/1960,,18
 00820,SS,169,OPERNS,4/1/1960,,18
 00821,SS,183,PROD,5/1/1960,,22
 00822,SS,184,EXPIR,5/1/1960,8/7/1965,21
 00823,SS,186,TERMIN,5/1/1960,12/14/1991,20
 00824,SS,187,TERMIN,5/1/1960,8/22/1965,20
 00825,SS,188,EXPIR,5/1/1960,4/30/1965,24
 00826,SS,189,RELINQ,5/1/1960,4/28/1965,26
 00827,SS,209,PROD,5/1/1960,,29
 00828,SS,214,PROD,5/1/1960,,35
 00829,SS,219,PROD,5/1/1960,,37
 00830,SS,229,PROD,5/1/1960,,40
 00831,SS,230,PROD,5/1/1960,,38
 00832,SS,242,PROD,5/1/1960,,46
 00833,ST,77,RELINQ,3/1/1960,2/27/1961,19
 00834,GI,109,RELINQ,5/1/1960,4/20/1964,90
 00835,GI,110,RELINQ,5/1/1960,4/20/1964,95
 00836,GI,116,RELINQ,5/1/1960,4/20/1964,106
 00837,GI,117,RELINQ,5/1/1960,4/20/1964,99
 00838,WD,71,UNIT,4/1/1960,,47
 00839,WD,94,PROD,5/1/1960,,55
 00840,WD,103,PROD,5/1/1960,,74
 00841,WD,104,PROD,5/1/1960,,76
 00842,WD,105,PROD,5/1/1960,,78
 00843,MP,126,RELINQ,5/1/1960,4/22/1964,26
 00844,MP,128,RELINQ,5/1/1960,4/28/1965,30
 00845,MP,129,TERMIN,5/1/1960,9/9/1965,40
 00846,MP,129,RELINQ,5/1/1960,4/28/1965,40
 00847,WC,92,EXPIR,7/1/1960,6/30/1965,11
 00848,VR,85,REJECT,,,16
 00849,EI,52,REJECT,,,7
 00850,EI,106,REJECT,,,10
 00851,SS,106,REJECT,,,9
 00852,ST,72,REJECT,,,19
 00853,ST,73,REJECT,,,19
 00854,MP,28,REJECT,,,6
 00855,MP,29,REJECT,,,5
 00856,MP,115,REJECT,,,16
 00857,MP,116,REJECT,,,17
 00858,WC,179,REJECT,,,17
 00859,SM,20,REJECT,,,22
 00860,SM,47,REJECT,,,31
 00861,SM,97,REJECT,,,53
 00862,EI,146,REJECT,,,16
 00863,EI,148,REJECT,,,19
 00864,EI,155,REJECT,,,22
 00865,EI,179,REJECT,,,31
 00866,EI,180,REJECT,,,29
 00867,EI,187,REJECT,,,24
 00868,EI,200,REJECT,,,33
 00869,SS,145,REJECT,,,14
 00870,SS,182,REJECT,,,22
 00871,SS,208,REJECT,,,29
 00872,SS,215,REJECT,,,35
 00873,SS,241,REJECT,,,42
 00874,WC,117,EXPIR,7/1/1960,6/30/1965,11
 00880,GI,9,TERMIN,5/1/1960,6/5/1981,13
G00897,WC,98,RELINQ,5/1/1962,11/4/1963,13
G00898,WC,179,TERMIN,6/1/1962,10/5/1979,17
G00899,WC,224,RELINQ,6/1/1962,3/23/1971,19
G00900,WC,225,TERMIN,4/1/1962,3/14/2018,19
G00901,WC,225,CONSOL,6/1/1962,4/19/1974,19
G00902,WC,229,TERMIN,5/1/1962,11/12/1997,20
G00903,WC,230,RELINQ,6/1/1962,3/28/1973,20
G00904,WC,241,RELINQ,6/1/1962,3/28/1973,22
G00905,WC,242,RELINQ,6/1/1962,3/28/1973,21
G00906,WC,262,RELINQ,6/1/1962,12/13/1963,24
G00907,WC,263,RELINQ,4/1/1962,12/13/1963,24
G00908,WC,275,REJECT,,,26
G00909,WC,276,RELINQ,6/1/1962,12/27/1974,26
G00910,WC,277,RELINQ,4/1/1962,12/13/1963,27
G00911,WC,280,TERMIN,6/1/1962,1/27/2007,29
G00912,WC,282,RELINQ,6/1/1962,12/13/1963,29
G00913,WC,304,RELINQ,6/1/1962,5/28/1965,17
G00914,WC,305,RELINQ,6/1/1962,5/28/1965,17
G00915,WC,306,RELINQ,6/1/1962,5/26/1967,17
G00916,WC,311,RELINQ,6/1/1962,5/28/1965,18
G00917,WC,312,RELINQ,6/1/1962,5/27/1965,18
G00918,WC,313,RELINQ,6/1/1962,5/28/1965,18
G00919,WC,320,RELINQ,6/1/1962,5/28/1965,20
G00920,WC,363,RELINQ,6/1/1962,12/13/1963,24
G00921,WC,368,RELINQ,5/1/1962,12/13/1963,24
G00922,WC,369,RELINQ,6/1/1962,12/13/1963,23
G00923,WC,370,RELINQ,6/1/1962,12/13/1963,23
G00924,WC,382,RELINQ,6/1/1962,12/13/1963,23
G00925,WC,383,RELINQ,6/1/1962,12/13/1963,25
G00926,WC,386,RELINQ,6/1/1962,12/13/1963,27
G00927,WC,433,RELINQ,6/1/1962,5/26/1967,33
G00928,WC,456,RELINQ,6/1/1962,5/19/1969,37
G00929,WC,457,RELINQ,6/1/1962,5/26/1967,37
G00930,EC,41,RELINQ,6/1/1962,5/29/1967,14
G00931,EC,42,EXPIR,6/1/1962,9/28/1967,15
G00932,EC,49,TERMIN,5/1/1962,4/4/2011,16
G00933,EC,51,EXPIR,5/1/1962,11/26/1974,16
G00934,EC,88,TERMIN,5/1/1962,5/19/1992,19
G00935,EC,89,TERMIN,6/1/1962,8/4/2010,19
G00936,EC,109,EXPIR,6/1/1962,5/31/1967,20
G00937,EC,110,EXPIR,6/1/1962,5/31/1967,22
G00938,EC,118,TERMIN,6/1/1962,3/30/1986,20
G00938,EC,119,TERMIN,6/1/1962,3/30/1986,22
G00939,EC,119,CONSOL,6/1/1962,3/3/1965,22
G00940,EC,122,EXPIR,6/1/1962,5/31/1967,24
G00941,EC,123,EXPIR,6/1/1962,5/31/1967,24
G00942,EC,138,RELINQ,5/1/1962,3/29/1967,24
G00943,EC,139,EXPIR,4/1/1962,3/31/1967,26
G00944,EC,151,RELINQ,6/1/1962,3/29/1967,26
G00945,EC,152,RELINQ,5/1/1962,3/29/1967,24
G00946,EC,153,RELINQ,5/1/1962,3/29/1967,24
G00947,EC,154,RELINQ,6/1/1962,12/13/1963,24
G00948,EC,155,RELINQ,6/1/1962,5/26/1967,24
G00949,EC,158,RELINQ,6/1/1962,3/29/1967,24
G00950,EC,187,RELINQ,6/1/1962,5/26/1970,27
G00951,EC,188,RELINQ,6/1/1962,5/29/1967,27
G00952,EC,189,RELINQ,6/1/1962,5/26/1970,27
G00953,EC,190,RELINQ,6/1/1962,5/29/1967,27
G00954,EC,191,EXPIR,5/1/1962,4/30/1967,31
G00955,EC,192,EXPIR,6/1/1962,5/31/1967,31
G00956,EC,193,RELINQ,6/1/1962,5/31/1967,29
G00957,EC,194,TERMIN,6/1/1962,11/30/2005,29
G00958,EC,195,TERMIN,6/1/1962,11/30/2005,31
G00959,EC,204,TERMIN,6/1/1962,11/30/2005,33
G00960,EC,205,RELINQ,6/1/1962,5/30/1972,33
G00961,EC,206,EXPIR,6/1/1962,5/31/1967,33
G00962,EC,207,EXPIR,6/1/1962,5/31/1967,33
G00963,EC,219,RELINQ,6/1/1962,5/28/1974,37
G00964,EC,220,TERMIN,6/1/1962,12/31/1971,37
G00965,EC,224,RELINQ,6/1/1962,11/19/1975,35
G00966,EC,229,TERMIN,6/1/1962,10/31/2006,42
G00967,EC,230,EXPIR,6/1/1962,6/4/1967,38
G00968,EC,233,RELINQ,6/1/1962,12/18/1970,38
G00969,EC,234,RELINQ,6/1/1962,12/18/1970,37
G00970,EC,245,TERMIN,6/1/1962,11/29/2007,44
G00971,EC,261,TERMIN,6/1/1962,1/14/2016,48
G00972,EC,265,RELINQ,6/1/1962,1/30/2019,51
G00973,EC,266,RELINQ,6/1/1962,5/31/1973,51
G00974,EC,278,TERMIN,6/1/1962,10/3/2016,53
G00975,VR,101,EXPIR,6/1/1962,5/31/1967,20
G00976,EI,106,RELINQ,6/1/1962,5/21/1974,10
G00977,EI,214,UNIT,6/1/1962,,31
G00978,EI,217,RELINQ,5/1/1962,3/22/2019,35
G00979,EI,230,UNIT,6/1/1962,,37
G00980,EI,231,UNIT,6/1/1962,,35
G00981,EI,237,PROD,6/1/1962,,40
G00982,EI,238,PROD,6/1/1962,,42
G00983,EI,252,PROD,6/1/1962,,46
G00984,EI,253,TERMIN,6/1/1962,5/1/1984,46
G00985,EI,259,PROD,6/1/1962,,49
G00986,EI,272,TERMIN,6/1/1962,3/27/2013,55
G00987,EI,273,TERMIN,6/1/1962,3/27/2013,57
G00988,EI,275,TERMIN,6/1/1962,8/16/2002,55
G00989,EI,276,PROD,6/1/1962,,55
G00990,EI,277,RELINQ,6/1/1962,5/31/1967,53
G00991,EI,284,TERMIN,6/1/1962,3/27/2013,59
G00992,EI,285,TERMIN,5/1/1962,3/27/2013,59
G00993,EI,286,TERMIN,6/1/1962,3/16/2013,57
G00994,EI,292,TERMIN,6/1/1962,3/16/2013,62
G00995,EI,293,TERMIN,6/1/1962,3/16/2013,51
G00996,EI,308,TERMIN,6/1/1962,3/16/2013,56
G00997,EI,309,TERMIN,6/1/1962,3/16/2013,68
G00998,SS,57,EXPIR,5/1/1962,4/30/1967,6
