,Record Type,API Well Number,Paleo Report ID Number,Total Number of Reports for API,Measured Depth,True Vertical Depth,Definite/Possible,At/In,Paleo Age,Definite/Possible,At/In,Ecozone
224,P,608054002200,1,2,13480,13382,DEF,IN,Lower Oligocene (Rupelian) Turborotalia increbescens,DEF,IN,4.0
225,P,608054002200,1,2,13750,13647,DEF,IN,Upper Eocene (Priabonian) Globorotalia pomeroli,DEF,IN,4.0
226,P,608054002200,1,2,13870,13764,DEF,IN,Upper Eocene (Priabonian) Globigerinatheka semiinvoluta,DEF,IN,4.0
227,P,608054002200,1,2,14106,13996,DEF,IN,Middle Eocene (Bartonian) Truncorotaloides topilensis,DEF,IN,4.0
228,P,608054002200,1,2,14107,13997,DEF,IN,Middle Eocene (Bartonian) Morozovella lehneri,DEF,IN,4.0
229,P,608054002200,1,2,14108,13998,DEF,IN,Middle Eocene (Bartonian) Turborotalia frontosa,DEF,IN,4.0
230,P,608054002200,1,2,14109,13999,DEF,IN,Middle Eocene (Lutetian) Igorina broedermanni,DEF,IN,4.0
231,P,608054002200,1,2,14110,14000,DEF,IN,Middle Eocene (Lutetian) Globigerinoides higginsi,DEF,IN,4.0
232,P,608054002200,1,2,14200,14088,DEF,IN,Middle Eocene (Lutetian) Morozovella aragonensis,DEF,IN,4.0
233,P,608054002200,1,2,14467,14350,DEF,IN,Lower Eocene (Ypresian) Morozovella quetra,DEF,IN,4.0
234,P,608054002200,1,2,14468,14351,DEF,IN,Lower Eocene (Ypresian) Acarinina angulosa,DEF,IN,4.0
235,P,608054002200,1,2,14469,14352,DEF,IN,Lower Eocene (Ypresian) Radiolarian acme B,DEF,IN,4.0
236,P,608054002200,1,2,14470,14353,DEF,IN,Lower Eocene (Ypresian) Morozovella rex / subbotinae,DEF,IN,4.0
237,P,608054002200,1,2,14620,14499,DEF,AT,Lower Eocene (Ypresian) Morozovella formosa formosa,DEF,AT,
238,P,608054002200,3,2,11020,10966,DEF,AT,Upper Oligocene (Chattian) Clausicoccus fenestratus,DEF,AT,
239,P,608054002200,3,2,11080,11025,DEF,AT,Upper Oligocene (Chattian) Sphenolithus ciperoensis,DEF,AT,
240,P,608054002200,3,2,11230,11172,DEF,AT,Upper Oligocene (Chattian) Sphenolithus distentus,DEF,AT,
241,P,608054002200,3,2,11350,11290,DEF,AT,Upper Oligocene (Chattian) Sphenolithus predistentus,DEF,AT,
242,P,608054002200,3,2,11380,11319,DEF,AT,Lower Oligocene (Rupelian) Sphenolithus pseudoradians,DEF,AT,
243,P,608054002200,3,2,11650,11584,DEF,AT,Lower Oligocene (Rupelian) Ericsonia formosa,DEF,AT,
244,P,608054002200,3,2,13689,13587,DEF,AT,Lower Oligocene (Rupelian) Ismolithus recurvus,DEF,AT,
245,P,608054002200,3,2,13690,13588,DEF,AT,Lower Oligocene (Rupelian) Helicosphaera reticulata,DEF,AT,
246,P,608054002200,3,2,13840,13735,DEF,AT,Upper Eocene (Priabonian) Cribrocentrum reticulatum,DEF,AT,
247,P,608054002200,3,2,13900,13794,DEF,AT,Middle Eocene (Bartonian) Sphenolithus radians,DEF,AT,
248,P,608054002200,3,2,14137,14026,DEF,AT,Middle Eocene (Bartonian) Chiasmolithus grandis,DEF,AT,
249,P,608054002200,3,2,14138,14027,DEF,AT,Middle Eocene (Bartonian) Campylosphaera dela,DEF,AT,
250,P,608054002200,3,2,14139,14028,DEF,AT,Middle Eocene (Bartonian) Sphenolithus spiniger,DEF,AT,
251,P,608054002200,3,2,14140,14029,DEF,AT,Middle Eocene (Bartonian) Sphenolithus furcatolithoides,DEF,AT,
252,P,608054002200,3,2,14169,14058,DEF,AT,Middle Eocene (Bartonian) Sphenolithus furcatolithioides increase,DEF,AT,
253,P,608054002200,3,2,14170,14059,DEF,AT,Middle Eocene (Lutetian) Blackites gladius,DEF,AT,
254,P,608054002200,3,2,14200,14088,DEF,AT,Middle Eocene (Lutetian) Discoaster wemmelensis,DEF,AT,
255,P,608054002200,3,2,14230,14118,DEF,AT,Lower Eocene (Ypresian) Rhabdosphaera inflata,DEF,AT,
256,P,608054002200,3,2,14470,14353,DEF,AT,Lower Eocene (Ypresian) Discoaster kuepperi,DEF,AT,
257,P,608054002200,3,2,14590,14470,DEF,AT,Lower Eocene (Ypresian) Tribrachiatus orthostylus,DEF,AT,
258,P,608054002200,3,2,14620,14499,DEF,AT,Lower Eocene (Ypresian) Tribrachiatus contortus,DEF,AT,
259,P,608054002200,3,2,14738,14614,DEF,AT,Lower Eocene (Ypresian) Toweius pertusus,DEF,AT,
260,P,608054002200,3,2,14739,14615,DEF,AT,Lower Eocene (Ypresian) Tribrachiatus bramlettei,DEF,AT,
261,P,608054002200,3,2,14740,14615,DEF,AT,Lower Eocene (Ypresian) Chiasmolithus bidens,DEF,AT,
262,P,608054002200,3,2,14770,14644,DEF,AT,Lower Eocene (Ypresian) Prinsius bisulcus,DEF,AT,
263,P,608054003000,1,2,12500,12500,DEF,AT,Upper Oligocene (Chattian) Globigerina ciperoensis ciperoensis,DEF,AT,5.0
264,P,608054003000,1,2,12560,12560,DEF,AT,Upper Oligocene (Chattian) Globigerina sellii,DEF,AT,5.0
265,P,608054003000,1,2,12620,12620,DEF,AT,Upper Oligocene (Chattian) Paragloborotalia opima nana,DEF,AT,5.0
266,P,608054003000,1,2,12685,12685,DEF,AT,Upper Oligocene (Chattian) Globigerina angulisuturalis,DEF,AT,5.0
267,P,608054003000,1,2,12710,12710,DEF,AT,Upper Oligocene (Chattian) Paragloborotalia opima opima,DEF,AT,5.0
268,P,608054003000,1,2,12920,12920,DEF,AT,Lower Oligocene (Rupelian) Globigerina gortani,DEF,AT,5.0
269,P,608054003000,1,2,13550,13550,DEF,AT,Lower Oligocene (Rupelian) Chiloguembelina cubensis,DEF,AT,5.0
270,P,608054003000,1,2,14180,14180,DEF,AT,Lower Oligocene (Rupelian) Turborotalia ampliapertura,DEF,AT,5.0
271,P,608054003000,1,2,14750,14750,DEF,AT,Lower Oligocene (Rupelian) Turborotalia ampliapertura,DEF,AT,5.0
272,P,608054003000,2,2,12500,12500,DEF,AT,Upper Oligocene (Chattian) Dictyococcites bisectus,DEF,AT,
273,P,608054003000,2,2,12530,12530,DEF,AT,Upper Oligocene (Chattian) Sphenolithus ciperoensis,DEF,AT,
274,P,608054003000,2,2,12590,12590,DEF,AT,Upper Oligocene (Chattian) Triquetrorhabdulus carinatus acme,DEF,AT,
275,P,608054003000,2,2,12710,12710,DEF,AT,Lower Oligocene (Rupelian) Helicosphaera compacta,DEF,AT,
276,P,608054003000,2,2,12740,12740,DEF,AT,Upper Oligocene (Chattian) Sphenolithus predistentus,DEF,AT,
277,P,608054003000,2,2,12768,12768,DEF,AT,Lower Oligocene (Rupelian) Discoaster nodifer,DEF,AT,
278,P,608054003000,2,2,13400,13400,DEF,AT,Lower Oligocene (Rupelian) Sphenolithus pseudoradians,DEF,AT,
279,P,608054003000,2,2,13640,13640,DEF,AT,Lower Oligocene (Rupelian) Lanternithus minutus,DEF,AT,
280,P,608054003000,2,2,13910,13910,DEF,AT,Lower Oligocene (Rupelian) Markalius inversus,DEF,AT,
281,P,608054003000,2,2,13940,13940,DEF,AT,Lower Oligocene (Rupelian) Ericsonia formosa increase,DEF,AT,
282,P,608054003000,2,2,14660,14660,DEF,AT,Lower Oligocene (Rupelian) Ericsonia formosa increase,DEF,AT,
283,P,608054002500,1,3,10620,10620,DEF,AT,Upper Oligocene (Chattian) Paragloborotalia opima opima,DEF,AT,5.0
284,P,608054002500,1,3,10680,10680,DEF,AT,Upper Oligocene (Chattian) Paragloborotalia opima opima,DEF,AT,5.0
285,P,608054002500,1,3,10800,10800,DEF,AT,Lower Oligocene (Rupelian) Turborotalia ampliapertura,DEF,AT,5.0
286,P,608054002500,1,3,10890,10890,DEF,AT,Lower Oligocene (Rupelian) Globigerina tapuriensis,DEF,AT,4.0
287,P,608054002500,1,3,10920,10920,DEF,AT,Lower Oligocene (Rupelian) Turborotalia increbescens,DEF,AT,4.0
288,P,608054002500,1,3,11130,11130,DEF,AT,Upper Eocene (Priabonian) Subbotina linaperta,DEF,AT,4.0
289,P,608054002500,1,3,11190,11190,DEF,AT,Upper Eocene (Priabonian) Subbotina linaperta,DEF,AT,4.0
290,P,608054002500,1,3,11280,11280,DEF,AT,Middle Eocene (Bartonian) Acarinina bullbrooki,DEF,AT,4.0
291,P,608054002500,1,3,11610,11609,DEF,AT,Middle Eocene (Bartonian) Operculinoides sabinensis,DEF,AT,4.0
292,P,608054002500,1,3,11790,11787,DEF,AT,Upper Eocene (Priabonian) Turborotalia cerroazulensis cocoaensis,DEF,AT,4.0
293,P,608054002500,1,3,11910,11906,DEF,AT,Upper Eocene (Priabonian) Globigerinatheka barri,DEF,AT,4.0
294,P,608054002500,1,3,11940,11936,DEF,AT,Upper Eocene (Priabonian) Hantkenina alabamensis,DEF,AT,4.0
295,P,608054002500,1,3,11970,11966,DEF,AT,Upper Eocene (Priabonian) Globorotalia pomeroli,DEF,AT,4.0
296,P,608054002500,1,3,12060,12055,DEF,AT,Middle Eocene (Bartonian) Truncorotaloides topilensis,DEF,AT,5.0
297,P,608054002500,1,3,12090,12085,DEF,AT,Upper Eocene (Priabonian) Globigerinatheka semiinvoluta,DEF,AT,5.0
298,P,608054002500,1,3,12236,12230,DEF,AT,Upper Eocene (Priabonian) Globigerinatheka barri,DEF,AT,5.0
299,P,608054002500,1,3,12237,12231,DEF,AT,Middle Eocene (Bartonian) Truncorotaloides rohri,DEF,AT,5.0
300,P,608054002500,1,3,12238,12232,DEF,AT,Middle Eocene (Bartonian) Truncorotaloides topilensis,DEF,AT,5.0
301,P,608054002500,1,3,12239,12233,DEF,AT,Middle Eocene (Bartonian) Acarinina bullbrooki,DEF,AT,5.0
302,P,608054002500,1,3,12240,12234,DEF,AT,Middle Eocene (Bartonian) Radiolarian acme A,DEF,AT,5.0
303,P,608054002500,1,3,12630,12623,DEF,IN,Lower Eocene (Ypresian) Acarinina soldadoensis,DEF,IN,6.0
304,P,608054002500,1,3,12858,12849,DEF,AT,Lower Eocene (Ypresian) Acarinina wilcoxensis,DEF,AT,4.0
305,P,608054002500,1,3,12859,12850,DEF,AT,Lower Eocene (Ypresian) Morozovella aequa,DEF,AT,4.0
306,P,608054002500,1,3,12860,12851,DEF,AT,Lower Eocene (Ypresian) Subbotina velascoensis,DEF,AT,4.0
307,P,608054002500,1,3,12890,12881,DEF,AT,Lower Eocene (Ypresian) Morozovella velascoenesis,DEF,AT,4.0
308,P,608054002500,1,3,13768,13754,DEF,AT,Upper Paleocene (Thanetian) Planulorotalites pseudomenardii,DEF,AT,4.0
309,P,608054002500,1,3,13769,13755,DEF,AT,Upper Paleocene (Thanetian) Subbotina triloculinoides,DEF,AT,4.0
310,P,608054002500,1,3,13770,13756,DEF,AT,Upper Paleocene (Selandian) Igorina pusilla pusilla,DEF,AT,4.0
311,P,608054002500,1,3,13800,13786,DEF,AT,Upper Paleocene (Selandian) Morozovella conicotruncana,DEF,AT,4.0
312,P,608054002500,2,3,10538,10538,DEF,AT,Lower Oligocene (Rupelian) Ericsonia formosa,DEF,AT,
313,P,608054002500,2,3,10560,10560,DEF,AT,Lower Oligocene Rupelian Stage,DEF,AT,
314,P,608054002500,2,3,11100,11100,DEF,AT,Lower Oligocene (Rupelian) Ismolithus recurvus,DEF,AT,
315,P,608054002500,2,3,11190,11190,DEF,AT,Lower Oligocene (Rupelian) Ericsonia formosa increase,DEF,AT,
316,P,608054002500,2,3,11580,11579,DEF,AT,Upper Eocene (Priabonian) Discoaster barbadiensis,DEF,AT,
317,P,608054002500,2,3,11790,11787,DEF,AT,Upper Eocene (Priabonian) Discoaster barbadiensis,DEF,AT,
318,P,608054002500,2,3,11850,11846,DEF,AT,Upper Eocene (Priabonian) Discoaster barbadiensis,DEF,AT,
319,P,608054002500,2,3,12210,12205,DEF,AT,Upper Eocene (Priabonian) Sphenolithus obtusus,DEF,AT,
320,P,608054002500,2,3,12240,12234,DEF,AT,Middle Eocene (Bartonian) Chiasmolithus solitus,DEF,AT,
321,P,608054002500,2,3,12360,12354,DEF,AT,Lower Eocene (Ypresian) Rhabdosphaera inflata,DEF,AT,
322,P,608054002500,2,3,12390,12384,DEF,AT,Lower Eocene (Ypresian) Chiasmolithus californicus,DEF,AT,
323,P,608054002500,2,3,12630,12623,DEF,AT,Lower Eocene (Ypresian) Tribrachiatus orthostylus,DEF,AT,
324,P,608054002500,2,3,12720,12712,DEF,AT,Lower Eocene (Ypresian) Discoaster multiradiatus,DEF,AT,
325,P,608054002500,2,3,12800,12792,DEF,AT,Lower Eocene (Ypresian) Discoaster multiradiatus,DEF,AT,
326,P,608054002500,2,3,12859,12850,DEF,AT,Lower Eocene (Ypresian) Toweius eminens,DEF,AT,
327,P,608054002500,2,3,12860,12851,DEF,AT,Lower Eocene (Ypresian) Ellipsolithus distichus,DEF,AT,
328,P,608054002500,2,3,13770,13756,DEF,AT,Upper Paleocene (Selandian) Cruciplacolithus tenuis increase,DEF,AT,
329,P,608054002500,3,3,12691,12683,DEF,AT,Lower (Early) Eocene,DEF,AT,
330,P,608054002500,3,3,12692,12684,DEF,AT,Lower Eocene (Ypresian) Intratriporopollenites 1 (pollen),DEF,AT,
331,P,608054002500,3,3,12930,12921,DEF,AT,Lower Eocene (Ypresian) Apectodinium homomorphum acme/PETM,DEF,AT,
332,P,608054003200,1,1,10081,10081,DEF,AT,Upper Oligocene (Chattian) Paragloborotalia opima opima,DEF,AT,5.0
333,P,608054003200,1,1,10100,10100,DEF,AT,Upper Oligocene (Chattian) Sphenolithus ciperoensis,DEF,AT,5.0
334,P,608054003200,1,1,10230,10230,DEF,AT,Upper Oligocene (Chattian) Sphenolithus distentus,DEF,AT,5.0
335,P,608054003200,1,1,10440,10440,DEF,AT,Lower Oligocene (Rupelian) Helicosphaera compacta,DEF,AT,5.0
336,P,608054003200,1,1,10980,10980,DEF,AT,Lower Oligocene (Rupelian) Turborotalia ampliapertura,DEF,AT,5.0
337,P,608054003200,1,1,11910,11910,DEF,AT,Lower Oligocene (Rupelian) Lanternithus minutus,DEF,AT,5.0
338,P,608054003200,1,1,11940,11940,DEF,AT,Lower Oligocene (Rupelian) Turborotalia increbescens,DEF,AT,5.0
339,P,608054003200,1,1,12090,12090,DEF,AT,Lower Oligocene (Rupelian) Turborotalia increbescens,DEF,AT,5.0
340,P,608054003200,1,1,12240,12240,DEF,AT,Lower Oligocene (Rupelian) Reticulofenestra hillae,DEF,AT,5.0
341,P,608054003200,1,1,12480,12480,DEF,AT,Lower Oligocene (Rupelian) Ericsonia formosa,DEF,AT,5.0
342,P,608054003200,1,1,12780,12780,DEF,AT,Upper Eocene (Priabonian) Turborotalia cerroazulensis cocoaensis,DEF,AT,5.0
343,P,608054003200,1,1,12810,12810,DEF,AT,Upper Eocene (Priabonian) Cribrocentrum reticulatum,DEF,AT,5.0
344,P,608054003200,1,1,12900,12900,DEF,AT,Upper Eocene (Priabonian) Globorotalia pomeroli,DEF,AT,5.0
345,P,608054003200,1,1,13229,13229,DEF,AT,Middle Eocene (Lutetian) Igorina broedermanni,DEF,AT,5.0
346,P,608054003200,1,1,13230,13230,DEF,AT,Middle Eocene (Lutetian) Morozovella aragonensis,DEF,AT,5.0
347,P,608054003200,1,1,13410,13410,DEF,AT,Middle Eocene (Lutetian) Blackites gladius,DEF,AT,5.0
348,P,608054003200,1,1,13439,13439,DEF,AT,Lower Eocene (Ypresian) Rhabdosphaera inflata,DEF,AT,5.0
349,P,608054003200,1,1,13440,13440,DEF,AT,Lower Eocene (Ypresian) Morozovella rex / subbotinae,DEF,AT,5.0
350,P,608054003200,1,1,13620,13620,DEF,AT,Lower Eocene (Ypresian) Morozovella formosa formosa,DEF,AT,5.0
351,P,608054003200,1,1,13680,13680,DEF,AT,Lower Eocene (Ypresian) Radiolarian acme B,DEF,AT,5.0
352,P,608054003200,1,1,13740,13740,DEF,AT,Lower Eocene (Ypresian) Radiolarian acme B,DEF,AT,5.0
353,P,608054003200,1,1,13800,13800,DEF,AT,Lower Eocene (Ypresian) Acarinina wilcoxensis,DEF,AT,5.0
354,P,608054003200,1,1,13920,13920,DEF,AT,Lower Eocene (Ypresian) Morozovella aequa,DEF,AT,5.0
355,P,608054003200,1,1,14100,14100,DEF,AT,Lower Eocene (Ypresian) Discoaster multiradiatus,DEF,AT,5.0
356,P,608054003200,1,1,14220,14220,POS,AT,Lower Eocene (Ypresian) Tribrachiatus bramlettei,POS,AT,5.0
357,P,608054003300,1,1,10950,10950,POS,AT,Upper Oligocene (Chattian) Paragloborotalia opima opima,POS,AT,5.0
358,P,608054003300,1,1,10980,10980,POS,AT,Upper Oligocene (Chattian) Sphenolithus distentus,POS,AT,5.0
359,P,608054003300,1,1,11160,11160,POS,AT,Lower Oligocene (Rupelian) Helicosphaera compacta,POS,AT,5.0
360,P,608054003300,1,1,11970,11970,POS,AT,Lower Oligocene (Rupelian) Turborotalia ampliapertura,POS,AT,5.0
361,P,608054003300,1,1,12840,12840,POS,AT,Lower Oligocene (Rupelian) Turborotalia increbescens,POS,AT,4.0
362,P,608054003300,1,1,12900,12900,POS,AT,Lower Oligocene (Rupelian) Lanternithus minutus,POS,AT,4.0
363,P,608054003300,1,1,13080,13080,POS,AT,Lower Oligocene (Rupelian) Turborotalia increbescens,POS,AT,4.0
364,P,608054003300,1,1,13230,13230,POS,AT,Lower Oligocene (Rupelian) Reticulofenestra hillae,POS,AT,4.0
365,P,608054003300,1,1,13500,13499,POS,AT,Lower Oligocene (Rupelian) Ericsonia formosa,POS,AT,4.0
366,P,608054003300,1,1,13710,13709,POS,AT,Upper Eocene (Priabonian) Globorotalia pomeroli,POS,AT,5.0
367,P,608054003300,1,1,14040,14039,POS,AT,Upper Eocene (Priabonian) Cribrocentrum reticulatum,POS,AT,4.0
368,P,608054003300,1,1,14130,14129,POS,AT,Upper Eocene (Priabonian) Globigerinatheka semiinvoluta,POS,AT,4.0
369,P,608054003300,1,1,14370,14369,POS,AT,Middle Eocene (Lutetian) Igorina broedermanni,POS,AT,5.0
370,P,608054003300,1,1,14400,14399,POS,AT,Middle Eocene (Bartonian) Chiasmolithus grandis,POS,AT,5.0
371,P,608054003300,1,1,14430,14429,POS,AT,Middle Eocene (Lutetian) Morozovella aragonensis,POS,AT,5.0
372,P,608054003300,1,1,14459,14458,DEF,AT,Middle Eocene (Lutetian) Blackites gladius,DEF,AT,5.0
373,P,608054003300,1,1,14460,14459,POS,AT,Lower Eocene (Ypresian) Morozovella rex / subbotinae,POS,AT,5.0
374,P,608054003300,1,1,14609,14608,POS,AT,Lower Eocene (Ypresian) Radiolarian acme B,POS,AT,5.0
375,P,608054003300,1,1,14610,14609,POS,AT,Lower Eocene (Ypresian) Morozovella formosa formosa,POS,AT,5.0
376,P,608054003300,1,1,14670,14669,POS,AT,Lower Eocene (Ypresian) Radiolarian acme B,POS,AT,5.0
377,P,608054003300,1,1,14730,14729,POS,AT,Lower Eocene (Ypresian) Acarinina wilcoxensis,POS,AT,5.0
378,P,608054003300,1,1,14940,14939,POS,AT,Lower Eocene (Ypresian) Morozovella aequa,POS,AT,5.0
379,P,608054003300,1,1,15210,15209,POS,AT,Lower Eocene (Ypresian) Discoaster multiradiatus,POS,AT,5.0
380,P,608054001800,1,2,11939,11939,DEF,AT,Lower Oligocene (Rupelian) Sphenolithus akropodus,DEF,AT,
381,P,608054001800,1,2,11940,11940,DEF,AT,Lower Oligocene (Rupelian) Helicosphaera reticulata,DEF,AT,
382,P,608054001800,1,2,12330,12330,DEF,AT,Lower Oligocene (Rupelian) Ericsonia formosa,DEF,AT,
383,P,608054001800,1,2,12449,12449,DEF,AT,Lower Oligocene (Rupelian) Reticulofenestra hillae,DEF,AT,
384,P,608054001800,1,2,12450,12450,DEF,AT,Lower Oligocene (Rupelian) Reticulofenestra umbilica,DEF,AT,
385,P,608054001800,1,2,12779,12778,DEF,AT,Upper Eocene (Priabonian) Discoaster saipanensis,DEF,AT,
386,P,608054001800,1,2,12780,12779,DEF,AT,Upper Eocene (Priabonian) Discoaster barbadiensis,DEF,AT,
387,P,608054001800,1,2,13107,13106,DEF,AT,Middle Eocene (Bartonian) Sphenolithus spiniger,DEF,AT,
388,P,608054001800,1,2,13108,13107,DEF,AT,Middle Eocene (Bartonian) Sphenolithus furcatolithoides,DEF,AT,
389,P,608054001800,1,2,13109,13108,DEF,AT,Middle Eocene (Bartonian) Sphenolithus radians,DEF,AT,
390,P,608054001800,1,2,13110,13109,DEF,AT,Middle Eocene (Lutetian) Blackites gladius,DEF,AT,
391,P,608054001800,1,2,13638,13636,DEF,AT,Middle Eocene (Lutetian) Discoaster lodoensis,DEF,AT,
392,P,608054001800,1,2,13639,13637,DEF,AT,Lower Eocene (Ypresian) Discoaster kuepperi,DEF,AT,
393,P,608054001800,1,2,13640,13638,DEF,AT,Lower Eocene (Ypresian) Tribrachiatus orthostylus,DEF,AT,
394,P,608054001800,1,2,13658,13656,DEF,AT,Middle Eocene (Lutetian) Discoaster lodoensis,DEF,AT,
395,P,608054001800,1,2,13730,13728,DEF,AT,Lower (Early) Eocene,DEF,AT,
396,P,608054001800,1,2,13744,13742,DEF,AT,Lower Eocene (Ypresian) Tribrachiatus contortus,DEF,AT,
397,P,608054001800,1,2,13930,13927,DEF,AT,Lower Eocene (Ypresian) Tribrachiatus bramlettei,DEF,AT,
398,P,608054001800,1,2,14390,14387,DEF,AT,Lower Eocene (Ypresian) Discoaster multiradiatus,DEF,AT,
399,P,608054001800,2,2,10139,10139,DEF,IN,Upper Oligocene (Chattian) Paragloborotalia opima opima,DEF,IN,5.0
400,P,608054001800,2,2,10140,10140,DEF,IN,Lower Oligocene (Rupelian) Globigerina gortani,DEF,IN,5.0
401,P,608054001800,2,2,10830,10830,DEF,IN,Lower Oligocene (Rupelian) Chiloguembelina cubensis,DEF,IN,5.0
402,P,608054001800,2,2,11819,11819,DEF,IN,Lower Oligocene (Rupelian) Turborotalia ampliapertura,DEF,IN,5.0
403,P,608054001800,2,2,11820,11820,DEF,IN,Lower Oligocene (Rupelian) Turborotalia increbescens,DEF,IN,5.0
404,P,608054001800,2,2,12510,12510,DEF,IN,Upper Eocene (Priabonian) Subbotina linaperta,DEF,IN,5.0
405,P,608054001800,2,2,12630,12630,DEF,IN,Upper Eocene (Priabonian) Turborotalia cerroazulensis cocoaensis,DEF,IN,5.0
406,P,608054001800,2,2,12780,12779,DEF,IN,Upper Eocene (Priabonian) Turborotalia cerroazulensis cocoaensis,DEF,IN,5.0
407,P,608054001800,2,2,12898,12897,DEF,IN,Upper Eocene (Priabonian) Subbotina linaperta,DEF,IN,5.0
408,P,608054001800,2,2,12899,12898,DEF,IN,Upper Eocene (Priabonian) Globorotalia pomeroli,DEF,IN,5.0
409,P,608054001800,2,2,12900,12899,DEF,IN,Upper Eocene (Priabonian) Globigerinatheka semiinvoluta,DEF,IN,5.0
410,P,608054001800,2,2,13105,13104,DEF,IN,Middle Eocene (Bartonian) Truncorotaloides rohri,DEF,IN,5.0
411,P,608054001800,2,2,13106,13105,DEF,IN,Middle Eocene (Bartonian) Truncorotaloides topilensis,DEF,IN,5.0
412,P,608054001800,2,2,13107,13106,DEF,IN,Middle Eocene (Bartonian) Morozovella lehneri,DEF,IN,5.0
413,P,608054001800,2,2,13108,13107,DEF,IN,Middle Eocene (Bartonian) Acarinina bullbrooki,DEF,IN,5.0
414,P,608054001800,2,2,13109,13108,DEF,IN,Middle Eocene (Bartonian) Acarinina pentacamerata,DEF,IN,5.0
415,P,608054001800,2,2,13110,13109,DEF,IN,Middle Eocene (Lutetian) Globigerinoides higginsi,DEF,IN,5.0
416,P,608054001800,2,2,13579,13577,DEF,AT,Middle Eocene (Lutetian) Morozovella aragonensis,DEF,AT,
417,P,608054001800,2,2,13580,13578,DEF,AT,Lower Eocene (Ypresian) Acarinina soldadoensis,DEF,AT,
418,P,608054001800,2,2,13610,13608,DEF,AT,Lower Eocene (Ypresian) Radiolarian acme B,DEF,AT,
419,P,608054001801,1,3,14361,14358,DEF,IN,Lower Eocene (Ypresian) Planorotalites chapmani,DEF,IN,5.0
420,P,608054001801,1,3,14362,14358,DEF,IN,Lower Eocene (Ypresian) Morozovella velascoenesis,DEF,IN,5.0
421,P,608054001801,1,3,14363,14359,DEF,IN,Upper Paleocene (Thanetian) Morozovella angulata,DEF,IN,5.0
422,P,608054001801,1,3,14364,14360,DEF,IN,Upper Paleocene (Thanetian) Subbotina triloculinoides,DEF,IN,5.0
423,P,608054001801,1,3,17810,17638,POS,IN,Upper Paleocene (Selandian) Igorina pusilla pusilla,POS,IN,5.0
424,P,608054001801,1,3,17840,17666,POS,IN,Upper Paleocene (Selandian) Morozovella conicotruncana,POS,IN,5.0
425,P,608054001801,2,3,14391,14387,DEF,AT,Lower Eocene (Ypresian) Discoaster multiradiatus,DEF,AT,
426,P,608054001801,2,3,14392,14388,DEF,AT,Lower Eocene (Ypresian) Discoaster mahmoudi,DEF,AT,
427,P,608054001801,2,3,14928,14915,DEF,AT,Lower Eocene (Ypresian) Tribrachiatus bramlettei,DEF,AT,
428,P,608054001801,2,3,14929,14916,DEF,AT,Lower Eocene (Ypresian) Prinsius martinii,DEF,AT,
429,P,608054001801,2,3,14930,14917,DEF,AT,Upper Paleocene (Thanetian) Discoaster nobilis,DEF,AT,
430,P,608054001801,2,3,16220,16135,DEF,AT,Lower Eocene (Ypresian) Prinsius bisulcus,DEF,AT,
431,P,608054001801,2,3,16340,16249,DEF,AT,Lower Eocene (Ypresian) Cruciplacolithus frequens,DEF,AT,
432,P,608054001801,2,3,16760,16645,DEF,AT,Lower Eocene (Ypresian) Fasciculithus tympaniformis,DEF,AT,
433,P,608054001801,2,3,17720,17552,DEF,AT,Upper Paleocene (Thanetian) Ericsonia robusta,DEF,AT,
434,P,608054001801,2,3,17838,17664,DEF,AT,Upper Paleocene (Thanetian) Heliolithus riedelli,DEF,AT,
435,P,608054001801,2,3,17839,17665,DEF,AT,Upper Paleocene (Thanetian) Fasciculithus billii,DEF,AT,
436,P,608054001801,2,3,17840,17666,DEF,AT,Upper Paleocene (Thanetian) Heliolithus kleinpellii,DEF,AT,
437,P,608054001801,3,3,17035,16904,DEF,AT,Lower Eocene (Ypresian) Discoaster multiradiatus,DEF,AT,
438,P,608054001801,3,3,17650,17485,DEF,AT,Upper Paleocene (Thanetian) Ericsonia robusta,DEF,AT,
439,P,608054002000,1,2,10001,10001,POS,AT,Upper Oligocene (Chattian) Paragloborotalia opima nana,POS,AT,5.0
440,P,608054002000,1,2,10002,10002,DEF,AT,Upper Oligocene (Chattian) Paragloborotalia opima opima,DEF,AT,5.0
441,P,608054002000,1,2,10440,10440,DEF,IN,Lower Oligocene (Rupelian) Chiloguembelina cubensis,DEF,IN,5.0
442,P,608054002000,1,2,10520,10520,DEF,IN,Lower Oligocene (Rupelian) Turborotalia ampliapertura,DEF,IN,5.0
443,P,608054002000,2,2,10001,10001,DEF,AT,Upper Oligocene (Chattian) Sphenolithus predistentus,DEF,AT,
444,P,608054002000,2,2,10029,10029,DEF,AT,Upper Oligocene (Chattian) Sphenolithus predistentus,DEF,AT,
445,P,608054002000,2,2,10030,10030,DEF,AT,Lower Oligocene (Rupelian) Helicosphaera compacta,DEF,AT,
446,P,608054002000,2,2,10090,10090,DEF,AT,Lower Oligocene (Rupelian) Reticulofenestra hillae,DEF,AT,
