date,accident_type,activity,activity_name,subactivity,subactivity_name,confidence,match_method
10/12/2012,- LTA (>3 days) - Required Evacuation ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
6/27/2007,- Pollution ,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
10/24/2007,- RW/JT (>3 days) - Required Evacuation ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
10/21/2004,- Blowout - Pollution ,DRILL,Drilling,well_control,Well Control,0.95,bsee_accident_type
9/13/2019,- Required Evacuation ,OTHER,Other,unknown,Unknown,0.1,default
6/30/2003,- Pollution ,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
8/3/2003,- Pollution ,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
5/2/2014,- Pollution ,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
3/29/2019,- Other Lifting Device - Incident >$25K - Dropped Tubing,CRANE,Crane and Lifting,crane_operations,Crane Operations,0.95,bsee_accident_type
3/30/2007,- Other Lifting Device ,CRANE,Crane and Lifting,crane_operations,Crane Operations,0.95,bsee_accident_type
2/13/2015,- Pollution ,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
3/6/2008,- LTA (>3 days) - Required Evacuation - Motor Vessel Injury,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
1/9/2021,- Other,OTHER,Other,unknown,Unknown,0.1,default
1/24/2021,- Fatality ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
6/5/2024,- Explosion - Incident >$25K - Required Muster - Rupture of nitrogen bottle,PSAFE,Process Safety,pressure_release,Pressure Release,0.95,bsee_accident_type
3/16/2004,- Pollution ,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
6/6/2004,- Pollution ,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
2/25/2005,- Pollution ,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
1/18/2006,- Injury ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
5/15/2009,- Incident >$25K ,OTHER,Other,unknown,Unknown,0.1,default
3/6/2015,- Incident >$25K - Mechanical Lifting,CRANE,Crane and Lifting,unknown,Unknown,0.35,keyword_match
9/15/2015,- Fire - Smoke/Melted Velcro,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
5/16/2018,- Pollution ,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
10/30/2006,- Pollution ,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
12/30/2009,- Pollution - Incident >$25K - Leaking P&A'd Subsea Wellhead,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
5/31/2011,- LTA (>3 days) - Required Evacuation - Other Lifting Device - Pipe Rack Handler,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
4/30/2012,- LTA (>3 days) - Required Evacuation - Incident >$25K - Compound Fracture,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
5/16/2013,- Pollution ,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
10/21/2014,- LTA (>3 days) - Required Evacuation ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
11/20/2021,- Incident >$25K - Dropped Objects,PERS,Personnel Safety,struck_by,Struck By,0.35,keyword_match
11/2/2007,- LTA (>3 days) - Binder bar striking person,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
5/24/2008,- Crane ,CRANE,Crane and Lifting,crane_operations,Crane Operations,0.95,bsee_accident_type
7/10/2021,- Crane - dropped object,CRANE,Crane and Lifting,crane_operations,Crane Operations,0.95,bsee_accident_type
5/29/2021,- drill line unspooled,DRILL,Drilling,drilling_operations,Drilling Operations,0.55,keyword_match
5/27/2021,- Required Evacuation ,OTHER,Other,unknown,Unknown,0.1,default
7/16/2025,- Structural Damage ,CONST,Construction and Installation,platform_construction,Platform Construction,0.35,keyword_match
5/1/2008,- RW/JT (>3 days) ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
8/15/2006,- Pollution - Pollution,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
7/7/2014,- LTA (>3 days) - Required Evacuation - Other Lifting Device ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
11/5/2006,- Pollution - Synthetic Oil Base Mud (SOBM),ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
7/8/2005,- Incident >$25K - Ballast Control Failure,OTHER,Other,unknown,Unknown,0.1,default
9/13/2007,- RW/JT (>3 days) - Required Evacuation ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
5/22/2008,- RW/JT (>3 days) - Required Evacuation ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
3/6/2010,- Pollution - Drilling line back-lash,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
7/20/2013,- Pollution ,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
1/22/2015,- RW/JT (>3 days) - Required Evacuation ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
3/3/2016,- Pollution ,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
11/6/2016,- Pollution ,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
9/18/2017,Damaged/Disabled Safety Sys. - Fire - Incident >$25K - Required Muster - loss of power,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
7/13/2020,- Pollution ,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
10/16/2017,- Other Lifting Device - Incident >$25K - Dropped Object - Riser Jt.,CRANE,Crane and Lifting,crane_operations,Crane Operations,0.95,bsee_accident_type
10/22/2020,- Pollution - Need,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
8/2/2020,- Shutdown from Gas Release - Required Muster ,PSAFE,Process Safety,pressure_release,Pressure Release,0.95,bsee_accident_type
5/6/2021,- Pollution ,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
6/7/2021,- Pollution ,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
6/8/2022,- Pollution - Subsea Leak,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
6/6/2022,- Pollution - Subsea Leak,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
2/18/2023,- RW/JT (1-3 days) - Required Evacuation - Other Lifting Device ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
10/3/2013,- LTA (>3 days) - Required Evacuation ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
8/7/2014,- Incident >$25K ,OTHER,Other,unknown,Unknown,0.1,default
2/28/2005,- Pollution ,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
3/18/2005,- Pollution ,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
9/23/2007,- RW/JT (>3 days) ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
6/25/2021,- LTA (>3 days) - Required Evacuation ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
8/27/2021,- Other Injury - Required Evacuation ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
9/22/2020,- LTA (>3 days) - Required Evacuation ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
5/3/2025,- Incident >$25K - Crane ,CRANE,Crane and Lifting,crane_operations,Crane Operations,0.95,bsee_accident_type
2/24/2023,- LTA (>3 days) - Required Evacuation ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
1/6/2023,- Pollution ,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
4/29/2003,- Pollution ,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
5/28/2003,- Pollution - synthetic mud,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
7/21/2007,- RW/JT (>3 days) - Required Evacuation ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
6/6/2008,- LTA (>3 days) - Required Evacuation ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
5/7/2014,- RW/JT (1-3 days) - Required Evacuation ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
12/9/2020,- Shutdown from Gas Release - Required Muster ,PSAFE,Process Safety,pressure_release,Pressure Release,0.95,bsee_accident_type
8/29/2021,- LTA (>3 days) - Pollution - Incident >$25K - Structural Damage - Lost Object(s),PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
1/13/2021,- Shutdown from Gas Release - Required Muster ,PSAFE,Process Safety,pressure_release,Pressure Release,0.95,bsee_accident_type
8/20/2022,- Fire - Required Muster ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
2/23/2025,- RW/JT (>3 days) ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
7/4/2015,- LTA (>3 days) - Other Injury - Required Evacuation ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
6/6/2015,- LTA (>3 days) - Required Evacuation ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
9/12/2013,- LTA (>3 days) - Required Evacuation ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
6/2/2019,- Pollution - Required Muster ,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
5/21/2003,- Pollution ,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
8/6/2003,- Pollution ,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
8/7/2003,- Pollution ,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
5/4/2004,- Pollution - 38.6 bbls Synthetic Based Mud,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
3/15/2005,- Pollution ,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
2/12/2006,- Pollution ,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
12/4/2007,- LTA (>3 days) ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
3/21/2023,- LTA (>3 days) - Required Evacuation - Crane - Material Handling,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
5/5/2016,- LTA (>3 days) - Required Evacuation ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
2/13/2024,"- LTA (>3 days) - Other Injury - Required Evacuation - Flushing 6"" hoses",PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
6/7/2019,- Collision >$25K - Incident >$25K ,MARINE,Marine Transport,vessel_navigation,Vessel Navigation,0.95,bsee_accident_type
5/8/2022,- Pollution ,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
11/16/2004,- Injury ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
9/27/2008,- Pollution ,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
2/16/2015,- Pollution - Required Muster ,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
6/19/2023,- Incident >$25K ,OTHER,Other,unknown,Unknown,0.1,default
5/10/2023,- Required Muster ,OTHER,Other,unknown,Unknown,0.1,default
11/30/2015,- RW/JT (>3 days) - LTA (1-3) days - Required Evacuation ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
5/26/2008,- Required Muster - Rig listed,DRILL,Drilling,unknown,Unknown,0.35,keyword_match
1/19/2008,- Fatality ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
6/13/2012,- LTA (>3 days) - Required Evacuation - Crane ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
12/5/2005,- Fire ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
11/26/2015,- Fire ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
10/18/2013,- LTA (>3 days) - Required Evacuation ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
12/4/2003,- Fire ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
8/22/2009,- Required Evacuation - Crane ,CRANE,Crane and Lifting,crane_operations,Crane Operations,0.95,bsee_accident_type
6/18/2005,- Injury ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
5/29/2005,- Injury ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
8/12/2012,- LTA (>3 days) - Required Evacuation - Hand Injury,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
7/21/2005,- Fire ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
6/22/2006,- Injury ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
7/4/2014,- Required Muster - Voluntary Evac for Safety,OTHER,Other,unknown,Unknown,0.1,default
7/2/2006,- Injury - Crane ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
1/8/2007,- LTA (>3 days) ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
10/27/2003,- Injury ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
1/21/2004,- Crane Boom,CRANE,Crane and Lifting,crane_operations,Crane Operations,0.95,bsee_accident_type
10/25/2009,- Pollution - Accolade Base Fluid,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
2/20/2005,- Injury ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
6/20/2015,- Pollution - Spill,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
3/14/2017,- Fire ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
12/22/2004,- Fire ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
10/2/2015,- Fire ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
4/11/2013,- RW/JT (>3 days) - Required Evacuation - Crane ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
6/13/2011,- Crane ,CRANE,Crane and Lifting,crane_operations,Crane Operations,0.95,bsee_accident_type
4/15/2011,- Collision - Derrick/plat. NAVAIDS damage,MARINE,Marine Transport,vessel_navigation,Vessel Navigation,0.95,bsee_accident_type
7/13/2001,- Blowout - Injury - Fatality ,DRILL,Drilling,well_control,Well Control,0.95,bsee_accident_type
11/10/2010,- RW/JT (1-3 days) - RW/JT (>3 days) - Required Evacuation - Crane - Four fall during basket t/f,PERS,Personnel Safety,fall_from_height,Fall from Height,0.95,bsee_accident_type
5/19/2003,- Fatality - man overboard and missing,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
4/17/2007,- LTA (>3 days) - Drill Pipe/Valve Back Out,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
12/18/2008,- Tree bleeding gas,OTHER,Other,unknown,Unknown,0.1,default
4/26/2017,- LTA (>3 days) - Required Evacuation - Crane ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
2/1/2003,- Fire - Injury ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
2/6/2014,- LTA (>3 days) - Required Evacuation ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
5/25/2021,- Explosion ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
11/18/2007,- LTA (>3 days) - Required Evacuation ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
1/28/2008,- Fatality ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
2/10/2011,- Fire - Instrument Panel Fire,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
7/18/2004,- Fire - Pollution ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
8/26/2016,- Crane ,CRANE,Crane and Lifting,crane_operations,Crane Operations,0.95,bsee_accident_type
2/7/2024,- LTA (>3 days) - Required Evacuation ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
11/18/2005,- Fire ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
4/11/2018,- RW/JT (>3 days) - Required Evacuation - Fire ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
5/19/2004,- Fire - Injury ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
5/2/2005,- lift boat damages pipeline,MARINE,Marine Transport,vessel_navigation,Vessel Navigation,0.55,keyword_match
10/8/2010,- RW/JT (>3 days) - Required Evacuation - Fire - Platform ESD initiated,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
11/17/2015,- LTA (>3 days) - Required Evacuation ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
6/27/2022,- LTA (>3 days) - Required Evacuation ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
10/28/2006,- Fire ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
2/13/2016,- Fire ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
12/30/2014,- LTA (>3 days) - LTA (1-3) days - Required Evacuation ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
2/10/2007,- Fire ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
2/11/2007,- Fire ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
1/22/2015,- Collision >$25K - Collision - Structural Damage - Ship Collision,MARINE,Marine Transport,vessel_navigation,Vessel Navigation,0.95,bsee_accident_type
8/4/2015,- Required Evacuation ,OTHER,Other,unknown,Unknown,0.1,default
11/1/2001,- Fatality ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
2/27/2009,- LTA (>3 days) ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
6/23/2006,- derrick fell on heliport,PERS,Personnel Safety,fall_from_height,Fall from Height,0.55,keyword_match
7/31/2005,- Near Miss,OTHER,Other,unknown,Unknown,0.1,default
7/11/2024,- LTA (>3 days) - Other Injury - Required Evacuation - Other Lifting Device ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
5/15/2012,- Pollution - Incident >$25K - Crane - Structural Damage - Well Control Incident,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
1/17/2013,- Spill,ENV,Environmental,oil_spill,Oil Spill,0.55,keyword_match
2/15/2009,- LTA (>3 days) - Crane ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
7/25/2003,- Pollution - OIL BASED MUD,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
9/22/2013,- Fire - Required Muster ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
10/1/2015,- LTA (>3 days) ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
9/27/2012,- Blowout - Required Evacuation - Pollution - Loss of Well Control,DRILL,Drilling,well_control,Well Control,0.95,bsee_accident_type
5/4/2013,- Required Evacuation ,OTHER,Other,unknown,Unknown,0.1,default
