incident_id,date,vessel_name,description,incident_type,location,source,fatalities,injuries
46009,2019-05-28,,"On 28 May 2019, the fishing vessel ""NEWFOUNDLAND VICTOR"" reported that a crew member was pulled into the water while working in the trawl net. The crew member was retrieved and given first aid but was unresponsive.","PERSON SERIOUSLY INJURED OR KILLED - Boarding, being on board, falling overboard from the ship",NEWFOUNDLAND AND LABRADOR (NL),Canadian TSB,1,0
45962,2019-05-21,,"On 21 May 2019, the fishing vessel ""PLUM CRAZY"", with two people on board, reported a person overboard, without a flotation device, 10 nautical miles ENE of Saint Peter's Bay, PE. The Canadian Coast Guard ship ""CAPE SPRY"", a Cormorant helicopter from Greenwood, NS, multiple Coast Guard auxiliary vessels, and a dive team searched for the person who fell overboard, without success.","PERSON SERIOUSLY INJURED OR KILLED - Boarding, being on board, falling overboard from the ship",PRINCE EDWARD ISLAND (PE),Canadian TSB,1,0
45955,2019-05-19,,"On 19 May 2019, the container vessel ""MAERSK PATRAS"" reported a crewmember overboard 2 nautical miles ENE of the Pilotage station at Les Escoumins, QC. The crew member was not wearing a life jacket. Multiple surface and air assets searched the area with negative results.","PERSON SERIOUSLY INJURED OR KILLED - Boarding, being on board, falling overboard from the ship",QUEBEC (QC),Canadian TSB,1,0
45772,2019-04-08,,"On 08 April 2019, an unnamed and unregistered aquaculture vessel, with 3 people on board, capsized 0.5 nautical miles W of Bayfield, NS. Two crew members sustained fatal injuries and one crew member survived. Local residents, first responders and an RCMP helicopter assisted in rescuing the crew.",CAPSIZES,NOVA SCOTIA (NS),Canadian TSB,2,0
45762,2019-04-02,,"On 02 April 2019, a small open smelt fishing boat, with 2 people on board, was reported capsized near Bouctouche, NB. The local firemen recovered the two fishermen. One survived and the other one was reported deceased.",CAPSIZES,NEW BRUNSWICK (NB),Canadian TSB,1,0
45679,2019-03-10,,"On 10 March 2019, the tug ""DEBRA ANN I' reported an injured crew member in Queen Charlotte Strait, BC. The tug was landing the barge ""S.R.M.S. 209"" alongside a fish farm when the crew member sustained a fatal injury after coming into contact with the barge and fish farm.",PERSON SERIOUSLY INJURED OR KILLED - In contact with any part of the ship or its contents,BRITISH COLUMBIA (BC),Canadian TSB,1,0
45588,2019-01-29,,"On 29 January 2019, the workboat ""CAPTAIN JIM"", with 3 people on board, reported being disabled and taking on water 0.79 nautical miles west of Devils Island, Nova Scotia. A short time later, the vessel sank rapidly. One person was able to jump from the sinking vessel to a life raft which had been inflated and positioned alongside. A second person surfaced near the life raft and was assisted on to the life raft. The 2 survivors were recovered from the life raft by the Halifax Harbour pilot boat and taken to Halifax, NS. Divers located the body of a third person inside the vessel's wheelhouse later that day. The vessel was recovered on 07 February 2019.",SANK - Flooding,NOVA SCOTIA (NS),Canadian TSB,1,0
45196,2018-10-16,,"On 16 October 2018, the dive fishing vessel ""DIVERCITY"" reported fatal injuries to a diver near Trutch Island, BC. The Canadian Coast Guard vessel ""GORDON REID"" transferred the diver from the fishing vessel to Prince Rupert, BC.","PERSON SERIOUSLY INJURED OR KILLED - Boarding, being on board, falling overboard from the ship",BRITISH COLUMBIA (BC),Canadian TSB,1,0
45194,2018-10-16,,"On 16 October 2018, the bulk carrier ""SPRUCEGLEN"" reported that a seaman fell in the water while the vessel was approaching the lower wall of the Eisenhower Lock, NY, USA. The seaman was medevaced to the Massena Memorial hospital, where he was later pronounced deceased.","PERSON SERIOUSLY INJURED OR KILLED - Boarding, being on board, falling overboard from the ship",Outside Provincial Boundaries,Canadian TSB,1,1
45194,2018-10-16,,"On 16 October 2018, the bulk carrier ""SPRUCEGLEN"" reported that a seaman fell in the water while the vessel was approaching the lower wall of the Eisenhower Lock, NY, USA. The seaman was medevaced to the Massena Memorial hospital, where he was later pronounced deceased.","PERSON SERIOUSLY INJURED OR KILLED - Boarding, being on board, falling overboard from the ship",Outside Provincial Boundaries,Canadian TSB,1,1
45194,2018-10-16,,"On 16 October 2018, the bulk carrier ""SPRUCEGLEN"" reported that a seaman fell in the water while the vessel was approaching the lower wall of the Eisenhower Lock, NY, USA. The seaman was medevaced to the Massena Memorial hospital, where he was later pronounced deceased.","PERSON SERIOUSLY INJURED OR KILLED - Boarding, being on board, falling overboard from the ship",Outside Provincial Boundaries,Canadian TSB,1,1
45194,2018-10-16,,"On 16 October 2018, the bulk carrier ""SPRUCEGLEN"" reported that a seaman fell in the water while the vessel was approaching the lower wall of the Eisenhower Lock, NY, USA. The seaman was medevaced to the Massena Memorial hospital, where he was later pronounced deceased.","PERSON SERIOUSLY INJURED OR KILLED - Boarding, being on board, falling overboard from the ship",Outside Provincial Boundaries,Canadian TSB,1,1
45094,2018-10-06,,"On 06 October 2018, the master of the fishing vessel ""CARRIE ANNE II"" went overboard without a life jacket while catching bait, two nautical miles from Port Hood, NS. He was recovered by the people remaining on board, with the assistance of the crew of the fishing vessel ""ROUGH RIDER"". The person who fell overboard was fatally injured and was brought to port without alerting Search and Rescue.","PERSON SERIOUSLY INJURED OR KILLED - Boarding, being on board, falling overboard from the ship",NOVA SCOTIA (NS),Canadian TSB,1,0
45044,2018-09-18,,"On 18 September 2018, the fishing vessel ""KYLA ANNE"", with 3 people on board, capsized 1.3 nautical miles north of North Cape, PE. One crewmember swam ashore and called for assistance. After an intense search and rescue effort by numerous air, sea and land assets that lasted 6 days, the other 2 crewmembers' bodies were found on the shore.",CAPSIZES,PRINCE EDWARD ISLAND (PE),Canadian TSB,2,0
44819,2018-07-19,,"On 19 July 2018, the fishing vessel ""MISS GRACE"", with 3 people on board, reported a man overboard about 25 nautical miles SE of Jeddore Harbour, NS. After an intense search and rescue effort that lasted about 2 days and included Search and Rescue aircraft, numerous fishing vessels and Canadian Coast Guard vessels the search was called off. The man overboard remains missing and is presumed deceased.","PERSON SERIOUSLY INJURED OR KILLED - Boarding, being on board, falling overboard from the ship",NOVA SCOTIA (NS),Canadian TSB,1,0
44795,2018-07-12,,"On 12 July 2018, the small open boat ""CLOUD NINE SALMON LODGE BOAT"", with 3 people on board, was reported capsized. Two persons were recovered safe and sound from the water. The third person is missing and presumed drowned.  ",CAPSIZES,NEWFOUNDLAND AND LABRADOR (NL),Canadian TSB,1,0
44624,2018-06-09,,"On 09 June 2018, the fishing vessel ""FOREVER CHASIN TAIL"", with 3 people on board, collided with the fishing vessel ""JOEL '98"", with 5 people on board, 4.8 nautical miles ENE of Murray Head, PE. The ""FOREVER CHASIN TAIL"" came to rest on top of the aft deck of the ""JOEL '98"". As the ""JOEL '98"" began to sink by the stern, 3 of its crew members climbed on board the other vessel. The remaining 2 crew members, who had been unaccounted for since the collision, were found floating at the surface on the port side of the ""FOREVER CHASIN TAIL"" as it floated free of the sinking vessel. One crew member was pulled on board the ""FOREVER CHASIN TAIL"" and the other crew member was pulled on board another fishing vessel that had arrived. Both crew members were taken to Beach Point, PE where they were both pronounced dead. The ""JOEL '98"" remained partly submerged for several hours, however, the vessel sank while under tow by another fishing vessel.",COLLISION - With another vessel or other floating object,PRINCE EDWARD ISLAND (PE),Canadian TSB,2,0
44448,2018-05-12,,"On 12 May 2018, the fishing vessel ""OCEAN STAR II"", with 3 people on board, was reported as capsized 1.57 nautical miles NE of Black Point, NS and 0.05 nautical miles from the nearest shoreline. One of the crew members was able to swim to shore and the other 2 were found non-responsive at the shoreline. Several fishing vessels arrived to assist but were unable to land on the shoreline. One vessel called 911 to request assistance. The survivor walked to a nearby house to get help. A third fishing vessel intentionally grounded to get a crew member ashore to provide assistance to the 2 non-responsive crew members. ",CAPSIZES,NOVA SCOTIA (NS),Canadian TSB,2,1
44420,2018-05-05,,"On 05 May 2018, the ""UNNAMED 19 FOOT FISHING VESSEL"", with 2 people on board, was found capsized 0.04 nautical miles NE of Beach Cove Point, Port Medway, NS. A search of the area was launched. The deckhand was found non-responsive on the shoreline approximately 0.08 nautical miles east of the overturned vessel. The deckhand was transported to hospital by ambulance and later pronounced dead. The master's body was recovered with some fishing gear near the overturned vessel later the same day. The overturned vessel was towed to the public wharf and removed from the water.",CAPSIZES,NOVA SCOTIA (NS),Canadian TSB,2,0
44337,2018-04-09,,"On 09 April 2018, the fishing vessel ""WESTERN COMMANDER"", with 3 people on board, began taking on water in Hecate Strait, BC. The crew were unable to keep up with the ingress of water and abandoned the vessel on to the Canadian Coast Guard vessel ""CAPE DAUPHIN"". The ""WESTERN COMMANDER"" subsequently sank. All crew members were taken to Prince Rupert, BC. Two of the crew members survived and one was reported as deceased.",SANK - Flooding,BRITISH COLUMBIA (BC),Canadian TSB,1,0
44291,2018-03-17,,"On 17 March 2018, the bulk carrier ""SAGE AMAZON"" reported its Master having fell on the main deck and having sustained head injuries while the vessel was anchored 3 nautical miles SE of Port-Daniel-Gascons, QC. The local fire brigade, the Canadian Coast Guard and the National Defence were all dispatched to conduct search and rescue operations. The Master was medevaced to the hospital in Chandler, QC where he was later pronounced deceased.",PERSON SERIOUSLY INJURED OR KILLED - In contact with any part of the ship or its contents,QUEBEC (QC),Canadian TSB,1,1
