incident_id,date,vessel_name,description,fatalities,location,source,injuries
49937,2022-07-11,,"On 11 July 2022, the unregistered fishing vessel known as ""ROBERT BRIAN"", with no one on board, was reported to have capsized and sank in Alberni Inlet off Hocking Point, BC. Resulting pollution was contained with sorbents. ",0,BRITISH COLUMBIA (BC),Canadian TSB,0
49921,2022-06-23,,"On 23 June 2022, the landing craft ""PALAQUIN"" was reported taking on water and being at a risk of sinking while anchored in Silva Bay off Sear Island, BC. The vessel was stabilized and towed to Degnen Bay, BC.",0,BRITISH COLUMBIA (BC),Canadian TSB,0
49890,2022-06-28,,"On 28 June 2022, the fishing vessel ""ASHLEY AND BROTHERS"", with 5 people on board, reported taking on water while out to sea off St. Anthony, NL. The Cormorant helicopter R912 and the Canadian Coast Guard Ship ""PENNANT BAY"" were tasked and multiple fishing vessels responded to the mayday broadcast. The water ingress was stopped and the vessel was towed to St. Anthony, NL.",0,NEWFOUNDLAND AND LABRADOR (NL),Canadian TSB,0
49852,2022-06-20,,"On 20 June 2022, the herring fishing vessel ""SEALIFE II"", with 5 people on board, reported its herring skiff as capsized, with 2 people on board, in the Gulf of Maine off Grand Manan Island, NB. The 2 crew members were recovered from the water and transported by the vessel ""BRUNSWICK PROVIDER"" to Seal Cove, NB for medical care.",0,NEW BRUNSWICK (NB),Canadian TSB,0
49843,2022-06-19,,"On 19 June 2022, the turbot fishing vessel ""BACCALIEU ENDEAVOUR"", with 6 people on board, reported taking on water while out at sea off Cape Bonavista, NL. The pumps on board removed the water ingress as the Canadian Coast Guard Ship ""CAPTAIN MOLLY KOOL"" escorted the vessel to Valleyfield, NL.",0,NEWFOUNDLAND AND LABRADOR (NL),Canadian TSB,0
49835,2022-06-16,,"On 16 June 2022, the fishing vessel ""GENERATION V"", with 2 people on board, reported taking on water in Back Bay, NB and proceeding back to port. The United States Coast Guard tasked an aircraft to assist and the nearby vessel ""FUNDY NAVIGATOR"" escorted the vessel to port.",0,NEW BRUNSWICK (NB),Canadian TSB,0
49799,2022-06-09,,"On 09 June 2022, the fishing vessel ""DARCY DEAN"" reported taking on water and being at risk of sinking in Canso Ledges, NS. The crew carried out repairs and the vessel resumed its voyage to Canso, NS while escorted by another fishing vessel.",0,NOVA SCOTIA (NS),Canadian TSB,0
49776,2022-06-03,,"On 03 June 2022, the herring carrier vessel ""CAPELCO"" reported taking on water and being at risk of sinking in Long Island Bay, NB. The crew carried out repairs and the vessel resumed its voyage to North Head, NB, escorted by another fishing vessel.",0,NEW BRUNSWICK (NB),Canadian TSB,0
49773,2022-05-24,,"On 24 May 2022, the fishing vessel ""DAD"" reported taking on water in the Gulf of St. Lawrence off West Point, PE. The fishing vessel ""PURE COMFORT"" advised it was alongside the vessel in distress and provided assistance until the situation was stabilized.",0,PRINCE EDWARD ISLAND (PE),Canadian TSB,0
49638,2022-05-04,,"On 04 May 2022, the passenger vessel ""WILDERNESS LEGACY"", while towing a skiff, reported its towline having departed in Discovery Passage near Willow Point, BC. The skiff capsized and was subsequently recovered. No pollution was recovered.",0,BRITISH COLUMBIA (BC),Canadian TSB,0
49618,2022-05-02,,"On 02 May 2022, the fishing vessel ""OUR LEGACY"", with 6 people on board, reported taking on water and being at risk of sinking in Notre Dame Bay, NL. The crew carried out repairs and the vessel was able to reach Triton, NL while escorted by the Canadian Coast Guard Ship ""CONCEPTION BAY"".",0,NEWFOUNDLAND AND LABRADOR (NL),Canadian TSB,0
49600,2022-04-26,,"On 26 April 2022, the fishing vessel ""DREAM CATCHER VI"", with 4 people on board, reported water accumulating on its deck in the Gulf of St. Lawrence off Shippagan, NB. After the crew cleared its scuppers, the water was able to drain. The vessel cancelled its distress signal and resumed its voyage.",0,NEW BRUNSWICK (NB),Canadian TSB,0
49542,2022-04-10,,"On 10 April 2022, the fishing vessel ""L'ECHO DES MERS I"", with 3 people on board, reported taking on water and being at risk of sinking, 25 nautical miles SSW of Fortune, NL. The fishing vessel ""BRITTANY WAVE"" attended to the vessel and provided additional pumps. Once the crew had carried out repairs, the vessel resumed its intended voyage.",0,NEWFOUNDLAND AND LABRADOR (NL),Canadian TSB,0
49507,2022-03-25,,"On 25 March 2022, an unregistered tug, with no person on board and while docked, was reported to have sunk near the shore of Port Alberni, BC. The tug was retrieved, dewatered and refloated. Minor pollution was reported.",0,BRITISH COLUMBIA (BC),Canadian TSB,0
49500,2022-03-26,,"On 26 March 2022, the barge ""SEASPAN 492"", while being towed by the tug ""HAISEA GUARDIAN"", reported to have experienced a starboard list and beached intentionally to avoid sinking near Richmond, BC. The cargo was transferred to a rig and the barge was towed to Delta, BC to carry out repairs.",0,BRITISH COLUMBIA (BC),Canadian TSB,0
49492,2022-04-02,,"On 02 April 2022, the fishing vessel ""YOHAN MIRJA"" reported taking on water and being at risk of sinking in Sept-Îles, QC. The crew carried out repairs that permitted the vessel to resume its voyage.",0,QUEBEC (QC),Canadian TSB,0
49483,2022-03-26,,"On 26 March 2022, the Canadian Coast Guard Ship ""G. PEDDLE S.C."" reported that its rigid-hull inflatable boat had capsized during an exercise in the Bedford Basin off Halifax, NS. One crew member sustained minor injuries.   ",0,NOVA SCOTIA (NS),Canadian TSB,2
49466,2022-03-13,,"On 13 March 2022, the tug ""COAST WOOD IX"" was reported as sinking at a dock in Fraser River off Mission, BC. The vessel was retrieved and removed from the marine environment.",0,BRITISH COLUMBIA (BC),Canadian TSB,0
49461,2022-03-12,,"On 12 March 2022, the halibut fishing vessel ""MUCKTOWN GIRL"", with 5 people on board, reported having electrical problems 87.5 nautical miles southeast of Canso, NS. At 1608 AST the same day, while under tow by the Canadian Coast Guard Ship ""JEAN GOODWILL,"" the towline broke free. The CCGS ""JEAN GOODWILL"" stood by awaiting improved weather conditions before attempting to re-establish the tow. On 13 March 2022 at 0619 ADT, the fishing vessel reported taking on water and the crew prepared to abandon ship into a life raft wearing their immersion suits. At 0803 ADT, 4 crew from the ""MUCKTOWN GIRL"" were rescued by the CCGS ""JEAN GOODWILL"". Later that day, at 1236 ADT, JRCC Halifax reported the missing crew member was recovered but did not survive.",1,NOVA SCOTIA (NS),Canadian TSB,0
49429,2022-02-23,,"On 23 February 2022, the fishing vessel ""DUSTY JAMES"", with 3 people on board, reported taking on water and being at risk of sinking in the Fraser River near Ladner, BC. The vessel was towed to a nearby marina by another fishing vessel where the crew effected repairs. ",0,BRITISH COLUMBIA (BC),Canadian TSB,0
49411,2022-02-16,,"On 16 February 2022, the fishing vessel ""C13146BC"" known as ""FORTUNE HUNTER I"", with 3 people on board, reported taking on water and being at risk of sinking in Cordova Bay off Gordon Head, BC. The crew carried out repairs and the vessel was towed to Tsehum Harbour, BC by the Canadian Coast Guard Ship ""CAPE CUPPER"".",0,BRITISH COLUMBIA (BC),Canadian TSB,0
49391,2022-02-05,,"On 05 February 2022, the fishing vessel ""TENACIOUS"", with 4 people on board, reported taking on water and being at risk of sinking off Vancouver Island, BC. The crew carried out repairs and the vessel resumed its voyage to Ucluelet, BC.",0,BRITISH COLUMBIA (BC),Canadian TSB,0
49299,2021-12-29,,"On 29 December 2021, the fishing vessel ""PACIFIC BANKER"", with no one board, reported taking on water and being at risk of sinking while docked in Steveston Harbour in Richmond, BC. The vessel was stabilized with the assistance from the emergency response unit of the Canadian Coast Guard and repairs were carried out. Minor pollution was reported.",0,BRITISH COLUMBIA (BC),Canadian TSB,0
49278,2021-12-22,,"On 22 December 2021, the fishing vessel ""ROBERT AND ARIETA"", with 6 people on board, reported taking on water and being at risk of sinking 24 nautical miles SE of Shelburne, NS. The crew carried out repairs and the vessel resumed its voyage to Shelburne, NS.",0,NOVA SCOTIA (NS),Canadian TSB,0
49267,2021-12-19,,"On 19 December 2021, the fishing vessel ""NATALIE JOY"", with 2 people on board, reported taking on water and being at risk of sinking in Shelburne Harbour, NS. The fishing vessel ""ATLANTIC PRESERVER"" attended to the vessel and provided additional pumps. Once the crew had carried out repairs, the vessel resumed its intended voyage.",0,NOVA SCOTIA (NS),Canadian TSB,0
49264,2021-12-19,,"On 19 December 2021, the scallop fishing vessel ""FREDA M"", with 3 people on board, capsized in Salmonier Cove, NL. One survivor swam to shore and phoned for help. MRSC St. John's was notified of the situation and initiated a mayday relay broadcast. One survivor and one deceased crew member were subsequently recovered from the water.",1,NEWFOUNDLAND AND LABRADOR (NL),Canadian TSB,0
49253,2021-12-09,,"On 09 December 2021, the fishing vessel ""EXECUTIONER"" was reported to be sinking while moored in St. John's Harbour, NL. Canadian Coast Guard Environmental Response deployed a containment boom and installed pumps to dewater the vessel. The source of water ingress was identified as being in the fish hold.",0,NEWFOUNDLAND AND LABRADOR (NL),Canadian TSB,0
49252,2021-12-09,,"On 09 December 2021, the Department of Fisheries and Oceans patrol boat ""C24562"" reported taking on water 0.33 nautical miles S of Scatarie Island, NS. The vessel was able to safely reach Main-à-Dieu, NS without assistance.",0,NOVA SCOTIA (NS),Canadian TSB,0
49185,2021-11-26,,"On 26 November 2021, the fishing vessel ""OCEAN MARAUDER"" was reported taking on water while moored at a government public dock in Campbell River, BC. Emergency services dewatered the vessel and rendered it stable.",0,BRITISH COLUMBIA (BC),Canadian TSB,0
49159,2021-11-15,,"On 15 November 2021, the fishing vessel ""CATCH 22"", with 2 people on board, reported taking on water and being at risk of sinking, 15 nautical miles SE of Shelburne, NS. The crew carried out repairs and the vessel resumed its voyage to Shelburne, NS.",0,NOVA SCOTIA (NS),Canadian TSB,0
49152,2021-11-15,,"On 15 November 2021, the fishing vessel ""MY BUDDY"" reported taking on water in its engine room in Hecate Strait near Browning Entrance, BC. The fishing vessel ""PROSPERITY 1"" provided assistance until the Canadian Coast Guard Ship ""MCINTYRE BAY"" towed the fishing vessel to Port Edward, BC.",0,BRITISH COLUMBIA (BC),Canadian TSB,0
49067,2021-10-16,,"On 16 October 2021, the fishing vessel ""AUTUMN MOLLY"", with 4 people on board, reported taking on water and being at risk of sinking, 3 nautical miles ESE of Liverpool, NS. The crew carried out repairs and the vessel resumed its voyage to Liverpool, NS.",0,NOVA SCOTIA (NS),Canadian TSB,0
49066,2021-10-17,,"On 17 October 2021, at approximately 1910 eastern daylight time, the Service de sécurité incendie de Montréal rescue boat ""1864"" was assigned to assist a pleasure craft, with an engine failure and 2 people on board, drifting towards the rapids of Lachine, QC. During the towing operation, the rescue boat capsized and the 4 firefighters aboard fell in the water. 3 firefighters were recovered and sustained injuries. First responders, the Department of National Defence, and Sûreté du Québec helicopters assisted in rescuing the remaining firefighter. His body was recovered the following day.",1,QUEBEC (QC),Canadian TSB,3
49065,2021-10-16,,"On 16 October 2021, the fishing vessel ""KATRENA I"" reported taking on water and being at risk of sinking while moored in Tourelle, QC. The local fire brigade assisted the harbour authority to keep the vessel afloat.",0,QUEBEC (QC),Canadian TSB,0
49037,2021-09-28,,"On 28 September 2021, an unregistered barge, with no person on board and while anchored, reported having sunk near Kelowna, BC. The barge was later retrieved and repaired.",0,BRITISH COLUMBIA (BC),Canadian TSB,0
48977,2021-09-11,,"On 11 September 2021, the fishing vessel ""VIRGO"", with no one on board and while berthed at a wharf in James Bay, Victoria, BC, reported taking on water and being unable to pump it out due to a bilge pump failure. The vessel was subsequently dewatered and no pollution was reported.",0,BRITISH COLUMBIA (BC),Canadian TSB,0
48964,2021-09-09,,"On 09 September 2021, the fishing vessel ""ALEXANDRE WILLIAM"", with 3 people on board, reported taking on water and being at risk of sinking, 3 nautical miles N of Île Miscou, NB. The crew carried out repairs and the vessel resumed its intended voyage.",0,NEW BRUNSWICK (NB),Canadian TSB,0
48907,2021-08-22,,"On 22 August 2021, the fishing vessel ""CETUS"", with 2 people on board, reported taking on water due to a pump problem and being at a risk of sinking, 13.15 nautical miles from Amphitrite Point, BC. The vessel relayed a mayday call and multiple vessels responded. With the escort assistance from the Canadian Coast Guard Cutter ""CAPE MCCAY"", the ""CETUS"" arrived to Ucluelet, BC with its own power.",0,BRITISH COLUMBIA (BC),Canadian TSB,0
48903,2021-08-23,,"On 23 August 2021, the fishing vessel ""MICHAEL J II"" reported taking on water due to a malfunctioning check valve in its bilge system. The vessel was able to stop the water ingress and resume its fishing operations.",0,NEWFOUNDLAND AND LABRADOR (NL),Canadian TSB,0
48900,2021-08-23,,"On 23 August 2021, the fishing vessel ""RAVEN HAWK"" reported taking on water due to a ruptured sea water hose, 9.15 nautical miles NNE of Richibucto Cape, NB. The vessel was escorted to Richibucto, NB by the fishing vessels ""NICK 2"" and ""JODY NOELLE"".",0,NEW BRUNSWICK (NB),Canadian TSB,0
48873,2021-08-15,,"On 15 August 2021, the passenger vessel ""C24624BC"" known as ""DEEP SNIPER"", with 14 people on board, reported taking on water and being at risk of sinking in the Strait of Georgia near Gabriola Island, BC. The Canadian Coast Guard hovercraft ""SIYAY"" transferred the passengers to Richmond, BC and a commercial assist vessel towed the passenger vessel to Nanaimo, BC.",0,BRITISH COLUMBIA (BC),Canadian TSB,0
48856,2021-08-10,,"On 10 August 2021, the fishing vessel ""SHELLIE-SHAUN"", with 1 person on board, reported taking on water and being at risk of sinking in Clayoquot Sound near Yates Point, BC. The Canadian Coast Guard lifeboat ""CAPE ANN"" escorted the vessel to Ahousat, BC.",0,BRITISH COLUMBIA (BC),Canadian TSB,0
