Plan Control Code,Plan Control Number,Bottom Lease Number,Bottom Area,Bottom Block,Surface Lease Number,Surface Area,Surface Block,Operator Name,Operator Number,Plan Type Code,Received Date,Plan Final Action Code,Plan Final Action Date,NEPA Determination Type,Water Depth (feet),Plan
R,6935,G01317,MP,  300,G01317,MP,  300,"Cantium, LLC",03481,DOCD,11/29/2019,A,3/6/2020,CERA,200,
S,7989,,,,G03169,SS,  238,"Peregrine Oil & Gas II, LLC",02967,DOCD,11/29/2019,,,CERA,135,
S,7988,G36704,EW,  921,G35295,EW,  877,"LLOG Exploration Offshore, L.L.C.",02058,EP,11/29/2019,A,2/26/2020,SEAD,1572,
R,6935,G01313,MP,  142,G01316,MP,  299,"Cantium, LLC",03481,DOCD,11/29/2019,A,3/6/2020,CERA,202,
R,6935,G01316,MP,  299,G01316,MP,  299,"Cantium, LLC",03481,DOCD,11/29/2019,A,3/6/2020,CERA,216,
R,6935,G01313,MP,  142,G01313,MP,  142,"Cantium, LLC",03481,DOCD,11/29/2019,A,3/6/2020,CERA,200,
R,6935,G01316,MP,  299,G01317,MP,  300,"Cantium, LLC",03481,DOCD,11/29/2019,A,3/6/2020,CERA,210,
R,6935,G01317,MP,  300,G01317,MP,  300,"Cantium, LLC",03481,DOCD,11/29/2019,A,3/6/2020,CERA,212,
R,6935,,,,G01316,MP,  299,"Cantium, LLC",03481,DOCD,11/29/2019,A,3/6/2020,CERA,205,
R,6935,G01313,MP,  142,G01316,MP,  299,"Cantium, LLC",03481,DOCD,11/29/2019,A,3/6/2020,CERA,205,
R,6935,G01316,MP,  299,G01313,MP,  142,"Cantium, LLC",03481,DOCD,11/29/2019,A,3/6/2020,CERA,210,
R,6935,G01316,MP,  299,G01316,MP,  299,"Cantium, LLC",03481,DOCD,11/29/2019,A,3/6/2020,CERA,202,
R,6935,,,,G01315,MP,  298,"Cantium, LLC",03481,DOCD,11/29/2019,A,3/6/2020,CERA,210,
R,6935,,,,G01317,MP,  300,"Cantium, LLC",03481,DOCD,11/29/2019,A,3/6/2020,CERA,210,
R,6936,G05809,EW,  988,G04940,GC,   18,Talos Oil and Gas LLC,03269,DOCD,11/29/2019,A,3/6/2020,CERA,760,
R,6935,G01315,MP,  298,G01315,MP,  298,"Cantium, LLC",03481,DOCD,11/29/2019,A,3/6/2020,CERA,210,
R,6935,G01316,MP,  299,G01316,MP,  299,"Cantium, LLC",03481,DOCD,11/29/2019,A,3/6/2020,CERA,213,
R,6935,G01317,MP,  300,G01316,MP,  299,"Cantium, LLC",03481,DOCD,11/29/2019,A,3/6/2020,CERA,200,
R,6936,G04940,GC,   18,G04940,GC,   18,Talos Oil and Gas LLC,03269,DOCD,11/29/2019,A,3/6/2020,CERA,760,
R,6935,G01313,MP,  142,G01313,MP,  142,"Cantium, LLC",03481,DOCD,11/29/2019,A,3/6/2020,CERA,201,
R,6935,G01317,MP,  300,G01316,MP,  299,"Cantium, LLC",03481,DOCD,11/29/2019,A,3/6/2020,CERA,210,
R,6935,,,,G01313,MP,  142,"Cantium, LLC",03481,DOCD,11/29/2019,A,3/6/2020,CERA,201,
R,6935,,,,G01316,MP,  299,"Cantium, LLC",03481,DOCD,11/29/2019,A,3/6/2020,CERA,231,
R,6934,G09821,MC,  520,G09821,MC,  520,BP Exploration & Production Inc.,02481,EP,11/25/2019,A,2/7/2020,CERA,6709,
R,6934,G09821,MC,  520,G09821,MC,  520,BP Exploration & Production Inc.,02481,EP,11/25/2019,A,2/7/2020,CERA,6698,
R,6934,G09821,MC,  520,G09821,MC,  520,BP Exploration & Production Inc.,02481,EP,11/25/2019,A,2/7/2020,CERA,6622,
N,10094,,,,G36743,EI,  217,"Arena Offshore, LP",02628,DOCD,11/22/2019,A,2/28/2020,CERA,110,
N,10092,G36574,DC,  266,G36574,DC,  266,"Kosmos Energy Gulf of Mexico Operations, LLC",03362,EP,11/21/2019,C,2/28/2020,SEAD,7328,
R,6933,G08461,MP,   59,G08461,MP,   59,"Cantium, LLC",03481,DOCD,11/21/2019,A,2/14/2020,CERA,69,
N,10093,G34978,GC,  327,G34978,GC,  327,Talos Energy Offshore LLC,03247,EP,11/21/2019,,,SEAD,2827,
R,6933,G08461,MP,   59,G03194,MP,   59,"Cantium, LLC",03481,DOCD,11/21/2019,A,2/14/2020,CERA,73,
R,6933,G03194,MP,   59,G03194,MP,   59,"Cantium, LLC",03481,DOCD,11/21/2019,A,2/14/2020,CERA,69,
R,6933,G08461,MP,   59,G03194,MP,   59,"Cantium, LLC",03481,DOCD,11/21/2019,A,2/14/2020,CERA,65,
R,6933,G08461,MP,   59,G03194,MP,   59,"Cantium, LLC",03481,DOCD,11/21/2019,A,2/14/2020,CERA,69,
R,6933,,,,G03194,MP,   59,"Cantium, LLC",03481,DOCD,11/21/2019,A,2/14/2020,CERA,69,
N,10093,G34981,GC,  371,G34981,GC,  371,Talos Energy Offshore LLC,03247,EP,11/21/2019,,,SEAD,2996,
N,10093,G34981,GC,  371,G34981,GC,  371,Talos Energy Offshore LLC,03247,EP,11/21/2019,,,SEAD,3079,
R,6933,G03194,MP,   59,G03194,MP,   59,"Cantium, LLC",03481,DOCD,11/21/2019,A,2/14/2020,CERA,71,
R,6933,G08461,MP,   59,G03194,MP,   59,"Cantium, LLC",03481,DOCD,11/21/2019,A,2/14/2020,CERA,67,
R,6933,G08461,MP,   59,G03194,MP,   59,"Cantium, LLC",03481,DOCD,11/21/2019,A,2/14/2020,CERA,68,
R,6933,,,,G08461,MP,   59,"Cantium, LLC",03481,DOCD,11/21/2019,A,2/14/2020,CERA,67,
N,10093,G34977,GC,  326,G34977,GC,  326,Talos Energy Offshore LLC,03247,EP,11/21/2019,,,SEAD,2868,
N,10093,G34978,GC,  327,G34978,GC,  327,Talos Energy Offshore LLC,03247,EP,11/21/2019,,,SEAD,2793,
R,6933,G08461,MP,   59,G08461,MP,   59,"Cantium, LLC",03481,DOCD,11/21/2019,A,2/14/2020,CERA,66,
N,10093,G34981,GC,  371,G34981,GC,  371,Talos Energy Offshore LLC,03247,EP,11/21/2019,,,SEAD,2970,
S,7987,G36132,MC,  545,G35979,MC,  589,"LLOG Exploration Offshore, L.L.C.",02058,EP,11/21/2019,A,1/10/2020,SEAD,2557,
N,10093,G34978,GC,  327,G34978,GC,  327,Talos Energy Offshore LLC,03247,EP,11/21/2019,,,SEAD,2894,
N,10093,G34980,GC,  370,G34980,GC,  370,Talos Energy Offshore LLC,03247,EP,11/21/2019,,,SEAD,2954,
R,6933,G03194,MP,   59,G03194,MP,   59,"Cantium, LLC",03481,DOCD,11/21/2019,A,2/14/2020,CERA,65,
R,6933,,,,G03194,MP,   59,"Cantium, LLC",03481,DOCD,11/21/2019,A,2/14/2020,CERA,68,
R,6933,G03194,MP,   59,G03194,MP,   59,"Cantium, LLC",03481,DOCD,11/21/2019,A,2/14/2020,CERA,67,
R,6933,G03194,MP,   59,G03194,MP,   59,"Cantium, LLC",03481,DOCD,11/21/2019,A,2/14/2020,CERA,75,
R,6932,00830,SS,  229, 00830,SS,  229,ANKOR Energy LLC,03059,DOCD,11/19/2019,,,CERA,128,
R,6932,,,, 00830,SS,  229,ANKOR Energy LLC,03059,DOCD,11/19/2019,,,CERA,128,
R,6931,G12210,GC,  201,G24154,GC,  157,"LLOG Exploration Offshore, L.L.C.",02058,DOCD,11/18/2019,A,2/14/2020,CERA,2618,
R,6930,G04903,MP,   30,G04903,MP,   30,"Cantium, LLC",03481,DOCD,11/18/2019,A,2/4/2020,CERA,42,
R,6930,,,,G04903,MP,   30,"Cantium, LLC",03481,DOCD,11/18/2019,A,2/4/2020,CERA,40,
S,7986,G31498,MC,  427,G31498,MC,  427,"Beacon Growthco Operating Company, L.L.C.",03567,DOCD,11/15/2019,A,2/14/2020,CERA,5754,
S,7986,G31498,MC,  427,G31498,MC,  427,"Beacon Growthco Operating Company, L.L.C.",03567,DOCD,11/15/2019,A,2/14/2020,CERA,5767,
N,10091,,,,G36514,SS,  231,"Peregrine Oil & Gas II, LLC",02967,EP,11/12/2019,A,1/24/2020,CERA,118,
R,6927,,,, 00830,SS,  229,ANKOR Energy LLC,03059,DOCD,11/12/2019,A,2/14/2020,CERA,125,
R,6928,G21790,GC,  338,G21790,GC,  338,Murphy Exploration & Production Company - USA,02647,DOCD,11/12/2019,A,11/29/2019,CERA,3330,
N,10091,G36514,SS,  231,G36514,SS,  231,"Peregrine Oil & Gas II, LLC",02967,EP,11/12/2019,A,1/24/2020,CERA,118,
R,6927,00830,SS,  229, 00830,SS,  229,ANKOR Energy LLC,03059,DOCD,11/12/2019,A,2/14/2020,CERA,125,
R,6928,,,,G21790,GC,  338,Murphy Exploration & Production Company - USA,02647,DOCD,11/12/2019,A,11/29/2019,CERA,3330,
R,6929,,,,G01205,SM,   73,ANKOR Energy LLC,03059,DOCD,11/12/2019,,,CERA,136,
R,6929,G01205,SM,   73,G01205,SM,   73,ANKOR Energy LLC,03059,DOCD,11/12/2019,,,CERA,136,
R,6926,G01205,SM,   73,G01205,SM,   73,ANKOR Energy LLC,03059,DOCD,11/7/2019,,,CERA,136,
R,6926,,,,G01205,SM,   73,ANKOR Energy LLC,03059,DOCD,11/7/2019,,,CERA,136,
S,7985,G33858,GC,  867,G33858,GC,  867,Talos Petroleum LLC,01834,EP,11/6/2019,A,1/16/2020,SEAD,4219,
S,7985,G33858,GC,  867,G33858,GC,  867,Talos Petroleum LLC,01834,EP,11/6/2019,A,1/16/2020,SEAD,4203,
R,6925,,,,G04518,GC,  184,"MC Offshore Petroleum, LLC",02957,DOCD,11/6/2019,A,1/17/2020,CERA,1760,
S,7985,G33858,GC,  867,G33858,GC,  867,Talos Petroleum LLC,01834,EP,11/6/2019,A,1/16/2020,SEAD,4352,
S,7985,G33858,GC,  867,G33858,GC,  867,Talos Petroleum LLC,01834,EP,11/6/2019,A,1/16/2020,SEAD,4201,
N,10090,G36207,EI,  254,G00981,EI,  237,"Arena Offshore, LP",02628,DOCD,11/4/2019,A,3/4/2020,CERA,139,
N,10090,G10741,EI,  253,G00981,EI,  237,"Arena Offshore, LP",02628,DOCD,11/4/2019,A,3/4/2020,CERA,139,
N,10090,G00981,EI,  237,G00981,EI,  237,"Arena Offshore, LP",02628,DOCD,11/4/2019,A,3/4/2020,CERA,139,
N,10090,,,,G00981,EI,  237,"Arena Offshore, LP",02628,DOCD,11/4/2019,A,3/4/2020,CERA,139,
S,7984,G32654,KC,  918,G21447,KC,  919,Anadarko Petroleum Corporation,00981,DOCD,10/31/2019,A,3/6/2020,CERA,7393,
S,7984,G21447,KC,  919,G21444,KC,  875,Anadarko Petroleum Corporation,00981,DOCD,10/31/2019,A,3/6/2020,CERA,6810,
S,7984,G21444,KC,  875,G21444,KC,  875,Anadarko Petroleum Corporation,00981,DOCD,10/31/2019,A,3/6/2020,CERA,6810,
S,7984,G21447,KC,  919,G21447,KC,  919,Anadarko Petroleum Corporation,00981,DOCD,10/31/2019,A,3/6/2020,CERA,7393,
S,7984,G32654,KC,  918,G21444,KC,  875,Anadarko Petroleum Corporation,00981,DOCD,10/31/2019,A,3/6/2020,CERA,6810,
N,10089,G35922,GB,  536,G35918,GB,  491,"Kosmos Energy Gulf of Mexico Operations, LLC",03362,EP,10/25/2019,A,12/13/2019,SEAD,1956,
R,6924,,,,G02063,EC,  338,"W & T Offshore, Inc.",01284,DOCD,10/24/2019,A,12/31/2019,CERA,270,
R,6923,,,, 00461,ST,  134,"Arena Offshore, LP",02628,DOCD,10/23/2019,A,1/21/2020,CERA,137,
R,6923,00461,ST,  134, 00461,ST,  134,"Arena Offshore, LP",02628,DOCD,10/23/2019,A,1/21/2020,CERA,137,
R,6923,00464,ST,  152, 00461,ST,  134,"Arena Offshore, LP",02628,DOCD,10/23/2019,A,1/21/2020,CERA,137,
R,6922,G19869,MP,  287,G19869,MP,  287,Talos Petroleum LLC,01834,DOCD,10/22/2019,A,12/6/2019,CERA,285,
R,6922,,,,G19869,MP,  287,Talos Petroleum LLC,01834,DOCD,10/22/2019,A,12/6/2019,CERA,285,
R,6921,,,,G01452,BS,   54,"Cantium, LLC",03481,DOCD,10/21/2019,A,3/2/2020,CERA,18,
R,6921,G01452,MP,   43,G01452,BS,   54,"Cantium, LLC",03481,DOCD,10/21/2019,A,3/2/2020,CERA,21,
R,6920,G34458,MC,  768,G34461,MC,  812,Shell Offshore Inc.,00689,DOCD,10/18/2019,A,1/3/2020,CERA,4471,
R,6920,G34460,MC,  811,G34461,MC,  812,Shell Offshore Inc.,00689,DOCD,10/18/2019,A,1/3/2020,CERA,4479,
S,7983,G26315,GC,  512,G26315,GC,  512,Hess Corporation,00059,DOCD,10/18/2019,A,2/14/2020,CERA,3580,
N,10088,G36077,KC,  736,G36077,KC,  736,"LLOG Exploration Offshore, L.L.C.",02058,EP,10/18/2019,A,12/6/2019,SEAD,6669,
S,7983,G26315,GC,  512,G26315,GC,  512,Hess Corporation,00059,DOCD,10/18/2019,A,2/14/2020,CERA,3576,
R,6920,G34460,MC,  811,G34461,MC,  812,Shell Offshore Inc.,00689,DOCD,10/18/2019,A,1/3/2020,CERA,4488,
R,6920,G34461,MC,  812,G34461,MC,  812,Shell Offshore Inc.,00689,DOCD,10/18/2019,A,1/3/2020,CERA,4497,
N,10088,G36077,KC,  736,G36077,KC,  736,"LLOG Exploration Offshore, L.L.C.",02058,EP,10/18/2019,A,12/6/2019,SEAD,6847,
R,6920,G34460,MC,  811,G34461,MC,  812,Shell Offshore Inc.,00689,DOCD,10/18/2019,A,1/3/2020,CERA,4475,
S,7983,,,,G26313,GC,  468,Hess Corporation,00059,DOCD,10/18/2019,A,2/14/2020,CERA,3360,
S,7982,G25142,GC,  385,G25142,GC,  385,Eni US Operating Co. Inc.,02782,DOCD,10/17/2019,A,3/6/2020,SEAD,3585,
R,6919,,,, 00310,SM,  212,"Cox Operating, L.L.C.",03151,DOCD,10/15/2019,A,1/3/2020,CERA,9,
R,6919,00310,SM,  212, 00310,SM,  212,"Cox Operating, L.L.C.",03151,DOCD,10/15/2019,A,1/3/2020,CERA,9,
R,6918,G34536,GC,   40,G36331,GC,   39,Fieldwood Energy LLC,03295,EP,10/11/2019,A,12/5/2019,CERA,1921,
R,6917,,,,G32703,WR,  718,Union Oil Company of California,00003,DOCD,10/10/2019,,,,6950,
R,6916,G27277,MC,  503,G27277,MC,  503,"LLOG Exploration Offshore, L.L.C.",02058,DOCD,10/9/2019,A,12/6/2019,CERA,2642,
R,6916,G27277,MC,  503,G27277,MC,  503,"LLOG Exploration Offshore, L.L.C.",02058,DOCD,10/9/2019,A,12/6/2019,CERA,2648,
R,6916,G27277,MC,  503,G27277,MC,  503,"LLOG Exploration Offshore, L.L.C.",02058,DOCD,10/9/2019,A,12/6/2019,CERA,3099,
R,6916,G32334,MC,  547,G27277,MC,  503,"LLOG Exploration Offshore, L.L.C.",02058,DOCD,10/9/2019,A,12/6/2019,CERA,2643,
R,6916,G27277,MC,  503,G27277,MC,  503,"LLOG Exploration Offshore, L.L.C.",02058,DOCD,10/9/2019,A,12/6/2019,CERA,2646,
R,6916,G32334,MC,  547,G27277,MC,  503,"LLOG Exploration Offshore, L.L.C.",02058,DOCD,10/9/2019,A,12/6/2019,CERA,2647,
R,6916,G27277,MC,  503,G27277,MC,  503,"LLOG Exploration Offshore, L.L.C.",02058,DOCD,10/9/2019,A,12/6/2019,CERA,3090,
R,6916,G32334,MC,  547,G27277,MC,  503,"LLOG Exploration Offshore, L.L.C.",02058,DOCD,10/9/2019,A,12/6/2019,CERA,2646,
R,6916,G32334,MC,  547,G27277,MC,  503,"LLOG Exploration Offshore, L.L.C.",02058,DOCD,10/9/2019,A,12/6/2019,CERA,2642,
S,7981,G34529,GB,  962,G34529,GB,  962,Shell Offshore Inc.,00689,EP,10/8/2019,A,12/27/2019,SEAD,5022,
N,10087,G35893,WR,   21,G35893,WR,   21,"LLOG Exploration Offshore, L.L.C.",02058,EP,10/8/2019,A,12/31/2019,SEAD,6208,
S,7981,G34529,GB,  962,G34529,GB,  962,Shell Offshore Inc.,00689,EP,10/8/2019,A,12/27/2019,SEAD,5025,
N,10087,G35893,WR,   21,G35893,WR,   21,"LLOG Exploration Offshore, L.L.C.",02058,EP,10/8/2019,A,12/31/2019,SEAD,6209,
R,6914,G01372,BS,   55,G01372,BS,   55,"Cantium, LLC",03481,DOCD,10/4/2019,A,2/14/2020,CERA,28,
R,6914,G01372,BS,   55,G01372,BS,   55,"Cantium, LLC",03481,DOCD,10/4/2019,A,2/14/2020,CERA,35,
R,6914,G01373,BS,   56,G01372,BS,   55,"Cantium, LLC",03481,DOCD,10/4/2019,A,2/14/2020,CERA,38,
R,6914,G01372,BS,   55,G01372,BS,   55,"Cantium, LLC",03481,DOCD,10/4/2019,A,2/14/2020,CERA,26,
R,6914,G01372,BS,   55,G01372,BS,   55,"Cantium, LLC",03481,DOCD,10/4/2019,A,2/14/2020,CERA,40,
R,6914,G01372,BS,   55,G01372,BS,   55,"Cantium, LLC",03481,DOCD,10/4/2019,A,2/14/2020,CERA,53,
R,6913,00463,ST,  151, 00464,ST,  152,"Arena Offshore, LP",02628,DOCD,10/4/2019,A,1/3/2020,CERA,137,
R,6914,00375,MP,   42,G01372,BS,   55,"Cantium, LLC",03481,DOCD,10/4/2019,A,2/14/2020,CERA,25,
R,6914,00375,MP,   42,G01372,BS,   55,"Cantium, LLC",03481,DOCD,10/4/2019,A,2/14/2020,CERA,38,
R,6914,G01372,BS,   55,G01372,BS,   55,"Cantium, LLC",03481,DOCD,10/4/2019,A,2/14/2020,CERA,33,
R,6914,,,,G01372,BS,   55,"Cantium, LLC",03481,DOCD,10/4/2019,A,2/14/2020,CERA,38,
R,6914,G01372,BS,   55,G01372,BS,   55,"Cantium, LLC",03481,DOCD,10/4/2019,A,2/14/2020,CERA,46,
R,6914,,,,G01372,BS,   55,"Cantium, LLC",03481,DOCD,10/4/2019,A,2/14/2020,CERA,35,
R,6913,,,, 00464,ST,  152,"Arena Offshore, LP",02628,DOCD,10/4/2019,A,1/3/2020,CERA,137,
R,6914,G01372,BS,   55,G01372,BS,   55,"Cantium, LLC",03481,DOCD,10/4/2019,A,2/14/2020,CERA,45,
R,6914,G01367,MP,   42,G01372,BS,   55,"Cantium, LLC",03481,DOCD,10/4/2019,A,2/14/2020,CERA,27,
R,6914,G01372,BS,   55,G01372,BS,   55,"Cantium, LLC",03481,DOCD,10/4/2019,A,2/14/2020,CERA,34,
R,6911,G10638,EC,  328,G10638,EC,  328,"Arena Offshore, LP",02628,DOCD,10/3/2019,A,2/14/2020,CERA,243,
R,6912,G01634,MP,  144,G01634,MP,  144,"Cantium, LLC",03481,DOCD,10/3/2019,A,12/31/2019,CERA,207,
R,6915,,,,G02274,VR,  369,"Renaissance Offshore, LLC",03209,DOCD,10/3/2019,A,10/29/2019,CERA,316,
R,6912,G01634,MP,  144,G01634,MP,  144,"Cantium, LLC",03481,DOCD,10/3/2019,A,12/31/2019,CERA,210,
R,6912,,,,G01634,MP,  144,"Cantium, LLC",03481,DOCD,10/3/2019,A,12/31/2019,CERA,210,
R,6912,G01634,MP,  144,G01634,MP,  144,"Cantium, LLC",03481,DOCD,10/3/2019,A,12/31/2019,CERA,209,
R,6911,,,,G10638,EC,  328,"Arena Offshore, LP",02628,DOCD,10/3/2019,A,2/14/2020,CERA,243,
R,6912,,,,G01634,MP,  144,"Cantium, LLC",03481,DOCD,10/3/2019,A,12/31/2019,CERA,207,
R,6910,G08823,MC,  522,G08823,MC,  522,BP Exploration & Production Inc.,02481,DOCD,10/2/2019,A,3/10/2020,CERA,6929,
R,6910,G09821,MC,  520,G09821,MC,  520,BP Exploration & Production Inc.,02481,DOCD,10/2/2019,A,3/10/2020,CERA,6623,
R,6910,G07937,MC,  383,G07937,MC,  383,BP Exploration & Production Inc.,02481,DOCD,10/2/2019,A,3/10/2020,CERA,5739,
R,6910,G07944,MC,  429,G07944,MC,  429,BP Exploration & Production Inc.,02481,DOCD,10/2/2019,A,3/10/2020,CERA,6134,
R,6910,G07944,MC,  429,G07944,MC,  429,BP Exploration & Production Inc.,02481,DOCD,10/2/2019,A,3/10/2020,CERA,6201,
R,6910,G09821,MC,  520,G09821,MC,  520,BP Exploration & Production Inc.,02481,DOCD,10/2/2019,A,3/10/2020,CERA,6738,
R,6910,G07944,MC,  429,G07944,MC,  429,BP Exploration & Production Inc.,02481,DOCD,10/2/2019,A,3/10/2020,CERA,6106,
R,6910,G08823,MC,  522,G08823,MC,  522,BP Exploration & Production Inc.,02481,DOCD,10/2/2019,A,3/10/2020,CERA,6940,
R,6910,,,,,MC,  474,BP Exploration & Production Inc.,02481,DOCD,10/2/2019,A,3/10/2020,CERA,6340,
R,6910,G07937,MC,  383,G07937,MC,  383,BP Exploration & Production Inc.,02481,DOCD,10/2/2019,A,3/10/2020,CERA,4721,
R,6910,G07944,MC,  429,G07944,MC,  429,BP Exploration & Production Inc.,02481,DOCD,10/2/2019,A,3/10/2020,CERA,6101,
R,6910,G19966,MC,  562,G19966,MC,  562,BP Exploration & Production Inc.,02481,DOCD,10/2/2019,A,3/10/2020,CERA,6436,
R,6910,G07937,MC,  383,G07937,MC,  383,BP Exploration & Production Inc.,02481,DOCD,10/2/2019,A,3/10/2020,CERA,5730,
R,6910,G07937,MC,  383,G07937,MC,  383,BP Exploration & Production Inc.,02481,DOCD,10/2/2019,A,3/10/2020,CERA,5742,
R,6910,G08823,MC,  522,G08823,MC,  522,BP Exploration & Production Inc.,02481,DOCD,10/2/2019,A,3/10/2020,CERA,6932,
R,6910,G08831,MC,  566,G08823,MC,  522,BP Exploration & Production Inc.,02481,DOCD,10/2/2019,A,3/10/2020,CERA,6929,
R,6910,G09821,MC,  520,G09821,MC,  520,BP Exploration & Production Inc.,02481,DOCD,10/2/2019,A,3/10/2020,CERA,6698,
R,6910,G09821,MC,  520,G09821,MC,  520,BP Exploration & Production Inc.,02481,DOCD,10/2/2019,A,3/10/2020,CERA,6741,
R,6910,G19966,MC,  562,G19966,MC,  562,BP Exploration & Production Inc.,02481,DOCD,10/2/2019,A,3/10/2020,CERA,6435,
R,6910,G35823,MC,  430,G35823,MC,  430,BP Exploration & Production Inc.,02481,DOCD,10/2/2019,A,3/10/2020,CERA,6279,
R,6910,G09821,MC,  520,G09821,MC,  520,BP Exploration & Production Inc.,02481,DOCD,10/2/2019,A,3/10/2020,CERA,6622,
N,10086,G33242,GC,  281,G33242,GC,  281,Talos ERT LLC,02899,DOCD,10/1/2019,A,2/28/2020,SEAD,2770,
N,10086,G35658,GC,  280,G33242,GC,  281,Talos ERT LLC,02899,DOCD,10/1/2019,A,2/28/2020,SEAD,2770,
N,10086,,,,G15563,GC,  237,Talos ERT LLC,02899,DOCD,10/1/2019,A,2/28/2020,SEAD,2200,
N,10085,G35845,GB,  544,G35845,GB,  544,"Kosmos Energy Gulf of Mexico Operations, LLC",03362,EP,9/30/2019,A,1/9/2020,SEAD,1932,
N,10085,G35845,GB,  544,G35845,GB,  544,"Kosmos Energy Gulf of Mexico Operations, LLC",03362,EP,9/30/2019,A,1/9/2020,SEAD,2005,
N,10085,G35845,GB,  544,G35845,GB,  544,"Kosmos Energy Gulf of Mexico Operations, LLC",03362,EP,9/30/2019,A,1/9/2020,SEAD,1955,
S,7980,G34909,MC,  794,G34909,MC,  794,"Beacon Growthco Operating Company, L.L.C.",03567,DOCD,9/27/2019,A,1/3/2020,SEAD,1462,
S,7980,G34909,MC,  794,G34909,MC,  794,"Beacon Growthco Operating Company, L.L.C.",03567,DOCD,9/27/2019,A,1/3/2020,SEAD,1464,
S,7980,G34909,MC,  794,G34909,MC,  794,"Beacon Growthco Operating Company, L.L.C.",03567,DOCD,9/27/2019,A,1/3/2020,SEAD,1465,
S,7979,,,,G06898,VK,  989,Talos Petroleum LLC,01834,DOCD,9/26/2019,,,SEAD,1290,
S,7979,G09771,MC,   28,G09771,MC,   28,Talos Petroleum LLC,01834,DOCD,9/26/2019,,,SEAD,1853,
S,7978,00067,SS,  113, 00067,SS,  113,Talos Petroleum LLC,01834,DOCD,9/25/2019,A,2/28/2020,CERA,41,
S,7978,G34829,SS,   92,G34829,SS,   92,Talos Petroleum LLC,01834,DOCD,9/25/2019,A,2/28/2020,CERA,24,
S,7978,,,, 00066,SS,  112,Talos Petroleum LLC,01834,DOCD,9/25/2019,A,2/28/2020,CERA,43,
S,7978,00066,SS,  112, 00066,SS,  112,Talos Petroleum LLC,01834,DOCD,9/25/2019,A,2/28/2020,CERA,43,
S,7978,,,, 00063,SS,   93,Talos Petroleum LLC,01834,DOCD,9/25/2019,A,2/28/2020,CERA,28,
S,7978,00063,SS,   93, 00063,SS,   93,Talos Petroleum LLC,01834,DOCD,9/25/2019,A,2/28/2020,CERA,25,
S,7978,00063,SS,   93, 00063,SS,   93,Talos Petroleum LLC,01834,DOCD,9/25/2019,A,2/28/2020,CERA,24,
S,7978,00063,SS,   93, 00063,SS,   93,Talos Petroleum LLC,01834,DOCD,9/25/2019,A,2/28/2020,CERA,28,
S,7978,,,, 00063,SS,   93,Talos Petroleum LLC,01834,DOCD,9/25/2019,A,2/28/2020,CERA,24,
S,7978,,,, 00067,SS,  113,Talos Petroleum LLC,01834,DOCD,9/25/2019,A,2/28/2020,CERA,41,
S,7978,,,, 00063,SS,   93,Talos Petroleum LLC,01834,DOCD,9/25/2019,A,2/28/2020,CERA,25,
R,6907,G34561,GC,  821,G34561,GC,  821,BP Exploration & Production Inc.,02481,EP,9/24/2019,A,10/24/2019,SEA,4069,
R,6908,00166,ST,   23, 00166,ST,   23,"Cantium, LLC",03481,DOCD,9/24/2019,A,12/26/2019,CERA,50,
R,6908,,,, 00166,ST,   23,"Cantium, LLC",03481,DOCD,9/24/2019,A,12/26/2019,CERA,50,
S,7977,G14385,EC,  349,G14385,EC,  349,"W & T Offshore, Inc.",01284,DOCD,9/24/2019,A,2/4/2020,CERA,284,
R,6908,00166,ST,   23, 00166,ST,   23,"Cantium, LLC",03481,DOCD,9/24/2019,A,12/26/2019,CERA,54,
R,6908,00166,ST,   23, 00166,ST,   23,"Cantium, LLC",03481,DOCD,9/24/2019,A,12/26/2019,CERA,51,
R,6908,00166,ST,   23, 00166,ST,   23,"Cantium, LLC",03481,DOCD,9/24/2019,A,12/26/2019,CERA,52,
R,6908,00166,ST,   23, 00166,ST,   23,"Cantium, LLC",03481,DOCD,9/24/2019,A,12/26/2019,CERA,56,
S,7977,,,,G14385,EC,  349,"W & T Offshore, Inc.",01284,DOCD,9/24/2019,A,2/4/2020,CERA,284,
R,6908,00166,ST,   23, 00166,ST,   23,"Cantium, LLC",03481,DOCD,9/24/2019,A,12/26/2019,CERA,53,
N,10084,G08823,MC,  522,G35636,MC,  523,Shell Offshore Inc.,00689,EP,9/20/2019,C,11/8/2019,SEAD,7121,
N,10084,G08823,MC,  522,G35636,MC,  523,Shell Offshore Inc.,00689,EP,9/20/2019,C,11/8/2019,SEAD,7098,
N,10084,G08823,MC,  522,G35636,MC,  523,Shell Offshore Inc.,00689,EP,9/20/2019,C,11/8/2019,SEAD,7120,
N,10084,G08823,MC,  522,G35636,MC,  523,Shell Offshore Inc.,00689,EP,9/20/2019,C,11/8/2019,SEAD,7075,
N,10084,G08823,MC,  522,G35636,MC,  523,Shell Offshore Inc.,00689,EP,9/20/2019,C,11/8/2019,SEAD,7124,
N,10083,G36477,HI,A 380,G13808,HI,A 379,"W & T Offshore, Inc.",01284,DOCD,9/19/2019,,,CERA,324,
R,6906,G15563,GC,  237,G15563,GC,  237,Talos ERT LLC,02899,DOCD,9/19/2019,A,12/20/2019,CERA,2130,
R,6906,G15563,GC,  237,G15563,GC,  237,Talos ERT LLC,02899,DOCD,9/19/2019,A,12/20/2019,CERA,2431,
