FIELD_ID,FIELD_NAME,COUNTRY,BLOCK,RESERVE_TYPE,CURRENT_STATUS,DISCOVERY_DATE,PRODUCTION_START,WATER_DEPTH_M,WATER_DEPTH_FT,US_GOM_FLAG
837,Leopard,UK,211/18b,n/a,Bright Spot,,,,,
785,Lerek,Malaysia,PM323,Oil,Under Development,,,61,201,
814,Leviathan,Israel,"349 Rachel, 350 Amit",Gas,Discovery (Drilled),Dec 2010,,1634,5392,
537,LF 7-1,China,16/05,Oil,Discovery (Appraised),Jan 2008,,107,353,
947,"LF-7, Lady Franklin",Greenland,Lady Franklin,n/a,Non-Commercial,,,989,3264,
1715,Liberator,UK,P1987: 13/23d,Oil,Discovery (Drilled),Nov 2013,,116,383,
518,Liberty,US,"OCS-Y1650, OCS-Y1585",Oil,Cancelled,Apr 1996,,6,20,Y
804,Libra,Australia,AC/P 41,Gas,Discovery (Drilled),Jan 2009,,194,640,
1590,Lideka East Marine,Congo,Marine XI,n/a,Discovery (Drilled),Sep 2013,,110,363,
1115,Liffey,Ireland,"FEL 01/06, 27/4, 27/5, 27/9",n/a,Bright Spot,,,300,990,
566,Ligurian,US,"Green Canyon 814, 858",Oil,Non-Commercial,,,1784,5887,Y
987,Lille John,Denmark,12/06,Oil,Discovery (Drilled),Oct 2011,,,,
1825,Limbayong,Malaysia,Block J,Oil/Gas,Appraisal Drilling,Jan 2002,,1000,3300,
1076,Lincoln,UK,P1368,n/a,Bright Spot,,,,,
1760,Lindarormen,Norway,PL584,n/a,Bright Spot,,,,,
1826,Lingshui 17-2,China,,Gas,Discovery (Drilled),Mar 2014,,1450,4785,
405,Lion,Australia,WA-398-P,n/a,Bright Spot,,,,,
324,Lirio,Angola,17,Oil,Under Development,Sep 1998,,1365,4505,
1193,Lishui (LS) 36-1,China,25/34,Gas,Under Development,,,75,248,
1801,Litchendjili,Congo,Marine XII,n/a,Under Development,,,30,99,
1258,Litoral de Tabasco,Mexico,,Oil,Under Development,,,35,116,
280,Liuhua 11-1,China,China Block 11-1,Oil,Producing,Jan 1987,Jun 2007,370,1221,
1766,Liuhua 19-5,China,19-5,Gas,Producing,Mar 2003,Jan 2014,180,594,
402,Liwan 29-1,China,29/26,Gas,Under Development,Feb 2010,,723,2386,
402,Liwan 3-1,China,29/26,Gas,Producing,Sep 2006,Mar 2014,1300,4290,
402,Liwan 34-2,China,29/26,Gas,Under Development,Dec 2009,,1300,4290,
521,Liyeke Marine-1,Congo,Marine XI,n/a,Non-Commercial,,,110,363,
765,Liyun,Indonesia,Bulu PSC,Oil,Non-Commercial,,,55,182,
691,Liz,Falkland Islands (Malvinas),Tranche C,Gas,Discovery (Drilled),Apr 2010,,,,
139,Llano,US,"Garden Banks 385, 386",Oil/Gas,Producing,Jun 1998,Apr 2004,792,2614,Y
1733,LO-110,India,Ravva Block,n/a,Bright Spot,,,,,
1550,Loba M1,Gabon,Nkembe Block,Oil,Discovery (Drilled),Jan 1976,,200,660,
1210,Lobito,Angola,Block 14,Oil,Producing,,Jun 2006,600,1980,
629,Lochranza,UK,15/20a,n/a,Producing - Under Dev.,,,,,
1726,Loengo,Angola,Block 5,n/a,Bright Spot,,,108,356,
426,Logan,US,"Walker Ridge 925, 969",Oil,Discovery (Drilled),Oct 2011,,2653,8755,Y
374,Loke,Norway,15/9,Gas,Producing,,Jan 1993,,,
1157,Loligo,Falkland Islands (Malvinas),Northern License,n/a,Exploratory Drilling,,,1400,4620,
620,Lolotoe,Australia,JPDA 06-103,Oil,Non-Commercial,,,105,347,
579,Longhorn (aka Leo),US,Mississippi Canyon 546,Oil/Gas,Producing,Aug 2006,Oct 2009,740,2442,Y
454,Longtom,Australia,VIC/L29,Gas,Producing,Jan 1995,Oct 2009,56,185,
1480,Lontra,Angola,Block 20,Oil/Gas,Discovery (Drilled),Oct 2013,,1400,4620,
1657,Loran,Venezuela,Block 2,Gas,Discovery (Drilled),Jan 1982,,,,
613,Lore,Australia,JPDA 06-103,Oil,Non-Commercial,,,,,
136,Lorien,US,Green Canyon 199,Oil/Gas,Producing,Jul 2003,Apr 2006,664,2191,Y
170,Lost Ark,US,East Breaks 464,Gas,Producing,Jan 2001,Jun 2002,823,2716,Y
1854,Louro,Angola,Block 32,Oil,Discovery (Appraised),Mar 2007,,1883,6214,
1808,Lovebird,Liberia,LB-08,n/a,Bright Spot,,,2850,9405,
812,Lower Lunde,Norway,"34/4, PL 057",Oil,Discovery (Drilled),Feb 2010,,382,1261,
1703,Lowlander,UK,P324: 14/20c,Oil,Discovery (Appraised),Jan 1987,,108,356,
627,Loyal,UK,"204, 205, P.556",Oil/Gas,Producing - Under Dev.,Jan 1994,Jul 1998,475,1568,
1118,Lubina,Spain,Lubina II permit,Oil,Producing,Jul 2009,Jan 2012,663,2188,
666,Lucapa,Angola,Block 14,Oil,Discovery (Appraised),Oct 2006,,1219,4023,
572,Lucius,US,"Keathley Canyon 874, 875, 918 and 919",Oil/Gas,Under Development,Dec 2009,,2172,7168,Y
1833,Lucius (UK),UK,P1633: 211/11b,n/a,Bright Spot,,,184,607,
1602,Lufti,Senegal,Sangomar Offshore Profond,n/a,Bright Spot,,,1000,3300,
635,Luke,Denmark,"Licence 8/06, 5504/6",Oil/Gas,Suspended,Aug 2009,,40,132,
274,Lula (Tupi),Brazil,BM-S-11,Oil/Gas,Producing - Under Dev.,Jul 2006,,2140,7062,
1743,Lula (Tupi) Sul,Brazil,,Oil,Discovery (Appraised),Jan 2010,,2118,6989,
274,Lula Northeast,Brazil,BM-S-11,Oil/Gas,Producing,,Jun 2013,2120,6996,
1427,Lulita,Denmark,"7/86, 1/90",Oil/Gas,Producing,Jan 1992,Jun 1998,,,
540,Lum,Mexico,,Oil,Producing - Under Dev.,,,100,330,
1051,Luna,Denmark,DK 1/11,n/a,Non-Commercial,,,,,
862,Lunde,Norway,"7120/11-1, 7120/12-2",n/a,Non-Commercial,,,187,617,
1433,Luno II,Norway,"PL359, PL410: 16/4, 16/5",Oil,Appraisal Drilling,Apr 2013,,100,330,
293,Lunskoye,Russian Federation,,Gas,Producing,Jan 1984,Dec 2008,30,99,
1600,Lupalupa (L),Senegal,Sangomar Offshore Profond,n/a,Bright Spot,,,1250,4125,
1600,Lupalupa (SNE-1),Senegal,Sangomar Offshore Profond,n/a,Exploratory Drilling,,,1250,4125,
1089,Lupin,Norway,PL 360,n/a,Non-Commercial,,,71,234,
1853,Lupus,Norway,PL507,n/a,Bright Spot,,,,,
608,Lyell,US,Green Canyon 551,n/a,Bright Spot,,,1323,4366,Y
391,M7-A,Netherlands,Block M7,Gas,Producing,Jan 1996,Sep 2009,30,99,
366,Maari,New Zealand,Block PMP 38160,Oil,Producing - Under Dev.,Jan 1983,,1495,4934,
139,Macaroni,US,Garden Banks 602,Oil/Gas,Producing,Sep 1995,Sep 1999,1128,3722,Y
300,MacCulloch,UK,Block 15/24b,Oil/Gas,Producing,Mar 1990,Aug 1997,150,495,
1305,Macedon,Australia,WA-42-L,Gas,Producing,,Aug 2013,180,594,
948,Maceio,Brazil,BM-S-59,Oil,Discovery (Drilled),Jul 2011,,185,611,
1528,Maclure,UK,"9/19, P. 103",Oil,Producing,Jan 1991,Jul 2002,115,380,
562,Macondo,US,Mississippi Canyon 252,Oil,Discovery (Drilled),Jan 2011,,1522,5023,Y
148,Mad Dog,US,"Green Canyon 825, 826, 738, 739, 781, 782, 783",Oil/Gas,Producing,Dec 1998,Jan 2005,2073,6841,Y
148,Mad Dog South,US,"Green Canyon 825, 826",Oil,Under Development,Mar 2005,,1554,5128,Y
1610,Madagascar,US,De Soto Canyon 757,n/a,Non-Commercial,,,2530,8349,Y
315,Madison,US,"Alaminos Canyon 24, 25",Oil/Gas,Producing,Jun 1998,Feb 2002,1618,5339,Y
1259,Madura BD,Indonesia,Madura Strait PSC,Gas,Under Development,,,55,182,
271,Maenad,Australia,WA-267-P,Gas,Under Development,Mar 2000,,,,
451,Mafumeira Norte,Angola,"Area A, Block 0",Oil/Gas,Producing,,Jul 2009,49,162,
451,Mafumeira Sul,Angola,Block 0,Oil/Gas,Under Development,,,60,198,
1319,Magnama,Bangladesh,Block 16,Gas,Discovery (Drilled),Jan 2008,,20,66,
151,Magnolia,US,"Garden Banks 783, 784",Oil/Gas,Producing,May 1999,Jan 2004,1433,4729,Y
1416,Magnolia (UK),UK,"P1610, 13/23a",n/a,Exploratory Drilling,,,110,363,
672,Maha,Indonesia,Ganal Concession,Gas,Under Development,,,1829,6036,
1338,Mahogany,US,"Ship Shoal 349, 359",Oil/Gas,Producing,Sep 1993,Mar 1997,109,360,Y
1514,Main Pass 108,US,"MP 107, 108, 109",Oil/Gas,Producing,Jan 2000,Jan 2004,23,76,Y
1516,Main Pass 98,US,"Main Pass 98, 180",Oil/Gas,Producing,,Jan 2001,28,92,Y
1306,Maitland,Australia,WA-33-R,Gas,Discovery (Appraised),Aug 1992,,55,182,
950,Makore,Ghana,West Cape Three Points,Oil,Discovery (Drilled),Apr 2011,,1408,4646,
1009,Makouala Marine,Congo,Block Marine XIV,n/a,Non-Commercial,,,,,
1249,Malampaya,Philippines,SC38,Gas,Producing,,Jan 2001,850,2805,
1371,Maleo,Indonesia,Madura Offshore Production Sharing Contract,Gas,Producing,Jun 2002,Sep 2006,57,188,
1711,Malida,Thailand,G1/48,Oil,Discovery (Drilled),Nov 2013,,47,155,
1763,Maligan,Malaysia,SB308,n/a,Bright Spot,,,,,
511,Malikai,Malaysia,Block G,Oil,Under Development,Sep 2004,,565,1865,
1031,Malombe,Brazil,ES-M-414,Gas,Discovery (Drilled),Oct 2011,,,,
540,Maloob,Mexico,,Oil,Producing,Jan 1984,Jan 2010,100,330,
1012,Mamba North,Mozambique,Area 4,Gas,Discovery (Drilled),Mar 2012,,1690,5577,
1012,Mamba North East,Mozambique,Area 4,Gas,Discovery (Drilled),Aug 2012,,1994,6580,
1012,Mamba South,Mozambique,Area 4,Gas,Discovery (Drilled),Nov 2011,,1585,5231,
1551,Managau East,Philippines,SC 69,n/a,Bright Spot,,,700,2310,
366,Manaia,New Zealand,PMP 38160,Oil,Appraisal Drilling,Jan 1970,,100,330,
136,Manatee,US,Green Canyon 155,Oil,Producing,Apr 1998,Jul 2002,591,1950,Y
1254,Manati,Brazil,BCAM-40,Gas,Producing,Jan 2000,Jan 2008,46,152,
775,Mandarin,Norway,1/3 - PL 297,n/a,Non-Commercial,,,70,231,
171,Mandy,US,Mississippi Canyon 199,Oil,Discovery (Drilled),Feb 2010,,751,2478,Y
597,Manganes,Angola,18/06,Oil,Discovery (Drilled),Aug 2009,,,,
1295,Manjericao,Angola,Block 32,Oil,Discovery (Drilled),Feb 2007,,2200,7260,
1055,Manora,Thailand,G1/48,Oil,Under Development,Jul 2010,,50,165,
490,Manta,Australia,"VIC/L26, L27, L28",Oil/Gas,Suspended,,,200,660,
1580,Mantra,Norway,PL551: 31/3,n/a,Non-Commercial,,,348,1148,
1889,Mapale,Colombia,RC-5,Gas,Discovery (Drilled),Aug 2012,,30,99,
130,Marco Polo,US,Green Canyon 608,Oil/Gas,Producing,Apr 2000,Jul 2004,1311,4326,Y
1329,Mari-B,Israel,,Gas,Producing,,Jan 2004,235,776,
771,Maria,UK,16/29,Oil,Producing,Jan 1994,Oct 2007,95,314,
733,Maria (Wintershall),Norway,"6407/1 & 6406/3, PL 475BS",Oil/Gas,Discovery (Appraised),Jun 2010,,300,990,
1092,Marina,Australia,WA-454-P,Gas,Discovery (Drilled),Jan 2007,,100,330,
840,Marindan,Indonesia,Kutai PSC,n/a,Non-Commercial,,,55,182,
1110,Mariner,UK,"P335, 9/11",Oil,Under Development,Jan 1981,,110,363,
299,Marlim,Brazil,Campos Basin,Oil,Producing,,Mar 1991,1097,3620,
703,Marlim Leste (East),Brazil,Campos Basin,Oil/Gas,Producing,Jan 1985,Dec 2008,1080,3564,
371,Marlim Sul (South),Brazil,Campos Basin,Oil/Gas,Producing - Under Dev.,Jan 1987,,1920,6336,
1567,Marlin,Peru,Z-38,n/a,Bright Spot,,,,,
1253,Marmalard,US,"MC 255, 256, 300",Oil,Under Development,May 2012,,1863,6148,Y
466,Marram,Ireland,"Blocks 100/4, 110/9b",Gas,Discovery (Appraised),Jan 1993,,16,53,
141,Mars,US,"Mississippi Canyon 762, 763, 806, 807, 850, 851",Oil/Gas,Producing,Apr 1989,Jul 1996,896,2957,Y
315,Marshall,US,"East Breaks 948, 949",Oil,Producing,Jul 1998,Jan 2002,1334,4402,Y
253,Marte,Angola,Block 31,Oil,Producing - Under Dev.,Nov 2003,,2000,6600,
742,Martell,Australia,WA-404-P,Gas,Discovery (Drilled),Mar 2009,,1290,4257,
1091,Martin,Australia,WA-404-P,Gas,Discovery (Drilled),Mar 2011,,,,
461,Martin Linge (Hild),Norway,PL043: 30/7,Oil/Gas,Under Development,May 1979,,120,396,
1696,Maruja,Brazil,S-M-1352,Oil,Discovery (Drilled),Nov 2010,,,,
713,Marulk,Norway,"6507/2, 6507/3, 6607/12, 6607/11",Oil/Gas,Producing,Mar 1992,Apr 2012,381,1257,
1492,Maserati,US,South Timbalier 216,n/a,Bright Spot,,,42,139,Y
1629,Masirah North East,Oman,Block 50,n/a,Bright Spot,,,,,
1628,Masirah North North,Oman,Block 50,n/a,Non-Commercial,,,,,
365,Massa,Brazil,BC-10,Oil/Gas,Under Development,,,1981,6537,
644,Mastiff,US,"Garden Banks 381, 382",Oil,Bright Spot,,,724,2389,Y
1274,Matinloc,Philippines,SC14 Block B,Oil,Producing,,Jan 1983,25,83,
171,Matterhorn,US,Mississippi Canyon 243,Oil/Gas,Producing,Jul 1999,Nov 2003,850,2805,Y
1406,Matuku,New Zealand,PEP51906,n/a,Exploratory Drilling,,,130,429,
1289,Maui,New Zealand,,Gas,Producing,Jan 1969,May 1979,110,363,
443,Maule,UK,"P246, 21/10",Oil,Producing,,Jun 2010,105,347,
429,Mauna Kea,US,"Atwater Valley 28, 29",Oil/Gas,Bright Spot,,,2234,7372,Y
1479,Mavinga,Angola,Block 21,Oil,Discovery (Drilled),Oct 2013,,1700,5610,
1519,Maximino,Mexico,,Oil,Discovery (Drilled),May 2013,,2900,9570,
1307,Maxwell,Australia,WA-360-P,Gas,Bright Spot,,,500,1650,
1024,MB-OSN-2005/2,India,MB-OSN-2005/2,n/a,Bright Spot,,,50,165,
1152,Mbawa,Kenya,L8,Gas,Discovery (Drilled),Sep 2012,,860,2838,
162,MC 72,US,Mississippi Canyon 72,Gas,Producing,Dec 1991,Sep 2013,614,2026,Y
1495,McLaren,US,South Timbalier 239,n/a,Bright Spot,,,49,162,Y
158,Medusa,US,"Mississippi Canyon 538, 582",Oil/Gas,Producing,Aug 1998,Dec 2003,671,2214,Y
1877,Meerkat,Namibia,PEL 22: 2815,n/a,Bright Spot,,,,,
1730,Melati,Malaysia,"PM302, PM325, PM326B",Gas,Under Development,,,,,
1658,Mensa,New Zealand,PEP 51558,n/a,Bright Spot,,,,,
1619,Meranti,Malaysia,KBM RSC,Oil,Under Development,,,60,198,
849,Mercury,Sierra Leone,SL-072-10,Oil,Discovery (Appraised),Nov 2010,,1600,5280,
121,Merganser,US,"Atwater Valley 36, 37",Gas,Producing,Feb 2002,Aug 2007,2408,7946,Y
1149,Merlin,UK,211/23a,Oil,Producing,,Nov 1997,,,
1565,Merluza,Peru,Z-38,n/a,Bright Spot,,,,,
598,Mexilhao,Brazil,BS-400,Gas,Under Development,Jan 2003,,550,1815,
162,Mica,US,"Mississippi Canyon 167, 211",Oil/Gas,Producing,Apr 1990,Aug 2001,1326,4376,Y
1750,Mica Deep,US,Mississippi Canyon 211,n/a,Bright Spot,,,1300,4290,Y
357,Midgard,Norway,"PL062, 6507/11",Gas,Producing,Oct 1981,May 1999,298,983,
1084,Midleton,Ireland,"License 4/07; 49/11, 49/12, 49/17 and 49/18",n/a,Bright Spot,,,,,
358,Mikkel,Norway,"6407/5, 6407/6",Gas,Producing,Feb 1987,Oct 2003,220,726,
1465,Millom,UK,"P287, 113/26",Gas,Producing,Aug 1982,Aug 1999,42,139,
974,Mindou Marine,Congo,"Marine XI, XIV",n/a,Non-Commercial,,,,,
1497,Minnow,US,West Cameron 497,n/a,Bright Spot,,,46,152,Y
407,Mirage,US,Mississippi Canyon 941,Gas,Producing - Under Dev.,,,1201,3963,Y
1457,Miskar,Tunisia,Amilcar block,Gas,Producing,,Jan 1996,62,205,
747,Mizzen,Canada,EL 1049,Oil,Discovery (Appraised),Mar 2009,,1100,3630,
1081,Mjosa,Norway,"PL 511; 6406/5, 6406/6, 6406/9",Gas,Discovery (Drilled),Jun 2013,,243,802,
1578,Mkizi,"Tanzania, United Republic of",Block 1,Gas,Discovery (Drilled),Jul 2013,,1301,4293,
1237,MLHP-5,Cameroon,"MLHP-5, Etinde Permit",n/a,Bright Spot,,,70,231,
1237,MLHP-6,Cameroon,"MLHP-6, Etinde Permit",n/a,Bright Spot,,,70,231,
1237,MLHP-7,Cameroon,"MLHP-7, Etinde Permit",Gas,Discovery (Appraised),Jan 2007,,70,231,
1671,Mlinzi Mbali,"Tanzania, United Republic of",Block 7,n/a,Exploratory Drilling,,,2600,8580,
1511,Moby,Australia,Vic/P47,Gas,Discovery (Drilled),Jun 2004,,85,281,
898,Moccasin,US,Keathley Canyon 736,Oil,Discovery (Drilled),Sep 2011,,2042,6739,Y
305,Moho-Bilondo,Congo,Moho Bolindo Permit,Oil,Producing,Jan 1995,Apr 2008,1100,3630,
305,Moho-Nord,Congo,Moho Bolindo Permit,Oil/Gas,Under Development,Jan 2007,,1200,3960,
1496,Mojito,US,"West Cameron 111, 134",n/a,Bright Spot,,,9,30,Y
639,Mondo,Angola,Block 15,Oil,Producing,,Jan 2008,732,2416,
121,Mondo NW,US,Lloyd Ridge 1/2,Gas,Producing,Jan 2005,Jul 2007,2549,8412,Y
732,Monkwell,UK,42/29,n/a,Non-Commercial,,,,,
1118,Montanazo,Spain,Montanazo D,Oil,Producing,Jul 2009,Jan 2012,736,2429,
335,Montara,Australia,AC/P 32,Oil/Gas,Producing,Mar 1988,Jun 2013,77,254,
1402,Montrose,UK,22/18,Oil/Gas,Producing,Nov 1971,Jun 1976,91,300,
1589,Moosehead,Namibia,"PEL 24, 2713A; PEL 28, 2813A",n/a,Non-Commercial,,,1727,5699,
407,Morgus,US,Mississippi Canyon 942,n/a,Producing,Mar 1999,Feb 2012,1312,4330,Y
153,Morpeth,US,"Ewing Bank 921, 964, 965",Oil/Gas,Producing,Jul 1989,Sep 1998,518,1709,Y
1533,Morrone,UK,P478: 9/23b,Oil,Discovery (Drilled),Jan 2012,,,,
329,Morskaya,Russian Federation,Lagansky Block,Oil/Gas,Under Development,Jul 2008,,,,
360,Morvin,Norway,6506/11,Oil/Gas,Producing,Jul 2001,Aug 2010,380,1254,
1854,Mostarda,Angola,Block 32,Oil,Discovery (Appraised),Feb 2006,,1758,5801,
303,Moth,UK,23/21,Oil/Gas,Discovery (Drilled),Jun 2008,,85,281,
397,Mothball,US,Mississippi Canyon 801,Oil,Bright Spot,,,1024,3379,Y
1845,Moubenga,Gabon,Dussafu Marin PSC,Oil,Discovery (Drilled),Jan 1981,,116,383,
1168,Mpungi,Angola,15/06,Oil,Discovery (Appraised),Aug 2010,,,,
1723,Mronge,"Tanzania, United Republic of",Block 2,Gas,Discovery (Drilled),Dec 2013,,2500,8250,
480,Mubarek,UAE,,Oil/Gas,Producing,Jan 1972,Oct 2007,61,201,
1246,Muda,Thailand,"B-17,",Gas,Producing,,Feb 2010,,,
1364,Mukta,India,Tapti Daman Block,Oil/Gas,Producing - Under Dev.,,,65,215,
1261,Mullen,Ireland,LO 11/7,n/a,Bright Spot,,,1000,3300,
552,Mumbai High,India,North and South Blocks,Oil,Producing - Under Dev.,Jan 1974,Jan 1976,61,201,
1545,Munro,UK,44/17b-7,Oil/Gas,Producing,Apr 2004,Aug 2005,30,99,
1391,Murchison,Norway,211/19,Oil,Abandoned (Ex-Producer),Sep 1975,Sep 1980,156,515,
1545,Murdoch,UK,44/22-3,Oil/Gas,Producing,Aug 1985,Jan 1995,32,106,
1702,Muridava,Romania,EX-27,n/a,Bright Spot,,,,,
1524,Murombe,Namibia,"PEL 23, 2212A",n/a,Non-Commercial,,,1391,4590,
1403,Musling,Norway,"PL289, 3/7",n/a,Non-Commercial,,,63,208,
1721,Mustard,UK,P2074: 205/27,n/a,Bright Spot,,,150,495,
1789,Mya,Myanmar,A3,Gas,Discovery (Drilled),Jan 2006,,165,545,
1785,Mynginskoye,Russian Federation,Kirinskoye Block,Gas,Discovery (Drilled),Jan 2011,,150,495,
1083,Myra,Israel,"Myra License, Block 347",Oil/Gas,Drilled (Status Unknown),,,,,
1749,Myrhauk,Norway,PL359,n/a,Bright Spot,,,,,
1017,Mzia,"Tanzania, United Republic of",Block 1,Gas,Appraisal Drilling,Jun 2012,,1500,4950,
1461,Naga,Indonesia,Natuna Sea Block A,Gas,Under Development,Jan 2000,,80,264,
1680,Nanna,Norway,"PL616: 2/7, 2/10, 2/11",n/a,Bright Spot,,,,,
166,Nansen,US,"East Breaks 601, 646",Oil/Gas,Producing,Apr 1999,Jan 2002,1122,3703,Y
1380,Narina,Liberia,LB-09,Oil,Discovery (Drilled),Apr 2012,,1143,3772,
1804,Narina West,Liberia,LB-09,n/a,Bright Spot,,,1200,3960,
744,Natal,Brazil,BM-S-59,Oil,Discovery (Appraised),Aug 2010,,170,561,
304,Natalia,Norway,6507/11,Gas,Discovery (Drilled),Apr 2008,,299,987,
365,Nautilus,Brazil,Block BC-10,Oil/Gas,Under Development,,,,,
624,Nautilus (GOM),US,Ship Shoal 263,Gas,Producing,Jan 2010,Jul 2010,,,Y
643,Navi,US,"Keathley Canyon 613, 657",Oil/Gas,Bright Spot,,,2052,6772,Y
1679,NC3,Malaysia,Block SK316,Gas,Discovery (Appraised),Mar 2010,,,,
1678,NC8SW,Malaysia,SK316,n/a,Discovery (Drilled),Sep 2011,,,,
1296,Nemba,Angola,Block 0,Oil/Gas,Producing - Under Dev.,,,119,393,
1032,Nemo (Ireland),Ireland,SEL 2/07,Oil,Discovery (Drilled),Jan 1974,,90,297,
1603,Nene Marine,Congo,Marine XII,Oil/Gas,Appraisal Drilling,Aug 2012,,28,92,
123,Neptune (Atwater Valley),US,"Atwater Valley 573, 574, 575, 617, 618",Oil/Gas,Producing,Sep 1995,Jul 2008,1905,6287,Y
554,Netherby,Australia,VIC/P 44,Gas,Producing,,Feb 2010,56,185,
858,New Seaclem,Australia,PEP 11,Gas,Non-Commercial,,,143,472,
1286,Newgrange,Ireland,FEL 6/14,n/a,Bright Spot,,,1000,3300,
1577,Ngisi,"Tanzania, United Republic of",Block 4,Gas,Discovery (Drilled),Jul 2013,,1400,4620,
333,Ngoma,Angola,15/06,Oil,Discovery (Drilled),Sep 2008,,1420,4686,
778,Nicol,UK,15/25a,Oil,Producing,Nov 1988,Jun 2007,153,505,
1807,Night Heron,Liberia,LB-09,n/a,Bright Spot,,,1750,5775,
147,Nile,US,Viosca Knoll 914,n/a,Producing,Apr 1997,Jan 2001,1077,3554,Y
1185,Nimrod,Namibia,2714A,n/a,Exploratory Drilling,,,360,1188,
561,Nini,Denmark,5605/10-1,Oil,Producing,Aug 2000,Feb 2014,58,191,
561,Nini East,Denmark,4/95,Oil,Producing - Under Dev.,,Feb 2010,,,
1393,Ninian,UK,3/03,Oil,Producing,Apr 1974,Dec 1978,135,446,
900,"Ninky, 14/15-3",Falkland Islands (Malvinas),,n/a,Non-Commercial,,,,,
1413,Niobe,UK,"P1889, 12/27",n/a,Bright Spot,,,,,
794,Niteroi,Brazil,BM-S-57,Oil,Non-Commercial,,,150,495,
705,Njord,Norway,"PL107, 6407/10, 6407/7",Oil/Gas,Suspended,Apr 1986,Sep 1997,330,1089,
1612,Nkossa,Congo,Haute Mer Permit,Oil,Producing,Jan 1984,Jun 1996,183,604,
1328,Noa North,Israel,,Gas,Producing,,Jun 2012,,,
705,Noatun,Norway,6407/7,Gas,Discovery (Appraised),Sep 2008,,293,967,
377,Noblige,Australia,WA-404-P,Gas,Discovery (Appraised),Jan 2010,,1312,4330,
535,Nohoch,Mexico,,Oil/Gas,Producing,Jan 1978,Jan 1979,35,116,
844,Noix de Coco,Gabon,Azobe Permit,n/a,Non-Commercial,,,,,
538,Nona,Norway,,Oil/Gas,Discovery (Drilled),Sep 2009,,250,825,
1625,Nong Yao,Thailand,G11/48,Oil,Under Development,Jun 2009,,75,248,
856,Norall,Norway,"PL 409, 16/7",n/a,Non-Commercial,,,78,257,
921,"Nordtuva, 6407/3-1 S",Norway,6407/3,n/a,Non-Commercial,,,232,766,
1563,Norfolk,UK,12/16b,n/a,Bright Spot,,,34,112,
1563,Norfolk East,UK,12/17b,n/a,Bright Spot,,,35,116,
713,Norne,Norway,"6508/1, 6608/10",Oil,Producing,Jan 1992,Nov 1997,380,1254,
1275,North Abu Qir,Egypt,,Gas,Producing - Under Dev.,Jan 1990,,35,116,
314,North Amethyst,Canada,Grand Banks Territory,Oil/Gas,Producing,Jan 2006,Jun 2011,,,
519,North Bardawil,Egypt,North Bardawil Concession,Gas,Producing,,Aug 2009,350,1155,
118,North Boomvang,US,East Breaks 643,Oil/Gas,Producing,Sep 1999,Jan 2002,1052,3472,Y
1862,North Fan,Senegal,Sangomar Offshore Profond,n/a,Exploratory Drilling,,,1500,4950,
401,North Idku,Egypt,"Block A, B",Gas,Under Development,,,100,330,
1744,North Kemleon,Norway,PL203:,n/a,Bright Spot,,,,,
1346,North Kendang,Indonesia,SE Sangatta PSC,Gas,Exploratory Drilling,,,465,1535,
1860,North Lukut,Malaysia,PM318,Gas,Producing,Jan 1991,Jan 2004,60,198,
1464,North Morecambe,Ireland,"P153, 110/02b",Gas,Producing,Mar 1976,Sep 1994,27,89,
1869,North Pailin,Thailand,B12/27,Gas,Producing,Jan 1996,Jan 2002,58,191,
455,North Platte,US,"Garden Banks 915, 958, 959",Oil,,Dec 2012,,1476,4871,Y
1684,North Rankin,Australia,WA-1-L,Gas,Producing,Aug 1971,Jan 1984,125,413,
1710,North Solha,Guinea-Bissau,Block 2,n/a,Bright Spot,,,60,198,
1832,North Tano,Ghana,Shallow Water Tano,Oil/Gas,Discovery (Drilled),Jan 1980,,90,297,
492,North Triumph,Canada,,Gas,Producing,,Dec 1999,76,251,
1069,North Uist,UK,"P1192, 213/25c",n/a,Exploratory Drilling,,,1291,4260,
894,North Zarat,Tunisia,7th of November Block,Gas,Discovery (Appraised),,,76,251,
1388,Northern Fields,Malaysia,PM-3,Oil/Gas,Producing - Under Dev.,,,,,
582,Northstar,US,"Beechey Point 470, 471, 515, 516",Oil/Gas,Producing,Jan 1984,Oct 2001,12,40,Y
166,Northwest Nansen,US,"East Breaks 558, 602",Oil/Gas,Producing,Aug 2006,Feb 2008,1067,3521,Y
166,Northwest Navajo,US,East Breaks 646,Oil/Gas,Producing,Sep 1999,Jan 2002,1123,3706,Y
390,Northwood,US,"Green Canyon 944, 945",Oil/Gas,Non-Commercial,,,1642,5419,Y
938,Norvarg,Norway,"PL535, 7225/3, 7226/1",Gas,Appraisal Drilling,Jun 2011,,377,1244,
1868,Notus,Egypt,El Manzala,n/a,Exploratory Drilling,,,90,297,
1878,Nour,Morocco,Sidi Moussa,n/a,Bright Spot,,,980,3234,
1239,Novus,Norway,PL645: 6507/10,Oil/Gas,Discovery (Drilled),Jan 2014,,298,983,
1127,NS377,Egypt,North Shadwan Concession,Oil,Producing,Feb 2010,Mar 2012,40,132,
1038,Ntomme,Ghana,Deepwater Tano License,Oil,Under Development,,,1730,5709,
227,Nuggets,UK,"3/19a, 3/20a, 3/24a, 3/25a, 3/18, 3/19b, 3/24c",Gas,Producing,Jan 1972,Nov 2001,125,413,
