Lease Number,ROW Number,RUE Number,Lease Designation,Lease Status,Area Code,Block Number,Water Depth(Meters),Date Last Reviewed,Total Decom Liability,Boreholes Plug Cost (Spud Wells),Boreholes Count (Spud Wells),Boreholes Plug Cost (Prop Wells),Boreholes Count (Prop Wells),Platforms (Installed) Decom Cost,Platforms (Installed) Decom Count,Platforms (Installed) Site Clear Cost,Platforms (Installed) Site Clear Count,Platforms (Prop) Decom Cost,Platforms (Prop) Decom Count,Platforms (Prop) Site Clear Cost,Platforms (Prop) Site Clear Count,Pipelines (Installed) Decom Cost,Pipelines (Installed) Count,Pipelines (Prop) Decom Cost,Pipelines (Prop) Count
G36661,,,NON,PRIMRY,GC,  946,1732,4/11/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36660,,,NON,PRIMRY,GC,  928,1610,4/11/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36659,,,NON,PRIMRY,GC,  902,1733,4/11/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36658,,,NON,PRIMRY,GC,  900,1655,4/11/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36657,,,NON,PRIMRY,GC,  899,1759,4/11/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36656,,,NON,PRIMRY,GC,  885,1657,4/11/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36655,,,NON,PRIMRY,GC,  858,1800,4/11/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36654,,,NON,PRIMRY,GC,  822,1335,4/11/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36653,,,NON,PRIMRY,GC,  814,1805,4/11/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36652,,,NON,PRIMRY,GC,  778,1420,4/11/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36651,,,NON,PRIMRY,GC,  524,1262,4/11/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36650,,,NON,PRIMRY,GC,  513,1383,4/11/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36649,,,NON,PRIMRY,GC,  469,1288,4/11/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36648,,,NON,PRIMRY,GC,  425,1222,4/11/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36647,,,NON,PRIMRY,GC,  420,972,4/11/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36646,,,NON,PRIMRY,GC,  393,1265,4/11/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36645,,,NON,PRIMRY,GC,  391,1283,4/11/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36644,,,NON,PRIMRY,GC,  349,1212,4/11/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36643,,,NON,PRIMRY,GC,  348,1238,4/11/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36642,,,NON,PRIMRY,GC,  347,1240,4/11/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36641,,,NON,PRIMRY,GC,  304,1210,4/11/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36640,,,NON,PRIMRY,GC,  279,1000,4/11/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36639,,,NON,PRIMRY,GC,  278,981,4/11/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36638,,,NON,PRIMRY,GC,  239,775,4/11/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36637,,,NON,REJECT,GC,  235,888,4/11/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36636,,,NON,PRIMRY,GC,  195,774,4/11/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36635,,,NON,PRIMRY,GC,  152,642,4/11/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36634,,,NON,PRIMRY,GC,  151,692,4/11/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36633,,,NON,REJECT,GC,  124,844,4/11/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36632,,,NON,PRIMRY,GC,  107,677,4/11/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36631,,,NON,PRIMRY,GC,   92,266,4/11/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36630,,,NON,PRIMRY,GC,   91,257,4/11/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36629,,,NON,PRIMRY,GC,   75,815,4/11/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36628,,,NON,PRIMRY,GC,   49,272,4/11/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36627,,,NON,PRIMRY,GC,   47,210,4/11/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36626,,,NON,PRIMRY,GC,   46,208,4/11/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36625,,,NON,PRIMRY,GC,   37,675,4/11/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36624,,,NON,PRIMRY,GC,   35,607,4/11/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36623,,,NON,PRIMRY,GC,    3,162,4/11/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36622,,,NON,PRIMRY,GB,  771,1398,4/11/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36621,,,NON,PRIMRY,GB,  770,1104,4/11/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36620,,,NON,PRIMRY,GB,  726,1117,4/11/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36619,,,NON,PRIMRY,GB,  685,1129,4/11/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36618,,,NON,PRIMRY,GB,  648,1165,4/11/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36617,,,NON,PRIMRY,GB,  647,1141,4/11/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36616,,,NON,PRIMRY,GB,  641,1153,4/11/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36615,,,NON,PRIMRY,GB,  640,996,4/11/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36614,,,NON,PRIMRY,GB,  605,1160,4/11/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36613,,,NON,PRIMRY,GB,  604,968,4/11/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36612,,,NON,PRIMRY,GB,  555,1302,4/11/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36611,,,NON,PRIMRY,GB,  545,884,4/11/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36610,,,NON,PRIMRY,GB,  509,1110,4/11/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36609,,,NON,PRIMRY,GB,  508,1106,4/11/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36608,,,NON,PRIMRY,GB,  502,912,4/11/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36607,,,NON,PRIMRY,GB,  501,890,4/11/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36606,,,NON,PRIMRY,GB,  465,880,4/11/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36605,,,NON,PRIMRY,GB,  464,965,4/11/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36604,,,NON,PRIMRY,GB,  421,900,4/11/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36603,,,NON,PRIMRY,GB,  305,682,4/11/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36602,,,NON,PRIMRY,GB,  173,390,4/11/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36601,,,NON,PRIMRY,DC,  977,2805,4/11/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36600,,,NON,PRIMRY,DC,  976,2775,4/11/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36599,,,NON,PRIMRY,DC,  933,2775,4/11/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36598,,,NON,PRIMRY,DC,  932,2714,4/11/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36597,,,NON,PRIMRY,DC,  894,2866,4/11/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36596,,,NON,PRIMRY,DC,  889,2813,4/11/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36595,,,NON,PRIMRY,DC,  888,2686,4/11/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36594,,,NON,PRIMRY,DC,  887,2699,4/11/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36593,,,NON,PRIMRY,DC,  849,2771,4/11/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36592,,,NON,PRIMRY,DC,  843,2680,4/11/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36591,,,NON,PRIMRY,DC,  842,2644,4/11/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36590,,,NON,PRIMRY,DC,  805,2693,4/11/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36589,,,NON,PRIMRY,DC,  804,2718,4/11/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36588,,,NON,PRIMRY,DC,  798,2616,4/11/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36587,,,NON,PRIMRY,DC,  797,2598,4/11/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36586,,,NON,PRIMRY,DC,  760,2661,4/11/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36585,,,NON,PRIMRY,DC,  759,2708,4/11/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36584,,,NON,PRIMRY,DC,  758,2633,4/11/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36583,,,NON,PRIMRY,DC,  753,2580,4/11/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36582,,,NON,PRIMRY,DC,  752,2580,4/11/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36581,,,NON,PRIMRY,DC,  715,2708,4/11/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36580,,,NON,PRIMRY,DC,  714,2650,4/11/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36579,,,NON,PRIMRY,DC,  713,2613,4/11/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36578,,,NON,PRIMRY,DC,  669,2614,4/11/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36577,,,NON,PRIMRY,DC,  617,2415,4/11/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36576,,,NON,PRIMRY,DC,  313,2395,4/11/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36575,,,NON,PRIMRY,DC,  310,2350,4/11/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36574,,,NON,PRIMRY,DC,  266,2300,4/11/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36573,,,NON,PRIMRY,DC,  265,2324,4/11/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36572,,,NON,PRIMRY,DC,  221,2250,4/11/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36571,,,NON,PRIMRY,MC,  982,1350,4/11/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36570,,,NON,REJECT,MC,  981,1322,4/11/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36569,,,NON,REJECT,MC,  938,1347,4/11/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36568,,,NON,REJECT,MC,  937,1321,4/11/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36567,,,NON,PRIMRY,MC,  910,2139,4/11/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36566,,,NON,PRIMRY,MC,  904,1792,4/11/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36565,,,NON,REJECT,MC,  893,1268,4/11/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36564,,,NON,PRIMRY,MC,  874,2363,4/11/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36563,,,NON,PRIMRY,MC,  870,2148,4/11/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36562,,,NON,REJECT,MC,  855,1360,4/11/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36561,,,NON,PRIMRY,MC,  831,2393,4/11/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36560,,,NON,PRIMRY,MC,  827,2221,4/11/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36559,,,NON,PRIMRY,MC,  826,2149,4/11/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36558,,,NON,PRIMRY,MC,  801,1055,4/11/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36557,,,NON,PRIMRY,MC,  789,2442,4/11/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36556,,,NON,PRIMRY,MC,  783,2188,4/11/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36555,,,NON,PRIMRY,MC,  744,2397,4/11/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36554,,,NON,PRIMRY,MC,  739,2170,4/11/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36553,,,NON,PRIMRY,MC,  737,2007,4/11/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36552,,,NON,PRIMRY,MC,  693,1925,4/11/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36551,,,NON,PRIMRY,MC,  684,1612,4/11/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36550,,,NON,PRIMRY,MC,  661,328,4/11/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36549,,,NON,PRIMRY,MC,  555,1517,4/11/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36548,,,NON,PRIMRY,MC,  554,1453,4/11/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36547,,,NON,PRIMRY,MC,  480,2279,4/11/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36546,,,NON,PRIMRY,MC,  469,1714,4/11/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36545,,,NON,PRIMRY,MC,  424,1628,4/11/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36544,,,NON,PRIMRY,MC,  380,1575,4/11/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36543,,,NON,PRIMRY,MC,  346,2144,4/11/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36542,,,NON,PRIMRY,MC,  344,2014,4/11/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36541,,,NON,PRIMRY,MC,  244,1166,4/11/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36540,,,NON,PRIMRY,MC,  206,1439,4/11/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36539,,,NON,PRIMRY,MC,  167,1316,4/11/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36538,,,NON,PRIMRY,MC,  163,1323,4/11/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36537,,,NON,PRIMRY,MC,  119,1096,4/11/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36536,,,NON,PRIMRY,MC,  107,266,4/11/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36535,,,NON,PRIMRY,MC,   73,809,4/11/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36534,,,NON,REJECT,MC,   40,1587,4/11/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36533,,,NON,PRIMRY,EW,  950,221,4/11/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36532,,,NON,PRIMRY,EW,  949,316,4/11/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36531,,,NON,PRIMRY,EW,  906,172,4/11/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36530,,,NON,PRIMRY,EW,  905,183,4/11/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36529,,,NON,PRIMRY,VK, 1005,1605,4/11/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36528,,,NON,PRIMRY,VK,  916,1304,4/11/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36527,,,NON,PRIMRY,VK,  861,348,4/11/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36526,,,NON,PRIMRY,VK,  858,250,4/11/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36525,,,NON,PRIMRY,VK,  818,287,4/11/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36524,,,NON,PRIMRY,VK,  816,234,4/11/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36523,,,NON,PRIMRY,VK,  815,208,4/11/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36522,,,NON,PRIMRY,VK,  814,173,4/11/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36521,,,NON,PRIMRY,VK,  773,184,4/11/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36520,,,NON,PRIMRY,MP,  295,71,4/11/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36519,,,NON,PRIMRY,MP,  286,115,4/11/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36518,,,NON,PRIMRY,GI,  106,102,4/11/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36517,,,NON,PRIMRY,ST,  267,71,4/11/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36516,,,NON,PRIMRY,PL,    8,13,4/11/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36515,,,NON,PRIMRY,SS,  355,178,4/11/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36514,,,NON,PRIMRY,SS,  231,39,4/11/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36513,,,EXP,PRIMRY,SS,  136,18,2/19/2020,"$450,000.00",450000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36512,,,NON,PRIMRY,SS,  135,16,4/11/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36511,,,NON,PRIMRY,SS,  115,18,4/11/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36510,,,NON,PRIMRY,SS,   59,7,4/11/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36509,,,NON,PRIMRY,EI,  396,160,4/11/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36508,,,NON,PRIMRY,EI,  395,179,4/11/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36507,,,NON,PRIMRY,EI,  393,129,4/11/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36506,,,NON,PRIMRY,EI,  378,102,4/11/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36505,,,NON,PRIMRY,EI,  357,96,4/11/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36504,,,NON,PRIMRY,SM,  205,175,4/11/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36503,,,NON,NO-ISS,SM,  182,102,4/11/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36502,,,NON,PRIMRY,SM,   60,39,4/11/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36501,,,NON,PRIMRY,AC,  775,2724,4/11/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36500,,,NON,PRIMRY,AC,  774,2737,4/11/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36499,,,DEV,PRIMRY,AC,  773,2775,1/29/2020,"$51,767,379.00",0,0,0,0,0,0,0,0,51067379,1,700000,1,0,0,0,0
G36498,,,NON,PRIMRY,AC,  730,2705,4/11/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36497,,,NON,PRIMRY,AC,  386,1752,4/11/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36496,,,NON,PRIMRY,AC,  343,1448,4/11/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36495,,,NON,PRIMRY,AC,  342,1699,4/11/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36494,,,NON,REJECT,AC,  341,1678,4/11/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36493,,,NON,REJECT,AC,  340,1588,4/11/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36492,,,NON,PRIMRY,AC,  335,1415,4/11/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36491,,,NON,REJECT,AC,  300,1375,4/11/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36490,,,NON,REJECT,AC,  299,1431,4/11/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36489,,,NON,PRIMRY,AC,  245,1324,4/11/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36488,,,NON,PRIMRY,AC,  201,1399,4/11/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36487,,,NON,PRIMRY,AC,   28,1320,4/11/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36486,,,NON,PRIMRY,AC,   27,1447,4/11/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36485,,,NON,PRIMRY,GB,  531,831,4/11/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36484,,,NON,PRIMRY,GB,  530,897,4/11/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36483,,,NON,PRIMRY,GB,  529,890,4/11/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36482,,,NON,PRIMRY,EB,  996,1374,4/11/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36481,,,NON,PRIMRY,EB,  995,1371,4/11/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36480,,,NON,PRIMRY,EB,  954,1127,4/11/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36479,,,NON,PRIMRY,EB,  953,1345,4/11/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36478,,,NON,PRIMRY,EB,  909,1587,4/11/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36477,,,NON,PRIMRY,HI,A 380,104,4/11/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36476,,,NON,PRIMRY,GC,   39,743,3/1/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36475,,,NON,PRIMRY,WR,  925,2653,9/5/2018,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36474,,,NON,PRIMRY,WR,  544,2185,9/5/2018,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36473,,,NON,REJECT,WR,  504,2168,9/5/2018,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36472,,,NON,PRIMRY,KC,  815,2073,9/5/2018,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36471,,,NON,PRIMRY,KC,  814,2080,9/5/2018,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36470,,,NON,PRIMRY,KC,  786,2173,9/5/2018,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36469,,,NON,PRIMRY,LL,  240,3009,9/5/2018,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36468,,,NON,PRIMRY,LL,  239,3025,9/5/2018,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36467,,,NON,PRIMRY,LL,  238,3009,9/5/2018,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36466,,,NON,PRIMRY,LL,  194,2981,9/5/2018,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36465,,,NON,PRIMRY,LL,  151,2978,9/5/2018,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36464,,,NON,PRIMRY,LL,  107,2958,9/5/2018,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G36463,,,NON,PRIMRY,LL,  104,2928,9/5/2018,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
