Segment Number,Originating Id Name,Originating Area Code,Originating Block Number,Originating Lease Number,Receiving Id Name,Receiving Area Code,Receiving Block Number,Receiving Lease Number,Approved Date,Install Date,Status Code,Pipeline Size Code,ROW Number,Production Code,Facility Operator,Operator,Max Water Depth (feet),Max Allowable Operating Pressure,Cathodic Code,Pipeline ROW Seg Status Code,Pipeline ROW Permit,ROW Holder,Segment Length,Authority,Bidirectional,Out of Service Date,Temporary Cessation of Operations Date,Flush and Fill Date,Abandonment Approval Date,Abandonment Date
160,Platform C,MP,   41, 00374,Capped End,MP,   41, 00374,,,ABN,06,,GAS,03481,"Cantium, LLC",,1440,,,,,4454,DOI,Y,9/25/1995,,12/10/2002,8/9/2018,9/9/2018
162,N,MP,   41, 00374,D,MP,   42, 00375,10/30/1970,2/6/1986,ACT,06,,O/W,03481,"Cantium, LLC",37,1440,,,,,7000,DOI,,,,,,
163,N,MP,   41, 00374,D,MP,   42, 00375,10/30/1970,2/6/1986,ACT,06,,GAS,03481,"Cantium, LLC",37,1440,,,,,7000,DOI,Y,,,,,
164,H,MP,   42, 00375,Flange,MP,   42, 00375,,,REM,06,,BLKO,00078,Chevron U.S.A. Inc.,37,1440,,,,,146,DOI,,,,,11/8/2002,12/2/2002
165,E,MP,   42, 00375,EA,MP,   42, 00375,,,ABN,04,,LIFT,00078,Chevron U.S.A. Inc.,37,0,,,,,4500,DOI,,6/18/2004,,7/30/2004,3/31/2009,4/11/2009
166,E,MP,   42, 00375,EA,MP,   42, 00375,,,ACT,04,,LIFT,03481,"Cantium, LLC",37,1264,,,,,4500,DOI,,,,,,
167,GA,MP,   42, 00375,DB,MP,   42, 00375,,,ABN,06,,H2O,00078,Chevron U.S.A. Inc.,37,0,,,,,7000,DOI,,3/2/2000,,,2/24/2003,7/7/2002
168,I,MP,   42, 00375,GA,MP,   42, 00375,,,OUT,08,,H2O,03481,"Cantium, LLC",37,0,,,,,5300,DOI,,3/2/2000,,,,
169,#06,MP,   42, 00375,G,MP,   42, 00375,,,ABN,04,,BLKO,00078,Chevron U.S.A. Inc.,37,0,,,,,4200,DOI,,,,,4/6/1992,
170,I Platform,MP,   42, 00375,D Platform,MP,   42, 00375,,,ACT,06,,BLKO,03481,"Cantium, LLC",37,720,,,,,7500,DOI,,,,,,
171,I,MP,   42,G01367,D,MP,   42, 00375,,,ABN,06,,GAS,00078,Chevron U.S.A. Inc.,0,0,,,,,7500,DOI,,,,,5/26/2011,10/30/2011
172,I,MP,   42,G01367,D,MP,   42, 00375,,10/11/1979,ACT,08,,BLKO,03481,"Cantium, LLC",0,720,,,,,6200,DOI,,,,,,
173,#06,MP,   42,G01367,G,MP,   42,G01367,,,ABN,04,,BLKO,00078,Chevron U.S.A. Inc.,0,0,,,,,4200,DOI,,,,,,
174,DA,MP,   42, 00375,D,MP,   42, 00375,,,OUT,03,,TEST,03481,"Cantium, LLC",0,0,,,,,3800,DOI,,5/16/2016,,,,
175,G,MP,   42,G01367,D,MP,   42, 00375,,,OUT,06,,GAS,03481,"Cantium, LLC",0,0,,,,,6500,DOI,,3/2/2000,,,,
176,D,MP,   42, 00375,G,MP,   42,G01367,,,OUT,04,,LIFT,03481,"Cantium, LLC",0,0,,,,,6500,DOI,,3/2/2000,,,,
177,G,MP,   42,G01367,D,MP,   42, 00375,,,COMB,06,,OIL,03481,"Cantium, LLC",0,0,C,,,,0,DOI,N,,,,,
178,I,MP,   42,G01367,D,MP,   42, 00375,,,ACT,04,,LIFT,03481,"Cantium, LLC",0,1440,,,,,7500,DOI,Y,,,,,
179,DB,MP,   42, 00375,D,MP,   42, 00375,,,ABN,03,,TEST,00078,Chevron U.S.A. Inc.,0,0,,,,,4000,DOI,,,,,,
180,DA,MP,   42, 00375,D,MP,   42, 00375,,,ABN,04,,BLKO,00078,Chevron U.S.A. Inc.,0,0,,,,,3800,DOI,,,,,9/6/1994,9/30/1994
181,DA,MP,   42, 00375,D,MP,   42, 00375,,,OUT,04,,LIFT,03481,"Cantium, LLC",35,0,,,,,3800,DOI,,5/22/1998,,,,
182,E,MP,   42, 00375,D,MP,   42, 00375,10/31/1996,,ACT,08,,BLKO,03481,"Cantium, LLC",0,800,,,,,5000,DOI,,,,,,
183,Platform EA,MP,   42, 00375,Platform E,MP,   42, 00375,,,ACT,04,,BLKO,03481,"Cantium, LLC",0,848,,,,,4500,DOI,,2/7/2012,,10/11/2013,,
184,EA Platform,MP,   42, 00375,E Platform,MP,   42, 00375,,,ABN,04,,BLKO,00078,Chevron U.S.A. Inc.,0,0,,,,,4500,DOI,,4/28/2002,,4/29/2002,5/3/2007,10/29/2002
185,E,MP,   42, 00375,D,MP,   42, 00375,,,ABN,06,,BLKO,00078,Chevron U.S.A. Inc.,0,0,,,,,5000,DOI,,,,,8/1/1994,8/21/1994
186,E,MP,   42, 00375,D,MP,   42, 00375,,,ABN,06,,GAS,00078,Chevron U.S.A. Inc.,0,260,,,,,6000,DOI,,,,,5/3/1995,6/19/1995
188,I,MP,   42,G01367,K,MP,   43,G01452,,,ACT,06,,LIFT,03481,"Cantium, LLC",0,1440,,,,,8000,DOI,Y,,,,,
189,KA RMVD,MP,   43,G01452,K,MP,   43,G01452,,,ABN,04,,TEST,00078,Chevron U.S.A. Inc.,0,0,,,,,4500,DOI,,,,,,
190,G,MP,   42,G01367,K,MP,   43,G01452,,,PREM,06,,LIFT,03481,"Cantium, LLC",0,0,,,,,7500,DOI,,4/28/2000,,,8/21/2018,
191,K,MP,   43,G01452,G,MP,   42,G01367,,,OUT,04,,GAS,03481,"Cantium, LLC",0,0,,,,,7500,DOI,,3/2/2000,,,,
192,K,MP,   43,G01452,G,MP,   42, 00375,,,COMB,06,,H2O,03481,"Cantium, LLC",0,0,C,,,,0,DOI,N,,,,,
193,KA RMVD,MP,   43,G01452,K,MP,   43,G01452,,,ABN,06,,OIL,00078,Chevron U.S.A. Inc.,35,1440,,,,,4500,DOI,,,,,,
194,KA RMVD,MP,   43,G01452,K,MP,   43,G01452,,,ABN,04,,GAS,00078,Chevron U.S.A. Inc.,35,0,,,,,4500,DOI,,,,,,
195,KA RMVD,MP,   43,G01452,K,MP,   43,G01452,,,ABN,04,,H2O,00078,Chevron U.S.A. Inc.,23,0,,,,,3000,DOI,,,,,,
196,KB,MP,   43,G01452,K,MP,   43,G01452,,,OUT,06,,BLKO,03481,"Cantium, LLC",23,1440,,,,,5500,DOI,,9/12/2014,,9/9/2015,,
197,K,MP,   43,G01452,KB,MP,   43,G01452,,,ABN,04,,LIFT,00078,Chevron U.S.A. Inc.,23,1440,,,,,5500,DOI,,6/25/2004,,7/18/2005,3/31/2009,4/8/2009
198,K,MP,   43,G01452,KB,MP,   43,G01452,,,ACT,04,,LIFT,03481,"Cantium, LLC",,1440,,,,,5500,DOI,,,,,,
199,AA,MP,   58, 00378,A,MP,   41, 00374,,,ACT,04,,BLKG,03481,"Cantium, LLC",53,1440,,,,,8000,DOI,,,,,,
203,Platform C,MP,  142,G01313,Platform A,MP,  298,G01315,,,PABN,06,,BLKO,03481,"Cantium, LLC",210,0,,,,,9000,DOI,,,,,5/1/2018,
204,A,MP,  298,G01315,C,MP,  142,G01313,12/16/1996,,ACT,06,,LIFT,03481,"Cantium, LLC",210,1440,,,,,8500,DOI,N,,,,,
205,A Platform,MP,  298,G01315,B Platform,MP,  300,G01317,,7/24/1968,COMB,06,G13727,OIL,00078,Chevron U.S.A. Inc.,210,1440,C,RELQ,00078,Chevron U.S.A. Inc.,0,DOI,N,,,,,
206,B,MP,  300,G01317,A,MP,  298,G01315,,,ACT,06,,GAS,03481,"Cantium, LLC",210,1440,,,,,13500,DOI,Y,,,,,
207,#02,SS,   99,G01007,#20,SS,  108, 00814,,,ABN,04,,LIFT,00078,Chevron U.S.A. Inc.,20,1440,,,,,1500,DOI,,,,,,9/19/1993
208,#02,SS,   99,G01007,#20,SS,  108, 00814,,,COMB,04,,BLKO,00078,Chevron U.S.A. Inc.,20,0,,,,,0,DOI,,,,,,
209,#02,SS,   99,G01007,#20,SS,  108, 00814,,,ABN,04,,BLKO,00078,Chevron U.S.A. Inc.,20,0,,,,,1500,DOI,,,,,,9/19/1993
210,#04,SS,   99,G01007,#02,SS,   99,G01007,,,ABN,04,,BLKG,00078,Chevron U.S.A. Inc.,20,0,,,,,1500,DOI,,,,,,9/19/1993
211,#04,SS,   99,G01007,#02,SS,   99,G01007,,,ABN,04,,BLKG,00078,Chevron U.S.A. Inc.,20,0,,,,,1500,DOI,,,,,,9/19/1993
212,#03,SS,   99,G01007,#02,SS,   99,G01007,,,ABN,04,,BLKG,00078,Chevron U.S.A. Inc.,20,0,,,,,1500,DOI,,,,,,9/19/1993
213,#03,SS,   99,G01007,#02,SS,   99,G01007,,,ABN,04,,BLKG,00078,Chevron U.S.A. Inc.,20,0,,,,,1500,DOI,,,,,,9/19/1993
215,A,SS,  107,G05544,S-94,SS,  108, 00814,,,ABN,04,,GAS,00078,Chevron U.S.A. Inc.,20,0,,,,,3000,DOI,,,,,,10/24/1988
216,#18,SS,  108, 00814,S-94,SS,  108, 00814,,,COMB,04,,BLKO,00078,Chevron U.S.A. Inc.,20,576,,,,,0,DOI,,,,,,
217,CP,SS,  108, 00814,#20,SS,  108, 00814,,,ACT,04,,LIFT,03151,"Cox Operating, L.L.C.",20,0,,,,,0,DOI,,,,,,
218,Platform CP,SS,  108, 00814,Well #20,SS,  108, 00814,,,OUT,04,,LIFT,03041,"Hilcorp Energy GOM, LLC",20,1440,,,,,2200,DOI,,10/26/2000,,,,
220,#20,SS,  108, 00814,CP,SS,  108, 00814,,,ABN,04,,BLKO,00078,Chevron U.S.A. Inc.,23,0,,,,,2200,DOI,,,,,,
222,S,ST,   23, 00386,CW,ST,   23, 00386,,,ACT,04,,TEST,03481,"Cantium, LLC",53,1440,,,,,5000,DOI,Y,,,,,
223,S,ST,   23, 00386,CW,ST,   23, 00386,,,ACT,04,,LIFT,03481,"Cantium, LLC",43,1440,,,,,5000,DOI,,,,,,
224,S,ST,   23, 00386,CW,ST,   23, 00386,,,ACT,04,,BLKO,03481,"Cantium, LLC",46,1440,,,,,5000,DOI,Y,,,,,
225,#16,ST,   23, 00166,EE,ST,   23, 00166,,,COMB,04,,LIFT,03481,"Cantium, LLC",46,0,,,,,0,DOI,,,,,,
226,Platform CW,ST,   23, 00386,Platform EE,ST,   23, 00386,,,ACT,04,,TEST,03481,"Cantium, LLC",43,1440,,,,,2655,DOI,,,,,,
227,SD,ST,   23, 00166,CW,ST,   23, 00166,,,ABN,04,,TEST,00078,Chevron U.S.A. Inc.,43,1440,,,,,4500,DOI,,3/25/2012,,2/28/2013,5/3/2016,9/15/2016
228,SD,ST,   23, 00166,CW,ST,   23, 00166,,,ACT,04,,BLKO,03481,"Cantium, LLC",46,1440,,,,,4800,DOI,,,,,,
229,CW,ST,   23, 00166,SD,ST,   23, 00166,,,ACT,04,,LIFT,03481,"Cantium, LLC",43,1440,,,,,5000,DOI,,,,,,
230,CC,ST,   23, 00166,CM,ST,   24, 00387,,,REM,04,,BLKG,00078,Chevron U.S.A. Inc.,53,0,,,,,4200,DOI,,,,,,
231,CM,ST,   24, 00595,CC,ST,   23, 00166,,,ACT,04,,LIFT,03481,"Cantium, LLC",53,1440,,,,,4200,DOI,Y,,,,,
232,CC,ST,   23, 00166,CM,ST,   23, 00166,11/6/1978,1/2/1979,ABN,04,,LIFT,00078,Chevron U.S.A. Inc.,53,1440,,,,,701,DOI,Y,9/30/2008,,,6/24/2010,11/8/2010
233,CY,ST,   23, 00166,SB,ST,   23, 00166,,,COMB,04,,LIFT,03481,"Cantium, LLC",53,0,,,,,0,DOI,N,,,,,
234,CY,ST,   23, 00166,DD,ST,   23, 00166,,,REM,04,,BLKO,00078,Chevron U.S.A. Inc.,53,0,,,,,2500,DOI,,,,,,
235,SB,ST,   23, 00166,CY,ST,   23, 00166,,,REM,04,,TEST,00078,Chevron U.S.A. Inc.,53,1440,,,,,2300,DOI,N,,,,7/7/1997,7/12/1997
236,SB,ST,   23, 00166,CY,ST,   23, 00166,,,COMB,04,,BLKO,03481,"Cantium, LLC",53,840,,,,,0,DOI,,,,,,
237,CY,ST,   23, 00166,#20,ST,   23, 00166,10/24/1980,,COMB,04,,LIFT,03481,"Cantium, LLC",53,1440,C,,,,0,DOI,,,,,,
238,SB,ST,   23, 00166,CY,ST,   23, 00166,,,REM,04,,BLKO,00078,Chevron U.S.A. Inc.,53,0,,,,,2300,DOI,,,,,,
239,CY,ST,   23, 00166,DD,ST,   23, 00166,,,REM,04,,LIFT,00078,Chevron U.S.A. Inc.,53,0,,,,,2500,DOI,,,,,,
240,CY,ST,   23, 00166,DD,ST,   23, 00166,,,REM,04,,GAS,00078,Chevron U.S.A. Inc.,53,1440,,,,,2500,DOI,,,,,7/7/1997,7/12/1997
241,CY,ST,   23, 00166,DD,ST,   23, 00166,,,REM,04,,TEST,00078,Chevron U.S.A. Inc.,53,0,,,,,2500,DOI,,,,,,
242,CC,ST,   23, 00166,DD,ST,   23, 00166,,,REM,04,,LIFT,00078,Chevron U.S.A. Inc.,53,0,,,,,6020,DOI,,,,,,
243,S,ST,   23, 00166,K&N,BM,    3, 00370,,,REM,04,,G/O,00078,Chevron U.S.A. Inc.,46,0,,,,,7300,DOI,,,,,,
244,K&N,BM,    3, 00370,S,ST,   23, 00166,,8/8/1979,REM,04,,LIFT,00400,Chevron Pipe Line Company,46,720,P,,,,7300,DOT,N,,,,,
247,SA,ST,   23, 00166,CW,ST,   23, 00166,,,REM,04,,TEST,00078,Chevron U.S.A. Inc.,43,0,,,,,4600,DOI,,1/9/1997,,,8/25/1997,7/15/1999
248,CW,ST,   23, 00166,SA,ST,   23, 00166,,,REM,04,,LIFT,00078,Chevron U.S.A. Inc.,46,1440,,,,,4600,DOI,,1/9/1997,,,8/25/1997,7/15/1999
249,#16,ST,   23, 00166,S,ST,   23, 00166,,,REM,04,,OIL,00078,Chevron U.S.A. Inc.,46,1440,,,,,3000,DOI,,,,,,
250,#16,ST,   23, 00166,S,ST,   23, 00166,,,COMB,04,,LIFT,03481,"Cantium, LLC",46,1440,,,,,0,DOI,,,,,,
251,SC Platform,ST,   24, 00595,CM Platform,ST,   24, 00387,,,ACT,04,,BLKO,03481,"Cantium, LLC",46,1440,,,,,1200,DOI,Y,,,,,
252,CM,ST,   24, 00387,CJ,ST,   24, 00387,,,REM,04,,TEST,00078,Chevron U.S.A. Inc.,0,0,,,,,2800,DOI,,,,,,
253,SC,ST,   24, 00387,CM,ST,   24, 00387,,,COMB,04,,LIFT,03481,"Cantium, LLC",46,0,,,,,0,DOI,,,,,,
254,CM,ST,   24, 00387,CJ,ST,   24, 00387,,,REM,04,,BLKO,00078,Chevron U.S.A. Inc.,46,1152,,,,,2490,DOI,,,,,,4/1/1999
255,CM,ST,   24, 00387,CJ,ST,   24, 00387,,,REM,04,,LIFT,00078,Chevron U.S.A. Inc.,46,0,,,,,2800,DOI,,,,,,7/1/1997
256,CT,ST,   24, 00387,AA,ST,   24, 00387,,,COMB,04,,LIFT,03481,"Cantium, LLC",53,1440,,,,,0,DOI,N,,,,,
259,CJ,ST,   24, 00387,U,ST,   24, 00387,,,COMB,04,,BLKO,03481,"Cantium, LLC",46,1152,,,,,0,DOI,,,,,8/25/1997,6/16/1998
260,CJ,ST,   24, 00387,U,ST,   24, 00387,,,COMB,04,,BLKO,03481,"Cantium, LLC",46,1440,,,,,0,DOI,,,,,,
261,CJ,ST,   24, 00387,U,ST,   24, 00387,,,COMB,04,,LIFT,03481,"Cantium, LLC",46,1440,,,,,0,DOI,,,,,,
262,CJ,ST,   24, 00387,U,ST,   24, 00387,,,REM,04,,BLKO,00078,Chevron U.S.A. Inc.,46,0,,,,,4000,DOI,,,,,8/25/1997,6/16/1998
263,AA,ST,   24, 00387,CL,ST,   24, 00387,,,COMB,04,,LIFT,03481,"Cantium, LLC",46,0,,,,,0,DOI,,,,,,
264,U,ST,   24, 00387,CL,ST,   24, 00387,,,COMB,04,,LIFT,03481,"Cantium, LLC",46,1200,,,,,0,DOI,,,,,,
265,Platform CL,ST,   24, 00387,Platform U,ST,   24, 00387,,,ACT,04,,BLKO,03481,"Cantium, LLC",56,1440,,,,,2273,DOI,N,,,,,
267,CL,ST,   24, 00387,U,ST,   24, 00387,,,ABN,04,,BLKO,00078,Chevron U.S.A. Inc.,46,1100,,,,,2400,DOI,,,,,2/18/1997,3/15/1997
268,CE,ST,   24, 00387,U,ST,   24, 00387,,,ABN,04,,TEST,00078,Chevron U.S.A. Inc.,46,1,,,,,1037,DOI,,9/12/2005,,10/9/2007,6/24/2010,1/8/2011
269,CE,ST,   24, 00387,U,ST,   24, 00387,,,ABN,04,,LIFT,00078,Chevron U.S.A. Inc.,46,1480,,,,,1580,DOI,Y,9/30/2008,,4/21/2010,6/24/2010,7/15/2010
270,U,ST,   24, 00387,CE,ST,   24, 00387,11/5/1996,,ABN,04,,LIFT,00078,Chevron U.S.A. Inc.,46,1440,,,,,3000,DOI,Y,9/12/2005,,5/28/2008,2/18/2010,11/14/2014
271,END POINT,ST,   24, 00387,END POINT,ST,   24, 00387,,,ABN,04,,BLKG,00078,Chevron U.S.A. Inc.,46,1,,,,,1384,DOI,,9/12/2005,,10/9/2007,1/11/2011,8/10/2010
273,AA,ST,   24, 00387,Z,GI,   37, 00392,,,COMB,06,,BLKO,03481,"Cantium, LLC",0,0,,,,,0,DOI,,,,,,
274,AA,ST,   24, 00387,Z,GI,   37, 00392,,,COMB,08,,BLKO,03481,"Cantium, LLC",0,0,,,,,0,DOI,,,,,,
275,Platform W,BM,    2, 00369,Platform CE,ST,   24, 00387,,,REM,04,,LIFT,00078,Chevron U.S.A. Inc.,46,1497,,,,,6607,DOI,Y,9/30/2008,,8/27/2009,3/10/2014,10/6/2014
276,U,ST,   24, 00387,W,BM,    2, 00369,,,PABN,06,,SPLY,03481,"Cantium, LLC",46,275,,,,,6500,DOI,Y,2/28/2015,,6/10/2016,7/6/2018,
277,CA,ST,   63, 00599,A,ST,   63, 00599,,,ABN,04,,BLKG,02899,Talos ERT LLC,90,2198,,,,,3900,DOI,,4/15/2008,,,8/12/2009,9/25/2009
278,CA,ST,   63, 00599,A,ST,   63, 00599,,,ABN,04,,BLKO,02899,Talos ERT LLC,90,2160,,,,,3900,DOI,,4/15/2008,,,8/12/2009,9/25/2009
279,Platform CA,ST,   63, 00599,Platform A,ST,   63, 00599,,,ABN,04,,BLKG,02899,Talos ERT LLC,90,1440,,,,,3900,DOI,,,,9/28/2017,4/16/2018,4/3/2019
280,CA,ST,   63, 00599,A,ST,   63, 00599,,,ABN,04,,G/O,02899,Talos ERT LLC,100,2160,,,,,3900,DOI,,12/1/2007,,,8/12/2009,9/25/2009
281,#01,VR,  178, 00433,B,VR,  179, 00492,,,ABN,02,,BLKO,00730,Walter Oil & Gas Corporation,25,0,,,,,5700,DOI,,,,,,1/11/1990
282,#01,WC,   18,G04660,F/S,WC,   18,G04660,,,COMB,04,,BLKG,00078,Chevron U.S.A. Inc.,25,1440,,,,,0,DOI,,,,,,
283,Well No. 1,WC,   18,G04660,F/S Boundary,WC,   18,G04660,,,REM,08,,BLKG,00078,Chevron U.S.A. Inc.,23,1440,,,,,1685,DOT,,3/1/1993,,8/11/1995,6/24/2014,10/26/2014
285,#02,WC,   48,G01351,A,WC,   48,G01351,,,ABN,04,,O/W,00078,Chevron U.S.A. Inc.,23,1440,,,,,2400,DOI,,12/9/1997,,,5/19/2003,6/19/2003
286,#11,WC,   48,G01351,#10,WC,   48,G01351,,,ABN,03,,BLKG,00078,Chevron U.S.A. Inc.,23,1416,,,,,5400,DOI,,,,,11/20/1998,12/14/1998
287,#07,WC,   48,G01438,#03,WC,   48,G01438,,,ABN,06,,BLKG,00078,Chevron U.S.A. Inc.,23,0,,,,,3100,DOI,,,,,,
288,#03,WC,   48,G01351,A,WC,   48,G01351,,,ABN,04,,O/W,00078,Chevron U.S.A. Inc.,23,1440,,,,,2600,DOI,,,,,10/19/2004,10/30/2004
289,well #03,WC,   48,G01351,platform A,WC,   48,G01351,,,ABN,08,,GAS,00078,Chevron U.S.A. Inc.,23,1440,,,,,2600,DOI,,3/25/1999,,11/4/1999,8/18/2004,8/30/2004
290,Cut End,WC,   48,G01351,Cut End,WC,   48,G01351,,10/27/1965,ABN,04,,O/W,00078,Chevron U.S.A. Inc.,26,720,,,,,31,DOI,,9/7/2001,,7/27/2002,6/15/2006,6/22/2006
291,Cut End,WC,   48,G01351,Cut End,WC,   48,G01351,,10/27/1965,ABN,06,,BLKG,00078,Chevron U.S.A. Inc.,26,1440,,,,,31,DOI,,10/1/2001,,7/27/2002,6/16/2006,6/22/2006
292,Cut End,WC,   48,G01351,Cut End,WC,   48,G01351,,10/27/1965,ABN,04,,O/W,00078,Chevron U.S.A. Inc.,26,540,,,,,31,DOI,,9/7/2001,,7/27/2002,6/15/2006,6/22/2006
293,Cut End,WC,   48,G01351,Cut End,WC,   48,G01351,,11/21/1966,ABN,06,,GAS,00078,Chevron U.S.A. Inc.,26,1440,,,,,31,DOI,,10/1/2001,,7/27/2002,6/16/2006,6/22/2006
294,#05,WC,   48,G01438,#04,WC,   48,G01438,,,COMB,06,,BLKG,00078,Chevron U.S.A. Inc.,23,1440,,,,,0,DOI,,,,,,
295,#07,WC,   48,G01438,#03,WC,   48,G01438,,,ABN,04,,BLKG,00078,Chevron U.S.A. Inc.,23,0,,,,,3000,DOI,,,,,,
296,#04,WC,   48,G01351,#02,WC,   48,G01351,,,ABN,04,,O/W,00078,Chevron U.S.A. Inc.,23,500,,,,,2700,DOI,,2/6/2002,,,5/19/2003,6/19/2003
297,#04,WC,   48,G01351,#02,WC,   48,G01351,,,ABN,06,,GAS,00078,Chevron U.S.A. Inc.,23,1440,,,,,2700,DOI,,2/6/2002,,,5/19/2003,6/19/2003
298,#05,WC,   48,G01351,#04,WC,   48,G01351,,,ABN,04,,BLKG,00078,Chevron U.S.A. Inc.,23,0,,,,,2800,DOI,,,,,,
299,#02,WC,   48,G01351,A,WC,   48,G01351,,,ABN,08,,GAS,00078,Chevron U.S.A. Inc.,23,1440,,,,,2400,DOI,,2/6/2002,,,5/19/2003,6/19/2003
300,#01,WD,   28, 00384,FLANGE,WD,   28, 00384,,,ABN,03,,BLKG,02266,"EPL Oil & Gas, LLC",38,0,,,,,2300,DOI,,,,,3/23/1998,8/26/1998
301,Caisson #33,WD,   28, 00384,Platform D,WD,   29, 00385,,,PREM,04,,BLKO,02266,"EPL Oil & Gas, LLC",42,1440,,,,,5500,DOI,,9/17/2014,,6/8/2017,11/19/2019,
302,Caisson #33,WD,   28, 00384,Platform D,WD,   29, 00385,,,PREM,04,,BLKG,02266,"EPL Oil & Gas, LLC",40,1440,,,,,6721,DOI,,9/17/2014,,6/8/2017,11/19/2019,
303,DA Caisson,WD,   28, 00384,No.33 Platform,WD,   28, 00384,,,ABN,04,,BLKO,02266,"EPL Oil & Gas, LLC",38,1440,,,,,6000,DOI,,3/22/2007,,3/23/2007,11/6/2009,1/12/2010
304,Platform D,WD,   29, 00385,Platform A,WD,   29, 00385,,,ACT,04,,BLKG,02266,"EPL Oil & Gas, LLC",42,1440,,,,,4300,DOI,,,,,,
305,D,WD,   29, 00385,A,WD,   29, 00385,,,COMB,04,,BLKG,00078,Chevron U.S.A. Inc.,42,1440,,,,,0,DOI,,,,,1/10/1991,
307,CB,WD,   29, 00385,CC,WD,   29, 00385,,,COMB,04,,LIFT,00078,Chevron U.S.A. Inc.,42,1440,,,,,0,DOI,,,,,8/12/1996,9/1/1996
308,#07,WD,   29, 00385,F,WD,   29, 00385,,,COMB,03,,BLKG,02266,"EPL Oil & Gas, LLC",42,1440,P,,,,0,DOI,,,,,,
309,Capped End,WD,   29, 00385,Capped End,WD,   29, 00385,,7/20/1970,ABN,04,,GAS,02266,"EPL Oil & Gas, LLC",42,1440,,,,,5606,DOI,,,,,11/19/2007,12/2/2007
310,Platform G,WD,   29, 00385,Platform B,WD,   29, 00385,,,ABN,04,,G/O,02266,"EPL Oil & Gas, LLC",42,1440,,,,,2000,DOI,,1/7/1998,,,1/16/2015,4/5/2015
311,Platform G,WD,   29, 00385,Platform B,WD,   29, 00385,,,ABN,04,,TEST,02266,"EPL Oil & Gas, LLC",42,1440,,,,,2000,DOI,,1/7/1998,,,1/16/2015,4/5/2015
312,Platform B,WD,   29, 00385,Platform G,WD,   29, 00385,,,ABN,04,,LIFT,02266,"EPL Oil & Gas, LLC",42,1440,,,,,2000,DOI,,1/7/1998,,,1/16/2015,4/5/2015
314,Platform A,WD,   29, 00385,Platform B,WD,   29, 00385,2/9/1982,10/28/1955,ABN,06,G13726,OIL,02266,"EPL Oil & Gas, LLC",55,1440,A,RELQ,02266,"EPL Oil & Gas, LLC",2378,DOI,N,6/24/2006,2/20/2008,,9/23/2010,7/24/2011
315,B,WD,   29, 00385,A,WD,   29, 00385,,,ABN,04,,TEST,02266,"EPL Oil & Gas, LLC",42,1440,,,,,2300,DOI,,2/16/2004,,,8/3/2009,10/1/2009
316,B,WD,   29, 00385,A,WD,   29, 00385,,,ABN,06,,G/O,02266,"EPL Oil & Gas, LLC",42,1440,,,,,2300,DOI,,2/16/2004,,,8/3/2009,10/1/2009
318,Platform F,WD,   29, 00385,Platform A,WD,   29, 00385,,,ACT,04,,LIFT,02266,"EPL Oil & Gas, LLC",42,1440,,,,,900,DOI,,,,,,
320,F Platform,WD,   29, 00385,A Platform,WD,   29, 00385,,,ABN,04,,G/O,02266,"EPL Oil & Gas, LLC",42,1440,,,,,900,DOI,,8/1/2004,,,8/5/2009,12/1/2009
321,Platform A,WD,   29, 00385,Platform F,WD,   29, 00385,,,ACT,06,,GAS,02266,"EPL Oil & Gas, LLC",42,1440,,,,,900,DOI,,,,,,
322,A Platform,WD,   29, 00385,F Platform,WD,   29, 00385,,,ABN,04,,TEST,02266,"EPL Oil & Gas, LLC",42,1440,,,,,900,DOI,,,,,8/5/2009,11/23/2009
323,Platform E,WD,   29, 00385,Platform A,WD,   29, 00385,,,PABN,04,,OIL,02266,"EPL Oil & Gas, LLC",42,1440,,,,,800,DOI,,7/7/2006,,6/25/2009,9/21/2012,
324,Platform A,WD,   29, 00385,Platform E,WD,   29, 00385,9/10/1996,,ACT,04,,GAS,02266,"EPL Oil & Gas, LLC",42,280,,,,,800,DOI,,,,,,
325,Platform D,WD,   29, 00385,Platform A,WD,   29, 00385,,,ACT,04,,BLKO,02266,"EPL Oil & Gas, LLC",42,1152,,,,,4300,DOI,,,,,,
326,C,WD,   29, 00385,E,WD,   29, 00385,,,ABN,06,,BLKO,02266,"EPL Oil & Gas, LLC",42,1440,,,,,4000,DOI,,9/20/2000,,9/21/2000,1/18/2012,2/22/2012
327,Platform C,WD,   29, 00385,Platform A,WD,   29, 00385,,,ACT,04,,BLKO,02266,"EPL Oil & Gas, LLC",42,1152,,,,,4200,DOI,,,,,,
328,Platform C,WD,   29, 00385,Platform A,WD,   29, 00385,,,ACT,04,,BLKG,02266,"EPL Oil & Gas, LLC",42,1440,,,,,4085,DOI,,,,,,
329,Well CD,WD,   29, 00385,C Platform,WD,   29, 00385,,,ABN,04,,BLKG,02266,"EPL Oil & Gas, LLC",42,720,,,,,3500,DOI,,8/6/1996,,8/7/1996,4/29/2008,10/10/2008
330,Well CD,WD,   29, 00385,C Platform,WD,   29, 00385,,,ABN,04,,TEST,02266,"EPL Oil & Gas, LLC",42,720,,,,,3500,DOI,,8/6/1996,,8/7/2006,4/29/2008,10/10/2008
331,Platform CB,WD,   29, 00385,Platform CD,WD,   29, 00385,,,OUT,04,,LIFT,02266,"EPL Oil & Gas, LLC",42,1440,,,,,3300,DOI,,9/13/1999,,,,
