ROW Number,MMS Company Number,Company Name,ROW Effective Date,Termination Date,ROW Status Code,WCD Volume,ROW Description
G01341A,00011,"Transcontinental Gas Pipe Line Company, LLC",12/5/1969,,ACT,,"Pipeline Right-of-way (ROW) OCS-G01341A is a 200-foot wide and approximately .53 mile (2,806 feet) long corridor associated with the 1-inch Pipeline Segment No. (PSN) 11857. The purpose of the pipeline ROW OCS-G01341A is to maintain and operate PSN 11857 and to provide service originating at Platform A, terminating at an END PT., all located in the Vermilion Area Block 131."
G01342,00032,Texas Gas Transmission LLC,5/1/1963,8/17/1998,RELQ,,"Pipeline Right-of-way (ROW) OCS-G01342 is a 200-foot wide and 1.52 miles (8,000ft) long corridor.  The purpose of pipeline ROW OCS-G01342 is to maintain and operate the following:  
Pipeline Segment No. 1502 - A 6-inch pipeline, 1.52 miles (8,000ft) in length, to transport gas from Platform D to Platform B in West Cameron Area Block 33.
Pipeline Segment No. 1507 - A 6-inch pipeline, 1.52 miles (8,000ft) in length, to transport condensate from Platform D to Platform B in West Cameron Area Block 33.
"
G01343,02851,"Apache Shelf, Inc.",6/11/1963,11/7/2008,RELQ,,
G01344,00011,"Transcontinental Gas Pipe Line Company, LLC",6/21/1963,7/8/2014,RELQ,,"Pipeline Right-of-way (ROW) OCS-G01344 is a 200-foot wide and approximately 6.99 miles (36,893 feet) long corridor associated with the 16-inch Pipeline Segment No. (PSN) 3439. The purpose of the pipeline ROW OCS-G01344 is to maintain and operate PSN 3439 and to transport gas originating at Platform D in Block 28, terminating at the Federal/State Boundary in Block 14, all located in the Ship Shoal Area."
G01345,00014,"Tennessee Gas Pipeline Company, L.L.C.",10/9/1963,7/9/1998,RELQ,,
G01347,03218,"Crimson Gulf, LLC",11/12/1963,4/12/2017,RELQ,,"A 200-foot wide Right-of-way to operate and maintain a 12-inch pipeline, 32.51 miles in length, to transport oil from a flange in South Marsh Island Area Block 6, through Blocks 285, 284, 279, 270, 269, 266, 267 and 254 in South Marsh Island Area, Blocks 69, 48, 47, 46, 27, 24 and 23 in Eugene Island Area to the Federal/State boundary in Eugene Island Area Block 11."
G01349,00014,"Tennessee Gas Pipeline Company, L.L.C.",4/6/1964,1/15/1971,RELQ,,
G01350,00209,"Chandeleur Pipe Line, LLC",3/11/1964,,ACT,,"Pipeline Right-of-way (ROW) OCS-G01350 is a 200-foot wide and approximately 30.09 miles (158,875 ft) long corridor associated with the 12-inch Pipeline Segment 3474. The purpose of pipeline ROW OCS-G01350 is to maintain and operate PSN 3474 and to transport gas from Platform B in Main Pass Area Block 41, through Blocks 55, 54, 43, and 42 in Breton Sound Area, Block 39 in Breton Sound Area (State waters), continuing through State waters through Blocks 15, 8, 5, and 3 in Chandeleur Area (State waters), Block 20 in Visoca Knoll, Blocks 988, 944, 945, 901, 902, and 858, in Mobile Area, Block 814 in Mobile Area (State waters) to the Federal/State boundary, at X=2,888,567.87 and Y=596,893.17, in Mobile Area Block 815."
G01350A,00209,"Chandeleur Pipe Line, LLC",7/9/1969,,ACT,,"Pipeline Right-of-way (ROW) OCS-G01350A is a 200-foot wide and approximately 27.25 miles (143,921ft) long corridor associated with the 16-inch Pipeline Segment 3476. The purpose of pipeline ROW OCS-G01350A is to maintain and operate PSN 3476 and to transport gas from Platform D in Main Pass Area Block 42, through Blocks 55, 54, 43, and 42 in Breton Sound Area, Block 39 in Breton Sound Area (State waters), continuing through State waters through Blocks 15, 8, 5, and 3 in Chandeleur Area (State waters), Block 20 in Visoca Knoll, Blocks 988, 944, 945, 901, 902, and 858, in Mobile Area, to the Federal/State boundary, at X=2,870,535.67 and Y=556,037.36, in Mobile Area Block 814."
G01374,00103,ExxonMobil Pipeline Company,6/24/1964,9/2/2005,RELQ,,"A pipeline Right-of-way two-hundred (200') feet in width for the operation and maintenance of a 5-inch pipeline, 2.95  miles in length, to transport oil from Platform A in Block 90, across Blocks 75 and 74, to Platform A in Block 73, all located in West Delta Area."
G01375,02410,Devon Energy Corporation,7/20/1964,2/13/2002,RELQ,,
G01376,03203,"Kinetica Partners, LLC",9/1/1964,,ACT,,"Pipeline Right-of-way (ROW) OCS-G 1376 is a 200-foot wide and approximately 19.77 miles (104,400') long corridor associated with the 12-inch Pipeline Segment No. 1233. The purpose of pipeline ROW OCS-G 29140 is to maintain and operate PSN 1233 and to transport gas and condensate from Platform A in East Cameron Area Block 71, through East Cameron Area Blocks 72, 73, through Vermilion Area Blocks 61, 60, 59, 43, 44, 45 to Platform A in Vermilion Area Block 46."
G01377,00011,"Transcontinental Gas Pipe Line Company, LLC",4/16/1965,10/3/2011,EXP,,"Pipeline Right-of-way (ROW) OCS-G01377 is a 200-foot wide and approximately 10.08 miles (53,230 feet) long corridor associated with the 16-inch Pipeline Segment No. (PSN) 1519. The purpose of the pipeline ROW OCS-G01377 is to maintain and operate PSN 1519 and to transport gas originating at Platform A in Block 49, through Blocks 36, 35, and 34, terminating at a Flange in Block 23, all located in the South Marsh Island Area."
G01377A,00011,"Transcontinental Gas Pipe Line Company, LLC",5/29/1968,7/29/2011,RELQ,,
G01377C,00011,"Transcontinental Gas Pipe Line Company, LLC",10/22/1971,2/7/2000,RELQ,,
G01378,02340,Targa Midstream Services LLC,4/26/1965,3/11/2015,EXP,,"A pipeline right-of-way two-hundred feet (200') in width for the operation and maintenance of a 12-inch pipeline, 18.81 miles in length (SN 11334), to transport gas from Platform A in Block 149, across Blocks 132, 133, 134, 135, 110, 109, 100, 101 to a 12-inch subsea tie-in with segment number 11304 in Block 72, all located in West Cameron Area and one 16-inch pipeline, 2.83 miles in length (SN 11372), to transport gas from a capped end in Block 10 to the Federal/State boundary in Block 9, all located in East Cameron Area."
G01379,02289,Shell Pipeline Company LP,5/18/1965,5/23/2007,RELQ,,"A pipeline right-of-way 200-hundred feet (200') in width for the operation and maintenance of the following pipelines:
A 12-inch pipeline, 0.23 miles in length (Segment No. 2853), to transport oil from a capped end to a capped end, all located in West Delta Area Block 32; an 8-inch pipeline, 0.34 miles in length (Segment No. 2854), to transport gas and oil from a capped end to a capped end, all located in West Delta Area Block 104; a 12-inch pipeline, 0.23 miles in length (Segment No. 3602), to transport oil from a capped end to a capped end, all located in West Delta Area Block 32; an 8-inch pipeline, 2.46 miles in length (Segment No. 4572), to transport gas and oil from Platform A in Block 134, across Block 121, to an 8-inch sbsea tie-in in Block 122, all located in West Delta Area, South Addition; a 12-inch pipeline, 0.04 miles in length (Segment No. 14762), to transport oil from a capped end to a capped end, all located in West Delta Area Block  104; an 8-inch pipeline, 8.27 miles in length (Segmeng No. 15579), to transport oil from an 8-inch subsea in Block 122, across Blocks 115, 114, 103, to a capped end in Block 104, all located in West Delta Area; and a 12-inch pipeline, 24.56 miles in length (Segment No. 15580), to transport oil from a capped end in Block 104, across Blocks  103, 90, 75, 74, 63, 43, 32, 31, to the Federal/State boundary in Block 20, all located in West Delta Area."
G01380,03520,"Sanare Energy Partners, LLC",5/11/1965,,ACT,,"A 200-foot wide right of way to operate and maintain a 12-3/4-inch pipeline, 0.39 miles in length, to transport oil from a Sub Sea Tie-In (SSTI) in Block 55, to the Federal/State Boundary in Block 55, all located in Main Pass Area."
G01381,00125,Blue Dolphin Pipe Line Company,5/24/1965,4/12/2016,RELQ,,the installation of 115.8 feet of new 20-inch pipeline to connect to the riser at proposed platform C in Galveston Area Block 288
G01381A,00125,Blue Dolphin Pipe Line Company,7/1/1976,8/15/2001,RELQ,,
G01382,00014,"Tennessee Gas Pipeline Company, L.L.C.",6/7/1965,,EXP,,
G01382A,00014,"Tennessee Gas Pipeline Company, L.L.C.",4/2/1971,5/2/1995,RELQ,,
G01383,00014,"Tennessee Gas Pipeline Company, L.L.C.",7/7/1965,5/31/1996,RELQ,,
G01434,03203,"Kinetica Partners, LLC",3/5/1966,,ACT,,"A right-of-way 200 feet in width for the purpose of maintaining and operating a 20-inch pipeline, approximately 18.41 miles in length, to transport gas and condensate from West Delta 68 ""A"" Platform through West Delta Blocks 39, 36 and 35 to the Federal/State boundary in West Delta Block 16."
G01434A,03203,"Kinetica Partners, LLC",6/27/1969,3/26/2014,RELQ,,"A right-of-way 200 feet in width for the purpose of maintaining a twelve (12"") inch natural gas pipeline across Blocks 39 and 40, West Delta Area, 2.56 miles in length."
G01434B,00001,Conoco Inc.,6/27/1969,6/1/2001,RELQ,,
G01434C,00001,Conoco Inc.,6/27/1969,6/1/2001,RELQ,,
G01434D,00001,Conoco Inc.,8/4/1969,6/1/2001,RELQ,,
G01434E,00014,"Tennessee Gas Pipeline Company, L.L.C.",10/16/1970,2/19/1998,RELQ,,
G01434F,00001,Conoco Inc.,4/7/1971,6/1/2001,RELQ,,
G01434G,00014,"Tennessee Gas Pipeline Company, L.L.C.",3/7/1966,11/17/2006,RELQ,,
G01434H,00014,"Tennessee Gas Pipeline Company, L.L.C.",8/4/1972,9/29/1997,RELQ,,
G01434I,00014,"Tennessee Gas Pipeline Company, L.L.C.",8/11/1972,2/19/1998,RELQ,,
G01434J,03203,"Kinetica Partners, LLC",9/11/1973,,ACT,,"Pipeline Right-of-way (ROW) OCS-G 01434J is a 200-foot wide and approximately 13.00 miles (68,640 feet) long corridor associated with the 24-inch Pipeline Segment (PSN) Number 1394. The purpose of pipeline ROW OCS-G 01434J is to maintain and operate PSN 1394 and to transport gas and condensate from Platform AR in Block 43, Grand Isle Area, through Block 32 in Grand Isle Area, Blocks 68, 38, 39, 36, in West Delta Area to a point on the Federal/State 8(g) boundary line at 
X = 2,489,580 and Y = 186,543 in Block 35, West Delta Area."
G01434K,00014,"Tennessee Gas Pipeline Company, L.L.C.",5/1/1973,5/31/1996,RELQ,,
G01453,00078,Chevron U.S.A. Inc.,4/15/1966,4/27/1989,EXP,,
G01454,00011,"Transcontinental Gas Pipe Line Company, LLC",6/10/1966,,ACT,,"Pipeline Right-of-way (ROW) OCS-G01454 is a 200-foot wide and approximately 3.77 miles (19,880 feet) long corridor associated with the 20-inch Pipeline Segment No. (PSN) 3443. The purpose of the pipeline ROW OCS-G01454 is to maintain and operate PSN 3443 and to transport gas originating at Platform D in Block 28, terminating at the Federal/State Boundary in Block 14, all located in the Ship Shoal Area."
G01455,00011,"Transcontinental Gas Pipe Line Company, LLC",6/10/1966,5/3/1995,RELQ,,
G01456,00011,"Transcontinental Gas Pipe Line Company, LLC",6/15/1966,2/12/2007,RELQ,,"To abandon in place 145' of SN 1509 at or near platform 'PP', Eugene Island 129, Lease OCS- 00054, and to combine the remainder, about 90,865', with 346' of new pipe to create a new pipeline, SN 13445."
G01457,03218,"Crimson Gulf, LLC",6/13/1966,,ACT,,"Pipeline Right-of-way (ROW) OCS-G 01457 ia a 200-foot wide and approximately 42.19 miles (222,735') long corridor.  The purpose of pipeline ROW G 01457 is to maintain and operate the Pipeline ROW accessory structure P-VALVE, Complex ID (CID) No. 20745, located in Eugene Island Area Block 188 and the following pipelines:  Pipeline Segment Number (PSN) 2969: A 12-inch pipeline, 19.51 miles (103,000') to transport oil from Platform A in Block 259, through Blocks 254, 236, 231, 232, 213,210 and 191 to ROW accessory structure P VALVE, CID 20745 in Block 188, all in Eugene Island Area.  PSN 14478: A 12-inch pipeline, 22.68 miles (119,735') to transport oil from a Flange in Block 176, through Blocks 175, 174, 173, 183, 184, 185, 186 and 187, to Platform A in Block 188, all in Eugene Island Area."
G01457A,00117,Shell Oil Company,2/11/1971,7/15/2002,RELQ,,
G01457B,03218,"Crimson Gulf, LLC",5/23/1972,,ACT,,"A 200-foot wide right-of-way to operate and maintain an existing 12.75-inch pipeline, 23.49 miles in length, to transport oil from a flanged end in Block 331, through Blocks 330, 315, 316, 307, 306, 295, 296, 283, 274, 275, 260, and 282 to Platform C in Block 259, all in the Eugene Island Area."
G01457C,00117,Shell Oil Company,9/5/1975,6/6/2002,RELQ,,
G01458,00103,ExxonMobil Pipeline Company,6/2/1966,4/27/2005,RELQ,,
G01459,00011,"Transcontinental Gas Pipe Line Company, LLC",6/14/1966,8/17/1994,RELQ,,
G01460,03295,Fieldwood Energy LLC,6/13/1966,,ACT,,"Pipeline Right-of-way (ROW) OCS-G01460 is a 200-foot wide and approximately 3.05 miles (16,113 feet) long corridor associated with the 10-inch Pipeline Segment No. (PSN) 15530. The purpose of the pipeline ROW OCS-G01460 is to maintain and operate PSN 15530 and to transport gas originating at a Flange in Block 183, through Block 168, terminating at a Flange in Block 169, all located in the Ship Shoal Area."
G01460A,00011,"Transcontinental Gas Pipe Line Company, LLC",8/27/1973,4/1/1996,RELQ,,
G01461,00014,"Tennessee Gas Pipeline Company, L.L.C.",6/10/1966,6/18/2012,RELQ,,
G01462,03218,"Crimson Gulf, LLC",7/1/1966,,ACT,,"Pipeline Right-of-way OCS-G01462 is a 200-foot wide and 4.40 mile (23,224 feet) long corridor associated with pipeline Segment Number (PSN) 15086.  The purpose of pipeline ROW OCS-G01462 is to operate and maintain the ROW, and to transport oil from Platform B in Block 69, through Block 58, to a 12-inch subsea tie-in with PSN 14480 in Block 59, all in South Marsh Island Area."
G01462A,03218,"Crimson Gulf, LLC",2/25/1972,,ACT,,"“Pipeline Right-of-way (ROW) OCS- G01462A is a 200-foot wide and approximately 24.62 miles (130,000 feet) long corridor associated with the 8-inch Pipeline Segment No. (PSN) 806.  The purpose of the pipeline ROW OCS-G01462A is to maintain and operate PSN 806 and to transport oil originating at Platform A in Vermillion Area Block 265, through Blocks 266, 257, 256, 255, 254, 249, 250 and 251 all in Vermilion Area, and Blocks 71, 72 and 73 all in South Marsh Area terminating at Platform B in South Marsh Area Block 69.”"
G01462B,00103,ExxonMobil Pipeline Company,11/7/1975,3/7/1997,RELQ,,
G01463,02434,"EPL Pipeline, L.L.C.",7/5/1966,,ACT,,"Pipeline Right-of-way (ROW) OCS-G01463 is a 200-foot wide and approximately 4.72 miles (24,945 feet) long corridor associated with the 6-inch Pipeline Segment No. 3579. The purpose of pipeline ROW OCS-G01463 is to maintain and operate PSN 3579 and to transport gas and oil originating at Platform A in South Timbalier Area Block 26, through South Timbalier Area Blocks 23 and 22, and terminating at the federal/state line in Block 3 in the Bay Marchand Area."
G01464,00014,"Tennessee Gas Pipeline Company, L.L.C.",6/30/1966,1/19/1999,RELQ,,
G01464A,00014,"Tennessee Gas Pipeline Company, L.L.C.",6/12/1972,9/16/1996,RELQ,,
G01465,00001,Conoco Inc.,6/30/1966,6/1/2001,RELQ,,
G01466,00689,Shell Offshore Inc.,6/23/1966,5/23/2007,RELQ,,"A Pipeline Right-of-way 200-feet in width for the maintenance and operation od an 8 5/8-inch pipeline, 0.83 miles in length, to transport oil from Platform C to an 8-inch subsea tie-in with segment number 2854, all located in West Delta Area Block 122."
G01468,03033,"Black Elk Energy Offshore Operations, LLC",9/21/1966,5/20/2014,EXP,,"Pipeline Right-of-way (ROW) OCS-G01468 is a 200-foot wide and approximately 4 miles (21,120 feet) long corridor associated with the 6-inch Pipeline Segment No. (PSN) 443. The purpose of the pipeline ROW OCS-G01468 is to maintain and operate PSN 443 and to transport gas and oil service after first processing originating at Platform A Block 140, terminating at a 16-inch SSTI in Block 108, all in the High Island Area."
