SN_EOR_FK,SN_EOR_WELL_COMP,INTERVAL,COMP_LEASE_NUMBER,COMP_AREA_CODE,COMP_BLOCK_NUMBER,COMP_STATUS_CD
-120171,-16772,S4,G01955,VR,  265,POW
-109962,-13554,S1,G32334,MC,  547,OSI
-111823,-13565,S2, 00069,SS,  119,POW
-112405,-13570,S2,G00971,EC,  261,PGW
-112399,-13696,S4,G02600,SM,  281,PGW
-112632,-13706,S3,G24954,ST,   41,PGW
-112436,-13715,S2, 00763,WC,  180,PGW
-112893,-13779,S3,G01351,WC,   48,PGW
-112721,-13722,S2,G24924,SS,  111,PGW
-112195,-13738,S3, 00461,ST,  134,POW
-113055,-13784,S2,G05549,SS,  166,PGW
-113307,-13999,S1,G02625,ST,   37,OSI
-112316,-14025,D1,G27278,MC,  519,POW
-116323,-15826,S1,G27278,MC,  519,POW
-118988,-16333,S4,G07917,EW,  306,POW
-119857,-16508,S3,G04243,WD,   86,PGW
-120843,-16807,S5,G08736,WD,  107,POW
-120683,-16846,S2,G24954,ST,   41,POW
-120990,-16850,S3,G26001,SM,   79,PGW
-121392,-16854,S1,G01634,MP,  144,POW
-120437,-16856,S1,G23946,ST,  315,POW
-111287,-13453,S2, 00461,ST,  134,POW
-111014,-13472,S3, 00081,WC,  110,PGW
-109836,-13606,S1,G10944,VK,  830,POW
-112196,-13608,S3,G02184,SP,   77,POW
-112287,-13619,S3,G13925,ST,   11,PGW
-110620,-13622,S1,G05862,MC,  686,GSI
-113262,-13985,S4,G02600,SM,  281,PGW
-113939,-14112,S3, 00518,HI,  140,PGW
-113509,-14113,S2, 00457,ST,  131,POW
-113348,-14115,S3,G02184,SP,   77,POW
-113184,-14144,S2, 00134,GI,   48,PGW
-112866,-14145,S1, 00831,SS,  230,POW
-113856,-14289,S3, 00763,WC,  180,PGW
-114012,-14293,S5,G20605,MU,  726,POW
-114807,-14651,S3,G10687,VR,  362,PGW
-116354,-16070,S4,G05900,GC,  109,POW
-120840,-16725,S2,G27277,MC,  503,POW
-120155,-16727,S3,G02572,VR,  331,GLO
-120680,-16809,S2,G19839,WD,   63,PGW
-119227,-16844,S1,G01634,MP,  144,POW
-120719,-16858,S2,G22987,GC,  680,POW
-121505,-16876,S1,G15565,GC,  248,POW
-121298,-16897,S2,G27831,EC,  157,PGW
-120637,-16898,S1,G02076,VR,  214,POW
-120097,-16912,S6,G26146,MP,   19,PGW
-121503,-16917,S4, 00827,SS,  209,PGW
-111910,-13629,S2,G02580,VR,  380,PGW
-112329,-13636,S1,G13964,MP,  122,GSI
-112350,-13637,S6, 00479,EI,   53,PGW
-112972,-13788,S2,G22553,WC,  426,GSI
-112310,-13915,S1,G02625,ST,   37,POW
-113264,-13936,S1,G08241,GB,  426,PGW
-113135,-13963,S3,G01528,SS,  233,PGW
-114282,-14287,S2,G24721,WC,  246,GSI
-114055,-14292,S1, 00832,SS,  242,POW
-113699,-14346,S1,G01316,MP,  299,POW
-119103,-16713,S1,G21790,GC,  338,POW
-119525,-16729,S2,G14205,EB,  602,POW
-120598,-16731,S4,G01440,EC,   14,PGW
-119835,-16820,S1,G02600,SM,  281,PGW
-120685,-16824,S1,G01022,SS,  218,OSI
-120531,-17037,S4,G10687,VR,  362,GSI
-119785,-17104,S1,G04127,MP,  313,OSI
-122005,-17042,S3,G02280,SM,  130,OSI
-122571,-17099,S1,G12348,SS,   72,GLO
-122629,-17108,S2, 00375,MP,   42,POW
-121147,-17115,S4,G21790,GC,  338,POW
-121729,-17119,S1,G24130,MC,  942,POW
-122524,-17125,S1,G03417,MP,   72,POW
-121882,-17127,S5,G02280,SM,  130,POW
-110855,-13394,S1, 00133,GI,   47,PGW
-111413,-13457,S4,G01860,WC,   66,PGW
-112208,-13894,S1, 00128,GI,   40,POW
-113929,-14323,S5, 00560,VR,   67,PGW
-114286,-14325,S2, 00605,ST,   86,GSI
-114216,-14333,S4,G07215,BA,  376,PGW
-114238,-14421,S1,G02625,ST,   37,POW
-114330,-14424,S3, 00763,WC,  180,PGW
-114528,-14426,S1,G02719,HI,A 582,POW
-113968,-14510,D1, 00263,ST,   21,PGW
-113042,-14531,S5,G01452,MP,   43,OSI
-114029,-14539,S1,G05044,SS,  259,PGW
-114737,-14740,S2, 00438,EI,  175,PGW
-119809,-16924,S1,G17565,AC,  857,OSI
-120940,-16749,S4,G25540,GA,  321,PGW
-120573,-16931,S4,G02082,VR,  268,PGW
-120118,-16934,S1, 00387,ST,   24,POW
-120320,-16935,S1,G00989,EI,  276,POW
-121608,-16954,S1,G01088,WD,   89,GSI
-121337,-16974,S2,G21571,EC,   45,PGW
-121710,-17020,S2, 00421,ST,   55,PGW
-120992,-17027,S1,G31435,MP,  107,PGW
-122207,-17030,S2,G03417,MP,   72,POW
-121979,-17031,S2,G27862,VR,  201,PGW
-112899,-13791,S4,G02366,HI,A 474,PGW
-113154,-13836,S9,G01351,WC,   48,PGW
-114020,-14357,S1, 00310,SM,  229,POW
-114421,-14430,S1,G13606,VR,  379,PGW
-114632,-14440,D3,G22738,ST,   75,PGW
-114664,-14449,S2,G24872,SM,  102,PGW
-114564,-14450,S4,G27179,WD,   67,PGW
-114207,-14451,S1, 00457,ST,  131,POW
-113582,-14453,S2,G19931,MC,  243,OSI
-113686,-14456,S1,G01572,ST,  189,PGW
-114019,-14480,S1,G01316,MP,  299,POW
-114176,-14482,S1,G02076,VR,  214,POW
-114069,-14483,S1,G27036,EC,   34,GSI
-114503,-14485,S6,G07215,BA,  376,PGW
-113615,-14488,S2,G02006,WC,  504,PGW
-114221,-14493,S2,G05687,SP,   86,POW
-114619,-14495,S1,G17565,AC,  857,POW
-113584,-14507,S2,G16493,MP,   61,POW
-112693,-14509,D2,G02115,EI,  330,POW
-112693,-14515,D1,G02115,EI,  330,OSI
-113922,-14518,S3,G16469,WD,   39,PGW
-121638,-17153,S8,G01250,ST,  164,PGW
-120617,-17167,S1,G04065,MI,  669,PGW
-121334,-17169,S2, 00050,EI,  120,POW
-121336,-17170,S1, 00081,WC,  110,PGW
-122709,-17191,S2, 00827,SS,  209,POW
-122965,-17199,S2,G00989,EI,  276,POW
-122872,-17258,S4, 00758,WC,  165,PGW
-122787,-17270,S3,G24872,SM,  102,PGW
-122448,-17283,S2,G02115,EI,  330,POW
-121887,-17285,S2,G10942,VK,  823,GSI
-122871,-17326,S1,G07995,GC,  158,POW
-122126,-17328,S3,G02280,SM,  130,GSI
-123238,-17343,S3,G16500,MP,  138,POW
-123516,-17348,S2,G07760,SS,  300,GLO
-121571,-17380,D2, 00020,ST,   67,POW
-110604,-13322,S1,G02625,ST,   37,POW
-111707,-13325,S4,G01184,SM,   16,PGW
-111043,-13327,S1,G32268,CA,   43,PGW
-111546,-13355,S1,G01082,WD,   72,GSI
-115500,-14750,S3,G07917,EW,  306,GLO
-115017,-14786,S4,G09524,VR,  371,PGW
-115446,-14845,S3,G23771,WC,  432,PGW
-114990,-14865,S2, 00758,WC,  165,PGW
-115375,-14888,S1,G24593,AC,  812,POW
-114748,-14901,S1,G01316,MP,  299,POW
-113454,-14909,D3,G10942,VK,  823,PGW
-114848,-14912,S1,G27966,MP,  180,PGW
-120532,-17210,S2,G05889,GC,   65,POW
-120817,-17221,S1, 00127,GI,   39,POW
-118552,-17228,S1,G05825,MC,  109,POW
-121253,-17240,S1,G08736,WD,  107,POW
-119516,-16481,S8,G17912,VR,  253,GSI
-117913,-16488,D2,G02625,ST,   37,GSI
-119810,-16492,S2,G33388,PN,  975,PGW
-110694,-13430,S1,G31040,HI,  138,PGW
-111816,-13444,S4,G04939,MC,  397,POW
-111160,-13450,S4,G10147,MU,  782,PGW
-112263,-13477,S3,G14585,MP,  264,PGW
-112025,-13493,S9, 00297,VR,   26,PGW
-112789,-13724,S5,G00985,EI,  259,POW
-122612,-17298,S2,G02076,VR,  214,GSI
-121549,-17306,S1,G10380,AC,   25,POW
-121307,-17314,S1,G31349,VR,  282,GLO
-122649,-17317,S2,G15395,MP,  275,PGW
-122025,-17357,S3, 00385,WD,   29,OSI
-122573,-17360,S7,G03417,MP,   72,POW
-123080,-17362,S3,G01848,HI,  129,GSI
-122989,-17366,S7,G01034,SS,  266,PGW
-123738,-17370,S3,G09010,BA,  375,PGW
-111387,-13317,S1,G02705,HI,A 547,PGW
-110348,-13323,S1,G02625,ST,   37,PGW
-114336,-14434,S3,G17912,VR,  253,PGW
-109632,-13346,S1,G03061,MU,A  85,PGW
-111312,-13373,S3,G01294,SP,   62,OSI
-110168,-13378,S1,G23851,EI,   10,GSI
-114710,-14438,S2,G15565,GC,  248,POW
-114679,-14520,S3,G19760,VR,  196,GLO
-114695,-14567,D3,G23748,WC,  191,PGW
-114757,-14575,S4,G04085,WC,  170,GSI
-115088,-14604,S1,G01146,VR,  245,PGW
-113724,-14598,S1,G27277,MC,  503,OSI
-114895,-14600,S2,G01146,VR,  245,PGW
-114091,-14602,S3,G10942,VK,  823,PGW
-114571,-14603,S1,G02076,VR,  214,POW
-122833,-17389,S1,G01022,SS,  218,GSI
-122947,-17392,S5,G03417,MP,   72,POW
-123574,-17402,S1,G01619,SP,   93,POW
-123093,-17403,S2,G01152,VR,  255,PGW
-123276,-17409,D3,G02940,SP,   57,POW
-121252,-17441,S1,G31349,VR,  282,GLO
-123454,-17452,S4,G01143,VR,  225,PGW
-124019,-17465,S3,G27003,WC,  132,PGW
-123354,-17469,S3, 00385,WD,   29,POW
-124037,-17526,S3,G01146,VR,  245,PGW
-124010,-17543,S7, 00060,SS,   72,GLO
-122226,-17560,S1,G16432,ST,  204,PGW
-123696,-17566,S1,G08461,MP,   59,POW
-123339,-17614,D3,G04231,SS,  181,OSI
-113428,-13989,S6, 00310,SM,  239,PGW
-115445,-14922,S5, 00466,EI,   77,GSI
-115487,-14928,S1,G18054,PL,   22,GSI
-115815,-14984,S3,G02600,SM,  281,POW
-114611,-14986,S1,G24179,GC,  726,OSI
-115656,-14988,S2,G23730,WC,   21,PGW
-115699,-14991,S1,G01524,SS,  216,PGW
-115456,-14993,S3, 00181,WD,   69,PGW
-115669,-14998,S3,G02625,ST,   37,POW
-115032,-15008,S1,G18421,GC,  683,OSI
-115624,-15038,S5,G01870,ST,   26,OSI
-115805,-15042,S4,G04143,SX,   17,PGW
-121571,-17379,D1, 00020,ST,   67,PGW
-123600,-17446,S3,G01153,VR,  256,PGW
-122576,-17447,S1,G04903,MP,   30,PGW
-123334,-17459,S1, 00369,BM,    2,POW
-122449,-17467,S1,G14535,PL,   25,POW
-122267,-17470,S1, 00065,SS,  117,PGW
-124192,-17474,S2,G21801,GC,  518,OSI
-123673,-17476,S1,G05040,EI,  316,GLO
-123737,-17489,S4,G07215,BA,  376,GSI
-121627,-17494,S1,G17565,AC,  857,OSI
-123821,-17517,D5,G02445,VK,  900,POW
-124422,-17523,S1,G14428,VR,  376,OSI
-124034,-17529,S3,G01146,VR,  245,PGW
-124029,-17536,S1,G11870,VR,  164,GLO
-124011,-17545,S1,G25017,MP,   60,PGW
-114743,-14620,S2,G08852,MC,  764,POW
-111988,-13382,S2,G22660,EI,  110,PGW
-114977,-14623,S2,G26001,SM,   79,PGW
-114464,-14638,S2, 00310,SM,  212,PGW
-115516,-14765,S3,G21790,GC,  338,POW
-114723,-14770,D1,G03336,ST,   35,PGW
-114723,-14771,D2,G03336,ST,   35,POW
-115090,-14772,S1,G04109,SM,   99,POW
-115056,-14774,S1,G03197,MP,  120,OSI
-115279,-14811,S5,G01870,ST,   26,OSI
-115388,-14827,S4,G02925,PL,   10,GSI
-112894,-14841,S1,G01372,BS,   55,POW
-115484,-14851,S4, 00300,WC,   45,GSI
-115491,-14853,S2, 00071,PL,   11,GSI
-123777,-17619,S2,G02937,WD,  109,PGW
-124461,-17627,S3, 00089,EC,   64,PGW
-123479,-17632,S4,G09032,GA,  239,PGW
-123627,-17633,D4,G03793,GI,   83,GSI
-121568,-17647,S1,G12010,SS,  359,POW
-123820,-17677,S4,G01043,SS,  293,GLO
-124605,-17723,S2,G05800,EW,  826,GLO
-124092,-17729,S4, 00385,WD,   29,POW
-124452,-17756,S2,G01022,SS,  218,PGW
-125177,-17829,S2, 00456,ST,  130,GLO
-123355,-17830,S1,G05911,GC,  205,POW
-125210,-17838,S1, 00310,SM,  229,GLO
-125829,-17844,S2,G01569,ST,  185,PGW
-115389,-15055,S2, 00089,EC,   64,GSI
-115845,-15070,S5, 00577,EI,  208,POW
-115964,-15101,S1,G32301,MC,  199,OSI
-116329,-15162,S2, 00758,WC,  165,GSI
-116291,-15214,S2,G24429,HI,A 366,PGW
-116614,-15217,S6, 00466,EI,   77,PGW
-116203,-15219,S2, 00369,BM,    2,WSW
-114242,-15226,S2, 00206,VR,   39,PGW
-116619,-15242,S9, 00466,EI,   77,PGW
-116024,-15271,S1,G05504,EI,  224,GSI
-123839,-17603,S1,G14428,VR,  376,POW
-119391,-17629,S1, 00374,MP,   41,PGW
-120675,-17637,S1,G04127,MP,  313,POW
-123249,-17646,S2,G02220,WC,  485,PGW
-124184,-17652,S3, 00680,WC,   20,POW
-124435,-17717,S2,G05431,VR,  252,POW
-124053,-17719,S7,G06156,HI,  116,PGW
-115282,-14881,S2,G01870,ST,   26,PGW
-115561,-14905,S3,G09184,EB,  643,POW
-114827,-14910,S2,G16549,VK,  822,PGW
-115420,-14941,S1,G03197,MP,  120,OSI
-115779,-14918,S3,G21811,GC,  679,POW
-113455,-14938,D4,G10942,VK,  823,PGW
-116031,-14963,S2, 00386,ST,   23,POW
-115258,-14978,S3, 00423,EI,  189,POW
-116039,-14980,S2,G16623,MC,  582,POW
-115568,-14982,S2,G02705,HI,A 547,OSI
-115762,-15002,S4,G01027,SS,  246,PGW
-116163,-15005,S2,G13850,WC,  552,PGW
-116184,-15007,S3, 00438,EI,  175,GSI
-115973,-15010,S2,G03241,HI,A 443,POW
-115763,-15018,S3, 00775,VR,  131,PGW
-115737,-15021,S2,G12906,EI,   71,PGW
-124666,-17861,D1, 00387,ST,   24,WIW
-124666,-17862,D2, 00387,ST,   24,WSW
-124627,-17866,S3,G01187,SM,   27,POW
-124331,-17869,S4, 00387,ST,   24,POW
-125027,-17880,S1,G02914,EI,  341,POW
-125786,-17904,S5, 00577,EI,  208,POW
-125158,-17918,S5,G24874,SM,  111,PGW
-125827,-17964,S1,G03738,GA,  223,GSI
-126043,-17967,S1,G01373,BS,   56,PGW
-126139,-17989,D5,G03998,SS,  182,PGW
-123002,-18009,S1,G04127,MP,  313,POW
-125299,-18010,S1, 00796,EI,  100,OSI
-124439,-18032,S6,G01874,WD,   80,PGW
-124424,-18033,S1,G01088,WD,   89,OSI
-122012,-18034,S2,G01022,SS,  218,GSI
-125850,-18058,S1, 00385,WD,   29,POW
-117146,-15297,D3,G02940,SP,   57,POW
-117146,-15299,D2,G02940,SP,   57,POW
-116517,-15312,S3,G06093,GA,  209,GLO
-115997,-15314,S1, 00830,SS,  229,PGW
-115781,-15324,S1,G24184,GC,  770,OSI
-116343,-15327,S1,G26302,GC,  238,POW
-116281,-15328,S1, 00182,WD,   70,POW
-116467,-15331,S2,G03776,SM,  106,PGW
-116944,-15334,S2,G13937,ST,  217,PGW
-116833,-15344,S6,G00985,EI,  259,PGW
-116275,-15358,S2,G03998,SS,  182,POW
-115909,-15375,S1,G03554,SM,  114,PGW
-115116,-15480,S3,G10942,VK,  823,PGW
-147015,-22109,S5,G24710,WC,   95,PGW
-165580,-24653,S5,G17912,VR,  253,POW
-165690,-24673,S1,G33242,GC,  281,POW
-165908,-24677,S1, 00385,WD,   29,GLO
-165928,-24680,D3, 00385,WD,   29,GLO
-165556,-24683,D4, 00020,ST,   67,GLO
-164989,-24688,S2,G10942,VK,  823,PGW
-165688,-24697,S1,G02118,EI,  338,GLO
-165608,-24705,S2,G05825,MC,  109,POW
-165900,-24707,S2,G13081,EW,  954,PGW
-165965,-24709,S2,G04127,MP,  313,POW
-165541,-24715,S1,G10752,EI,  354,GLO
-165480,-24721,S1,G02914,EI,  341,POW
-165600,-24757,S1,G22812,MP,  270,OSI
-166110,-24759,S2,G02063,EC,  338,PGW
-166129,-24761,S4, 00422,ST,   54,GLO
-166029,-24767,S1,G02914,EI,  341,POW
-166348,-24780,S1,G02914,EI,  341,POW
-164090,-24807,D9, 00333,SS,   30,PGW
-143323,-21676,S5,G06093,GA,  209,OSI
-144471,-21699,S2,G01146,VR,  245,GSI
-143664,-21704,S1,G13997,MC,   29,OSI
-144833,-21718,S2,G05646,ST,  295,POW
-144469,-21746,S5, 00560,VR,   67,PGW
-145470,-21779,S1,G07944,MC,  429,POW
-145048,-21781,S6,G02937,WD,  109,POW
-145456,-21801,S5, 00310,SM,  212,PGW
-145269,-21813,S1,G01205,SM,   73,GLO
-144690,-21817,S4, 00166,ST,   23,POW
-145712,-21821,S1,G13997,MC,   29,POW
-145090,-21840,S1, 00809,EI,  227,POW
-143935,-21766,S2,G22268,HI,A 268,GSI
-144406,-21759,S1, 00026,WD,   30,POW
-166176,-24883,S1,G20082,GC,  640,OSI
-166500,-24884,S1,G02118,EI,  338,POW
-167549,-25063,S1, 00457,ST,  131,POW
-167241,-25067,S1,G14342,WC,  544,POW
-166919,-25073,S1,G09771,MC,   28,GLO
-167239,-25090,S1,G06981,MC,  808,POW
-167449,-25113,D3,G01955,VR,  265,PGW
-144266,-25131,S1,G33757,MC,  782,OSI
-167292,-25154,S1,G24878,SM,  192,POW
-168215,-25169,S1,G14658,MC,  822,POW
-168150,-25176,S1,G20082,GC,  640,OSI
-168235,-25180,S3,G27509,HI,  176,PGW
-168571,-25344,S1,G21444,KC,  875,OSI
-145537,-21853,S1, 00369,BM,    2,POW
-145472,-21861,S1, 00026,WD,   30,POW
-145268,-21863,S3,G02445,VK,  900,POW
-145731,-21866,S1,G01083,WD,   73,POW
-140552,-21874,D1,G16493,MP,   61,POW
-140552,-21875,D2,G16493,MP,   61,POW
-145428,-21877,S4,G32140,VR,   96,PGW
-145956,-21878,S2, 00386,ST,   23,POW
-145760,-21880,S4,G01241,ST,   52,POW
-145371,-21883,S4,G01241,ST,   52,POW
-143743,-21896,D2,G31349,VR,  282,POW
-145291,-21901,S2,G22236,HI,  163,PGW
-145451,-21902,S3,G24926,SS,  120,PGW
-145350,-21913,S1,G02213,MP,  311,OSI
-145143,-21914,S1,G04800,VR,  271,POW
-145209,-21917,S2,G23736,WC,   73,PGW
-144921,-21919,S1,G33636,EI,  314,POW
-145992,-21932,D5,G02354,HI,  111,PGW
-145174,-21940,S4,G01101,WD,  117,POW
-166470,-24821,S1,G34452,MC,  609,OSI
-166494,-24822,S3,G01666,MP,  289,GLO
-166215,-24824,S4, 00182,WD,   70,POW
-166393,-24826,S7, 00385,WD,   29,POW
-166433,-24832,S4,G07917,EW,  306,POW
-166533,-24849,S1,G02914,EI,  341,POW
-166533,-24850,S2,G02914,EI,  341,POW
-166378,-24863,D1,G32113,WC,  266,PGW
-166582,-24878,S2,G24102,MC,  727,POW
-166548,-24927,S3,G12941,SS,  129,PGW
-166419,-24882,S2, 00841,WD,  104,POW
-166213,-24928,S2,G05800,EW,  826,POW
-166804,-24935,S2,G03241,HI,A 443,PGW
-166906,-24943,S3,G15607,GC,  743,POW
-166755,-24945,S3,G02941,SP,   58,GLO
-166869,-24948,S2,G01316,MP,  299,GLO
-164819,-24959,S1,G34458,MC,  768,OSI
-166575,-24961,S3,G22501,WC,   54,PGW
-145348,-21844,S1,G02910,EI,  327,PGW
-145069,-21890,S1,G02118,EI,  338,POW
-146493,-21915,S3,G25103,MC,  707,POW
-141441,-21921,S3, 00820,SS,  169,OSI
-146131,-21923,S1, 00310,SM,  238,POW
-145769,-21949,S1,G08461,MP,   59,PGW
-146522,-22005,S3,G19931,MC,  243,PGW
-145089,-22018,S2,G01316,MP,  299,POW
-145971,-22021,S1,G01316,MP,  299,POW
-147498,-22053,S1,G27083,SM,   50,PGW
-146634,-22054,S1,G18402,GC,  608,POW
-146312,-22072,S2,G01870,ST,   26,POW
-146171,-22079,S6,G02445,VK,  900,POW
-161689,-23960,S2,G02646,EB,  159,POW
-143122,-21864,S1,G21811,GC,  679,POW
-167918,-25187,S2,G02076,VR,  214,POW
-167693,-25194,S1,G24069,MC,  301,POW
-168147,-25195,S1,G07963,MC,  807,WIW
-167690,-25196,S1,G07963,MC,  807,WIW
-168394,-25202,S1,G08823,MC,  522,POW
-168217,-25204,S4,G02940,SP,   77,PGW
-167208,-25227,S1,G19925,MC,  127,POW
-168284,-25210,S3,G01960,ST,  148,PGW
-167830,-25215,S2,G04921,VK,  204,PGW
-168209,-25217,S3,G01984,SS,  225,PGW
-168289,-25221,S4,G10736,EI,  187,PGW
-168297,-25229,S3,G02625,ST,   37,POW
-168212,-25244,S2,G16623,MC,  582,POW
-145308,-21944,S1, 00385,WD,   29,GLO
-146824,-21969,S1,G02118,EI,  338,POW
-147258,-22020,S2,G01372,BS,   55,GLO
-146275,-22035,S2,G02111,EI,  314,POW
-147346,-22041,S1,G34355,WD,   28,OSI
-146833,-22043,S2,G02111,EI,  314,POW
-146053,-22063,S1, 00386,ST,   23,POW
-145469,-22073,S2,G27277,MC,  503,POW
-146834,-22115,S1, 00026,WD,   30,OSI
-147561,-22134,D6,G01373,BS,   56,POW
-146277,-22141,D1, 00385,WD,   29,PGW
-146635,-22163,S1, 00827,SS,  209,POW
-146719,-22178,S6, 00060,SS,   72,PGW
-148001,-22181,S2, 00392,GI,   37,POW
-147960,-22193,S4,G02895,EI,   58,PGW
-147767,-22194,S1,G01090,WD,   91,WIW
-147767,-22195,S2,G01090,WD,   91,WSW
-144057,-21859,S1,G01146,VR,  245,POW
-145738,-21871,S2, 00390,GI,   26,POW
-154174,-22974,S4, 00046,EI,   95,POW
-153393,-22985,S1, 00386,ST,   23,POW
-154313,-23153,S2,G28351,MC,   21,PGW
-162152,-23972,S4,G11383,HI,A 442,POW
-166910,-24963,S4,G06238,HI,A 556,POW
-166928,-24964,S1,G34909,MC,  794,OSI
-166277,-24966,S3, 00838,WD,   71,POW
-166872,-24970,S3, 00071,PL,   11,PGW
-167052,-24978,S2,G24870,SM,   87,POW
-167037,-24981,S3, 00438,EI,  175,GLO
-167064,-24983,S4, 00438,EI,  175,GLO
-166406,-25014,S2,G34441,MC,  521,OSI
-166406,-25013,S1,G34441,MC,  521,OSI
-167057,-25019,S5,G21685,ST,  308,POW
-167268,-25021,S2, 00182,WD,   70,GLO
-166690,-25026,D2,G32744,HI,   21,PGW
-167270,-25033,S2,G32301,MC,  199,OSI
-167032,-25036,S2,G03336,ST,   35,PGW
-167128,-25046,S1, 00461,ST,  134,GLO
-146393,-22124,S1,G01083,WD,   73,POW
-148038,-22145,S1,G04127,MP,  313,GLO
-148002,-22162,S6, 00066,SS,  112,GSI
-148389,-22165,S4, 00196,EI,   32,OSI
-146451,-22174,S2,G16473,WD,   59,PGW
-147017,-22180,S1,G01315,MP,  298,POW
-147016,-22186,S1,G19931,MC,  243,WIW
-146838,-22187,D1,G02118,EI,  338,OSI
-147499,-22188,S2,G00980,EI,  231,PGW
-147846,-22190,S1,G01146,VR,  245,POW
-147923,-22199,S8, 00196,EI,   32,POW
-147849,-22205,D1,G31349,VR,  282,POW
-147838,-22210,D3,G01083,WD,   73,POW
-148303,-22212,S2,G21811,GC,  679,POW
-148527,-22215,S3,G19931,MC,  243,POW
-148362,-22250,S2,G13808,HI,A 379,PGW
-148198,-22323,S2,G02592,SM,  149,PGW
-145270,-21750,S4,G02316,SM,  288,GLO
-143066,-21752,D2,G16493,MP,   61,POW
-168541,-25259,S1,G26315,GC,  512,OSI
-168146,-25275,S2,G12119,VK,  786,WIW
-167916,-25276,S1,G01238,PL,   23,PGW
-168550,-25307,S3, 00081,WC,  110,GSI
-167932,-25320,D4,G13079,EW,  910,POW
-167932,-25321,D5,G13079,EW,  910,POW
-168809,-25323,S2,G07917,EW,  306,PGW
-164097,-25326,S21,G24101,MC,  726,POW
-168535,-25327,S1,G14342,WC,  544,POW
-167408,-25335,S1,G17001,WR,  508,OSI
-148664,-22201,S2, 00386,ST,   23,POW
-147266,-22203,D1,G02116,EI,  331,POW
-147849,-22206,D2,G31349,VR,  282,POW
-146695,-22208,S2,G05825,MC,  109,GSI
-148345,-22225,D3,G02061,EC,  321,POW
-145592,-22235,D2,G02047,EC,  272,POW
-148523,-22232,S1,G02111,EI,  314,GLO
-148179,-22236,D3,G02061,EC,  321,POW
-147982,-22237,S2,G00983,EI,  252,PGW
-147266,-22247,D2,G02116,EI,  331,PGW
-147439,-22263,S1,G33636,EI,  314,PGW
-147839,-22275,S3,G01870,ST,   26,WIW
-148382,-22278,D4, 00133,GI,   47,POW
-147839,-22279,S4,G01870,ST,   26,WSW
-148443,-22281,S3,G12008,SS,  349,PGW
-146973,-22288,S1,G01228,SS,  208,OSI
-146412,-22294,S1, 00829,SS,  219,POW
-148484,-22306,S3, 00204,VR,   38,PGW
-148544,-22345,S3, 00069,SS,  119,GLO
-149149,-22365,S3,G02111,EI,  314,POW
-144989,-21762,S1,G01039,SS,  274,GLO
-160315,-23959,S1,G05040,EI,  316,POW
-151252,-22581,D4,G15277,SS,   79,PGW
-148847,-22585,D6,G03229,GA,  192,POW
-161887,-23964,D1,G03417,MP,   72,GLO
-166790,-25050,S1,G17001,WR,  508,OSI
-167040,-25051,S1,G21176,MC,  563,OSI
-167394,-25069,S3,G10736,EI,  187,PGW
-167453,-25083,S3,G15607,GC,  743,POW
-167475,-25084,S1,G12010,SS,  359,OSI
-166933,-25088,S1,G12010,SS,  359,POW
-167249,-25099,S4, 00680,WC,   20,PGW
-167858,-25116,S2,G05431,VR,  252,GLO
-168049,-25130,S1,G31498,MC,  427,OSI
-148583,-22331,S2, 00310,SM,  212,PGW
-148182,-22333,S3, 00385,WD,   29,GLO
-148969,-22335,S3, 00134,GI,   48,POW
-142478,-22350,S1,G07957,MC,  762,POW
-146976,-22357,S1,G00989,EI,  276,PGW
-147018,-22432,S1,G02354,HI,  111,PGW
-146822,-22514,S1,G34671,MI,  654,PGW
-149689,-22465,S2,G03776,SM,  106,POW
-149228,-22470,D4, 00063,SS,   93,GSI
-147020,-22478,S3, 00577,EI,  208,GLO
-150428,-22553,S2,G24766,WC,  548,PGW
-150489,-22609,S3,G03776,SM,  106,PGW
-151493,-22621,S1,G01452,MP,   43,POW
-150012,-22571,S1,G33636,EI,  314,POW
-155360,-23096,S2,G01082,WD,   72,PGW
-154596,-23106,S2,G01210,SM,   78,PGW
-158435,-23474,S1,G16493,MP,   61,POW
-161948,-23962,S2,G06668,VR,  164,POW
-165578,-24616,S4,G01182,SM,   11,GSI
-165457,-24622,S7,G21655,SS,  109,PGW
-163725,-24624,S1,G21245,WR,  678,OSI
-168619,-25374,S2,G02705,HI,A 547,GSI
-168674,-25357,S5,G02111,EI,  314,POW
-166922,-25407,S1, 00839,WD,   94,POW
-167438,-25417,S1,G07963,MC,  807,POW
-169459,-25424,S2,G21791,GC,  339,POW
-144608,-22366,S1,G17561,AC,  813,POW
-147818,-22375,S3,G01220,EI,  158,POW
-147340,-22377,S3,G08680,SM,   18,PGW
-149228,-22471,D5, 00063,SS,   93,PGW
-148766,-22393,D3,G01870,ST,   26,POW
-148874,-22395,S1, 00374,MP,   41,PGW
-148753,-22399,S1,G02118,EI,  338,POW
-148524,-22404,S2,G13563,WC,  269,PGW
-149192,-22423,S2, 00422,ST,   54,PGW
-148729,-22445,S1,G01634,MP,  144,WIW
-148729,-22446,S2,G01634,MP,  144,WSW
-149910,-22449,D3, 00026,WD,   30,PGW
-149933,-22454,D3, 00026,WD,   30,OSI
-148015,-22506,S1, 00829,SS,  219,POW
-135882,-20204,S4,G02280,SM,  130,GLO
-146033,-21980,S2,G04452,EI,  182,PGW
