SN_APD_FK,SN_ATTACHMENT_BLOB_FK,ATT_NAME,ATT_EXTENSION
-3148,-99274,Safe Welding Area Drawing,pdf
-3148,-99275,ABS/DNV Certificate,pdf
-3148,-99276,Engineering Calculation,pdf
-3148,-99277,Departure List,pdf
-3148,-99278,BOP & Diverter Schematics with Operating Procedures,pdf
-3148,-99279,U.S. Coast Guard Certificate,pdf
-3148,-99281,Anchor Pattern,pdf
-3148,-99282,MMS 123S Attachment,pdf
-3148,-99283,Contingency Plan for Shallow Gas,pdf
-3148,-99284,MMS 123s revised 3 27 06,pdf
-3163,-99794,Proposed Well Location Plat,pdf
-3163,-99795,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-3163,-99796,Directional Program,pdf
-3163,-99797,"Pore pressure (PP), Mud Weight (MW), and Fracture Gradient (FG) Plot",pdf
-3163,-99798,Proposed Wellbore Schematic,pdf
-3163,-99799,Engineering Calculation,pdf
-3163,-99800,BOP & Diverter Schematics with Operating Procedures,pdf
-3163,-99801,ENSCO 84 - Rig Fitness,pdf
-3163,-99802,SS 59#1ST Supplemental Data Sheet,pdf
-3195,-101295,Application for Permit to Drill,PDF
-3055,-101310,Application for Permit to Drill,PDF
-3301,-105332,general drilling program,pdf
-3299,-105344,ABS Certificate (2 of 3),pdf
-3299,-105346,ABS Certificate (3 of 3),pdf
-3313,-105729,+10 Valve Schematic,pdf
-3313,-105724,Proposed Well Location Plat,pdf
-3313,-105721,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-3313,-105725,Directional Program,pdf
-3313,-105727,"Pore pressure (PP), Mud Weight (MW), and Fracture Gradient (FG) Plot",pdf
-3313,-105723,Proposed Wellbore Schematic,pdf
-3067,-96393,Proposed Well Location Plat,pdf
-3067,-96394,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-3067,-96395,Directional Program,pdf
-3067,-96396,"Pore pressure (PP), Mud Weight (MW), and Fracture Gradient (FG) Plot",pdf
-3067,-96397,Proposed Wellbore Schematic,pdf
-3067,-96398,Safe Welding Area Drawing,pdf
-3067,-96399,ABS/DNV Certificate,pdf
-3067,-96400,Engineering Calculation,pdf
-3067,-96401,Departure List,pdf
-3067,-96402,BOP & Diverter Schematics with Operating Procedures,pdf
-3067,-96403,U.S. Coast Guard Certificate,pdf
-3067,-96404,Rig Picture and Drawing,pdf
-3067,-96405,Bottom Current Montioring Equipment,pdf
-3067,-96406,MMS 123S,pdf
-3067,-96407,Revised Pore Pressure Data        2 6 06,pdf
-3067,-96408,Response to Suspension Of Operations Due to High Currents,pdf
-3067,-96409,Response to Suspension of Operations Due to High Currents,pdf
-3067,-96410,Revised Engineering Data   2 6 06,pdf
-3067,-96411,Station Keeping for Moored Rig #2,pdf
-3067,-96412,Contengency Plans,pdf
-3067,-96413,Anchor Pattern,pdf
-3067,-96414,Station Keeping for Moored Rigs #1,pdf
-3067,-96415,Revised MMS 123S  2 6 06,pdf
-3067,-96416,Revised Wellbore Schematic 2 6 06,pdf
-3067,-96417,Topside Current Monitoring Equipment,pdf
-3067,-96418,Ocean Star Drilling Limits,pdf
-3067,-96421,API RP 95F Rig Analysis        6 20 06,pdf
-3070,-96535,Proposed Well Location Plat,pdf
-3070,-96595,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-3070,-96537,Directional Program,pdf
-3070,-96538,"Pore pressure (PP), Mud Weight (MW), and Fracture Gradient (FG) Plot",pdf
-3070,-96593,Proposed Wellbore Schematic,pdf
-3070,-96596,Engineering Calculation,pdf
-3070,-96541,Departure List,pdf
-3070,-96542,BOP & Diverter Schematics with Operating Procedures,pdf
-3070,-96543,EC 269 #1 Gorilla III Preload Procedure,pdf
-3070,-96544,EC 269 #1 Worksheet NTL 2006 G09,pdf
-3070,-96545,EC 269 #1 Contractor Certification of Reciept of Data,pdf
-3070,-96546,EC 269 #1 H2S Plan,pdf
-3070,-96547,EC 269 #1 Barite Sack Calculations,pdf
-3070,-96548,EC 269 #1 Additional Evacuation Procedures,pdf
-2999,-96553,Form MMS 123S,pdf
-3075,-96848,16.75 inch BOP schematic,pdf
-3099,-97277,Propsed Wellbore Schematic,pdf
-2690,-97331,NTL 2006-G09 Requirements,pdf
-4059,-139977,Engineering Calculation,pdf
-4059,-139983,BOP & Diverter Schematics with Operating Procedures,pdf
-4059,-139982,Supplemental APD Sheet,pdf
-4104,-146394,BOP & Diverter Schematics with Operating Procedures,pdf
-3313,-106000,Engineering Calculation,pdf
-3099,-97295,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-4104,-142310,Engineering Calculation,pdf
-4110,-142349,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-4104,-142269,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-4104,-142271,Proposed Wellbore Schematic,pdf
-4025,-142781,Application for Permit to Drill,PDF
-4104,-142267,Proposed Well Location Plat,pdf
-4104,-142272,Directional Program,pdf
-4104,-142273,"Pore pressure (PP), Mud Weight (MW), and Fracture Gradient (FG) Plot",pdf
-4110,-142348,Proposed Well Location Plat,pdf
-4110,-142350,Directional Program,pdf
-4110,-142351,"Pore pressure (PP), Mud Weight (MW), and Fracture Gradient (FG) Plot",pdf
-4110,-142352,Proposed Wellbore Schematic,pdf
-4110,-142353,Engineering Calculation,pdf
-4098,-143001,Supplemental APD Form,pdf
-3558,-117676,<MMS123S>,pdf
-3558,-117677,<DIRECTIONAL PLAN>,pdf
-2914,-117691,Barite Calculations,pdf
-3553,-117804,Application for Permit to Drill,PDF
-3548,-117845,Application for Permit to Drill,PDF
-3571,-118214,Diverter Procedure,pdf
-3568,-118167,MMS Supplemental APD Sheet,pdf
-3569,-118120,"6"" +10 valve",pdf
-3571,-118209,Engineering Calculation,pdf
-3571,-118210,BOP & Diverter Schematics with Operating Procedures,pdf
-3571,-118211,Casing Table,pdf
-3571,-118212,Choke-Kill System,pdf
-3571,-118213,Cement Calculations,pdf
-3572,-118235,Proposed Well Location Plat,pdf
-3572,-118236,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-3572,-118237,Directional Program,pdf
-3572,-118238,"Pore pressure (PP), Mud Weight (MW), and Fracture Gradient (FG) Plot",pdf
-3572,-118239,Proposed Wellbore Schematic,pdf
-3572,-118240,Engineering Calculation,pdf
-3572,-118241,Departure List,pdf
-3156,-99821,Application for Permit to Drill,PDF
-3035,-99825,Application for Permit to Drill,PDF
-3613,-120578,Proposed Well Bore Sketch Rev. 1,pdf
-3613,-120579,Ensco 86 Rig Fitness,pdf
-3613,-120580,West Delta Block 20 OCS-G25000 Well 001 (Spalding) H2S Plan2,pdf
-3613,-120581,West Delta Block 20 OCS-G25000 Well 001 H2S Plan Rev. 4,pdf
-3613,-120582,West Delta Block 20 OCS-G25000 Well 001 (Spalding) H2S Plan,pdf
-3613,-120583,WD20 Well 001 ST00BP00 H2S Plan Revision 3,pdf
-3605,-120596,Scanned Supplemental Information Sheet,pdf
-3605,-120597,Scanned Current Wellbore Schematic,pdf
-3615,-121207,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-3615,-120773,Directional Program,pdf
-3615,-120774,"Pore pressure (PP), Mud Weight (MW), and Fracture Gradient (FG) Plot",pdf
-3615,-120772,Proposed Wellbore Schematic,pdf
-3615,-120771,Engineering Calculation,pdf
-3615,-120776,VR 162 #01 Compliance NTL 2006 G09,pdf
-3617,-120835,Proposed Well Location Plat,pdf
-3617,-120869,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-3617,-120837,Directional Program,pdf
-3617,-121226,"Pore pressure (PP), Mud Weight (MW), and Fracture Gradient (FG) Plot",pdf
-3617,-120872,Proposed Wellbore Schematic,pdf
-3617,-120840,Safe Welding Area Drawing,pdf
-3617,-120841,ABS/DNV Certificate,pdf
-3617,-120843,BOP & Diverter Schematics with Operating Procedures,pdf
-3617,-120844,Rig Picture and Drawing,pdf
-3617,-120845,Moored Drilling Rig Operations Parameters 7 26 06,pdf
-3617,-120877,9/18/06 MMS 123S,pdf
-3617,-120847,Anchor Pattern,pdf
-3617,-120848,USCG Certification,pdf
-3617,-120849,Station Keeping on Moored Rigs Alert Guidelines 7 26 06,pdf
-3617,-120850,Revised Mooring Pattern 7 26 06,pdf
-3617,-120852,95F Analysis 7 26 06,pdf
-3617,-120853,Ocean Star Auxiliary Mooring System 7 26 06,pdf
-3617,-120854,Station Keeping Guidelines for Moored Rigs 7 26 06,pdf
-3618,-120879,Payment Receipt,pdf
-3313,-105728,BOP & Diverter Schematics with Operating Procedures,pdf
-3392,-109492,BOP & Diverter Schematics with Operating Procedures,pdf
-3615,-120803,Proposed Well Location Plat,pdf
-3615,-121203,BOP & Diverter Schematics with Operating Procedures,pdf
-3617,-120871,Engineering Calculation,pdf
-3392,-109486,Proposed Well Location Plat,pdf
-3392,-109487,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-3392,-109488,Directional Program,pdf
-3392,-109489,"Pore pressure (PP), Mud Weight (MW), and Fracture Gradient (FG) Plot",pdf
-3392,-109490,Proposed Wellbore Schematic,pdf
-3392,-109491,Engineering Calculation,pdf
-3392,-109493,West Delta Block 20 OCS-G25000 Well 001 (Spalding) H2S Plan,pdf
-3392,-109494,Ensco 86 Rig Fitness,pdf
-3396,-109601,Proposed Well Location Plat,pdf
-3396,-109602,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-3396,-109603,Directional Program,pdf
-3396,-109604,"Pore pressure (PP), Mud Weight (MW), and Fracture Gradient (FG) Plot",pdf
-3396,-109605,Proposed Wellbore Schematic,pdf
-3396,-109606,Safe Welding Area Drawing,pdf
-3396,-109607,ABS/DNV Certificate,pdf
-3396,-109608,Engineering Calculation,pdf
-3396,-109609,Departure List,pdf
-3396,-109610,BOP & Diverter Schematics with Operating Procedures,pdf
-3396,-109611,U.S. Coast Guard Certificate,pdf
-3396,-109612,Rig Anchor Pattern,pdf
-3396,-109613,Temperature Curves,pdf
-3396,-109614,Moored Drilling Operations Parameters,pdf
-3396,-109615,PI Location Plat,pdf
-3396,-109616,Cover Page for NTL 2005-G05,pdf
-3396,-109617,Station Keeping Mooring Information,pdf
-3396,-109619,High Pressure Wellhead Information,pdf
-3396,-109620,"13 5/8"" Casing Design Information",pdf
-3396,-109621,MMS 123S Attachment Sheet,pdf
-3396,-109622,Response to e-mail Information Request,pdf
-3396,-109623,Contingency Plans,pdf
-3396,-109625,Justification for cemet volume for 17.875 Inch Liner,pdf
-3099,-97372,Application for Permit to Drill,PDF
-3206,-105041,Document addressing NTL 2005-G05 Requirements,pdf
-3075,-96843,Production Tieback Casing Information,pdf
-3105,-97367,Compliance with NTL 2006-G09,pdf
-3070,-96911,Application for Permit to Drill,PDF
-3004,-99767,Application for Permit to Drill,PDF
-3363,-108043,Supplemental APD Spreadsheet,pdf
-3342,-108044,Operator Statement re: NTL 2006-G09,pdf
-3363,-108051,Wellbore Schematic,pdf
-3343,-108763,Air Gap NTL Data,pdf
-3314,-108808,Application for Permit to Drill,PDF
-3171,-108835,Application for Permit to Drill,PDF
-4110,-142354,BOP & Diverter Schematics with Operating Procedures,pdf
-4110,-142355,Rig Picture and Drawing,pdf
-4110,-142356,Final Surface Location Plat,pdf
-4110,-142357,Proprietary Plat,pdf
-3650,-122919,BOP Program,pdf
-3663,-122945,Directional Plot Horiz & Vert,pdf
-3672,-123005,+10 valve schematic,pdf
-4128,-143157,Proposed Well Location Plat,pdf
-4128,-143158,Directional Program,pdf
-4128,-143159,"Pore pressure (PP), Mud Weight (MW), and Fracture Gradient (FG) Plot",pdf
-4128,-143152,Safe Welding Area Drawing,pdf
-4128,-143150,ABS/DNV Certificate,pdf
-4128,-143151,U.S. Coast Guard Certificate,pdf
-4132,-143294,Supplemental APD Spreadsheet,pdf
-3152,-99447,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-3152,-99451,Directional Program,pdf
-3152,-99452,"Pore pressure (PP), Mud Weight (MW), and Fracture Gradient (FG) Plot",pdf
-3152,-99449,Proposed Wellbore Schematic,pdf
-3152,-99448,Engineering Calculation,pdf
-3152,-99456,BOP & Diverter Schematics with Operating Procedures,pdf
-3153,-99424,Proposed Well Location Plat,pdf
-3153,-99425,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-3153,-99426,Directional Program,pdf
-3153,-99427,"Pore pressure (PP), Mud Weight (MW), and Fracture Gradient (FG) Plot",pdf
-3153,-99435,Proposed Wellbore Schematic,pdf
-3153,-99429,Engineering Calculation,pdf
-3153,-99430,BOP & Diverter Schematics with Operating Procedures,pdf
-3153,-99432,6-inch +10' valve schematic,pdf
-3153,-99433,Checklist for NTL 2006-G09,pdf
-3153,-99434,Form MMS123S- APD Spreadsheet,pdf
-3159,-99684,Proposed Well Location Plat,pdf
-3159,-99691,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-3159,-99685,Directional Program,pdf
-3159,-99686,"Pore pressure (PP), Mud Weight (MW), and Fracture Gradient (FG) Plot",pdf
-3159,-99683,Proposed Wellbore Schematic,pdf
-3384,-116352,Application for Permit to Drill,PDF
-3550,-121609,Proposed Well Location Plat,pdf
-3550,-121610,"Pore pressure (PP), Mud Weight (MW), and Fracture Gradient (FG) Plot",pdf
-3546,-117353,Application for Permit to Drill,PDF
-3538,-117463,Application for Permit to Drill,PDF
-3529,-117483,Application for Permit to Drill,PDF
-3417,-117568,MMS Plus 10 Valve,pdf
-3558,-117671,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-3558,-117672,<PERMIT PLAT>,pdf
-3558,-117673,<CURRENT WELL STATUS>,pdf
-3558,-117674,<CURRENT WELLBORE>,pdf
-3558,-117675,<PROPOSED WELLBORE>,pdf
-3303,-105702,Proposed Well Location Plat,pdf
-3303,-105555,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-3303,-105594,Directional Program,pdf
-3303,-105557,"Pore pressure (PP), Mud Weight (MW), and Fracture Gradient (FG) Plot",pdf
-3303,-105554,Proposed Wellbore Schematic,pdf
-3303,-105556,Engineering Calculation,pdf
-3303,-107851,BOP & Diverter Schematics with Operating Procedures,pdf
-3306,-105617,EC 269 #1ST Compliance NTL 2006 G09,pdf
-3312,-105672,Proposed Well Location Plat,pdf
-3312,-105692,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-3312,-105695,Directional Program,pdf
-3312,-105696,"Pore pressure (PP), Mud Weight (MW), and Fracture Gradient (FG) Plot",pdf
-3312,-105694,Proposed Wellbore Schematic,pdf
-3312,-105693,Engineering Calculation,pdf
-3312,-105678,BOP & Diverter Schematics with Operating Procedures,pdf
-3312,-105679,"6"" +10 valve schematic",pdf
-3312,-105681,Change diverter size,pdf
-3312,-105683,Operator Statement in response to NTL No. 2006-G09,pdf
-3303,-105911,rig fitness for JU,pdf
-3327,-106281,Proposed Well Location Plat,pdf
-3327,-112031,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-3327,-106282,Directional Program,pdf
-3327,-112036,"Pore pressure (PP), Mud Weight (MW), and Fracture Gradient (FG) Plot",pdf
-3327,-112035,Proposed Wellbore Schematic,pdf
-3205,-102736,Application for Permit to Drill,PDF
-3109,-105998,Application for Permit to Drill,PDF
-3312,-106390,Application for Permit to Drill,PDF
-3324,-106450,Application for Permit to Drill,PDF
-3378,-108928,Proposed Well Location Plat,pdf
-3378,-108969,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-3378,-108946,Directional Program,pdf
-3378,-108930,"Pore pressure (PP), Mud Weight (MW), and Fracture Gradient (FG) Plot",pdf
-3378,-108927,Proposed Wellbore Schematic,pdf
-3378,-108970,Engineering Calculation,pdf
-3378,-108976,BOP & Diverter Schematics with Operating Procedures,pdf
-3345,-107957,Application for Permit to Drill,PDF
-3378,-108971,Open Hole Logging & Coring Plan,pdf
-3378,-108973,Mud Products List,pdf
-3388,-109184,Proposed Well Location Plat,pdf
-3212,-101739,VR257B002BP02 Proposed Wellbore Schematic,pdf
-3213,-103859,Proposed Well Location Plat,pdf
-3213,-103731,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-3213,-103734,Directional Program,pdf
-3213,-103735,"Pore pressure (PP), Mud Weight (MW), and Fracture Gradient (FG) Plot",pdf
-3213,-103733,Proposed Wellbore Schematic,pdf
-3213,-103732,Engineering Calculation,pdf
-3213,-101979,BOP & Diverter Schematics with Operating Procedures,pdf
-3215,-101824,Proposed Well Location Plat,pdf
-3215,-101787,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-3215,-101821,Directional Program,pdf
-3215,-101800,"Pore pressure (PP), Mud Weight (MW), and Fracture Gradient (FG) Plot",pdf
-3215,-101795,Proposed Wellbore Schematic,pdf
-3215,-101790,Engineering Calculation,pdf
-3215,-101820,BOP & Diverter Schematics with Operating Procedures,pdf
-3223,-102467,Proposed Wellbore Sketch,pdf
-3223,-102465,"Mud Weight, Pore Pressure, and Frac Gradient Plot",pdf
-3223,-102466,Ensco 86 Rig Fitness,pdf
-3227,-102712,WC 283 #1 Revised Diverter Schematic,pdf
-3050,-116025,Appendix A: Survival RAOs & Wave Drift Forces,pdf
-3050,-116027,Appendix C Summaries & Site Spec Limit State Intact & Damage,pdf
-3454,-112067,Proposed Well Location Plat,pdf
-3444,-111666,APD information sheet - Form 123S,pdf
-3453,-112063,"Revised Engineering Calculations to deepen 22"" casing",pdf
-3453,-112064,ABS Interim Class Certificate,pdf
-3453,-112065,"Revised MMS-123S Form to deepen 22"" casing",pdf
-3453,-112066,ABS Interim MODU Safety Certificate,pdf
-3454,-112069,Directional Program,pdf
-3454,-112070,"Pore pressure (PP), Mud Weight (MW), and Fracture Gradient (FG) Plot",pdf
-3454,-112099,Proposed Wellbore Schematic,pdf
-3454,-112072,Engineering Calculation,pdf
-3454,-112073,BOP & Diverter Schematics with Operating Procedures,pdf
-3454,-112074,well control issue,pdf
-3454,-112075,"Typical 6"" Ball Valve",pdf
-3454,-112076,preload procedure,pdf
-3454,-112077,rig fitness for JU,pdf
-3454,-112100,"REVISED CASING CRITERIA FOR 13-3/8""",pdf
-3468,-112764,BOP & Diverter Schematics with Operating Procedures,pdf
-3468,-112800,Proposed Well Location Plat,pdf
-3468,-112766,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-3468,-112769,Directional Program,pdf
-3468,-112770,"Pore pressure (PP), Mud Weight (MW), and Fracture Gradient (FG) Plot",pdf
-3468,-112768,Proposed Wellbore Schematic,pdf
-3468,-112767,Engineering Calculation,pdf
-3138,-99160,Application for Permit to Drill,PDF
-4087,-142288,Application for Permit to Drill,PDF
-4063,-140261,"Pore pressure (PP), Mud Weight (MW), and Fracture Gradient (FG) Plot",pdf
-2917,-96752,Application for Permit to Drill,PDF
-3131,-98878,Application for Permit to Drill,PDF
-2690,-97368,Application for Permit to Drill,PDF
-3233,-106354,Application for Permit to Drill,PDF
-4128,-143784,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-4128,-143156,Proposed Wellbore Schematic,pdf
-4128,-143744,Engineering Calculation,pdf
-4128,-143787,BOP & Diverter Schematics with Operating Procedures,pdf
