ID,UPA,EventDate,Employer,Address1,Address2,City,State,Zip,Latitude,Longitude,Primary NAICS,Hospitalized,Amputation,Loss of Eye,Inspection,Final Narrative,Nature,NatureTitle,Part of Body,Part of Body Title,Event,EventTitle,Source,SourceTitle,Secondary Source,Secondary Source Title,FederalState
2015010895,944208,1/28/2015,"Wynnewood Refining Company, LLC",906 S. Powell,,WYNNEWOOD,OKLAHOMA,73098,34.65,-97.17,324110,1.00,0.00,0.00,1028016,"On January 28, 2015, an employee was using an 8-foot A-frame ladder to change out pipe fitting at the Hydro Cracker Unit.  The employee fell from the ladder while descending, breaking his lower right leg in the ankle area.  Employee was transported by ambulance to Pauls Valley, then transferred to the Norman Regional Hospital where he had surgery to set the bone.",111,Fractures,50,"Lower extremities, unspecified",4332,Other fall to lower level 6 to 10 feet,7422,Step ladders,,,1
2015010972,962547,1/30/2015,"Air Gas USA, LLC",858 Distribution Drive,,COLUMBUS,OHIO,43228,39.97,-83.10,221210,0.00,1.00,0.00,,"An employee got his finger caught between a pallet and a platform, while a forklift operator was lowering the pallet down onto the platform.  Employee suffered an amputation.",1311,Amputations,4429,"Finger(s), fingernail(s), n.e.c.",642,Compressed or pinched by shifting objects or equipment,216,"Skids, pallets",6399,"Structures, n.e.c.",1
2015010976,936780,1/30/2015,Regency Energy Partners ,CR 437 & Hwy 285,,ORLA,TEXAS,79770,31.82,-103.91,213111,1.00,0.00,0.00,1029707,"Pipeline was being cleaned using a pig. The pig shot out of the pipeline and struck the employee, causing injuries to the lower part of his body. ",1972,"Soreness, pain, hurt-nonspecified injury",80,"Multiple body parts, unspecified",6241,"Struck by dislodged flying object, particle",499,"Parts and materials, n.e.c.",,,1
2015021040,938011,2/2/2015,"FESCO, Ltd",1501 E. Main Street,,ALICE,TEXAS,78332,27.75,-98.05,213112,1.00,0.00,0.00,,"The injured employee had his left hand on a forklift, signaling to the operator to lower the forks due to an unbalanced situation with a parts catcher screen assembly.  In the process of lowering the forks the screen assembly shifted smashing the tip of the employees index finger on his left hand between the bonnet of the manual valve of the screen assembly and the forks.",1972,"Soreness, pain, hurt-nonspecified injury",4422,Fingertip(s),642,Compressed or pinched by shifting objects or equipment,8621,"Forklift, order picker, platform truck-powered",,,1
2015021099,940310,2/3/2015,Dan D Drilling Corporation,Rig #7 South of Perkins,,PERKINS,OKLAHOMA,74059,35.98,-97.03,213111,0.00,1.00,0.00,1034464,An employee's finger was caught between the top and bottom of the top drive track causing an acute traumatic amputation of the left distal index finger.,1311,Amputations,4429,"Finger(s), fingernail(s), n.e.c.",640,"Caught in or compressed by equipment or objects, unspecified",9999,Nonclassifiable,,,1
2015021118,946188,2/4/2015,Complete Energy Services Well Service Division,"Sabine Oil & Gas, #12-2H, 34 miles South of Perryton, TX on Hwy 70",,PERRYTON,TEXAS,79070,36.38,-100.80,213112,1.00,0.00,0.00,,Employees were making a connection when tubing fell striking the employee in the lower face.,1972,"Soreness, pain, hurt-nonspecified injury",130,"Face, unspecified",6230,"Struck by falling object or equipment, unspecified",4120,"Pipes, ducts, tubing, unspecified",,,1
2015021148,944252,2/4/2015,Air Liquide America Specialty Gases,6141 Easton Rd,,PLUMSTEADVILLE,PENNSYLVANIA,18949,40.37,-75.14,325120,1.00,0.00,0.00,,An employee was kept overnight at the hospital for treatment of exposure to 10% nitric oxide that began to leak from a #49 cylinder at the roller table.,1960,"Poisoning, toxic, noxious, or allergenic effect, unspecified",6,BODY SYSTEMS,550,"Exposure to other harmful substances, unspecified",1743,Nitrogen oxides,,,1
2015021157,945648,2/5/2015,"Trio Equipment Rentals & Services, LLC",5 mi. from intersection of IH-37 Hwy. 99 near ,,WHITSETT,TEXAS,78075,28.63,-98.27,213112,1.00,0.00,0.00,1029849,An employee at a remote Marathon Oil jobsite was pressure testing pipe when he was struck-by 9500psi of water when bolts broke on the flange connecting two pipes causing the high pressure water to strike the employee and one other sub-contractor's employee who were standing approximately 15 feet away.,10,"Traumatic injuries and disorders, unspecified",9999,Nonclassifiable,6242,Struck by discharged object or substance,9254,Pressurized water-blast,,,1
2015021187,952822,2/6/2015,Offshore Specialty Fabricators,115 Menard Rd.,,HOUMA,LOUISIANA,70363,29.55,-90.71,213112,1.00,0.00,0.00,,"An employee was working on an offshore barge and fell while trying to connect a hook to a lowered boom of a crane. The employee braced his fall with his hands, fracturing his right wrist. The employee was taken to the hospital by helicopter to receive treatment. A cast was placed on the employee's right wrist and he was kept overnight for observation.",111,Fractures,43,Wrist(s),40,"Fall, slip, trip, unspecified ",3433,"Cranes-floating, barge mounted",,,1
2015021188,950449,2/6/2015,NOV Tuboscope,Dora Roberts 2-56,,FORSAN,TEXAS,79733,32.11,-101.36,213112,0.00,1.00,0.00,,"On or about February 6, 2015 at 12:00pm, an employee's finger was caught in between two collars on a pipe while assisting in the lay down of 3 1/2"" tubing coming out of the oil head.",1311,Amputations,4429,"Finger(s), fingernail(s), n.e.c.",642,Compressed or pinched by shifting objects or equipment,4124,"Pipe fittings, collars",,,1
2015021218,950049,2/6/2015,THE PEOPLES GAS LIGHT AND COKE COMPANY,3955 N Kilpatrick Ave.,,CHICAGO,ILLINOIS,60611,41.95,-87.74,221210,1.00,0.00,0.00,,An employee injured his back when he slipped on wet/icy ground and fell  getting into his work truck.,1972,"Soreness, pain, hurt-nonspecified injury",320,"Back, including spine, spinal cord, unspecified",422,Fall on same level due to slipping ,6630,"Ground, unspecified",9273,"Ice, sleet, snow",1
2015021269,958534,2/9/2015,Kermit Electric,Merit Energy ,Block 9 Well #702 and #703,ANDREWS,TEXAS,79714,32.32,-102.53,213112,1.00,0.00,0.00,,"On or about Monday, February 9, 2015, at 2:45 pm an employee was changing a transformer in a Merit Energy oil rig when he touched a hot wire injuring his head and left hand.",1972,"Soreness, pain, hurt-nonspecified injury",899,"Multiple body parts, n.e.c.",5112,"Direct exposure to electricity, greater than 220 volts",4415,"Power lines, transformers, convertors",,,1
2015021285,961588,2/10/2015,International Snubbing Services,190 Industries Lane,,ARNAUDVILLE,LOUISIANA,70512,30.40,-91.90,213112,1.00,0.00,0.00,,"Employee was installing a TIW valve assembly for Blow Out Preventive (BOP) testing to get a pressure reading from the pipe. During the BOP process, the TIW assembly was sitting on top of the pipe when the pipe fell and struck the employee in the left foot causing lacerations.  Employee was Medevac'd to hospital to receive sutures in left foot and was kept overnight for observation.",132,"Cuts, lacerations",530,"Foot (feet), unspecified",6239,"Struck by falling object or equipment, n.e.c.",4123,"Metal pipes, tubing",,,1
2015020050,964088,2/11/2015,Pioneer Oil Field Services,Petco - Louden Field,,SAINT ELMO,ILLINOIS,62458,39.02,-88.84,213112,0.00,1.00,0.00,1042369,"On 2/11/15, a Pioneer Oil Field Services Rig Hand working at Petco/Louden Field amputated the first digit (approximately the length of his fingernail) of his right ring finger.  The amputation occurred when a landing joint connector being pulled by a chain became tight and wrapped around said employee's finger who was holding/guiding the chain at the time of incident.",1311,Amputations,4429,"Finger(s), fingernail(s), n.e.c.",644,Entangled in other object or equipment,4223,"Chains, n.e.c.",,,1
2015021340,958768,2/11/2015,Freeport-McMoRan Copper & Gold Refinery,897 Hawkins,,EL PASO,TEXAS,79915,31.76,-106.37,331410,1.00,0.00,0.00,1040363,Employee lacerated two fingers from his right hand with the tension wheel of an automatic bending machine while replacing a bending reel.,132,"Cuts, lacerations",4420,"Finger(s), fingernail(s), unspecified",630,"Struck against object or equipment, unspecified",3510,"Bending, rolling, shaping machinery, unspecified",,,1
2015021348,958433,2/11/2015,"Oilfield Trucking Solutions, LLC",6221 Mile Lane Rd,,SAYRE,PENNSYLVANIA,18840,41.98,-76.57,213112,1.00,0.00,0.00,,A worker slipped on ice and fractured his ankle. The injury required surgery and admission to the hospital.,111,Fractures,52,Ankle(s),422,Fall on same level due to slipping ,660,"Floors, walkways, ground surfaces, unspecified",9273,"Ice, sleet, snow",1
2015021362,958797,2/11/2015,Sheehan Pipeline Contruction,59920 Lockwood Run Rd.,,JACOBSBURG,OHIO,43933,39.94,-80.83,237120,1.00,0.00,0.00,,"At or about 3:00 pm on February 11, 2015, an employee was using a chainsaw to cut a tree down, when the tree twisted and fell, pinning him to the ground.",10,"Traumatic injuries and disorders, unspecified",9999,Nonclassifiable,6239,"Struck by falling object or equipment, n.e.c.",5871,Trees,,,1
2015020234,966774,2/12/2015,"Eatmon Holdings, Inc.",201 N. County Road,,KIMBALL,NEBRASKA,69145,41.23,-103.64,213112,0.00,1.00,0.00,,Employee was changing out a hydraulic ram on a rig when a swivel on the come-along broke and pinched the employee's thumb. First aid was performed at the local hospital and then the employee was transported to Denver. An artery in the thumb was damaged and the right hand thumb was later amputated at the first joint.,1311,Amputations,4429,"Finger(s), fingernail(s), n.e.c.",649,"Caught in or compressed by equipment or objects, n.e.c.",3244,Oil drilling rigs and machinery,,,1
2015021375,960289,2/12/2015,Cimarex Energy ,The Barriers ,,PYOTE,TEXAS,79777,31.53,-103.12,211111,1.00,0.00,0.00,,"On or about February 12, 2015, a worker was trying to light the heater treater In The Barriers Well, but the gas valve was not fully shut causing the gas to flash in his face. The Well was shut in and the worker was trying to get it back online. The worker sustained injuries to his face and right hand.",1972,"Soreness, pain, hurt-nonspecified injury",899,"Multiple body parts, n.e.c.",317,"Ignition of vapors, gases, or liquids",162,Natural gas,423,"Valves, nozzles",1
2015021377,959269,2/12/2015,Midway Energy Services,69478 Fairgrounds Road,,QUAKER CITY,OHIO,43773,39.97,-81.29,213112,1.00,0.00,0.00,,"On or about February 12, 2015, an employee slipped on ice/gravel while walking in the company's job yard resulting in a broken leg.",111,Fractures,510,"Leg(s), unspecified",422,Fall on same level due to slipping ,6630,"Ground, unspecified",9273,"Ice, sleet, snow",1
2015020241,962857,2/13/2015,Crescent Engery Services,1304 Engineers Road ,,BELLE CHASSE,LOUISIANA,70037,29.86,-90.01,213112,1.00,1.00,0.00,1041091,An employee put a valve into the hole of an oil well as part of the process to plug the well. Pressure built up behind the valve causing it to explode out of the hole. One of the employee's legs was severely injured and is being medically amputated. ,1311,Amputations,510,"Leg(s), unspecified",6241,"Struck by dislodged flying object, particle",423,"Valves, nozzles",3244,Oil drilling rigs and machinery,1
2015020260,962914,2/15/2015,"Appalachan Production Services, Inc.",518 Apple Lane,,BLAIRSVILLE,PENNSYLVANIA,15717,40.43,-79.30,213112,1.00,0.00,0.00,1040675,An employee was injured during a fire at a gas well.,10,"Traumatic injuries and disorders, unspecified",9999,Nonclassifiable,317,"Ignition of vapors, gases, or liquids",162,Natural gas,,,1
2015020263,963508,2/15/2015,Okaloosa Gas District,1504 E. Ponderosa,,FORT WALTON BEACH,FLORIDA,32547,30.46,-86.63,221210,1.00,0.00,0.00,,"A technician was called out for a gas leak.  The Tech was ""smelling"" out the gas with a meter.  He had been around the residence and crawled under the porch.  He moved some pesticide bottles the owner had under the porch.  When he moved them they released a gas that struck him in the face.",1960,"Poisoning, toxic, noxious, or allergenic effect, unspecified",6,BODY SYSTEMS,550,"Exposure to other harmful substances, unspecified",150,"Pesticides and other agricultural chemicals, unspecified",,,1
2015020476,962800,2/16/2015,National Oilwell Varco,5100 N. Sam houston Pkwy West,,HOUSTON,TEXAS,77086,29.93,-95.31,333132,1.00,0.00,0.00,1042254,"Employee was observing a rigging operation. The rigging hook caught on something and when it dislodged, it hit the employee in the face causing a skull fracture in the sinus region.",111,Fractures,113,Skull,629,"Struck by object or equipment, n.e.c.",432,"Hooks, shackles, magnets, clamshells",,,1
2015021420,962600,2/16/2015,WCE Oilfield Services,1004 Hwy 1804,,WATFORD CITY,NORTH DAKOTA,58854,47.81,-103.23,213112,0.00,1.00,0.00,,Employee had a finger surgically amputated after sustaining an injury while filling a tanker truck with water. The employee's pinky ring caught on a grease fitting while he was climbing off the truck stripping the skin from the center knuckle to the tip of his finger.,1311,Amputations,4429,"Finger(s), fingernail(s), n.e.c.",649,"Caught in or compressed by equipment or objects, n.e.c.",4124,"Pipe fittings, collars",,,1
2015021439,962658,2/17/2015,National Oil Varco Completions & Product Solutions,2205 E.L. Anderson Blvd.,,CLAREMORE,OKLAHOMA,74017,36.33,-95.61,333911,0.00,1.00,0.00,,"On 2/17/2015 at approximately 9:00 a.m., an employee was removing a stator (pipe) from a pre-treat oven.  The tooling at the base of the stator caught on a cavity inside the oven.  The crane continued to pull the part up and as the employee was trying to move the part, the hook of the holding device sheared and smashed his left index finger.  The amputation occurred when the employee tried to pull his hand out of the way.",1311,Amputations,4429,"Finger(s), fingernail(s), n.e.c.",6233,Struck by object falling from vehicle or machinery-other than vehicle part,432,"Hooks, shackles, magnets, clamshells",3430,"Cranes, unspecified",1
2015020518,963270,2/18/2015,National Oilwell Varco,2084 Hwy 662,,AMELIA,LOUISIANA,70340,29.66,-91.10,213112,1.00,0.00,0.00,1042266,An employee was standing on a pipe rack using his feet to roll pipe to the edge when his foot was caught by a pipe causing him to fall off the rack. The employee's foot was broken by the pipe that also fell off the rack.,111,Fractures,530,"Foot (feet), unspecified",6239,"Struck by falling object or equipment, n.e.c.",4123,"Metal pipes, tubing",,,1
